Publisher Account ID,Publisher Account Name,Publisher App ID,Publisher App Name,Report Ad Spend (Unified)
5c05196699e4374b87bda3b9,Tripledot Studios,6656acb705023a21ade85319,Blossom Match,"$3,429"
64678a9ed7125400115d9869,GenDigital,6504125848832e941ea49644,AVG Cleaner,"$3,420"
5fb510aa8072bf0015d8d59d,Tap2Play LLC,60a4d2c2cf4957c21093d8b5,CMS_IOS_Count Masters,"$3,388"
58737456236d8f446400071c,FIOGONIA LIMITED,6604479b0aa40123534213cb,Yatzy iOS,"$3,378"
699aa4324c0d69d44ce3d3fb,7 Hits Games LLC-FZ,699ad9723630b752386b2a8b,Gummy Drop iOS,"$3,376"
5fc671cbba624b0015a61bf1,Saygames LTD,64b147f65bb311e36806f76f,DOP 5: Delete One Part,"$3,364"
56d55c72562b9c353800000d,Voodoo,5df377321d9685610fcdd62d,Woodturning 3D,"$3,311"
58f71febd4e19c8f3b000fff,Soccer Manager Ltd,65b0f266285feb2100625a23,Soccer Manager 2025,"$3,307"
56d55c72562b9c353800000d,Voodoo,6971f35b9557abdc3c8d6b43,Loop Sort,"$3,305"
65b10d6ad5f847001168a1ea,SPARK STAR LIMITED,65bb6ddb285feb210062a044,ДругВокруг,"$3,300"
561e8d956b8d90f61a003219,"Appodeal, Inc.",5912fb91085bcd9d5d00102a,com.MadOut.BIG/74079,"$3,296"
619b548fc9c9c1001796f1f6,Gimica GmbH,643e8e4f6c9fd54552e584de,Sugar Rush Adventure,"$3,285"
64803209bfd9aa0011593484,Bluetile Games,68a5d5b89b70a4a368c58a7d,Hole Rush: Eat All Puzzle,"$3,279"
6267e053f2d4b90018ad84e4,Burny Games,65784ddca475438b9f797211,Colorwood sort puzzle game,"$3,275"
56cb43391ba696884900000a,Ilyon Dynamics,620bb0080b6dd752967c9f48,net.master.triple.3d.find_i_1620,"$3,274"
59baf14999eaaa880a002c38,LOOP GAMES SAS,617642567565bfc860872e12,Domino iOS,"$3,271"
64803209bfd9aa0011593484,Bluetile Games,654a1fa4c8354b1e0d015db7,Spider Solitaire iOS,"$3,243"
5e05c0a26057ae0017e7d51c,FlintCast s.r.o.,5e05c13f3434b7001824e25d,SweetMeet,"$3,236"
561e8d946b8d90f61a001509,Outfit7,5bbb367f4d3adf044149d3e0,Hero Dash - appstore,"$3,234"
655c9ef75942160011cb5867,PROGAMESLAB LTD,682ee38b6883128549d119f2,Goblin MIner,"$3,228"
5f58b1ac675b0600157e7105,Papaya Gaming,645b741cf9888365825678df,Bingo Cash,"$3,215"
5fb510aa8072bf0015d8d59d,Tap2Play LLC,6686a50a4d6765df32feb2a8,SHO_IOS_Shoot It,"$3,213"
5fb27298d8ff880015e84750,MNO GO APPS LTD,5fc9e83b3bbe0ddcff33364a,QuizzLand,"$3,191"
561e8d956b8d90f61a003219,"Appodeal, Inc.",65f1b1c0e37910f3193e4b57,com.ollie.omanager/757492,"$3,186"
619376d458dde20017d66610,MATRYOSHKA GAMES (CY) LTD,6448b1ee31ae7b322785e37e,Royal Cooking,"$3,181"
561e8d936b8d90f61a000f17,Smart Project GmbH,66a10ece251757c475bc6586,Kitty Sort: Twisted Tails,"$3,168"
619cc4d31a366f0017fe8d06,AI CREATIVITY S.R.L.,67ffcb8a84f5677d170bc3e4,Alight Motion Android,"$3,150"
64803209bfd9aa0011593484,Bluetile Games,64e4c150575deb9efd61daf0,Connect the Dots - Color Game,"$3,149"
5fb510aa8072bf0015d8d59d,Tap2Play LLC,60e41f4d76d07ccbb31c2f6f,FTR_ANDROID_Fidget Trading,"$3,148"
617916e8f3ef190017a83854,Digitalchemy,62581e128118d7c8a40aec80,Currency Converter Plus Android,"$3,142"
6297c4bc012073001b3df035,Yandex Inc.,6912064edcd984f22c652c3f,deveem_io-deveem-vpn,"$3,136"
64803209bfd9aa0011593484,Bluetile Games,69283643b88dcb4daa967f3d,Sort Journey - Travel Puzzle,"$3,129"
6297c4bc012073001b3df035,Yandex Inc.,69bbb45e6a450f7b4f11e1c4,yuechao-ma_com-ray-litter-stars,"$3,113"
561e8d926b8d90f61a00013e,Miniclip SA,66eab48b548cf7c84914c278,WAR Drone,"$3,108"
670153ce6f113e00119a0fad,SensusTech LLC,670156c0901d39379d5ac3ed,Remote Control for Android TV,"$3,108"
5fc671cbba624b0015a61bf1,Saygames LTD,5f196b226694ec0001781c5c,Stealth Master,"$3,100"
5fe2fafd6013fb0015208652,GamoVation,6246cce0a5da4be0fe1d78f0,Chess Club iOS,"$3,099"
56cb43391ba696884900000a,Ilyon Dynamics,620bb0bc522dd40c01d1ef94,com.master.triple3d.find_a_1620,"$3,080"
61e93624cf7a710017932586,"Appgeneration, Lda",6564ce913eb26e8fe73a4662,Smart Cleaner,"$3,074"
5d1495e8b6c82f00120db30d,Product Madness,5d4410805bf30c0017376feb,Lightning Link Casino Slots Android,"$3,071"
57398bfe4d0c2a683c0000da,Kefir!,68b6d55770bcfc8975dc6417,Sunday City,"$3,065"
5b5ec3e8337f272131edc824,MadBox,5d5e630cf7853d06d0c54d8c,Stickman Hook  iOS,"$3,064"
619b548fc9c9c1001796f1f6,Gimica GmbH,69ce8dfa93c260539036b241,com.gimica.threadform,"$3,063"
663c90f772fce00011b7f353,Citymapper (Via),66fffbb304a01a45408d13ff,Citymapper,"$3,063"
5fc671cbba624b0015a61bf1,Saygames LTD,6654729f39ab84e8d845ce70,Wasteland life iOS,"$3,056"
5c657afed9e6e60012bab5d9,gamestudiopsv@gmail.com,64cb459f49fc2279edeb95cd,1564657118,"$3,042"
5e3692d21cd3cb0018dd4329,SuperSonic Studios,67c5d98bb267104b50bac23b,Hole it!,"$3,040"
561e8d956b8d90f61a003365,Fingersoft Oy,55599f8db60c1a3a1900014f,Hill Climb Racing,"$3,029"
65b10d6ad5f847001168a1ea,SPARK STAR LIMITED,65bb6e434affe7a8358f0240,ДругВокруг,"$3,027"
61e93624cf7a710017932586,"Appgeneration, Lda",65006719a4f8fd44fc1731c4,myTuner Radio,"$3,021"
5c05196699e4374b87bda3b9,Tripledot Studios,67932115ffda0af1dd8c4b65,Gin Rummy: Classic Card Games,"$3,006"
699aa4324c0d69d44ce3d3fb,7 Hits Games LLC-FZ,699ad8b0502bf17c88447a15,Gummy Drop Android,"$2,999"
64803209bfd9aa0011593484,Bluetile Games,650963fe60aebaee1ce35153,Word Search Journey Puzzles,"$2,995"
5fc671cbba624b0015a61bf1,Saygames LTD,69f3251d41d4695486a13afe,Grass Master,"$2,994"
5fc618102e8dd2001579b65d,App Central ltd,6952845158c80b13f78f781c,Crazy Clinic Home Screen,"$2,993"
59e4bb543f0fa9a20900afa3,TabTale LTD,61c9c33f8f673c75ae74e9f0,Lamar Android,"$2,993"
6640b81d1d36b20011446b1f,Waveline Media FZ-LLC,6640b8f458030769d6220bf6,Nabd iOS,"$2,983"
561e8d956b8d90f61a0028f7,Nexters Global LTD,5a82eba6f8e38c6735001e7d,Hero Wars Android,"$2,967"
619b548fc9c9c1001796f1f6,Gimica GmbH,69c94b86a1176c00b1abea51,Tangram Heaven iOS,"$2,964"
6297c4bc012073001b3df035,Yandex Inc.,683976ee39e1c3b9776e4bb5,zavlad2_ru-thousandcardgame-android_bidding,"$2,962"
6297c4bc012073001b3df035,Yandex Inc.,66ec12b0f2fa5bc8304f9e8e,imelab_ iMe_android,"$2,958"
619b548fc9c9c1001796f1f6,Gimica GmbH,6448fd1811af6ec1f39a0376,Bubble Pop,"$2,952"
5e072f709b72ee0018763bc3,TAPCLAP,641c562487be9c5a5185358f,Pirate Treasures - Gems Puzzle,"$2,951"
6297c4bc012073001b3df035,Yandex Inc.,6a0b15c0ea1371b7b7d2bd6a,seamobi-dev-gmail-com_fsnl-SpeedVPN,"$2,944"
61e93624cf7a710017932586,"Appgeneration, Lda",6620f1b6853bc6953cc56c8c,Radio CO,"$2,940"
5cc173c6d788b30012b2ff51,Loop Games A.S.,640eed65b4c2dda80e960557,Number Match,"$2,929"
56d55c72562b9c353800000d,Voodoo,5a8c3943d21df82a030009a3,Helix Jump,"$2,927"
577a61dcda179a9c3f000089,Kolibri Games (fka Fluffy Fairy),577a63137498d903690000b3,Idle Miner Tycoon,"$2,923"
67a0d88e77bd1c00117ad4f5,Rock Rim Media Inc,67deadb9c0f3b12f78d9733d,"VK iOS: social network, messenger","$2,920"
56d55c72562b9c353800000d,Voodoo,68c99f63c01c1ca4267e5ee9,Beads Out,"$2,910"
5bec0018c9af0a7962a96f4a,Rollic Games,67f6602ae9924abb27e06d8e,SlitherRush,"$2,905"
61e93624cf7a710017932586,"Appgeneration, Lda",6256cc0fd442beff471ae9af,Word Connect,"$2,902"
6821f44e379ae300116eba49,inforoad GmbH,68248c325d76eda5a687a294,Clever Tanken Android,"$2,899"
619b548fc9c9c1001796f1f6,Gimica GmbH,69c94e109687533e5335f517,spider Stack,"$2,891"
58f71febd4e19c8f3b000fff,Soccer Manager Ltd,65b0e2f8aad06991469bbd88,Soccer Manager 2025,"$2,885"
604a7ccb4f898b00151e2797,FunCraft,687fbbeb0c57d8be6eea7dd4,Bingo Dice,"$2,854"
69eb7528a33b05d61de623e5,DVapps AB,69eb79e13e2ffb9da91d6d3f,Granny_Android_Interstitial,"$2,848"
6297c4bc012073001b3df035,Yandex Inc.,68fa20c93b9fb0eb81c8f920,yan443193697dex_vpnwhale,"$2,841"
59e4bb543f0fa9a20900afa3,TabTale LTD,5fa952a8447cc63a415502da,Phone Case DIY iOS_CL,"$2,836"
627b73f7023d420018e2f038,Chardonnay Partners LLC,65252a2822e02a63334660ad,Word Maker iOS,"$2,834"
63d229657d9fc60014b1afdf,Paxie Games,63e326a43efda38ea8c0fed5,Merge Studio And,"$2,829"
5c6d3f727ba3842bffdc24f1,Beresnev Games,66bf54c76bdfe2cbb4e5d778,Race Master,"$2,828"
5f58b1ac675b0600157e7105,Papaya Gaming,5f58b22af19a330001ecbe7c,Bubble Cash,"$2,827"
561e8d976b8d90f61a003bab,Estoty LLC,67c6bb7c658cf18e67f46049,I am Cat,"$2,813"
59ff73a9eb02606d5200174f,Heatherglade,6220adf3a4a442ed2494a5da,Idle Guy,"$2,811"
67a0d88e77bd1c00117ad4f5,Rock Rim Media Inc,67dead6ec0f3b12f78d97338,OK: Social Network,"$2,811"
5b84c65ca73f7a027c553f4a,Rewards Game,6905a93f2e9735e4101eaf5d,Color Pixel Shooter,"$2,808"
647064a3001eb40011826210,Zuuks Games,647065e488c4496aef0da005,Truck Simulator : Ultimate,"$2,805"
5bb6123fa4ae3604537ad781,Fugo Games,67ae222a099d7cdb3417251e,Word Master Android,"$2,804"
561e8d976b8d90f61a003bab,Estoty LLC,683e9fb7976f6819c686bfb7,Frost World,"$2,803"
5fc671cbba624b0015a61bf1,Saygames LTD,646ca998666e9090ff9f5cf4,Resourcer,"$2,802"
5c05196699e4374b87bda3b9,Tripledot Studios,654a325dd1c31fd96c33f9fb,Cross Math Android,"$2,802"
6267e053f2d4b90018ad84e4,Burny Games,65b343ef8f74f036798538f2,Colorwood Sort Puzzle Game,"$2,793"
617916e8f3ef190017a83854,Digitalchemy,6266fe3aca876110810a8abf,Period Calendar Android,"$2,791"
5a53889945eaab512501251e,AddApptr GmbH,670e5e6220deb557b6b20af3,HLTVorg_HLTV_iOS,"$2,785"
5bb6123fa4ae3604537ad781,Fugo Games,664b32c6e0cbed6459a1d0f3,WoW Zen Android,"$2,773"
65e71ba517069f0011a36cfa,Rounds,67a9ea53c1d0e427bfd04128,Simple Calendar,"$2,769"
57398bfe4d0c2a683c0000da,Kefir!,617298a270ec9addc9327768,Last Day on Earth Android,"$2,764"
561e8d956b8d90f61a0030cf,Ketchapp,5cfa7cc763d59454195e8849,2048 iOS MAX,"$2,761"
57d1b461ae2b57d903000027,Easybrain Ltd,5ebc16f75ebede000128445b,Solitaire Spider GP,"$2,761"
5c6a96f373ca3d6bbe3fff38,AppQuantum,6149c870a4666e28ac0bfbc7,Lumber inc (iOS),"$2,756"
561e8d936b8d90f61a0011da,Tactile Entertainment,5cb084d88b248c001130813c,Lily's Garden [App Store],"$2,752"
561e8d956b8d90f61a003219,"Appodeal, Inc.",590c9ac54d1c3bc23b000c39,com.MadOut.BIG/73922,"$2,750"
670153ce6f113e00119a0fad,SensusTech LLC,6701568b6463444629ac65e3,Remote Control for Rоku & TCL,"$2,747"
561e8d936b8d90f61a000662,nerByte GMBH,5fd1dbd586e927acbf089dfd,Spider Android,"$2,746"
619b548fc9c9c1001796f1f6,Gimica GmbH,6572dc8ea475438b9f7963b8,Tile Match Pro,"$2,741"
5eb3c48aa80eba00159907c3,Matchingham Games Limited,653be37117328877a39ec650,Animal Hunter_Android,"$2,733"
647064a3001eb40011826210,Zuuks Games,64706577676fd347ebc0b3c3,Bus Simulator : Ultimate,"$2,724"
57398bfe4d0c2a683c0000da,Kefir!,68af0d99fc3f0359d1a438e0,Sunday City: Sim Life,"$2,723"
61e93624cf7a710017932586,"Appgeneration, Lda",65006a38a4f8fd44fc1731d8,Radio DE,"$2,721"
561e8d936b8d90f61a000838,Social Point,5bc5a552a7806402bb3625e0,Dragon city iOS iS,"$2,717"
57d1b461ae2b57d903000027,Easybrain Ltd,673c9621f4ded7f554b486cd,Hidden Spots IOS,"$2,711"
5fc671cbba624b0015a61bf1,Saygames LTD,6385e6e367a220fbe5fba801,Vehicle Masters,"$2,708"
57d1b461ae2b57d903000027,Easybrain Ltd,696e0a48efa06da9cbed45fa,Arrow Puzzle iOS,"$2,691"
5fc618102e8dd2001579b65d,App Central ltd,6984601de6f73fe2b5840744,Pixel Monsters Launcher,"$2,677"
6666afb99ec3300011cdf91d,Appvestor ApS,6666b0c1546a6ecbfaa58603,AV - Call & Block - com.sappalodapps.callblocker,"$2,674"
5735de0ebcd1970756000054,PLAYGENDARY LIMITED,5735de75e02a8cfc550000b2,Bowmasters,"$2,668"
61e93624cf7a710017932586,"Appgeneration, Lda",64e72047141e8c0978ae439c,Radio Colombia,"$2,662"
5dd4218d593be30017cbe726,Joyride GmbH,5dd421c7e44ab0001721ef5f,JMO-A,"$2,649"
5fc671cbba624b0015a61bf1,Saygames LTD,683f027e096c91e0c7b377b1,My Sticker Room,"$2,640"
561e8d956b8d90f61a003219,"Appodeal, Inc.",6822d3466b30ee9d4d5dbb42,com.vpnhouse/767460,"$2,628"
64803209bfd9aa0011593484,Bluetile Games,695e6bd1012a302218f6693b,Sort Journey - Travel Puzzle,"$2,626"
59e4bb543f0fa9a20900afa3,TabTale LTD,64185442e87be9678a7bc049,Glow: Fashion Idol Google_CL,"$2,625"
5819f59c563213f87a000123,Pixel Federation,5819f87c833403037b0000d2,Diggy's Adventure,"$2,621"
561e8d956b8d90f61a003365,Fingersoft Oy,573082f8607a4e6d62000059,HCR 2016 (iOS),"$2,612"
561e8d946b8d90f61a001509,Outfit7,5433b77cfc55bb3f04000014,My Talking Angela - Android,"$2,603"
561e8d926b8d90f61a00013e,Miniclip SA,647dcd1762d1fcf5a60b533d,Speed Stars iOS,"$2,596"
5735de0ebcd1970756000054,PLAYGENDARY LIMITED,5a7da53019a5bacf1a0002e8,Tomb of the Mask,"$2,591"
5d1495e8b6c82f00120db30d,Product Madness,5d441277343c330017be9765,Cashman Casino IOS,"$2,581"
561e8d936b8d90f61a00134a,Veraxen Ltd,5ac780e71a839166af6b178c,Jigsaw Puzzle For Adults Android NEW,"$2,573"
60abbe0138d6920017b43190,Newry Global Media sl,68062c7dc04e125443c1e393,GPS276-01 - PDF Reader App,"$2,565"
561e8d946b8d90f61a002087,Rovio,6512ae485551fd9849db8def,Angry Birds Dream Blast (Spender),"$2,563"
617916e8f3ef190017a83854,Digitalchemy,644a5b23dfe96b344d33ddec,Fraction Calculator Plus iOS,"$2,563"
56d55c72562b9c353800000d,Voodoo,62154ba2c1aeb964ddda691c,Wizz - Make new friends - iOS,"$2,555"
57d1b461ae2b57d903000027,Easybrain Ltd,5ed7a4a424d95f000191aeeb,Nonogram Multicolor iOS,"$2,551"
56d55c72562b9c353800000d,Voodoo,60be1f9fcf519370e1717d7d,Collect Em All!,"$2,547"
61e93624cf7a710017932586,"Appgeneration, Lda",65006855b30c764e0a11efb0,Radio FR,"$2,538"
5fc671cbba624b0015a61bf1,Saygames LTD,68b56e9d336ff3da36c5d683,Hexa Shift,"$2,533"
5b84c65ca73f7a027c553f4a,Rewards Game,691fd30b0676c7ac38861e3f,Blaze Shooter,"$2,526"
64a6b4fdcca9af0011fc86b7,Vira Games Inc,68d42b6c243b588097fd7650,Life Sim 3D: Family Simulator,"$2,524"
561e8d966b8d90f61a0033c4,Moon Active,689afb00a1e0ba6b5d6a0fa7,Merge Hotel Empire: Design,"$2,520"
561e8d946b8d90f61a001509,Outfit7,5432c0f02f64768173000111,My Talking Angela - appstore,"$2,516"
61f942f0ba92d00017cd7a43,Team Terrible,61f9449586c322d60bac2138,Baby In Yellow,"$2,506"
58737456236d8f446400071c,FIOGONIA LIMITED,65fdab64896437e3f9e69b03,Solitaire iOS Fiogonia,"$2,501"
5c05196699e4374b87bda3b9,Tripledot Studios,5df90c9b66091a78d58161c2,Blackjack Casino Android,"$2,485"
5fc671cbba624b0015a61bf1,Saygames LTD,676aa37a106a4471a57c6c34,Watermelon Club,"$2,484"
5819f59c563213f87a000123,Pixel Federation,5819f8aa6bb5346334000165,Diggy's Adventure,"$2,484"
561e8d956b8d90f61a003069,IdeaSolutions S.r.l.,6381027ef4a02c77f3087f36,Amerigo Android,"$2,480"
5e3692d21cd3cb0018dd4329,SuperSonic Studios,671b4ccf25a5ffd5eca52fa3,Disassembly Master,"$2,478"
6297c4bc012073001b3df035,Yandex Inc.,69b7b3df1f89c74f7a8d160c,qichen-big_com-freevpn-vpn-fast-simple,"$2,469"
5fe2fafd6013fb0015208652,GamoVation,67190ec14a1ec2bd8d864fad,Mahjong Triple Club,"$2,464"
5eb3c48aa80eba00159907c3,Matchingham Games Limited,65c0eeedf31d94e5290f5f07,Animal Hunter_iOS,"$2,463"
61e93624cf7a710017932586,"Appgeneration, Lda",6511955c0e8e377c60310e1b,Radio UK,"$2,441"
6297c4bc012073001b3df035,Yandex Inc.,65f07efeffdf52c4905ee1bc,stolitomson_free.vpn.proxy.secure,"$2,427"
6247027c20721a0018bb6528,First Touch Games,64787b6711f74ed45246d310,Score! Hero,"$2,427"
58737456236d8f446400071c,FIOGONIA LIMITED,65fc16979fc751abe279f546,Word Universe Android,"$2,412"
5fc671cbba624b0015a61bf1,Saygames LTD,656de73f0c33641a15cb047a,Resourcer,"$2,400"
6021599b8b3e5600159fcc76,HITAPPS GAMES LTD,64ef106a4ca99f72ba7c5e9c,Picture Builder iOS,"$2,396"
561e8d966b8d90f61a0033c4,Moon Active,695b85c896e85e768a5694bd,Reality Bay iOS,"$2,390"
59fb487bbe77065f5800afc3,Azur Games,6564597df2be8e652a92ac8f,Train Miner,"$2,387"
619b548fc9c9c1001796f1f6,Gimica GmbH,6448facc85742373a3e120bc,Merge Blast,"$2,379"
5b84c65ca73f7a027c553f4a,Rewards Game,6a0bc153ea1371b7b7d2c720,Food Hunt,"$2,365"
561e8d926b8d90f61a00013e,Miniclip SA,608983bec6ed3ae6ebd0cfc1,Chess Clash,"$2,342"
5c05196699e4374b87bda3b9,Tripledot Studios,667500f6f646af2fcfc11eb8,Blossom Match: Puzzle Game,"$2,331"
561e8d936b8d90f61a000da4,XIMAD Inc.,569cf3b29ae6b1203d000008,Windows 8: Magic Jigsaw Puzzles,"$2,322"
64803209bfd9aa0011593484,Bluetile Games,67cacd640a3d5de492b67d4a,Zen Tiles - Mahjong Match,"$2,318"
5c657afed9e6e60012bab5d9,gamestudiopsv@gmail.com,65f81b98087f20f10516a7ba,6478971501,"$2,308"
627b73f7023d420018e2f038,Chardonnay Partners LLC,65252ae40e8e377c6031258b,Klonike iOS,"$2,304"
59fb487bbe77065f5800afc3,Azur Games,67371daf913e67d2955d3bfe,Tap Gallery,"$2,301"
561e8d966b8d90f61a0033c4,Moon Active,6963b25bdb109ebf7b7ad25b,Jelly Busters Android,"$2,300"
59fb487bbe77065f5800afc3,Azur Games,5e7b697a7b9a650001734e08,World War Heroes,"$2,298"
5fc618102e8dd2001579b65d,App Central ltd,65c23be4d63f23ff92210bb9,Ice Cream Roll - Cool Launcher New,"$2,293"
5fc671cbba624b0015a61bf1,Saygames LTD,68df8e797446ba296ffa3beb,Foodventure Inc: Idle Tycoon,"$2,282"
5e05c0a26057ae0017e7d51c,FlintCast s.r.o.,625fe84c5d6343e450a50f96,Dating with singles - iHappy,"$2,278"
619b548fc9c9c1001796f1f6,Gimica GmbH,65ba7202285feb2100629a32,Chef's Quest: Match Sensation,"$2,269"
561e8d976b8d90f61a003bab,Estoty LLC,6875025e61fad0cbc8862b25,Frost World,"$2,268"
5ec6f4dbdae5f50015c2980b,PCA Bear LLC,65caf79646d2d5fe8a6962ba,Playground Mod,"$2,267"
58737456236d8f446400071c,FIOGONIA LIMITED,65fdaed6f5d8b25533af0df5,Dominoes iOS Fiogonia,"$2,262"
5e3692d21cd3cb0018dd4329,SuperSonic Studios,66797484d022239028bfedff,Conquer Countries,"$2,261"
5fc671cbba624b0015a61bf1,Saygames LTD,69ccd34929ef4f8d2a744f24,Cozy Ropes iOS,"$2,258"
59e4bb543f0fa9a20900afa3,TabTale LTD,6140ae7d0382a376063dd442,Multi Maze iOS_CL,"$2,247"
58737456236d8f446400071c,FIOGONIA LIMITED,6674355af646af2fcfc11cf1,Match Match Match Android,"$2,246"
606b29ab14eb890015bd2f01,WeeWoo Mobile,622b4c8e91084a7a20a703a4,GPS164-01 - Copy My Data: Content Transfer,"$2,235"
619b548fc9c9c1001796f1f6,Gimica GmbH,64ec93557dd0db95c8120d68,Mix Blox,"$2,233"
561e8d966b8d90f61a0033c4,Moon Active,57173acc4e8b174875000026,My Cafe Android,"$2,233"
561e8d946b8d90f61a001f18,Nordcurrent,5f80642d40c52b7547da9f50,Airplane Chefs,"$2,230"
643d1561e09b08001442e672,Sliide,68efab604ebb41ab326d8100,TheDaily-Tiger,"$2,213"
561e8d936b8d90f61a00136a,MWM,6065c83c555e1e571854b738,Pro Color,"$2,207"
56d55c72562b9c353800000d,Voodoo,67a258d9f3986714c77f117d,Gear Fight!,"$2,206"
64803209bfd9aa0011593484,Bluetile Games,678e30742484c67c03b17533,Mahjong Voyage: Tile Matching,"$2,206"
63d229657d9fc60014b1afdf,Paxie Games,68c955d63d24db7d9d08eef7,Wiggle Escape,"$2,198"
5c657afed9e6e60012bab5d9,gamestudiopsv@gmail.com,69f063c6650039032ad3d77c,1610773520,"$2,195"
5efd8ef70165690015e8b224,Blackout Lab SL,5efd90c125fded000166c43a,Bubble - Android,"$2,174"
64803209bfd9aa0011593484,Bluetile Games,67f5279f9c3da54da056a40d,Zen Tiles - Mahjong Match,"$2,173"
57d1b461ae2b57d903000027,Easybrain Ltd,5f7c0ba2b835741bbec05e2f,Killer Sudoku GP,"$2,171"
561e8d926b8d90f61a00013e,Miniclip SA,659fd3393133fb3ba24a3dba,Carrom Pool: Disc Game,"$2,167"
561e8d976b8d90f61a003e29,Vizor Apps Ltd,58da773ae4f8bf8a4800108a,Klondike iOS,"$2,162"
5d074f140fbc770017190dd2,RUBY OYUN VE YAZ. DAN. SAN. TIC. A.Ş.,5da6dc3359f5670018ae7ccf,HunterAssassin_AND,"$2,161"
5fc671cbba624b0015a61bf1,Saygames LTD,69469630de78228fcc074eaf,BagMaster Isekai,"$2,150"
6267e053f2d4b90018ad84e4,Burny Games,63559f5be5f0bb6a9f621f94,Playdoku (iOS),"$2,147"
5fc671cbba624b0015a61bf1,Saygames LTD,68c7f91927e8c1bbd98b993d,Roll The Hole,"$2,147"
5fc671cbba624b0015a61bf1,Saygames LTD,5f196b618ffe460001a440f7,Stealth Master,"$2,138"
561e8d936b8d90f61a001168,IsCool Entertainment,59d79942143c3e9b09005bd7,Word Garden : Crosswords,"$2,133"
5fb510aa8072bf0015d8d59d,Tap2Play LLC,69a9323b900e8495e50fba1a,IBE_IOS_Idle Ball Escape,"$2,133"
561e8d956b8d90f61a002a2f,BoomBit Games Ltd,59a5436b579efd1c240023cf,Dartsy ANDROID,"$2,128"
561e8d946b8d90f61a002087,Rovio,5bae373ee8801f307022b329,Angry Birds Dream Blast,"$2,126"
65241b8db3ff7d001153bca8,Onefootball Gmbh,652d62983acf1b5f6538365d,OneFootball Android,"$2,121"
577a61dcda179a9c3f000089,Kolibri Games (fka Fluffy Fairy),577a626b0e1a47b43f0000ab,Idle Miner Tycoon,"$2,109"
5a6f56062c250d182f0056f3,Kwalee Ltd,67c060d3b5a7d2bd8485ce41,Queens Master iOS,"$2,108"
5cda78f561a35300113a86ab,Moonee,67b495582363a440422ff3f2,Dump Truck,"$2,105"
5efd8ef70165690015e8b224,Blackout Lab SL,5f3e92c4b75a77000139528b,Bubble Rainbow,"$2,103"
561e8d976b8d90f61a004735,Dots,5b7c63748734f02f83929e90,Twdots Android,"$2,102"
5fc671cbba624b0015a61bf1,Saygames LTD,5fd762835e487382e67c6548,DOP 2: Delete One Part,"$2,101"
606b29ab14eb890015bd2f01,WeeWoo Mobile,6734c189d46a6042b35b8a04,GPS258-01 - QR Scanner - Barcode Scanner,"$2,100"
617916e8f3ef190017a83854,Digitalchemy,6422eaa0716f711ab2e01b73,Calculator Plus with History iOS,"$2,095"
561e8d966b8d90f61a0033c4,Moon Active,6017ee664895cdbcfb059398,Zen Match Android,"$2,091"
65e71ba517069f0011a36cfa,Rounds,67af23d9390c720c73a0cc3f,Audio Player,"$2,083"
6297c4bc012073001b3df035,Yandex Inc.,69689e32b6c7ab8878a11511,yurihead_com-cronos-recordplayer,"$2,076"
60f059faaf96d700177d115f,Yolo Oyun Yazılım ve Pazarlama AS,6269c7ff5bcf7f1b2316874b,Find Differences Search & Spot_iOS,"$2,075"
59ff73a9eb02606d5200174f,Heatherglade,5f1fe0ac8ffe460001a4463d,Idle Guy,"$2,065"
68c94077c9fade0c8c4b5be8,LETGO MOBİL İNTERNET SERVİSLERİ VE,68cac2a497c5a555814d494a,Letgo_Android,"$2,065"
57d1b461ae2b57d903000027,Easybrain Ltd,67d19cd4e3373f37dc63670d,Number Tiles GP,"$2,065"
66e545690f05bd0011e185b8,JEDY APPS TECHNOLOGY LTD,67e26589c10b83f487d4c4b2,Gallery,"$2,056"
65e71ba517069f0011a36cfa,Rounds,67163b8b58450cca797bb1e7,Photo Lock App,"$2,049"
637c93290ad1a8001b64a071,MACHAPP Software Ltd,639067fdd8078568242f1745,Transparent clock & weather,"$2,048"
56d55c72562b9c353800000d,Voodoo,69e229a33851fb7a10cd7885,Path of Kings,"$2,047"
561e8d936b8d90f61a000838,Social Point,5bc5a6c53590c202a7a3ef7e,Monster Legends iOS IS,"$2,044"
6297c4bc012073001b3df035,Yandex Inc.,661e930a6942a19583bf8580,nektome_voice_and,"$2,041"
6297c4bc012073001b3df035,Yandex Inc.,685173cd8fb5e7c332790ef2,yuechao-ma_com-beautiful-bird,"$2,040"
5bec0018c9af0a7962a96f4a,Rollic Games,661d2c170e0761ce8e0a0065,Timeline Up!,"$2,036"
5bb6123fa4ae3604537ad781,Fugo Games,664b336ee0cbed6459a1d0fa,WoW Zen iOS,"$2,030"
5e3692d21cd3cb0018dd4329,SuperSonic Studios,6727645e640cc01ab98a9707,Disassembly Master 3D,"$2,022"
57840ccb9cf122a434000054,Seriously,5632361e9fff39ca16000011,Best Fiends - iOS,"$2,020"
5fc671cbba624b0015a61bf1,Saygames LTD,61b9ca567990cec74bc729fd,DOP 4: Draw One part iOS,"$2,011"
5bb6123fa4ae3604537ad781,Fugo Games,60acad91c9445c4980eac178,Words Of Wonders: Guru - iOS,"$2,008"
