market_id,am_user_region,is_managed
com.arrows.escape,EMEA,Yes
com.art.jesus.bible.games.paint.color.by.numbers,-,No
com.art.pixel.black.girl.games.paint.color.by.numbers,-,No
com.art.pixel.makeup.games.paint.color.by.numbers,-,No
com.artem.scotepio,APAC,Yes
com.artifyapp.timestamp,-,No
com.artlife.coloringbook,EMEA,Yes
com.asinosoft.vpn,EMEA,Yes
com.asizesoft.pvp.android,-,No
com.asmallgame.pearlgem,-,No
com.astranovel.app,APAC,Yes
com.atesgamestudio.rollance,EMEA,Yes
com.audiomack,Americas,Yes
com.audiosdroid.arrangerkeyboard,EMEA,Yes
com.augustgame.screw.color.sort.puzzle,-,No
com.aura.news.hashtag.news,Americas,Yes
com.aurora.labrador.daycare,-,No
com.avatarlife.avatarstory.mystory.myworld.mywonder,APAC,Yes
com.avegagames.magic.craft.survival,EMEA,Yes
com.awesome.puzzlehexasort,EMEA,Yes
com.awesomeapps.offline.mp3.download,-,No
com.aws.android,Americas,Yes
com.aynovel.vixs,-,No
com.aytarr.smarthome,-,Yes
com.azurgames.stackball,EMEA,Yes
com.azwstudios.theholybible.ptalmeida,-,No
com.b25drama.android.app,APAC,Yes
com.babycenter.pregnancytracker,-,No
com.backflipstudios.android.dragonvale,-,No
com.badoo.mobile,EMEA,Yes
com.baedalyakgook_user,APAC,Yes
com.bagofwar.game,APAC,Yes
com.baixar.musicas.mp3.snap.descargar.musica.original.music.downloader.tube.appa,APAC,Yes
com.baixar.sntube.music.player.mp3.download.free.downoader,APAC,Yes
com.ballgame.bubble.shooter.puzzle.free,-,No
com.ballgrid.spin.tep,APAC,Yes
com.balloon.master.cube.match,APAC,Yes
com.balls.bricks.crushers.nn.game,APAC,Yes
com.bastion.archers,EMEA,Yes
com.battle_fighting.cartoon_arena,EMEA,Yes
com.bbk.theme,APAC,Yes
com.bbp.autoland,EMEA,Yes
com.bbumgames.opa,EMEA,Yes
com.bbumgames.rummystars,EMEA,Yes
com.bear.vpn.super.fast.unlimited.connect,EMEA,Yes
com.beatumusic.player.summer,-,No
com.beefth.beefskit,APAC,Yes
com.beingame.zc.zombie.shelter.survival,EMEA,Yes
com.belkagames.ds,Americas,Yes
com.belkagames.mc,Americas,Yes
com.bereal.ft,EMEA,Yes
com.beresnevgames.gallerycoloringbook,EMEA,Yes
com.bergel.tauros,APAC,Yes
com.berserkgoods.crunchmatch.fjord.horn,APAC,Yes
com.bestapp.entertainment.ringsfree,-,Yes
com.bestringtonesapps.bestringtonesfree,-,No
com.bestweatherfor.bibleoffline_pt_ra,-,No
com.bgg.jump,APAC,Yes
com.bible.game.jigsaw.puzzle,EMEA,Yes
com.bible.holybible.nkjv.dailyverse,APAC,Yes
com.biblelauncher.prayer.audiobiblekjv,APAC,Yes
com.bigc.tile.match.triple,APAC,Yes
com.bigcake.android.bubbledaily,APAC,Yes
com.bigcake.android.classicdominoes,APAC,Yes
com.bigcake.android.spidersolitaire,APAC,Yes
com.bigdream.radar.speedcam,-,No
com.bigduckgames.flow,Americas,Yes
com.bigframes.color_road,EMEA,Yes
com.bighelmets.destiny,EMEA,Yes
com.biglime.cookingmadness,Americas,Yes
com.bigstarkids.wordtravel,-,Yes
com.bigwinepot.nwdn.international,EMEA,Yes
com.billiardsgame.ballking,APAC,Yes
com.binbou.android.gonce,APAC,Yes
com.bingo.scape.android.free,APAC,Yes
com.bingo.tour.party.crazy.free,APAC,Yes
com.biomes.vanced,-,Yes
com.birdsort.color.sortpuzzle,APAC,Yes
com.bitgamesoft.TommyRun,-,No
com.bitsmedia.android.muslimpro,APAC,Yes
com.biuman.android,-,No
com.blackout.bubble,EMEA,Yes
com.blackout.spades,EMEA,Yes
com.blackout.word,EMEA,Yes
com.blitzteam.battleprime,EMEA,Yes
com.block.color.escape,APAC,Yes
com.block.craft.world.sandbox.survival.simulator.crafting.building,EMEA,Yes
com.block.dash.blast.puzzle.blockgame,APAC,Yes
com.block.juggle,APAC,Yes
com.block.quest.puzzle.shua.game,APAC,Yes
com.blockchainvault,Americas,Yes
com.blockgamesstudio.blockworld3d,EMEA,Yes
com.blockpuzzle.comboblastmaster.freegame,APAC,Yes
com.blocky.quest,EMEA,Yes
com.bloodpressure.bp.tracker.yssy,APAC,Yes
com.bloodpressure.health.healthtracker,APAC,Yes
com.bloodsugar.diabetes.tracker.pro,APAC,Yes
com.bloodthirstace.cardheatwave.shiver.shark,APAC,Yes
com.blued.international,APAC,Yes
com.bluesky.best_ringtone.free2017,-,Yes
com.blueskysoft.colorwidgets,EMEA,Yes
com.boatip.browser,APAC,Yes
com.bonfit.playnine,-,No
com.bonnie.trafficescape,EMEA,Yes
com.book.writings.writingsfi,-,No
com.boombitgames.Dartsy,EMEA,Yes
com.boombitgames.DrivingSchoolParking,EMEA,Yes
com.boomdrag.devtycoon2,EMEA,Yes
com.boost.lg.remote,APAC,Yes
com.boost.universal.remote,APAC,Yes
com.bowlfing.game,EMEA,Yes
com.brain.crazy.joygame,APAC,Yes
com.brain.logic.joygame,APAC,Yes
com.brain.teaser.word.puzzlegame,APAC,Yes
com.braindom,EMEA,Yes
com.braingames.findtheducks,-,No
com.braingames.powerquest,-,No
com.braingames.tangramninja,-,No
com.braingames.watersort,-,No
com.brainrot.mini.challenge,APAC,Yes
com.brainy.prankster.puzzle,APAC,Yes
com.bravestars.cat.rescue.draw.to.save,APAC,Yes
com.bravestars.doll.dressup.princess.coloringgame,APAC,Yes
com.bravestars.draw.bridge.drawgame,APAC,Yes
com.bravestars.hair.salon.beauty,APAC,Yes
com.bravestars.savethedog.drawgame,APAC,Yes
com.brewgames.dropaway,EMEA,Yes
com.brick.escape,EMEA,Yes
com.bricks.legend,APAC,Yes
com.brightpointstudios.apps.castle_royal,-,No
com.browser.smartview.cine,APAC,Yes
com.bstar.intl,APAC,Yes
com.bubble.shooter.family,APAC,Yes
com.bubble.tea.simulator.games,APAC,Yes
com.bubbleshooter.bubblepopshatter,APAC,Yes
com.bubbleshooter.origin.classic.puzzle,APAC,Yes
com.bubbleshooter.pop.dream.classic.panda.puzzle,APAC,Yes
com.bubbleshooter.popbubbles.collectcards,APAC,Yes
com.bubbleshooter.popbubbles.shootbubblesgame,APAC,Yes
com.bugbomb.dumptruckjam,EMEA,Yes
com.bunbunstudio.magicblocktiles,APAC,Yes
com.bus.fever.car.parking.jam.color.match3d.puzzle.games,-,No
com.calculator.hideu,APAC,Yes
com.calculatorphotovault.secretcalculator.apphider,Americas,Yes
com.calendar.agendaplanner.eventschedule,EMEA,Yes
com.callapp.contacts,EMEA,Yes
com.camera.clash.toilet.monster.war.battlegames,APAC,Yes
com.camerasideas.instashot,APAC,Yes
com.camerasideas.trimmer,APAC,Yes
com.campmobile.snow,APAC,Yes
com.camscanner.documentscanner.pdfscanner.textscanner.photos.scanner,Americas,Yes
com.candle.beatcar,APAC,Yes
com.candle.magic_piano,APAC,Yes
com.candy.crush.aun.boom.game,APAC,Yes
com.candylink.openvpn,EMEA,Yes
com.capybara.jump.challenge,APAC,Yes
com.car.parking.bus.mania.traffic.jam,APAC,Yes
com.card.battle.queen.duel.pretty,APAC,Yes
com.card.freecell.solitaire,EMEA,Yes
com.cardgame.queens.clash.battle,APAC,Yes
com.carson.word.search,APAC,Yes
com.carstream.for.android.app,EMEA,Yes
com.carxtech.carxdr2,EMEA,Yes
com.cas.cross_stitch_puzzle,EMEA,Yes
com.casdreames.fakememeso,EMEA,Yes
com.cash.dragon.pro,EMEA,Yes
com.cash_earning_app.earnking,-,No
com.cashdoc.cashdoc,APAC,Yes
com.cashdonut.androidapp,EMEA,Yes
com.cashfast.playtoearn,-,No
com.cashwalk.cashwalk,APAC,Yes
com.casino.games.jackpot.slots,-,No
com.casino.slots.bingo.poker.free.jackpot.spins,APAC,Yes
com.cassette.airborneattack,EMEA,Yes
com.cassette.aquapark,EMEA,Yes
com.casual.indiegame.jailbirdbreak,-,No
com.casual.simulation.diy.slime,APAC,Yes
com.casualjoygames.happymergehome,APAC,Yes
com.cat.defenders.shelling.snake.and,APAC,Yes
com.cat.hole.puzzle.aos,APAC,Yes
com.cats.kids_cars,-,Yes
com.cats.pirate_adventures,-,Yes
com.cb.catbrowser,APAC,Yes
com.cclaw.diypaperdoll,EMEA,Yes
com.cdg.tictactoe,APAC,Yes
com.cdgame.app.matchfamily,-,No
com.cdgames.fidget3d,APAC,Yes
com.cdt.game234.player,APAC,Yes
com.cdtg.ragdoll.playground,APAC,Yes
com.centaurus.moras,APAC,Yes
com.cerebelliumapps.motoextremeracing,-,No
com.changdu.ereader3.id,APAC,Yes
com.changdu.ereader3.ru,APAC,Yes
com.changdu.ereader3.th,APAC,Yes
com.cheburnet.mobile,EMEA,Yes
com.chefprep.rushgrill.ingredientrush.sorterfun,APAC,Yes
com.chillingo.catapultkingfree.android.row,APAC,Yes
com.chipsea.btcontrol.en,APAC,Yes
com.circo.ombreco,APAC,Yes
com.city.building.master,APAC,Yes
com.citybuilder.pixelcraft,-,No
com.citymapper.app.release,EMEA,Yes
com.clapclap.buildyourrocket,EMEA,Yes
com.clapclap.submarine,EMEA,Yes
com.clarkstudio.screw.an.ns,-,No
com.cleaner.phone.junk.files,-,No
com.cleaner.security.cleankit,-,Yes
com.clearblast.android,-,No
com.cleverside.ballsortpuzzle,-,Yes
com.clip.cash,APAC,Yes
com.cloudycastlegames.wordline,-,No
com.cmgame.superhero.gym.clicker.tap.hero.battle.simulation,-,No
com.cmgame.workout.master.gym.lifting.hero.muscleup,APAC,Yes
com.coach.bus.simulator.driving.games,-,No
com.cocoplay.fashion.style,EMEA,Yes
com.codejoy.tricktrack.aos,-,No
com.codigames.idle.burger.empire.tycoon,-,Yes
com.coffee.run.puzzle,APAC,Yes
com.coffee.sorting.mania.puzzle.free.game,APAC,Yes
com.coin.merge.fuse,APAC,Yes
com.coinmerge.match.win2048.game,APAC,Yes
com.collage.m2,EMEA,Yes
com.color.block.jam,APAC,Yes
com.color.by.number.paint.ly.pixel.art,-,Yes
com.color.by.numbers.halloween.painting,APAC,Yes
com.color.juice.bar,APAC,Yes
com.color.link,-,No
com.color.page.paint.pixel.number.happy,APAC,Yes
com.color.pixel.shooter,EMEA,Yes
com.colorcoins.sortmaster.order,-,No
com.colorfeel.coloring.crossstitch,-,No
com.coloring.book.festival.paint.by.numbers,APAC,Yes
com.coloring.games.color.by.numbers,APAC,Yes
com.coloring.games.coloring.book.paint.by.numbers,APAC,Yes
com.coloros.phonemanager,APAC,Yes
com.colors.binding.flat.viewing,-,No
com.colorswitch.switch2,-,No
com.comfun.mobile.rumm.asgp,-,No
com.comfun.mobile.teen.asgp,-,No
com.comic.en.flutter.comic_en,-,No
com.commsource.beautyplus,-,No
com.community.mbox.ke,APAC,Yes
com.community.oneroom,APAC,Yes
com.commute.eightchaos,APAC,Yes
com.connect.car.smartcarplay.mirror,EMEA,Yes
com.cookapps.magiccatmatch,-,No
com.cookapps.rumblehole,-,No
com.cookie.match3.casual,EMEA,Yes
com.cookingdom.dessert.shop.husa.game,APAC,Yes
com.cooyostudio.marble.shoot.blast,-,No
com.core.biggame.marble.android,APAC,Yes
com.corestudios.storemanagementidle,APAC,Yes
com.cosima.ryt3mus,EMEA,Yes
com.cosmicvendHub.cashgame,APAC,Yes
com.country.farm.happy.paint.coloring.game,-,No
com.cozy.yarn.puzzle,EMEA,Yes
com.craftgames.plntcrft,EMEA,Yes
com.craftopia.catprankcraft,-,No
com.craftsman.go,-,Yes
com.crazylabs.amaze.game,EMEA,Yes
com.crazylabs.diamond.paint.by.number,EMEA,Yes
com.crazylabs.fashion.squad,EMEA,Yes
com.crazylabs.foot.doctor,EMEA,Yes
com.crazylabs.lady.bug,EMEA,Yes
com.crazylabs.monster.high,EMEA,Yes
com.creations.runnergame,-,No
com.cricgenix.live.cricket,EMEA,Yes
com.crime.superchero.open.world.war,EMEA,Yes
com.critical.strike2,-,No
com.crosswordshop2,EMEA,Yes
com.crypt.gram.puzz,EMEA,Yes
com.cryptoapps.craftarena,-,No
com.cs.cinemain,APAC,Yes
com.cti.cinetvin,APAC,Yes
com.cuongbeo.stickphysicdrop,-,No
com.cup.dig.draw.defense.test,EMEA,Yes
com.cup.draw.ant.hill.test,EMEA,Yes
com.cup.draw.liquids.test,EMEA,Yes
com.cup.idle.mental.drugstore.cafe,EMEA,Yes
com.cup.mobile.base.test,EMEA,Yes
com.cup.street.crime.city.gangster,EMEA,Yes
com.cup.zombie.squad.battle.royale,EMEA,Yes
com.cute.angelaworld,-,No
com.cwgame.app.mahjong,-,No
com.cwtech.readora,-,No
com.cww.cubecraft,EMEA,Yes
com.cww.laststronghold,EMEA,Yes
com.cyberjoy.prjw5n2,APAC,Yes
com.d20d.sport.car.diving.crazy.in.the.city,APAC,Yes
com.daily.health.tracker.monitor,APAC,Yes
com.dailybread.biblespades,-,No
com.dalakgames.flakfury,-,No
com.dance.happytilesclear,-,No
com.daniel.color.pals.yanda.game,APAC,Yes
com.dapp.metablox,-,No
com.darkriddle.classic,EMEA,Yes
com.darkriddle2.storymode,EMEA,Yes
com.darksacygames.sirenheadhorrorgame,EMEA,Yes
com.day.day.good.nice,APAC,Yes
com.dbn.deepbluenovel,-,No
com.dc.hwsj,-,No
com.dddev.gallery.album.photo.editor,-,No
com.ddgames.newmusicplayer,APAC,Yes
com.ddm.iptools,-,No
com.de.colore,EMEA,Yes
com.deadpixel.colorblockjam,Americas,Yes
com.death.puzzle.ways.to.die,-,No
com.decor.life,EMEA,Yes
com.decor.life.home.design.dressup.mydressydoll,APAC,Yes
com.deletemaster3.brain.puzzle,-,No
com.dencreak.dlcalculator,-,Yes
com.dencreak.esmemo,-,Yes
com.design.for.car.mirror.app,EMEA,Yes
com.designkeyboard.keyboard,-,No
com.desingsapps.fakekatse,EMEA,Yes
com.devgame.cats.sea.adventure.kids.treasure.hunt.quest,-,No
com.devgame.fixiesgames,-,No
com.devgame.kidecatssupermarket,-,No
com.devgame.masha.and.bear.kids.farm.games,-,No
com.devilgame.trolllevel,APAC,Yes
com.dhzSoft.SuperBobbysAdventure,-,No
com.diamond.flow.color.puzzle.and,APAC,Yes
com.dice.roll.billionaire,APAC,Yes
com.didenko.and.partners.durak,EMEA,Yes
com.digi_trade_new,-,No
com.digitalchemy.calculator.freedecimal,EMEA,Yes
com.digitalchemy.timerplus,EMEA,Yes
com.digitalmoka.scopadalnegro,-,No
com.digplus.app,-,No
com.dilemmas.game,EMEA,Yes
com.dinnph.browser,APAC,Yes
com.dino.moto.race.master,APAC,Yes
com.dino.race.master,APAC,Yes
com.dinofun.paintbynumber.pixelgame,APAC,Yes
com.dinopix.planetssmash,EMEA,Yes
com.diskwalaapp,-,No
com.diy.phonecase.phonemaker,APAC,Yes
com.dkgame.goodssort,APAC,Yes
com.dlmsapp.v4appprofree,APAC,Yes
com.dmg.carsalessimulator,EMEA,Yes
com.dna.solitaireapp,-,No
com.dna.solitaireapp.klondike,-,No
com.docx.reader.word.docx.document.office.free.viewer,APAC,Yes
com.dogerescue.drawpuzzle.save,APAC,Yes
com.dogs.nine,-,No
com.dogtranslator.catsounds.petlanguage.training.simulator,-,No
com.doll.diary.paper.diy.dress,-,No
com.doll.makeover.dressup.games,APAC,Yes
com.dominigames.mf,-,No
com.domobile.applock.ind,APAC,Yes
com.domobile.applockwatcher,APAC,Yes
com.domobile.photolocker,APAC,Yes
com.dopuz.klotski.riddle,APAC,Yes
com.dotdot.apo,APAC,Yes
com.doubleagames.FarmTycoonObby,EMEA,Yes
com.download.music.mp3.downloader.free.lagu.song.app,APAC,Yes
com.downloaders.music.erton,APAC,Yes
com.downloadvideo.videodownloadfree21,APAC,Yes
com.downloadvideoapp.freedownloadvideo5,APAC,Yes
com.downloadwhatsappstatus.statussaver.videodownloader,Americas,Yes
com.drag.dichead.survival,APAC,Yes
com.dragonplus.happyhospital,APAC,Yes
com.dragonplus.mergehome,APAC,Yes
com.dramarush.bingeshort,-,Yes
com.dramaton.dolls,-,Yes
com.dramawave.app,APAC,Yes
com.draw.hero,EMEA,Yes
com.draw.sketch.ardrawing.paint.anime,-,Yes
com.draw.to.pee.bo,APAC,Yes
com.dream.free.games.match3,EMEA,Yes
com.dream.house.design.husa.game,APAC,Yes
com.dream.life.unpacking,APAC,Yes
com.dream.live.cricket.score.hd,EMEA,Yes
com.dream.resort.candy.match.mania.gp,APAC,Yes
com.dream.sleep.huss.game,APAC,Yes
com.dreamcraft.city,-,No
com.dreamcrushgame.meowsort,APAC,Yes
com.dreamtechnologies.music8d,EMEA,Yes
com.dressup.avatar.yoyo.doll.school.life,APAC,Yes
com.driftsand.game.blockfunny,APAC,Yes
com.drip.gallery.sort.gp,-,No
com.droid27.transparentclockweather,EMEA,Yes
com.droppuzzle.mobiletop,APAC,Yes
com.dualspace.multispace.android,-,No
com.dualspacepro.multispace,-,Yes
com.dubox.drive,APAC,Yes
com.duolingo,Americas,Yes
com.dvloper.granny,-,No
com.dvproject.play,EMEA,Yes
com.dywx.larkplayer,APAC,Yes
com.ea.game.pvzfree_row,Americas,Yes
com.ea.gp.fifamobile,Americas,Yes
com.eagle_developers.wpigs,-,No
com.eapoker.durak.international,-,No
com.earlymorningstudio.championsofavan,APAC,Yes
com.earnne,-,No
com.earthapp.maps.live.app,APAC,Yes
com.easybrain.arrow.puzzle.game,EMEA,Yes
com.easybrain.art.puzzle,EMEA,Yes
com.easybrain.backgammon.board.games,EMEA,Yes
com.easybrain.block.puzzle.games,EMEA,Yes
com.easybrain.color.sort.puzzle,EMEA,Yes
com.easybrain.crossword.puzzles,EMEA,Yes
com.easybrain.jigsaw.puzzles,EMEA,Yes
com.easybrain.nonogram,EMEA,Yes
com.easybrain.nonogram.color,EMEA,Yes
com.easybrain.number.puzzle.game,EMEA,Yes
com.easybrain.sudoku.android,EMEA,Yes
com.easybrain.word.puzzle.game,EMEA,Yes
com.easygames.race,EMEA,Yes
com.easytrackbloodpressure.sugar.global,APAC,Yes
com.ecffri.arrows,EMEA,Yes
com.ecgame.app.watersort,-,No
com.econogames.bible.wordsearch.gp,APAC,Yes
com.econogames.peace.word.puzzle.gp,APAC,Yes
com.edgevpn.secure.proxy.unblock,-,No
com.eg.antarctica88,EMEA,Yes
com.eg.deathpark,EMEA,Yes
com.eisterhues_media_2,EMEA,Yes
com.ekindiegames.ElectricTrains,EMEA,Yes
com.eksiteknoloji.eksisozluk,EMEA,Yes
com.elemental.gloves,EMEA,Yes
com.emojibattery.widget.statusbar.batterystickers,-,No
com.endless.nightmare.reborn.android,-,No
com.enflick.android.TextNow,Americas,Yes
com.enzo.paulo,APAC,Yes
com.epicoro.castleclashers,EMEA,Yes
com.esound,-,Yes
com.espp.ppcine_es,APAC,Yes
com.etermax.preguntados.lite,Americas,Yes
com.euchre.solitaire.plus.offline.free.card.games,APAC,Yes
com.euro.truck.driver.simulator.game,-,No
com.europosit.pixelcoloring,EMEA,Yes
com.evertechsandbox,EMEA,Yes
com.evrika.math.club,-,No
com.ew.superbilliards,APAC,Yes
com.excean.parallelspace,APAC,Yes
com.excellenth5game.bubblepopmaster,APAC,Yes
com.excelliance.multiaccounts,APAC,Yes
com.explodecraft.blockblasttnt,-,No
com.extbel.BusinessBillionaireEmpire,EMEA,Yes
com.external.castle,APAC,Yes
com.extreorhd.lenasoftlab,-,No
com.eyecon.global,EMEA,Yes
com.ezero.seven.water.gp,-,No
com.ezero.three.block.gp,-,No
com.ezg011.duskbound.tower.defend.strategy.td.game,-,No
com.ezpdf.read.view.editor.pdfreader.pdfviewer,APAC,Yes
com.ezt.pdfreader.pdfviewer,APAC,Yes
com.fagame.app.triplematch,-,No
com.falcon.dm.water.cake.sort.puzzle,APAC,Yes
com.fanatee.cody,Americas,Yes
com.fanatee.keep,Americas,Yes
com.fanatee.stop2,Americas,Yes
com.fansipan.pixel.hero.action.rpg.adventure.games,APAC,Yes
com.fantile.sliding.dragon.puzzle,APAC,Yes
com.farm.adventure.griffin.island,APAC,Yes
com.farmadventure.global,APAC,Yes
com.fashion.contest.dressup.idol.style.shiningme,APAC,Yes
com.fast.free.secure.unblock.vpn,-,No
com.fast.secure.proxyvpn.unlimitedproxy.security,Americas,Yes
com.fast.secure.unlimited,-,No
com.fast.translatealllanguages.voice.translateapp.texttovoice.alllanguages.translator,APAC,Yes
com.fast.vpn.secure.unblock.proxy,-,No
com.fastexpansion.gogo,APAC,Yes
com.fastsave.app,-,No
com.fastvpn.dreamvpn,-,No
com.fattoy.shelter,APAC,Yes
com.fbig.words,EMEA,Yes
com.fc.color.brick.sort.match,APAC,Yes
com.fc.goods.sort.matching.puzzle.triplemaster,APAC,Yes
com.fc.hexa.sort.color.sorting.brain.puzzle,APAC,Yes
com.fc.nut.screw.bolt.washer.fastener.puzzle,APAC,Yes
com.fc.p.cp.jelly.mukbang.asmr.live.diy,APAC,Yes
com.fc.p.gp.skincare.makeup.makeover.asmr.game,APAC,Yes
com.fc.p.hk.seat.challenge.logic.game,APAC,Yes
com.fcg.construction.vehicles.hq,Americas,Yes
com.fennik.facemask.diy.makeover,APAC,Yes
com.ffaug.universalplayer,-,No
com.fgol.HungrySharkEvolution,EMEA,Yes
com.fic.buenovela,APAC,Yes
com.fiddlerswork.drawwithfriends,-,No
com.fidget.toys.pop.it.antistress.relaxation.game,Americas,Yes
com.fidgettrading.game,EMEA,Yes
com.filemanager.managefile.fileexplorer.fileextractor,APAC,Yes
com.find.differences.girls.hidden.spot.an,APAC,Yes
com.findgame.android.word,APAC,Yes
com.finetosurvive.master,EMEA,Yes
com.fingersoft.hcr2,EMEA,Yes
com.finik.ClimbJump,EMEA,Yes
com.finya.app,-,No
com.fiogonia.blockjam,EMEA,Yes
com.fiogonia.drop,EMEA,Yes
com.fiogonia.spades,EMEA,Yes
com.fireplate.bbq.sort,APAC,Yes
com.firsttouchgames.dls7,EMEA,Yes
com.firsttouchgames.story,EMEA,Yes
com.fish.eat.fish.evolution.sang.game,APAC,Yes
com.fishing.megabattle,-,No
com.fishtappro.clicker,EMEA,Yes
com.fit.blockpuzzle3D.color.blast.jam,APAC,Yes
com.fit.image.magic,-,No
com.flashlight.bright.led.torch.android,-,No
com.flatgames.airport.deputy.safe.terminal,-,No
com.flexiblesnake.run,-,No
com.flightradar24free,EMEA,Yes
com.flofl.android.wering,APAC,Yes
com.flow.mobile,APAC,Yes
com.flower.match.story,APAC,Yes
com.fluffyfairygames.idleminertycoon,EMEA,Yes
com.flyingkite.sim.games,-,No
com.flyingwhalegames.parkingout,EMEA,Yes
com.fontskeyboard.fonts,EMEA,Yes
com.food.dash.diner.craze.happy.ASMR,APAC,Yes
com.food.fighter.sna.eaters.game,APAC,Yes
com.food.sort.grill.skewer.match.games.puzzle,APAC,Yes
com.football.live.stream.tv.sport,EMEA,Yes
com.football.soccer.league,APAC,Yes
com.forshared.files,-,No
com.four4glte.only.networkmode,-,No
com.fpg.stressrelief,APAC,Yes
com.fpg.thiefstickman,APAC,Yes
com.fpl.bike.master,APAC,Yes
com.fragileheart.mp3editor,EMEA,Yes
com.frases.frasesvip,-,No
com.free.autovpn.private.unblock,APAC,Yes
com.free.dramarapid,APAC,Yes
com.free.music.downloader.erersd,APAC,Yes
com.free.music.downloader.eron,APAC,Yes
com.free.tiptop.vpn.proxy,EMEA,Yes
com.free.vpn.indonesia.proxy.planet,EMEA,Yes
com.free.vpn.proxy.master.app,EMEA,Yes
com.free.vpn.super.hotspot.open,Americas,Yes
com.free.vpn.turbo.fast.secure.govpn,EMEA,Yes
com.free.vpn.turkey.proxy.planet,EMEA,Yes
com.free.vpn.unlimited.hotpotshield.vpnmaster,APAC,Yes
com.freecine.gz.andvimipure,APAC,Yes
com.freegames.skydivingsimulator,-,No
com.freemusic.download.ddplmnb,APAC,Yes
com.freerange360.mpp.GOAL,EMEA,Yes
com.freereels.app,APAC,Yes
com.freeshort.drama.reel,APAC,Yes
com.freevoicetranslator.languagetranslate.speakandtranslate,Americas,Yes
com.freevpn.oryxvpn,-,No
com.freevpn.smartvpn,-,No
com.freevpnintouch,-,No
com.freevpnplanet,EMEA,Yes
com.frenzygames.fgs.archery.ninja.shooter.mission,-,No
com.friendlygames.beauty.match.tripple.sexy.adult.date.tile.game,EMEA,Yes
com.fruits.user.path,APAC,Yes
com.fs.block,APAC,Yes
com.fs.shoot.boxing.fighting,Americas,Yes
com.ftt.boxingstar.gl.aos,-,No
com.fty.earpolice,APAC,Yes
com.fugo.wow,EMEA,Yes
com.fullersystems.cribbage,-,No
com.fullmetalgamedev.animalraceflyingzoo,APAC,Yes
com.fullmetalgamedev.shapetransformrush,APAC,Yes
com.fullreader,EMEA,Yes
com.fun.brain.game,APAC,Yes
com.fun.games.commando.black.shadow,-,No
com.funfinity.amobear.blaze.shooter,EMEA,Yes
com.funfinity.knitzy.thread,EMEA,Yes
com.funfuse.pusoy,EMEA,Yes
com.fungames2d.tile.cat,APAC,Yes
com.funlab.escape.maze.slither.puzzle,APAC,Yes
com.funplus.familyfarm,APAC,Yes
com.funzilla.triple.goods,APAC,Yes
com.fusee.MergeMaster,EMEA,Yes
com.fusionmind.memecatstamagochi,APAC,Yes
com.fusionmind.obby1jumpperclick,APAC,Yes
com.fusionmind.ragdolldrop,APAC,Yes
com.fusionmind.scarylittleprankster,APAC,Yes
com.fusionmind.tocakidstown,APAC,Yes
com.fusionmind.tocalifeworld,APAC,Yes
com.futbin,EMEA,Yes
com.futgenix.soccer.scores,EMEA,Yes
com.futureswitch.vaultsofcleo,APAC,Yes
com.fxroyale.app,-,Yes
com.fynero.hex.universe,APAC,Yes
com.gallery.easy.photo.editor.album.lyrical.video.status.maker,-,No
com.gam.voicetranslater.cameratranslator.translate,APAC,Yes
com.gamad.shipgamessimulator,EMEA,Yes
com.game.colorroll3d,EMEA,Yes
com.game.minicraft.village,APAC,Yes
com.game.sjm_android,APAC,Yes
com.game.suf_android,APAC,Yes
com.game.thatsmyseat,-,Yes
com.game5mobile.sticker,Americas,Yes
com.gamebp.screw3d,APAC,Yes
com.gamebrain.hexasort,Americas,Yes
com.gamee.dragon.kingdom.castle.match.story.puzzle,APAC,Yes
com.gamee.homepin2.manor.homescape,APAC,Yes
com.gameeapp.android.app.blockdoggo,APAC,Yes
com.gameguard,-,No
com.gamehouse.delicious17,-,No
com.gamehouse.delicious21.restaurant.renovation.story.cooking.simulation,-,No
com.gamehouse.jq.jewel.quest.match3.puzzle.adventure.fun.relax.tiles.boosters.casual,-,No
com.gameloft.android.ANMP.GloftA9HM,EMEA,Yes
com.gameloft.android.ANMP.GloftDOHM,EMEA,Yes
com.gameone.candycruiseswap.free,-,No
com.games.bottle,EMEA,Yes
com.games.webmaster,EMEA,Yes
com.games2win.decisions,-,Yes
com.gamessoft.car.drifting.midnight.car.game,-,No
com.gamessoft.realdrift.car.driving.games,-,No
com.gametov.carforsale,EMEA,Yes
com.gametov.longtrip,EMEA,Yes
com.gamexis.racing.ferocity.apps,-,No
com.gamexis.sniper.professional.action.game.apps,-,No
com.gamincat.jigsolitaire,APAC,Yes
com.gaming.mob.extreme.car.drive,-,No
com.gaminho.idlefivebasketball,-,No
com.gamma.scan,EMEA,Yes
com.gamovation.mahjongclub,EMEA,Yes
com.gamovation.quickcheckers,EMEA,Yes
com.gamovation.tileclub,EMEA,Yes
com.garden.fill.dg,-,No
com.gargan.abismo,APAC,Yes
com.gazeus.dominoes.battle.board.game,-,Yes
com.gbd.amy.secret.game,-,No
com.gdrhrhw.utxdm,EMEA,Yes
com.geishatokyo.trafficrun,-,Yes
com.gems.block.surprise,APAC,Yes
com.geode.dazzly,-,No
com.gg.blue.monster.rope.hero,-,No
com.gg.nextbots.sandbox.shooter.playground,-,No
com.ghamzastudios.walkfi,-,Yes
com.ghive.endless.car.race.traffic.drive.apps,-,No
