blocklist_id,exchange,source_app_id,applies_to,blocklist_created_at_date,blocklist_expires_at_date,blocklist_origin,blocklist_reason_code,blocklist_comment,is_auto_blocklist,blocklist_creator_email,campaign_id,campaign_group_id,app_id,customer_id,block_level,is_indefinite
12302741,All exchanges,com.battle_fighting.cartoon_arena,all,2026-05-29,,internal,traffic-quality,"Non-performant apps tied to suspicious Bigo seller IDs
https://docs.google.com/spreadsheets/d/1hy0o3hLjgKEPRYm8tAQA1X8gUphfhikgS3Wb3sd6eJE/edit?gid=63260040#gid=63260040",No,plaw@liftoff.io,None,None,None,None,global,True
12361403,All exchanges,6771365976,all,2026-06-04,2026-07-04,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12366381,All exchanges,com.ferrancatalan.countdowngames,all,2026-06-04,2026-07-04,internal,traffic-quality,High new device and cellular mismatch rate ABL,Yes,-,None,None,None,None,global,False
12380201,All exchanges,1449158911,all,2026-06-05,2026-07-05,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12380212,All exchanges,6772119383,all,2026-06-05,2026-07-05,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12402326,All exchanges,6473182890,all,2026-06-06,2026-07-06,internal,traffic-quality,High new device and cellular mismatch rate ABL,Yes,-,None,None,None,None,global,False
12402325,All exchanges,1671444629,all,2026-06-06,2026-07-06,internal,traffic-quality,High new device and cellular mismatch rate ABL,Yes,-,None,None,None,None,global,False
12397706,All exchanges,com.hpcpj.trasheater,all,2026-06-06,2026-07-06,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12412623,All exchanges,com.nmj.readbook,all,2026-06-08,2026-07-08,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12417464,All exchanges,com.playcus.groovemasters,all,2026-06-09,2026-07-09,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12426117,All exchanges,826333314,all,2026-06-09,2026-07-09,internal,traffic-quality,High new device and cellular mismatch rate ABL,Yes,-,None,None,None,None,global,False
12442203,All exchanges,com.dps.spider.hero.city.recue,all,2026-06-11,2026-07-11,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12442208,All exchanges,6744582123,all,2026-06-11,2026-07-11,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12461685,VUNGLE,1384364363,all,2026-06-12,2026-06-26,internal,traffic-quality,Spend gate source app <> exchange ABL,Yes,-,None,None,None,None,global,False
12454317,All exchanges,com.fm.brookhaven.rp.games,all,2026-06-12,2026-07-12,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12454332,All exchanges,tap.puzzle3d.cube.away,all,2026-06-12,2026-07-12,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12461692,VUNGLE,com.sundaytoz.kakao.poker.service,all,2026-06-12,2026-06-26,internal,traffic-quality,Spend gate source app <> exchange ABL,Yes,-,None,None,None,None,global,False
12454306,All exchanges,6768037042,all,2026-06-12,2026-07-12,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12507633,VUNGLE,com.megalol.quotes,all,2026-06-13,2026-06-27,internal,traffic-quality,Spend gate source app <> exchange ABL hourly,Yes,-,None,None,None,None,global,False
12464013,All exchanges,com.car.last.rush.utngi.game,all,2026-06-13,2026-07-13,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12462174,VUNGLE,6446099491,all,2026-06-13,2026-06-26,internal,traffic-quality,Spend gate source app <> exchange ABL hourly,Yes,-,None,None,None,None,global,False
12464008,All exchanges,com.gergedan.trapgame,all,2026-06-13,2026-07-13,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12536462,VUNGLE,1476836651,all,2026-06-14,2026-06-28,internal,traffic-quality,Spend gate source app <> exchange ABL hourly,Yes,-,None,None,None,None,global,False
12533476,All exchanges,com.downloadervideo.ultra,all,2026-06-14,2026-07-14,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12561407,VUNGLE,6754450264,all,2026-06-16,2026-06-30,internal,traffic-quality,Spend gate source app <> exchange ABL,Yes,-,None,None,None,None,global,False
12674087,All exchanges,com.saeta.location,all,2026-06-18,2026-07-18,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12674071,All exchanges,6770506782,all,2026-06-18,2026-07-18,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12674074,All exchanges,com.instumblr.videosaver.easy,all,2026-06-18,2026-07-18,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12870870,VUNGLE,com.peerplay.megamerge,all,2026-06-19,2026-07-03,internal,traffic-quality,Spend gate source app <> exchange ABL hourly,Yes,-,None,None,None,None,global,False
12949411,VUNGLE,1020486515,all,2026-06-20,2026-07-04,internal,traffic-quality,Spend gate source app <> exchange ABL,Yes,-,None,None,None,None,global,False
13034651,All exchanges,mt.studywithflashcards.playtolearn.educationapp,all,2026-06-21,2026-07-21,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
13027255,VUNGLE,1564645413,all,2026-06-21,2026-07-05,internal,traffic-quality,Spend gate source app <> exchange ABL hourly,Yes,-,None,None,None,None,global,False
13037026,VUNGLE,1457846652,all,2026-06-21,2026-07-05,internal,traffic-quality,Spend gate source app <> exchange ABL hourly,Yes,-,None,None,None,None,global,False
13077960,All exchanges,com.gaming.mob.drifting.driving.pro,all,2026-06-22,2026-07-22,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
13080316,VUNGLE,6773994281,all,2026-06-22,2026-07-06,internal,traffic-quality,Spend gate source app <> exchange ABL,Yes,-,None,None,None,None,global,False
13059547,VUNGLE,6758211022,all,2026-06-22,2026-07-06,internal,traffic-quality,Spend gate source app <> exchange ABL hourly,Yes,-,None,None,None,None,global,False
13077991,All exchanges,com.fpg.skycar.race,all,2026-06-22,2026-07-22,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
13088471,All exchanges,com.ufotosoft.justshot,all,2026-06-23,2026-07-23,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
13140618,VUNGLE,6505145935,all,2026-06-24,2026-07-08,internal,traffic-quality,Spend gate source app <> exchange ABL hourly,Yes,-,None,None,None,None,global,False
4061,All exchanges,hotspotshield.android.vpn,all,2019-11-20,,internal,brand,Reverted 3998,No,andry@liftoff.io,None,None,None,None,global,True
4061,All exchanges,795979328,all,2019-11-20,,internal,brand,Reverted 3998,No,andry@liftoff.io,None,None,None,None,global,True
513015,All exchanges,jp.leafnet.android.stampdeco,all,2023-10-20,,internal,misc,COGS Savings,No,matt.johnson@liftoff.io,None,None,None,None,global,True
6145127,All exchanges,com.ElfizMedia.DubstepMusicCreator3RhythmMachineBeatMaker,all,2024-03-09,,internal,traffic-quality,Suspicious install farming source apps with < 10 total target events LO wide,No,plaw@liftoff.io,None,None,None,None,global,True
6637076,All exchanges,6443615831,all,2024-06-24,,internal,traffic-quality,Source app 6443615831 (Farkle - Dice Game) violated UDS key fraud rule as App fraud. It was auto blocked by spend threshold.,No,-,None,None,None,None,global,True
6639751,All exchanges,1519736382,all,2024-07-02,,internal,misc,This app is causing a lot of issues with our PDS/UDS systems. Most likely they have misconfigured how they're sending us IDFV/UIDs.,No,evan@liftoff.io,None,None,None,None,global,True
8299290,All exchanges,mahjongsolitaire.mahjong.solitaire.tile.pair.match,all,2025-02-04,,internal,traffic-quality,"Fraudulent apps: Poor ROAS (<5%), high spend DV IVT, high reject rates, low RPI / high % easy target events",No,plaw@liftoff.io,None,None,None,None,global,True
8308574,All exchanges,com.hotplay.animals,all,2025-02-07,,internal,traffic-quality,Fraudulent apps,No,plaw@liftoff.io,None,None,None,None,global,True
8306199,All exchanges,com.hotplay.puzzlegames,all,2025-02-07,,internal,traffic-quality,Fraudulent apps,No,plaw@liftoff.io,None,None,None,None,global,True
8711020,All exchanges,com.sh.boba.recipe.drink.bubble.tea,all,2025-06-21,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
8756124,All exchanges,com.yg.two.player.battle,all,2025-07-09,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
8756121,All exchanges,com.yg.designphone.case,all,2025-07-09,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
8756118,All exchanges,com.yg.realmotocross,all,2025-07-09,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
8759627,All exchanges,com.rgs.ultimate.snakezone.survivalgame.endlessclash,all,2025-07-11,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
8790414,All exchanges,1479825634,all,2025-07-30,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
8790240,All exchanges,6503892364,all,2025-07-30,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
8791145,All exchanges,6463469484,all,2025-07-30,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
8790678,All exchanges,6747374502,all,2025-07-30,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
8790628,All exchanges,com.app.abus,all,2025-07-30,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
8791065,All exchanges,6742172479,all,2025-07-30,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
8791330,All exchanges,com.video.dwonload.play.banana,all,2025-07-30,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
8790347,All exchanges,6473519961,all,2025-07-30,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
8790464,All exchanges,1588004069,all,2025-07-30,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
8790552,All exchanges,6746681379,all,2025-07-30,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
8793484,All exchanges,6748954227,all,2025-07-31,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
8816424,All exchanges,com.power.saver.downloader,all,2025-08-11,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
8824887,All exchanges,6746694663,all,2025-08-16,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
9329378,All exchanges,com.mobile.momo.player,all,2025-09-24,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
9684054,All exchanges,6462401102,all,2025-10-12,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
9714858,All exchanges,1606711349,all,2025-10-15,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
10242074,All exchanges,com.sogame.mmwbh.admob,all,2025-11-06,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
10349713,All exchanges,com.playstation.remote.play.psremote,all,2025-11-19,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
10349575,All exchanges,com.pluto.news,all,2025-11-19,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
10349528,All exchanges,endless.nightmare.shrine.horror.scary.free.android,all,2025-11-19,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
10349715,All exchanges,com.comfun.mobile.rumm.asgp,all,2025-11-19,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
10877157,All exchanges,ninja.hunt.sniper.agent.action.free.android,all,2026-01-22,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
10877481,VUNGLE,6755900342,all,2026-01-22,,internal,traffic-quality,Anomaly rejections,No,plaw@liftoff.io,None,None,None,None,global,True
10921502,All exchanges,6479234830,all,2026-01-28,,internal,traffic-quality,"High BR volume and CTRs, fake apps as confirmed via app-ads.txt / sellers.json",No,plaw@liftoff.io,None,None,None,None,global,True
10921502,All exchanges,6467189759,all,2026-01-28,,internal,traffic-quality,"High BR volume and CTRs, fake apps as confirmed via app-ads.txt / sellers.json",No,plaw@liftoff.io,None,None,None,None,global,True
10921502,All exchanges,1484750572,all,2026-01-28,,internal,traffic-quality,"High BR volume and CTRs, fake apps as confirmed via app-ads.txt / sellers.json",No,plaw@liftoff.io,None,None,None,None,global,True
10921502,All exchanges,6459449232,all,2026-01-28,,internal,traffic-quality,"High BR volume and CTRs, fake apps as confirmed via app-ads.txt / sellers.json",No,plaw@liftoff.io,None,None,None,None,global,True
10921502,All exchanges,1596254632,all,2026-01-28,,internal,traffic-quality,"High BR volume and CTRs, fake apps as confirmed via app-ads.txt / sellers.json",No,plaw@liftoff.io,None,None,None,None,global,True
11123800,All exchanges,com.alp.hovercraft,all,2026-02-24,,internal,traffic-quality,Spoofed source apps,No,cwong@liftoff.io,None,None,None,None,global,True
11145633,All exchanges,com.moonglabs.epiccricket,all,2026-02-27,,internal,traffic-quality,Identified as fraudulent via Chartboost pre/post managed traffic analysis,No,plaw@liftoff.io,None,None,None,None,global,True
11247882,All exchanges,com.rayole.games.jungle.escape,all,2026-03-10,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
11430871,All exchanges,6756568910,all,2026-03-20,,internal,traffic-quality,Fraudulent Developers ABL,Yes,-,None,None,None,None,global,True
11508493,All exchanges,com.pdf.paperful.paperfulpdf,all,2026-03-26,,internal,traffic-quality,"Fraudulent bundles
https://liftoffio.slack.com/archives/C02QR6T98SU/p1774378444334859?thread_ts=1774282238.086299&cid=C02QR6T98SU",No,plaw@liftoff.io,None,None,None,None,global,True
11508493,All exchanges,com.meatmatch.eliminatebbq.savorypop.fire,all,2026-03-26,,internal,traffic-quality,"Fraudulent bundles
https://liftoffio.slack.com/archives/C02QR6T98SU/p1774378444334859?thread_ts=1774282238.086299&cid=C02QR6T98SU",No,plaw@liftoff.io,None,None,None,None,global,True
11508493,All exchanges,com.smallpaddle.luckywatersortmaster,all,2026-03-26,,internal,traffic-quality,"Fraudulent bundles
https://liftoffio.slack.com/archives/C02QR6T98SU/p1774378444334859?thread_ts=1774282238.086299&cid=C02QR6T98SU",No,plaw@liftoff.io,None,None,None,None,global,True
11508493,All exchanges,com.hotplay.pop.antistress,all,2026-03-26,,internal,traffic-quality,"Fraudulent bundles
https://liftoffio.slack.com/archives/C02QR6T98SU/p1774378444334859?thread_ts=1774282238.086299&cid=C02QR6T98SU",No,plaw@liftoff.io,None,None,None,None,global,True
11508493,All exchanges,com.trickytreat.ballbash.jackolantern.halloween,all,2026-03-26,,internal,traffic-quality,"Fraudulent bundles
https://liftoffio.slack.com/archives/C02QR6T98SU/p1774378444334859?thread_ts=1774282238.086299&cid=C02QR6T98SU",No,plaw@liftoff.io,None,None,None,None,global,True
11508493,All exchanges,com.walk.bucks,all,2026-03-26,,internal,traffic-quality,"Fraudulent bundles
https://liftoffio.slack.com/archives/C02QR6T98SU/p1774378444334859?thread_ts=1774282238.086299&cid=C02QR6T98SU",No,plaw@liftoff.io,None,None,None,None,global,True
11508493,All exchanges,com.again.snap.music.downloader.all.songs.vid.tube.free.mp3.app,all,2026-03-26,,internal,traffic-quality,"Fraudulent bundles
https://liftoffio.slack.com/archives/C02QR6T98SU/p1774378444334859?thread_ts=1774282238.086299&cid=C02QR6T98SU",No,plaw@liftoff.io,None,None,None,None,global,True
11508493,All exchanges,com.funnybox.reentuod.bruoneo,all,2026-03-26,,internal,traffic-quality,"Fraudulent bundles
https://liftoffio.slack.com/archives/C02QR6T98SU/p1774378444334859?thread_ts=1774282238.086299&cid=C02QR6T98SU",No,plaw@liftoff.io,None,None,None,None,global,True
11508493,All exchanges,com.smallclickergamer.luckymatchpathjourney,all,2026-03-26,,internal,traffic-quality,"Fraudulent bundles
https://liftoffio.slack.com/archives/C02QR6T98SU/p1774378444334859?thread_ts=1774282238.086299&cid=C02QR6T98SU",No,plaw@liftoff.io,None,None,None,None,global,True
11594877,All exchanges,pcb.phone.cleaner.booster,all,2026-03-30,,internal,traffic-quality,Poor quality apps / malware discovered when unblocking sources for TEMU,No,matt.johnson@liftoff.io,None,None,None,None,global,True
11704196,VUNGLE,com.UnityUserco.EscapeHauntedHouseOnline,all,2026-04-05,2026-07-04,internal,traffic-quality,Exchange level install farming ABL,Yes,-,None,None,None,None,global,False
11708570,VUNGLE,6758889366,all,2026-04-06,2026-07-05,internal,traffic-quality,Exchange level install farming ABL,Yes,-,None,None,None,None,global,False
11708575,VUNGLE,6760108245,all,2026-04-06,2026-07-05,internal,traffic-quality,Exchange level install farming ABL,Yes,-,None,None,None,None,global,False
11714702,VUNGLE,6760742676,all,2026-04-08,2026-07-07,internal,traffic-quality,Exchange level install farming ABL,Yes,-,None,None,None,None,global,False
11718221,VUNGLE,6757605778,all,2026-04-09,2026-07-08,internal,traffic-quality,Exchange level install farming ABL,Yes,-,None,None,None,None,global,False
11742607,VUNGLE,6760811029,all,2026-04-10,2026-07-09,internal,traffic-quality,Exchange level install farming ABL,Yes,-,None,None,None,None,global,False
11751258,VUNGLE,6759840145,all,2026-04-11,2026-07-10,internal,traffic-quality,Exchange level install farming ABL,Yes,-,None,None,None,None,global,False
11763032,VUNGLE,6757406440,all,2026-04-13,2026-07-12,internal,traffic-quality,Exchange level install farming ABL,Yes,-,None,None,None,None,global,False
11764463,All exchanges,dk.tactile.beebrilliantblast,all,2026-04-13,,internal,traffic-quality,High UUIDv4 noncompliance (Malformed GAID investigation),No,matt.johnson@liftoff.io,None,None,None,None,global,True
11764463,All exchanges,com.vegas.casino.free.lucky.bonus.jackpot.dragon.slots,all,2026-04-13,,internal,traffic-quality,High UUIDv4 noncompliance (Malformed GAID investigation),No,matt.johnson@liftoff.io,None,None,None,None,global,True
11764463,All exchanges,com.mergegames.queenscastle.gp,all,2026-04-13,,internal,traffic-quality,High UUIDv4 noncompliance (Malformed GAID investigation),No,matt.johnson@liftoff.io,None,None,None,None,global,True
11791994,VUNGLE,6758239572,all,2026-04-17,2026-07-16,internal,traffic-quality,Exchange level install farming ABL,Yes,-,None,None,None,None,global,False
11972167,VUNGLE,com.funstage.gta.ma.sizzlinghot,all,2026-05-07,,internal,traffic-quality,"High user CTR + poor d7 ROAS
notes: removed managed pubs: 805603214, com.lordix.addonsforminecraftpe, jp.ponta.myponta (prior id: 10912556)",No,matt.johnson@liftoff.io,None,None,None,None,global,True
11972167,VUNGLE,com.pepiplay.pepihospital2,all,2026-05-07,,internal,traffic-quality,"High user CTR + poor d7 ROAS
notes: removed managed pubs: 805603214, com.lordix.addonsforminecraftpe, jp.ponta.myponta (prior id: 10912556)",No,matt.johnson@liftoff.io,None,None,None,None,global,True
11972167,VUNGLE,com.ksgmobileinc.lobstermaniaslots,all,2026-05-07,,internal,traffic-quality,"High user CTR + poor d7 ROAS
notes: removed managed pubs: 805603214, com.lordix.addonsforminecraftpe, jp.ponta.myponta (prior id: 10912556)",No,matt.johnson@liftoff.io,None,None,None,None,global,True
11972167,VUNGLE,com.draw.drawing.glow.art.doodle,all,2026-05-07,,internal,traffic-quality,"High user CTR + poor d7 ROAS
notes: removed managed pubs: 805603214, com.lordix.addonsforminecraftpe, jp.ponta.myponta (prior id: 10912556)",No,matt.johnson@liftoff.io,None,None,None,None,global,True
11972167,VUNGLE,com.aaagame.aaacasino,all,2026-05-07,,internal,traffic-quality,"High user CTR + poor d7 ROAS
notes: removed managed pubs: 805603214, com.lordix.addonsforminecraftpe, jp.ponta.myponta (prior id: 10912556)",No,matt.johnson@liftoff.io,None,None,None,None,global,True
11972167,VUNGLE,com.alkobyshai.crosswordsheb,all,2026-05-07,,internal,traffic-quality,"High user CTR + poor d7 ROAS
notes: removed managed pubs: 805603214, com.lordix.addonsforminecraftpe, jp.ponta.myponta (prior id: 10912556)",No,matt.johnson@liftoff.io,None,None,None,None,global,True
11972167,VUNGLE,706099830,all,2026-05-07,,internal,traffic-quality,"High user CTR + poor d7 ROAS
notes: removed managed pubs: 805603214, com.lordix.addonsforminecraftpe, jp.ponta.myponta (prior id: 10912556)",No,matt.johnson@liftoff.io,None,None,None,None,global,True
11972167,VUNGLE,com.bubadu.doctorkids,all,2026-05-07,,internal,traffic-quality,"High user CTR + poor d7 ROAS
notes: removed managed pubs: 805603214, com.lordix.addonsforminecraftpe, jp.ponta.myponta (prior id: 10912556)",No,matt.johnson@liftoff.io,None,None,None,None,global,True
11972167,VUNGLE,com.ardrawing.trace.sketch.paint,all,2026-05-07,,internal,traffic-quality,"High user CTR + poor d7 ROAS
notes: removed managed pubs: 805603214, com.lordix.addonsforminecraftpe, jp.ponta.myponta (prior id: 10912556)",No,matt.johnson@liftoff.io,None,None,None,None,global,True
11972167,VUNGLE,com.gotogames.funbridge,all,2026-05-07,,internal,traffic-quality,"High user CTR + poor d7 ROAS
notes: removed managed pubs: 805603214, com.lordix.addonsforminecraftpe, jp.ponta.myponta (prior id: 10912556)",No,matt.johnson@liftoff.io,None,None,None,None,global,True
11972167,VUNGLE,com.pixel.art.coloring.color.number.paint.animal,all,2026-05-07,,internal,traffic-quality,"High user CTR + poor d7 ROAS
notes: removed managed pubs: 805603214, com.lordix.addonsforminecraftpe, jp.ponta.myponta (prior id: 10912556)",No,matt.johnson@liftoff.io,None,None,None,None,global,True
11972167,VUNGLE,com.yoursify.diy.wallpaper.collage.craft.cutout.photo,all,2026-05-07,,internal,traffic-quality,"High user CTR + poor d7 ROAS
notes: removed managed pubs: 805603214, com.lordix.addonsforminecraftpe, jp.ponta.myponta (prior id: 10912556)",No,matt.johnson@liftoff.io,None,None,None,None,global,True
11972167,VUNGLE,com.crazyart.art.puzzle.jigsaw.game,all,2026-05-07,,internal,traffic-quality,"High user CTR + poor d7 ROAS
notes: removed managed pubs: 805603214, com.lordix.addonsforminecraftpe, jp.ponta.myponta (prior id: 10912556)",No,matt.johnson@liftoff.io,None,None,None,None,global,True
11972167,VUNGLE,com.airhorn.funny.prank.sounds,all,2026-05-07,,internal,traffic-quality,"High user CTR + poor d7 ROAS
notes: removed managed pubs: 805603214, com.lordix.addonsforminecraftpe, jp.ponta.myponta (prior id: 10912556)",No,matt.johnson@liftoff.io,None,None,None,None,global,True
11972167,VUNGLE,com.rud.twelvelocks6,all,2026-05-07,,internal,traffic-quality,"High user CTR + poor d7 ROAS
notes: removed managed pubs: 805603214, com.lordix.addonsforminecraftpe, jp.ponta.myponta (prior id: 10912556)",No,matt.johnson@liftoff.io,None,None,None,None,global,True
11972167,VUNGLE,com.draw.drawing.pixel.art.color.coloring.by.number,all,2026-05-07,,internal,traffic-quality,"High user CTR + poor d7 ROAS
notes: removed managed pubs: 805603214, com.lordix.addonsforminecraftpe, jp.ponta.myponta (prior id: 10912556)",No,matt.johnson@liftoff.io,None,None,None,None,global,True
12281928,All exchanges,com.money.tracker.smart.budget.helper,all,2026-05-28,2026-06-28,internal,traffic-quality,View Master Click Signals ABL,Yes,-,None,None,None,None,global,False
12302733,All exchanges,com.supp.browser.web.umairk,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,com.katanlabs.famimart,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302741,All exchanges,1640670179,all,2026-05-29,,internal,traffic-quality,"Non-performant apps tied to suspicious Bigo seller IDs
https://docs.google.com/spreadsheets/d/1hy0o3hLjgKEPRYm8tAQA1X8gUphfhikgS3Wb3sd6eJE/edit?gid=63260040#gid=63260040",No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,com.mobgame.vikingrunner.merge.run,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,hotspotshield.android.vpn,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302741,All exchanges,com.smart.switch.copy.all.data.phoneclone,all,2026-05-29,,internal,traffic-quality,"Non-performant apps tied to suspicious Bigo seller IDs
https://docs.google.com/spreadsheets/d/1hy0o3hLjgKEPRYm8tAQA1X8gUphfhikgS3Wb3sd6eJE/edit?gid=63260040#gid=63260040",No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,1531670603,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,com.lemix.tankfortress,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,com.roller.coaster.scream.loudly.jusan.game,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302741,All exchanges,com.mgc.crime.santa,all,2026-05-29,,internal,traffic-quality,"Non-performant apps tied to suspicious Bigo seller IDs
https://docs.google.com/spreadsheets/d/1hy0o3hLjgKEPRYm8tAQA1X8gUphfhikgS3Wb3sd6eJE/edit?gid=63260040#gid=63260040",No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,6741057379,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,com.PSVStudio.Pooches.holiday.beach_adventures,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302741,All exchanges,com.TGZS.TDZ4,all,2026-05-29,,internal,traffic-quality,"Non-performant apps tied to suspicious Bigo seller IDs
https://docs.google.com/spreadsheets/d/1hy0o3hLjgKEPRYm8tAQA1X8gUphfhikgS3Wb3sd6eJE/edit?gid=63260040#gid=63260040",No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,1630754153,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
12302733,All exchanges,com.wordpz.word.blocken,all,2026-05-29,,internal,traffic-quality,Fraudulent apps identified via adhoc analysis: https://docs.google.com/document/d/1-lQ0h3WdTkYkWIO027QYvBxUVF2yRJrMh6-rKZaWeog,No,plaw@liftoff.io,None,None,None,None,global,True
