blocklist id,source app id,Advertise entity (block applied level),Advertiser entity ID
10402272,com.blockchainvault,campaign,44381
8798886,solitaire.patience.card.games.klondike.free,campaign,31328
11108623,1420294918,campaign,26829
11548776,com.whoyaho.tanghulu,campaign,55352
10164629,com.infiniplay.merge.fashion.romance.story,campaign,27475
10227841,com.instabridge.android,campaign,44381
9170583,1445472541,campaign,44252
10237333,com.ihappydate,campaign,46103
8849291,com.dubox.drive,campaign,35030
8860428,com.bigwinepot.nwdn.international,campaign,43073
11108570,6505095234,campaign,25831
10246656,1538912205,campaign,36449
11435317,com.michatapp.im.lite,campaign,50042
11108752,6465175605,campaign,45795
10446450,com.audiomack,campaign,7854
11108904,1452992954,campaign,25831
11112385,847492141,campaign,26829
11253795,1374403536,campaign,54544
11108504,388389451,campaign,46724
11112763,com.miui.global.packageinstaller,campaign,39746
11108276,1080465358,campaign,26829
11108047,1191435163,campaign,25831
11217201,com.storymatrix.drama,campaign,54594
11112305,com.tranzmate,campaign,36761
11196418,com.tube.play.music.downloader.mp3.musica.sound.descargar.freeapp,campaign,52045
11109100,357218860,campaign,25831
10479746,6446354191,campaign,26829
10349072,com.futbin,campaign,39539
8823777,instagram.video.downloader.story.saver.ig,campaign,36763
8793430,sensustech.universal.tv.remote.control,campaign,34851
10373001,io.voodoo.paper2,campaign,31328
9333855,com.roku.remote.control.tv.cast,campaign,38732
9641067,com.litatom.app,campaign,7854
9640889,1015322991,campaign,33301
11196599,475360935,campaign,43611
11119780,sorting.games.goods.sort.triple.match3d.puzzle.stuff,campaign,35030
11113242,com.applabstudios.ai.mail.homescreen.inbox,campaign,35030
11253748,445338486,campaign,54544
11438953,com.novan.morpha,campaign,51326
10479679,1190849728,campaign,26829
10479715,6471572249,campaign,26829
11144549,1564391515,campaign,56191
10372982,com.easybrain.backgammon.board.games,campaign,31328
11111852,com.bigwinepot.nwdn.international,campaign,46606
11108533,6504279468,campaign,25831
11438988,com.callapp.contacts,campaign,51532
11113246,com.aura.news.hashtag.news,campaign,41803
11269368,com.lmr.lfm,campaign,45624
11166275,1550945606,campaign,25831
10079715,com.pin.screw.color.nuts.bolts.spin.free.game,campaign,27475
11114212,ball.sort.puzzle.color.sorting.bubble.games,campaign,34851
10079749,com.audiomack,campaign,44381
9391483,526641427,campaign,26829
11109214,1486214495,campaign,25831
9167540,com.stealthgame.master,campaign,28624
9042358,com.easybrain.art.puzzle,campaign,33395
9042359,com.easybrain.art.puzzle,campaign,42490
10479743,1374403536,campaign,26829
9110455,com.easybrain.art.puzzle,campaign,42490
9110456,com.easybrain.art.puzzle,campaign,33395
9167491,357218860,campaign,41297
10479688,6692629257,campaign,26829
8977325,com.easybrain.art.puzzle,campaign,33395
8977326,com.easybrain.art.puzzle,campaign,42490
11217199,840919914,campaign,36629
11196302,com.hdapp.camera.plus.app,campaign,55352
9474074,com.soundryt.music,campaign,40057
11253766,500962489,campaign,54544
11253741,1618041797,campaign,54544
11108181,6744317674,campaign,25831
11451025,com.higame.par.bubble.tea,campaign,51317
11438967,se.maginteractive.quizduel2,campaign,56262
8849293,com.dubox.drive,campaign,31328
10372994,com.playvalve.yatzy,campaign,31328
11166211,6741703805,campaign,26829
11108318,1579356887,campaign,41297
10079617,com.camerasideas.trimmer,campaign,27475
1270094,com.imo.android.imoim,campaign,14184
11108631,1519174001,campaign,25831
384894,com.miui.cleaner,campaign,28246
11269226,com.gstarmc.android,campaign,44285
10479744,1389111413,campaign,25831
10184922,io.voodoo.holeio,campaign,23011
10402313,com.appmind.radios.mx,campaign,29402
11438957,com.bubbleshooter.popbubbles.shootbubblesgame,campaign,45713
10266325,1618041797,campaign,26829
11175321,6479984405,campaign,52008
11438955,6444837964,campaign,50711
9167471,1388988209,campaign,27980
11166256,514485964,campaign,26829
11144534,de.motain.iliga,campaign,39538
8856914,875750302,campaign,43086
10150048,com.Free.Drama,campaign,45751
10314249,wp.wattpad,campaign,31328
11196322,com.baixar.musicas.mp3.snap.descargar.musica.original.music.downloader.tube.appa,campaign,52045
10409797,com.handmark.expressweather,campaign,31328
10314245,com.icontrol.easy.widgets.themes,campaign,28624
11196321,com.baixar.musicas.mp3.snap.descargar.musica.original.music.downloader.tube.appa,campaign,54305
11112447,com.ludashi.dualspaceprox,campaign,46103
11112069,com.playakor.clashofcolor,campaign,44561
11107936,1514542157,campaign,26829
11112596,com.selene.lunara,campaign,36359
11109411,6733244789,campaign,26829
10469470,com.niceteen.games.dtbam,campaign,46103
10409785,com.orangeapps.piratetreasure,campaign,27475
10430473,com.miui.global.packageinstaller,campaign,27475
11196609,com.goldendragon.luckyblessing,campaign,51317
11196567,6743471148,campaign,37685
11438976,free.files.downloader.save.video.manager,campaign,55352
11175403,com.pd.vehiclemasters,campaign,51296
11131913,6744819313,campaign,46474
11217214,com.loomgames.pixelflow,campaign,54595
415628,525958087,campaign,16333
11112423,com.flofl.android.wering,campaign,46103
11196342,6737799378,campaign,49576
10150001,1410235921,campaign,42973
11253771,com.gargan.abismo,campaign,51293
8820537,com.bigwinepot.nwdn.international,campaign,38269
8849294,com.dubox.drive,campaign,41803
10079642,droom.sleepIfUCan,campaign,44285
11430782,1459645446,campaign,48078
10379659,in.sweatco.app,campaign,44381
8849386,happy.paint.coloring.color.number,campaign,3582
11108331,656971078,campaign,47813
11109653,1580601028,campaign,26829
8831805,com.litatom.app,campaign,41869
11112958,com.fastexpansion.gogo,campaign,51561
11114104,com.goldendragon.luckyblessing,campaign,51314
10372999,com.wochi.android.rdll,campaign,46103
11253798,6469306922,campaign,54544
10419920,com.binbou.android.gonce,campaign,46103
11112818,com.globalplay.birdsort2.color.puzzle,campaign,39746
11113026,6754098532,campaign,26829
11113244,com.appmind.radios.co,campaign,33342
11154113,com.ketchapp.rider,campaign,39538
10446480,com.miui.home,campaign,36761
10246496,com.melon.drop.fruit.merge.master,campaign,27475
11253800,935672069,campaign,54544
11144345,6443895159,campaign,37685
11166258,526641427,campaign,25831
11131909,video.save.downloader.saver.hd.download.any,campaign,46862
11113243,com.applabstudios.ai.mail.homescreen.inbox,campaign,41803
11108741,6463251779,campaign,45795
9744978,com.free.music.downloader.erersd,campaign,38732
8808764,com.decor.life,campaign,28624
11217052,solitaire.patience.card.games.klondike.free,campaign,54591
10446502,io.supercent.pizzaidle,campaign,30512
11109412,6736378756,campaign,26829
11166271,1374403536,campaign,25831
11451026,com.miui.cleaner,campaign,51314
10294371,1229618961,campaign,26829
10430471,com.ludashi.superboost,campaign,46103
11217155,kidultlovin.word.zen,campaign,54591
11196211,com.whoyaho.tanghulu,campaign,51317
11154058,1090274263,campaign,44770
11108422,6692629257,campaign,25831
10516683,solitaire.collection.klondike.card.games.free.game,campaign,49658
8808747,com.actopolus.PixelDudeSandbox,campaign,28624
11108250,1505735640,campaign,26829
11327776,com.ikeyboard.theme.neon.love,campaign,55352
11563083,com.playstrom.dop4,campaign,51296
11108972,6446354191,campaign,25831
11548778,pdfreader.pdfviewer.officetool.pdfscanner,campaign,53109
11166210,6741703805,campaign,25831
11217183,com.azurgames.stackball,campaign,39540
9728795,com.miui.global.packageinstaller,campaign,30648
490315,com.android.thememanager,campaign,28712
415628,1389760587,campaign,16333
384894,com.craftsman.go,campaign,28246
9683402,com.imangi.templerun2,campaign,28624
10294379,500962489,campaign,26829
11108125,6471960010,campaign,46474
11111991,com.quact.android.izion,campaign,46103
11112020,com.anime.magic.princess.doll.avatar.dressup.games,campaign,48231
11108119,6471572249,campaign,25831
11166235,6443484197,campaign,26829
11109441,6737988220,campaign,52649
11108978,6446669987,campaign,45736
10120085,com.now.vpn,campaign,27475
10419897,1528940523,campaign,45304
10409774,com.picsart.studio,campaign,45997
11144550,1564391515,campaign,58948
10479720,1420058690,campaign,26829
10409786,com.skipads.oitube.official,campaign,45997
10294416,6478497359,campaign,36629
11253806,sorting.games.goods.sort.triple.match3d.puzzle.stuff,campaign,51291
9170589,6599838025,campaign,44252
8808777,com.globalplay.birdsort,campaign,28624
9363182,io.supercent.pizzaidle,campaign,34851
9333818,com.gimica.blockholeclash,campaign,38732
11253794,com.snake.io.slither.worms,campaign,51317
11166255,514485964,campaign,25831
11154117,com.puzzlegames.puzzlebrickslegend,campaign,56148
11253788,6756288168,campaign,54544
11166195,com.sorwat.android.teder,campaign,46103
11114099,com.goldendragon.luckyblessing,campaign,45751
10387031,com.vpn.free.hotspot.secure.vpnify,campaign,44381
10446483,com.murka.scatterslots,campaign,49658
11112236,935672069,campaign,26829
8798877,com.samsung.android.game.gamehome,campaign,31328
10120120,com.freevpnplanet,campaign,27475
8927394,com.alightcreative.motion,campaign,40057
8860517,1629477748,campaign,33888
9042342,com.alightcreative.motion,campaign,40057
9110439,com.alightcreative.motion,campaign,40057
8977309,com.alightcreative.motion,campaign,40057
11108579,651510680,campaign,26829
11108714,500962489,campaign,25831
11269322,com.freevpnplanet,campaign,30512
11112049,com.moonactive.holestars,campaign,49574
9333853,com.retro.original.mp3.music.downloader.tube.app,campaign,38732
11154123,one.cryptoguru.cryptotradingacademy,campaign,51032
10321773,569532697,campaign,44085
10446476,com.maybeyou,campaign,7854
9744925,1564391515,campaign,45736
9391456,1618041797,campaign,25831
10266347,6450917563,campaign,26829
10314259,com.bubbleshooter.popbubbles.collectcards,campaign,35030
10360065,6478063606,campaign,26829
11217213,ball.sort.puzzle.color.sorting.bubble.games,campaign,54595
1270094,com.kiloo.subwaysurf,campaign,14184
9620882,com.miui.global.packageinstaller,campaign,43837
490315,com.kitkagames.fallbuddies,campaign,28712
8808832,com.weegoon.thiefpuzzle,campaign,28624
11112991,com.save.princess.girl.dragon.out.and,campaign,39746
11109890,6751494810,campaign,47813
8788975,com.callapp.contacts,campaign,43073
9391426,1345968745,campaign,26829
8808824,com.starplay.spider.fighter3d,campaign,28624
11568420,458056343,campaign,44252
9664550,com.launcher.icecream,campaign,40057
10349143,com.higame.par.bubble.tea,campaign,42895
8860567,6737221366,campaign,45736
8831806,com.sniper.shooter.wild.ssw,campaign,28624
8828468,com.callapp.contacts,campaign,43837
9549438,1664162753,campaign,42700
11112439,com.kokteyl.mackolik,campaign,43696
9744974,1308181322,campaign,45736
9714449,com.callapp.contacts,campaign,42171
11144474,com.oakever.jigsawcard,campaign,49574
9198655,com.callapp.contacts,campaign,44381
11113417,com.ew.superbilliards,campaign,45751
11196371,com.transsion.hilauncher.split,campaign,60302
11196500,6756253780,campaign,54544
9363162,happy.paint.coloring.color.number,campaign,39538
10197172,1469506430,campaign,44252
8831841,1175031987,campaign,41238
9191405,6738694162,campaign,45736
11166202,911793120,campaign,25831
8849269,com.americasbestpics,campaign,35927
9167542,happy.paint.coloring.color.number,campaign,28624
8788977,com.gnarlygamestudio.agenthunt,campaign,28624
10237339,com.mobilefootie.wc2010,campaign,44381
8823773,com.fun.brain.game,campaign,27475
8808766,com.dino.moto.race.master,campaign,28624
8808757,com.city.building.master,campaign,28624
9110466,com.handmark.expressweather,campaign,42490
8977336,com.handmark.expressweather,campaign,33395
8977315,com.blackout.spades,campaign,42490
9110467,com.handmark.expressweather,campaign,33395
9042369,com.handmark.expressweather,campaign,33395
9042370,com.handmark.expressweather,campaign,42490
8977337,com.handmark.expressweather,campaign,42490
9110445,com.blackout.spades,campaign,42490
9042348,com.blackout.spades,campaign,42490
8790124,com.cassette.aquapark,campaign,28624
8801129,musica.musicfree.snaptube.weezer.mp3app,campaign,40057
11217204,com.mobilityware.BubbleShooter,campaign,41803
11114101,com.goldendragon.luckyblessing,campaign,41113
11196530,com.playgendary.tom,campaign,54305
11114363,com.kiwifun.game.android.hexacrush.puzzles,campaign,49574
11109005,6478063606,campaign,25831
11114100,com.goldendragon.luckyblessing,campaign,49574
11166200,651510680,campaign,25831
11114371,com.macrovideo.v380,campaign,49574
11196343,6738069648,campaign,56805
11108610,1308181322,campaign,26829
11166244,6498701816,campaign,26829
10446451,com.bonnie.trafficescape,campaign,30512
10446464,com.goods.sorting.games.triple.match3d.puzzle,campaign,30512
11109523,6499306754,campaign,45795
10516681,downloader.video.download.free,campaign,7854
10516666,com.lmr.lfm,campaign,40317
10246531,com.pd.vehiclemasters,campaign,42895
10326172,com.callapp.contacts,campaign,41468
10237342,ru.fotostrana.sweetmeet,campaign,7854
10334177,com.appmind.radios.co,campaign,30648
6366040,com.playit.videoplayer,campaign,14184
1270094,com.playit.videoplayer,campaign,14184
1270094,com.dubox.drive,campaign,14184
11144279,6633436144,campaign,56191
10409772,com.dualspacepro.multispace,campaign,46103
11336100,com.free.music.downloader.eron,campaign,55352
11166234,6443484197,campaign,25831
11253747,1636821805,campaign,54544
11119772,water.sort.puzzle.color.sort.games,campaign,49574
11108270,6444689949,campaign,38274
11109460,1385287093,campaign,38274
10446471,com.joyvendor.wordhike.android.en,campaign,49658
11109615,1563215345,campaign,26829
11109353,1492451796,campaign,26829
11108621,1420058690,campaign,25831
11109440,6737988220,campaign,38274
11144492,com.pocket.sort.coin.puzzle.game,campaign,50151
11166231,6747178992,campaign,26829
11114237,com.boombitgames.Dartsy,campaign,44060
10079668,com.boombitgames.Dartsy,campaign,8363
10150017,302324249,campaign,44198
8810316,com.miui.cleaner,campaign,30648
10409795,com.easybrain.backgammon.board.games,campaign,33395
10409796,com.easybrain.backgammon.board.games,campaign,42490
9333777,6476893083,campaign,45736
8798865,com.dubox.drive,campaign,42490
9474083,drug.vokrug,campaign,27475
9640933,6599838025,campaign,45736
10079185,1084662006,campaign,44842
9391534,911793120,campaign,26829
8808765,com.digitalchemy.calculator.freedecimal,campaign,39175
11144561,6737799378,campaign,58948
11144541,solitaire.word.association.connections.puzzle,campaign,49574
9744837,1578906034,campaign,45736
11196400,note.notesapp.notebook.notepad.stickynotes.colornote,campaign,52045
9191463,6479604972,campaign,45736
9110501,com.samsung.android.game.gamehome,campaign,42490
8977371,com.samsung.android.game.gamehome,campaign,42490
9042404,com.samsung.android.game.gamehome,campaign,33395
11196402,solitaire.word.association.connections.puzzle,campaign,31328
8977370,com.samsung.android.game.gamehome,campaign,33395
9042405,com.samsung.android.game.gamehome,campaign,42490
9110502,com.samsung.android.game.gamehome,campaign,33395
10079244,6468810871,campaign,45736
10079836,com.bear.vpn.super.fast.unlimited.connect,campaign,27475
11109498,6498701816,campaign,25831
11112161,977150768,campaign,45736
11112803,com.dencreak.dlcalculator,campaign,44285
11253737,io.supercent.linkedcubic,campaign,51291
11253719,note.notesapp.notebook.notepad.stickynotes.colornote,campaign,51338
10446452,com.boombitgames.Dartsy,campaign,31328
10294365,com.scores.tfz,campaign,46103
8860535,6479984405,campaign,45736
10197284,com.triangular.bootyslam,campaign,39746
10184921,com.uc.minigame.relax,campaign,42895
9641120,com.wordgames.wordconnect.de,campaign,8363
10079667,com.boombitgames.Dartsy,campaign,7854
11113282,com.dice.roll.billionaire,campaign,49658
11111867,com.make.money.joystep,campaign,46103
11353005,io.deveem.vpn.global,campaign,27475
11114602,com.bighelmets.destiny,campaign,49658
11253761,840919914,campaign,54544
10484350,com.niceteen.games.dtbam,campaign,44381
10260944,458035189,campaign,44252
8790152,paint.by.number.pixel.art.coloring.drawing.puzzle,campaign,28624
8808812,com.race.motorush,campaign,28624
8849397,water.sort.puzzle.game.color.sorting.free,campaign,33395
8849375,com.weegoon.thiefpuzzle,campaign,35927
9110543,water.sort.puzzle.game.color.sorting.free,campaign,42490
8977412,water.sort.puzzle.game.color.sorting.free,campaign,42490
9042446,water.sort.puzzle.game.color.sorting.free,campaign,42490
11112381,840919914,campaign,26829
11112613,org.smapps.nuts,campaign,49658
1270094,com.outfit7.mytalkingangela2,campaign,14184
11166209,6478563961,campaign,26829
1270094,com.mi.globalbrowser,campaign,14184
11253756,io.supercent.pizzaidle,campaign,51291
490315,com.miui.player,campaign,28712
11333394,1316004998,campaign,21684
10372978,com.balloon.master.cube.match,campaign,31328
11253735,993090598,campaign,54544
11269240,com.fxroyale.app,campaign,51032
10079897,free.files.downloader.save.video.manager,campaign,7854
10266291,1139609950,campaign,26829
11217203,com.downloaders.music.erton,campaign,51317
415628,1577721431,campaign,16333
415628,1224933860,campaign,16333
11113170,com.katanlabs.wordconnectwondersofview,campaign,36359
10446484,com.mystery.hidden.objects.find.clue.puzzle.games.free,campaign,30512
10419927,com.trip.littleengine.worden,campaign,46103
10409782,in.playsimple.jigsaw_puzzle,campaign,31328
9640902,1562663583,campaign,45736
10402366,com.newnormalgames.phonecasediy,campaign,44747
384894,com.mi.android.globalFileexplorer,campaign,28246
9641061,com.jura.coloring.page,campaign,28624
9474024,6744819313,campaign,45736
9683436,com.livescore,campaign,44381
9641056,com.ihappydate,campaign,7854
11144431,com.watermelon.club,campaign,49574
11144329,com.pc.sand.loop,campaign,50151
11188832,photorecover.filerecovery.restore,campaign,51338
9474011,6480044742,campaign,45736
11114347,com.casino.slots.bingo.poker.free.jackpot.spins,campaign,44381
10487633,com.bonnie.trafficescape,campaign,31328
9474020,6741506922,campaign,45736
11111971,com.master.triple3d.find,campaign,49574
11109614,1563215345,campaign,25831
11108166,6743933567,campaign,45795
9110538,in.daily_puzzle.crossword,campaign,35030
11196238,com.themekit.widgets.themes,campaign,51338
9042440,in.daily_puzzle.crossword,campaign,35030
9042441,in.daily_puzzle.crossword,campaign,41803
8977316,com.blackout.word,campaign,35030
9110537,in.daily_puzzle.crossword,campaign,41803
8808835,diy.makeup.artist.jogo.maquiagem.maquillaje.makyaj.oyunu,campaign,28624
9042349,com.blackout.word,campaign,35030
10402310,6738069648,campaign,45736
11144538,io.supercent.weaponrpg,campaign,50151
10446419,1471592644,campaign,45736
10516654,com.pyja8infr.frenzy.spzy,campaign,36705
8849387,in.daily_puzzle.crossword,campaign,31328
8977406,in.daily_puzzle.crossword,campaign,41803
9347994,com.miui.securitycenter,campaign,27475
10079777,com.ludashi.superboost,campaign,44381
8849352,com.pdfreader.free.viewer.documentreader,campaign,39175
11430793,com.yy.hiyo,campaign,44509
8977407,in.daily_puzzle.crossword,campaign,35030
9110446,com.blackout.word,campaign,35030
11108132,6472251806,campaign,26829
11114198,com.miui.securitycenter,campaign,39746
8849305,com.fbig.words,campaign,31328
11108747,6463711142,campaign,26829
11108852,6746838116,campaign,25831
11108854,6746838116,campaign,26829
11166228,1182341536,campaign,25831
11166194,993090598,campaign,26829
9641045,com.gtsy.annoying.punch.game,campaign,42895
11568432,com.miui.securitycenter,campaign,38271
11196361,com.bluesky.best_ringtone.free2017,campaign,52045
9333836,com.lotus.toiletbreak,campaign,38732
11144437,bus.go.car.jam.traffic,campaign,49574
11333375,1084662006,campaign,50711
11144544,1073082439,campaign,41535
11112668,com.callapp.contacts,campaign,45628
11112008,org.ai.interlinklabs.interlinkId,campaign,44251
11112075,com.playstrom.dop4,campaign,51291
11345684,com.humble.proxy,campaign,27475
11113087,6755232988,campaign,45795
8810309,com.cdt.game234.player,campaign,42112
9167497,6443895159,campaign,45736
11196213,hang.man.word.guessing.games,campaign,31328
11111866,com.make.money.joystep,campaign,44381
11112105,com.solitaire.klondike.my.magic.dragon.friends.cardgames,campaign,49574
11112819,com.happybat.ballmatch,campaign,49574
11114555,solitaire.collection.klondike.card.games.free.game,campaign,49574
11144593,com.match.busters.free.gp,campaign,49574
11112446,com.lucky.slot.clover,campaign,53109
11112445,com.lucky.slot.clover,campaign,36389
11430783,1471592644,campaign,46611
8977322,com.dogerescue.drawpuzzle.save,campaign,42490
8849355,com.rescue.agent,campaign,33395
9042401,com.rescue.agent,campaign,42490
9042355,com.dogerescue.drawpuzzle.save,campaign,42490
9110452,com.dogerescue.drawpuzzle.save,campaign,42490
9110498,com.rescue.agent,campaign,42490
8977367,com.rescue.agent,campaign,42490
9167522,car.escape.out.parking.jam.traffic.puzzle.games.free,campaign,28624
8849290,com.dogerescue.drawpuzzle.save,campaign,33395
8831814,com.video.player.easy.downloader,campaign,28624
8820544,com.mediamushroom.copymydata,campaign,36761
10372996,com.solitaire.card,campaign,31328
10409783,in.playsimple.wordbingo,campaign,33395
10409784,in.playsimple.wordbingo,campaign,42490
11112836,com.icontrol.easy.widgets.themes,campaign,5432
11112601,com.wildlifestudios.merge.animal.sanctuary,campaign,49574
11114208,com.slot.friute.crush,campaign,53109
11114199,com.miui.securitycenter,campaign,45628
11113235,993090598,campaign,25831
11196373,diy.makeup.artist.jogo.maquiagem.maquillaje.makyaj.oyunu,campaign,51338
11114189,com.fidgettrading.game,campaign,49574
11108130,6472251806,campaign,25831
11438990,com.mi.android.globalFileexplorer,campaign,39746
11113335,com.purrfecthotel.catidle.yhzl,campaign,49574
11113129,com.azurgames.stackball,campaign,29521
11113131,com.azurgames.stackball,campaign,51291
11112611,org.smapps.nuts,campaign,49574
11144529,com.stratospheregames.miniciv,campaign,49574
9191515,6467385765,campaign,45736
8977395,com.weegoon.thiefpuzzle,campaign,42490
9042429,com.weegoon.thiefpuzzle,campaign,42490
9110526,com.weegoon.thiefpuzzle,campaign,33395
8977394,com.weegoon.thiefpuzzle,campaign,33395
9110525,com.weegoon.thiefpuzzle,campaign,42490
9042428,com.weegoon.thiefpuzzle,campaign,33395
8860477,com.diy.phonecase.phonemaker,campaign,35030
8849374,com.weegoon.thiefpuzzle,campaign,31328
8849393,se.raketspel.digaround,campaign,33395
8831828,com.mi.android.globalFileexplorer,campaign,41766
8849392,se.raketspel.digaround,campaign,42490
10260908,1320730220,campaign,44087
9474000,6446140658,campaign,45736
10372979,com.bigcake.android.bubbledaily,campaign,31328
8977363,com.pdfreader.free.viewer.documentreader,campaign,42490
8977377,com.soulcompany.bubbleshooter.relaxing,campaign,33395
9042411,com.soulcompany.bubbleshooter.relaxing,campaign,33395
9042383,com.miracle.block.smash.journey,campaign,42490
9110493,com.pdfreader.free.viewer.documentreader,campaign,42490
9110494,com.pdfreader.free.viewer.documentreader,campaign,33395
8977350,com.miracle.block.smash.journey,campaign,42490
8977362,com.pdfreader.free.viewer.documentreader,campaign,33395
9110508,com.soulcompany.bubbleshooter.relaxing,campaign,33395
9042397,com.pdfreader.free.viewer.documentreader,campaign,42490
9110480,com.miracle.block.smash.journey,campaign,42490
9042396,com.pdfreader.free.viewer.documentreader,campaign,33395
8798883,free.zaycev.net,campaign,31328
8808805,com.pdfreader.free.viewer.documentreader,campaign,28624
8813664,com.miracle.block.smash.journey,campaign,33395
8849270,com.animal.drop.merge.puzzle,campaign,41869
11253770,com.appmind.radios.br,campaign,53109
11112378,kjvbible.verse.daily.bible.prayer,campaign,50151
11327772,6746711280,campaign,46474
11333399,6739694698,campaign,46611
11253757,com.appmind.radios.mx,campaign,51291
11430789,6740520597,campaign,46611
8860500,com.redlinegames.attackhole,campaign,31328
9333775,6471960010,campaign,45736
10446467,com.happybat.slinkysort3d,campaign,49658
10419917,6739799448,campaign,42969
9714452,com.dualspacepro.multispace,campaign,44381
9744964,6738118862,campaign,45736
9744828,6746847030,campaign,45304
8811800,com.candle.beatcar,campaign,28624
11112821,com.happybat.slinkysort3d,campaign,49574
11114490,com.rc.cityCleaner,campaign,49574
11112306,com.tricky.lines,campaign,29521
11196610,com.match.triple.games.sort3d.puzzle,campaign,50151
11144590,com.happybat.slinkysort3d,campaign,50151
6366040,com.domobile.applock.lite,campaign,14184
6366040,com.gofiveglobal.fashion.dress.up,campaign,14184
6366040,com.hotplay.puzzlegames,campaign,14184
6366040,com.miui.videoplayer,campaign,14184
6366040,com.yg.ball.challenge,campaign,14184
6366040,com.mintgames.wordtrip,campaign,14184
6366040,com.mi.android.globalFileexplorer,campaign,14184
6366040,com.yg.mini.games,campaign,14184
6366040,com.hotplay.babyexcavator,campaign,14184
6366040,com.miui.securitycenter,campaign,14184
6366040,com.yg.toys.games,campaign,14184
6366040,com.mustardgames.police.bike.stunt.mega.ramp.impossibletracks,campaign,14184
6366040,com.hotplay.princessdiy,campaign,14184
6366040,com.gofive.indian.makeup.fashion.dress.up,campaign,14184
6366040,com.yg.bike.racinggame,campaign,14184
6366040,com.hotplay.puzzletown,campaign,14184
6366040,com.yg.balls.parkour,campaign,14184
6366040,color.pages.painting.theflag.paint,campaign,14184
6366040,com.dress.up.fashion.challenge,campaign,14184
6366040,com.hotplay.thebees,campaign,14184
6366040,wdownloader.webpage.picture.saver.video.downloader,campaign,14184
6366040,com.calculator.hideu,campaign,14184
6366040,com.hotplay.animals,campaign,14184
6366040,com.hotplay.petexplosion,campaign,14184
6366040,com.Polystation.BuildABabe,campaign,14184
6366040,com.makeup.artist.makeover.beauty.diy.stylist,campaign,14184
6366040,com.hotplay.findtoilet,campaign,14184
6366040,com.hotplay.matchpuzzle,campaign,14184
6366040,com.yg.two.player.battle,campaign,14184
6366040,com.hotplay.eatingballs,campaign,14184
1270094,com.weegoon.thiefpuzzle,campaign,14184
1270094,com.android.thememanager,campaign,14184
1270094,com.dino.rolling.skyball.balance,campaign,14184
1270094,com.transsion.phonemaster,campaign,14184
1270094,com.blackout.bubble,campaign,14184
1270097,1524309981,campaign,16330
1270094,com.miui.cleaner,campaign,14184
1270094,com.pronetis.ironball2,campaign,14184
1270094,com.bravestars.doll.dressup.princess.coloringgame,campaign,14184
1270094,com.Garawell.BridgeRace,campaign,14184
1270094,com.qoni.guesstheiranswer,campaign,14184
1270094,com.mgc.miami.crime.simulator.two,campaign,14184
1270094,com.rubygames.assassin,campaign,14184
1270094,com.miui.player,campaign,14184
415628,1645521235,campaign,16333
384894,alice.music.downloader.download.music.mp3.song.app,campaign,28246
11345675,com.appmind.radios.cl,campaign,51292
11430791,6748190676,campaign,46611
9833472,com.unicc.uni,campaign,42895
9401727,com.teenpatti.hd.gold,campaign,40057
9347957,395672275,campaign,44252
9167514,6741849484,campaign,45736
11196397,com.surprise.toy.d3,campaign,51291
11154070,1560911608,campaign,44252
11196399,com.surprise.toy.d3,campaign,53109
11333428,1441531611,campaign,44449
11196276,com.pixelfederation.ts3.train.station.evolution.building.manager.tycoon.simulator,campaign,50151
11113015,domino.classic.board.free.games,campaign,49574
11113416,com.domobile.pixelfunv2,campaign,49574
9474017,6737988220,campaign,44087
9174380,com.goods.master3d.triple.puzzle,campaign,42490
9333629,1519367184,campaign,45736
9744835,1575680675,campaign,45736
9042368,com.gtsy.annoying.punch.game,campaign,33395
9042437,freeplay.crowdrun.com,campaign,42490
8977334,com.gtsy.annoying.punch.game,campaign,33395
9042367,com.gtsy.annoying.punch.game,campaign,42490
9110534,freeplay.crowdrun.com,campaign,42490
8977335,com.gtsy.annoying.punch.game,campaign,42490
9110465,com.gtsy.annoying.punch.game,campaign,33395
9110464,com.gtsy.annoying.punch.game,campaign,42490
8977403,freeplay.crowdrun.com,campaign,42490
8829894,com.realme.as.music,campaign,28624
11144506,com.zimad.puzzle.villa.jigsaw,campaign,50151
11112904,brain.blow.quest,campaign,51291
11166249,1139609950,campaign,25831
11109007,6478497359,campaign,45736
7264617,com.grindrapp.android,customer,2686
7264617,com.badoo.mobile,customer,2686
7264617,kjv.bible.kingjamesbible,customer,2686
7264617,com.miui.global.packageinstaller,customer,2686
7264617,com.melon.drop.fruit.merge.master,customer,2686
7264617,com.studio27.MelonPlayground,customer,2686
7264617,archery.clash.tournament,customer,2686
7264617,com.bravestars.savethedog.drawgame,customer,2686
7264617,com.bravestars.hair.salon.beauty,customer,2686
7264617,com.weegoon.thiefpuzzle,customer,2686
7264617,com.wood.nut.and.bolts.puzzle,customer,2686
7264617,com.gofiveglobal.fashion.dress.up,customer,2686
7264617,com.paperdoll.diary.dressup.game,customer,2686
7264617,com.bigstarkids.wordtravel,customer,2686
7264617,com.devilgame.trolllevel,customer,2686
7264617,com.avatarlife.avatarstory.mystory.myworld.mywonder,customer,2686
7264617,com.mi.android.globalFileexplorer,customer,2686
7264617,com.laser.bounce.puzzle,customer,2686
7264617,puzzle.bolts.and.nuts.wood.woody,customer,2686
