campaign_id,dest_app_id,dest_app_name,customer_id,customer_name,campaign_group_id,campaign_group_name,campaign_name,revenue_30d,daily_revenue
42031,7467,Lucky Duel (iOS),2550,GameWave Limited,nan,,GW_liftoff_LuckyDuel_IOS_250327_ROAS,34603.693772,384.4855
53326,1900,TikTok (Android),968,TikTok Pte Ltd,1087.0,TikTok UG RE,1216-TT-GB-Re-engagement_L30DLost-liftoff-mix-0gap,34592.675807,384.3631
55948,2792,BIGO LIVE - Livestream (iOS),1121,BIGO,199.0,BIGO Live,BIGOLIVE-UA-US-iOS-260119-lzm-UAC2.5-enterroom_black-CPI CAMP,34562.362654,384.0263
44974,8290,ReelShort - Stream Drama & TV (iOS),2935,NewLeaf Publishing,nan,,New Leaf Publishing -Liftoff-iOS-Reelshort-US-CPR-20250707,34538.025121000006,383.7558
62047,10417,Shawn-602- aa888game-BR (Android),2777,LUNAMOBI HK TECH LIMITED,nan,,Shawn-602- aa888game-BR,34530.106565,383.6679
57321,2269,TikTok (Android) - Asia,968,TikTok Pte Ltd,1087.0,TikTok UG RE,TT_engagement_1180_JP_0105_mix_Re-engagement_L30DLost_L45Test_Liftoff,34505.695254,383.3966
74889,5573,DraftKings Casino (iOS),70,DraftKings,nan,,Prog_LO_CAS_US_MI_GEN_iOS_CV_CGRS_NonOffer_MI-BLITZ,34460.639898,382.896
62404,9391,Drop the Cat (iOS),1796,Actionfit,nan,,DTC-Liftoff-iOS-JP-20260217,34455.704976999994,382.8412
71204,10562,Courtyard (iOS),3147,"Courtyard, Inc.",nan,,LFT_BAU_IOS_Install_All_Broad_4.16.2026_CA,34431.416958,382.5713
67613,7150,Gleaming Slots - Win Real Cash (iOS),2364,Good Luck Studio,nan,,GleamingSlots_iOS_US_ROAS_IMP_250325_A,34401.815548000006,382.2424
63465,5233,Merge Mansion (iOS),2253,Metacore Games,nan,,#3291 - Merge Mansion - iOS - Liftoff - WW - ROAS,34377.26212900001,381.9696
63874,10527,БАЛТБЕТ -  RU APK (Android),3117,BALTBET,1095.0,WakeApp - iOS + APK,wakeapp_230_60181_000_RU_Android_DIRECT,34290.975748,381.0108
47813,4203,Jackpot Master Slots-Casino (iOS),1359,Luckios Game,nan,,Liftoff-IOS-AEO-JMS- UST1-SKAN-OFF-251013-IMAGE,34263.640618,380.7071
66209,6436,XTrend Speed Trading (iOS),2617,RYNAT CAPITAL,nan,,HVU_20260311_iOS_ROAS,34223.180087,380.2576
26647,1683,Instagram (Android),879,Meta (Facebook),460.0,Meta - US,Liftoff_Instagram_US_Android_Video_BAU,34163.058472000004,379.5895
65022,8820,Freecash.com (iOS),2639,freecash.com,nan,,FC_LIFTOFF_APP_IOS_DACH_ROAS_PREDALL_DE_060326,34098.298295,378.87
75818,6926,Temu: Shop Like a Billionaire (Android),2725,Temu,855.0,US,ca0e88c6-c0ce-40ef-a1df-1a7bfa759f78,34034.616367999995,378.1624
43309,2792,BIGO LIVE - Livestream (iOS),1121,BIGO,199.0,BIGO Live,BIGOLIVE-UA-VN-iOS-250202-mly-UAC3.0-purchaseall,34022.990771000004,378.0332
66477,161,The Home Depot (iOS),144,The Home Depot,nan,,The Home Depot - GM FIFA - iOS - 2026,33966.48310499999,377.4054
56261,1900,TikTok (Android),968,TikTok Pte Ltd,1081.0,TikTok UG UA,TikTok_FR_AND_20260109_ShawnLau_CPA_af_bs_conversion_Liftoff_VAST,33917.691136999994,376.8632
68921,2269,TikTok (Android) - Asia,968,TikTok Pte Ltd,1087.0,TikTok UG RE,TT_engagement_1180_JP_0401_mix_Re-engagement_L30DLost_Liftoff_reengagement,33900.164363,376.6685
46670,7971,royal dream (Android),2894,Higogame,839.0,Group 1,RDX8JP-LO-RTG_L10_CPP-mix-20250908,33888.463316,376.5385
69207,8573,Tasty Travels: Merge Game (Android),1465,Century Games,772.0,Tasty Travel,FAT_Liftoff_AND_JP_ROAS_ZJC_260403(D30),33864.937641,376.2771
70308,11034,Lottu (Android),3174,Esportes Gaming Brasil Ltda,nan,,lt-aq-android-br,33860.709076,376.2301
45000,8296,Browin (Android),2930,SEAGAMEFUN,nan,,Browin - 250710,33817.694631000006,375.7522
6299,1752,Shopee TH (iOS),772,Shopee,699.0,Accelerate,TH_iOS_UA_dCPM_Register,33799.854507,375.5539
48235,9214,Tarot - Fun & Friends (iOS),2183,GameDuell,nan,,TAR_LF_FR_iOS_NA_APP_tROAS,33610.02409499999,373.4447
66244,10694,BD-syy021-288 (Android),2631,Yi Wu Shi Ying Qiu Dian Zi Shang Wu,1059.0,yiwu_HK,YM-BD-syy021-288-20260316,33607.424750000006,373.4158
51296,1900,TikTok (Android),968,TikTok Pte Ltd,1081.0,TikTok UG UA,Bytedance_1233_SA_AND_20251128_Liftoff_af_bs_conversion_ua,33603.260561,373.3696
37416,4379,DoorDash - Driver (Android),320,DoorDash,nan,,dx_us_ac_lo_lo_acq_5xxxx_liftoff_android_kansas city_58,33590.244159,373.2249
56030,1805,Angry Birds 2 (iOS),933,Rovio Entertainment,nan,,AB2_iOS_Liftoff_HYB-ROAS_RoW_0-BAU-DL0-NU-0dll-D7CW-1896_2026-01-07,33554.00981899999,372.8223
45304,5363,SUGO: Chat & make new friends (iOS),1567,MICO,784.0,Sugo,MICOWorld-Sugo-IOS-MECA-非GCC-CPR-purchase-20250721,33493.612025999995,372.1512
62089,10421,UA55-WM06 (Android),2948,Madhouse Co. Limited,874.0,章鱼,Ados-Liftoff_UA55-KHM,33487.94862899999,372.0883
71201,5573,DraftKings Casino (iOS),70,DraftKings,nan,,Prog_LO_CAS_US_ALL_GEN_iOS_CV_CGRS_NonOffer_ReturningUsers,33441.806731,371.5756
75553,11427,Grand Fortune Club (iOS),2550,GameWave Limited,nan,,GW_liftoff_GrandFortuneClub_IOS_260520_ROAS,33422.329700999995,371.3592
53891,4319,Royal Match (iOS),1704,Dream Games,638.0,Liftoff,RM-VG-Worldwide-iOS-CPR-Video,33362.470285,370.6941
38144,4647,Winline (iOS),2003,Winline,737.0,WakeApp Winline Direct iOS,Wakeapp_230_939_000_RU_IOS_Winline_alphaliftoff_Direct,33350.870055,370.5652
63306,6926,Temu: Shop Like a Billionaire (Android),2725,Temu,1090.0,BG,1060aec1-49a9-4ae3-b91e-c12a95bbcde5,33344.475283,370.4942
53755,9754,"Wula: Video, Live, Social (iOS)",2863,LUCKY TYCOON STUDIO CO LTD,nan,,Wula-中东-ROAS-251219-DOC,33336.696514999996,370.4077
70147,1900,TikTok (Android),968,TikTok Pte Ltd,1087.0,TikTok UG RE,0410-TT-GB-Re-engagement_L30DLost-liftoff-worldcup2026-vv_new_rt,33314.465075,370.1607
57173,1900,TikTok (Android),968,TikTok Pte Ltd,1081.0,TikTok UG UA,Bytedance_1233_US_AND_20260115_Liftoff_ af_pltv_lt7_ug_v2_deeplt_ua_LXA,33259.629012000005,369.5514
11571,1870,Grammarly Keyboard (iOS),946,Grammarly,nan,,Grammarly Keyboard - GB - iOS,33175.76601300001,368.6196
55648,2269,TikTok (Android) - Asia,968,TikTok Pte Ltd,1087.0,TikTok UG RE,TT_engagement_1180_JP_0105_mix_Re-engagement_L30DLost_Liftoff_0gap,33175.43887199999,368.616
29163,5476,MONOPOLY GO! (iOS),137,"Scopely, Inc",318.0,Scopely USA,monopoly-Liftoff-iOS-UK-roas-20230412,33172.15067799999,368.5795
61953,6870,CrownCoins Casino (iOS),2726,SunFlower,nan,,CCC_Liftoff_iOS_CA_ROAS,33135.178507000004,368.1687
62701,10240,Earn Money & Rewards: Prograd (iOS),3122,Prograd,nan,,PR_Liftoff_iOS_UK_App_ROAS_af_purchase_06.01.26,33107.050005,367.8561
65671,169,Badoo (Android),155,Badoo,nan,,NT_DE_AND_UA_PRF_M_LO_REV,33086.363859000005,367.6263
60620,4778,Pokémon GO (Android),2046,Niantic,720.0,Niantic,Niantic_PGO_GP_BR_PRGMV_LFT_UA,33079.871469,367.5541
62432,6539,Freecash: Earn Money & Rewards (Android),2639,freecash.com,nan,,FC_LIFTOFF_APP_AND_DACH_CPA_DYN_DE_150226,32966.06367,366.2896
38272,1752,Shopee TH (iOS),772,Shopee,699.0,Accelerate,TH_iOS_UA_dCPM_Orderplaced,32961.687282,366.241
45008,6394,Sawa Ludo iOS (iOS),2043,Ziipin,nan,,Sawa Ludo - SA - iOS - SocialUser1D,32902.141709,365.5794
44302,1564,OTTO -iOS,759,Otto,411.0,Otto DE,Otto-DE-iOS-2025-CPI,32871.136016,365.2348
37355,6651,1xbet (Android),2556,1xBet,nan,,d_3695902m_27409c_SO__[]general[]_d124348_l167511_banner,32849.495157,364.9944
58977,10221,BD-prod4777060 (Android),2631,Yi Wu Shi Ying Qiu Dian Zi Shang Wu,1059.0,yiwu_HK,YM-BD-prod4777060-20260125,32838.084815999995,364.8676
70855,1899,TikTok (iOS),968,TikTok Pte Ltd,1081.0,TikTok UG UA,Bytedance_1233_AU_IOS_20260415_Liftoff_install_ua,32831.143638,364.7905
67695,8602,Kingshot (iOS),1465,Century Games,881.0,Kingshot,GOT_Liftoff_iOS_Global_D30ROAS_Purchase_PY_DE视频和试玩混_20260327,32806.857839000004,364.5206
68641,10625,Novig (iOS),3154,Novig,nan,,Novig_UA_iOS_Relaunch,32799.457194,364.4384
70190,8380,Bitunix: Crypto & BTC Trading (iOS),2942,Bitunix,nan,,Vungle_liftoff_Bitunix_EN_阶段1_IOS_CPA_FTD_4.10,32778.666016,364.2074
73989,1782,Empires & Puzzles: RPG Quest (iOS),909,Small Giant Games,nan,,EP_iOS_Liftoff_US_HVU_11052026,32778.230289,364.2026
69292,8345,Soho 101 Okey (iOS),2043,Ziipin,nan,,Soho 101 Okey - TR - iOS - Level - New,32777.08837699999,364.1899
73525,11226,RR-wk7-02-IN7 (Android),2777,LUNAMOBI HK TECH LIMITED,nan,,RR-wk7-02-IN7,32596.578540000002,362.1842
71042,1899,TikTok (iOS),968,TikTok Pte Ltd,1081.0,TikTok UG UA,Bytedance_1233_AU_IOS_20260415_Liftoff_ios_dc_new_user_ua,32567.979559999996,361.8664
76397,11490,Autopilot: Automated Investing (iOS),3206,Autopilot Holdings,nan,,Autopilot_Liftoff_iOS_US_Purchase,32565.575657999998,361.8397
61593,6428,Tile Explorer - Triple Match (iOS),2560,Daily Innovation,nan,,tt_liftoff_ios_us_roas_gmp_260209,32555.625892000004,361.7292
73997,9928,Cash Avalanche:Casino Slot (iOS),2550,GameWave Limited,nan,,GW_liftoff_CashAvalanche_IOS_260508_ROAS_HVU Test,32416.160953000002,360.1796
23927,3433,MoneyLion: Mobile Banking (Android),1561,MoneyLion,nan,,pr-instacash_|_ch-liftoff_|_ob-pros_|_tt-other_|_dv-android_|_in-appinstall_|_lp-_|_dt-20.01.21_|_c1-_|_c2-jump_|_c3-_|_c4-_|_c5-vin,32390.834944000006,359.8982
38372,646,DoorDash - Food Delivery (iOS),320,DoorDash,nan,,CX_CA_DI_AD_LO_ACQ_CCAXXX_ 29127_RSTRNT_+DOORDASH_ACQ_LIFTOFF_CA_IOS,32379.527433999992,359.7725
42090,4384,Age of Origins: Tower Defense (iOS),1902,Camel Games,501.0,Age of Origins,Liftoff_AOO_iOS_RU_roi_VO_s2spurchase_CYY_250328,32314.843724,359.0538
47911,9148,BD-pjok1177 (Android),2631,Yi Wu Shi Ying Qiu Dian Zi Shang Wu,1059.0,yiwu_HK,YW-pjok1177-20251017,32306.89555000001,358.9655
64003,6926,Temu: Shop Like a Billionaire (Android),2725,Temu,889.0,PL,aedd1385-247c-4920-b0fc-3d248a5af601,32286.57959,358.7398
45135,5006,Pikmin Bloom (iOS),2046,Niantic,765.0,SEP_Pikmin Bloom,SepteniAgency_ICH_iOS_JP_NETC_Liftoff_UA_Install,32248.098193,358.3122
43590,6057,Boo — Dating. Friends. Chat. (iOS),2474,"Boo Enterprises, Inc.",nan,,CPP - C. USA. L. All - Direct,32178.297702999997,357.5366
55930,9994,TikTok Lite (Android),968,TikTok Pte Ltd,1087.0,TikTok UG RE,0107-TTPRO-JP-Re-engagement_L30DLost-liftoff-mix-0gap,32111.244337999997,356.7916
53716,3772,FIFA Soccer (iOS),760,EA,733.0,FYND ID,FCM_UPPTIC_LIFT_IOS_UA_LATAM_RON_ROAS,32042.285402999987,356.0254
45908,6092,Dodo Pizza (iOS),2488,Dodo Brands,nan,,ROCKET10_DODO_IOS_RU_AM_0608_REST_liftoff,32016.56292,355.7396
67664,6698,Fonbet Khazakhstan APK (Android),2047,Fonbet,483.0,Direct,Fonbet - KZ - APK - 2026,31990.695517000004,355.4522
73851,6539,Freecash: Earn Money & Rewards (Android),2639,freecash.com,nan,,FC_LIFTOFF_APP_AND_CA_ROAS_IAP_EN_060526,31978.195032,355.3133
37510,4379,DoorDash - Driver (Android),320,DoorDash,nan,,dx_us_ac_lo_lo_acq_5xxxx_liftoff_android_charlotte_29,31977.188105999998,355.3021
68672,4165,"OKEx - Bitcoin,Cryptocurrency (iOS)",1806,OKEx,831.0,OKX Offshore,ACE_IOS_D30HVU_531766,31941.01763800001,354.9002
44153,3891,Solitaire Cash (iOS),1706,Papaya Gaming,655.0,Accelerate Group,PPYA_I_UA_LIFTOFF_UK_tROAS_Accelerate_250603_ROI_com.papaya.solitairecash,31930.388645000006,354.7821
48429,9260,BD-mex001 (Android),2631,Yi Wu Shi Ying Qiu Dian Zi Shang Wu,1059.0,yiwu_HK,YW-mexbd-20251022,31915.203105999997,354.6134
39648,6394,Sawa Ludo iOS (iOS),2043,Ziipin,nan,,Sawa Ludo - SA - iOS - User14JoinChatRoom1Days - Non-vast,31912.259032,354.5807
47972,1149,Bingo Blitz  (iOS),487,Playtika,373.0,BB UA,Liftoff_BB_DSP-OSV16_T2_iOS_17Oct25,31902.888824999995,354.4765
69008,6260,Vita Mahjong for Seniors (Android),2560,Daily Innovation,nan,,VM_LFTO_adr_ww_ROAS_GMP合集_nativevideo_260331,31837.754898999996,353.7528
54955,6926,Temu: Shop Like a Billionaire (Android),2725,Temu,1030.0,HR,c4c93f0f-c2db-4bd0-a651-7e33158f88a7,31812.671392999997,353.4741
69111,3523,Betway - Casino Slots & Games (iOS),112,Betway,nan,,BWG_BGN_ES_Casino_Liftoff_iOS,31735.824954999996,352.6203
76845,10543,Coin Master - Board Adventure  (iOS),726,Moon Active,566.0,Evergreen,CMB_Liftoff_iOS_WW_All_Both_ROAS_D28_LXA,31704.859683000006,352.2762
72833,5129,Revolut (Android),2217,Revolut,nan,,VN_0426_CPA_MMP_CZ_CZ_AND,31690.918114000004,352.1213
71071,6873,Doomsday: Metal Warriors (Android),667,IGG,nan,,fannie.lift.andr.dls.t1.noninct.ceo.d2.direct.20260414,31675.734406999996,351.9526
71087,1899,TikTok (iOS),968,TikTok Pte Ltd,1081.0,TikTok UG UA,Bytedance_1233_DE_IOS_20260416_Liftoff_ios_dc_new_user_ua,31631.377189999996,351.4597
44198,5363,SUGO: Chat & make new friends (iOS),1567,MICO,784.0,Sugo,MICO World-Sugo- IOS-CPI-TW-CPA-Purchase-20250604,31571.393411999994,350.7933
44749,4516,Call of Duty®: Mobile (iOS),850,Activision Publishing,nan,,CODM_UA-PURCHASE_LIFTOFF_IOS_LATAM-T2_MXSP_A123,31567.314274000008,350.7479
72102,1900,TikTok (Android),968,TikTok Pte Ltd,1081.0,TikTok UG UA,Bytedance_1233_MX_AND_20260423_Liftoff_af_bs_conversion_ua_DOC_Native_Banner,31554.882123,350.6098
40624,7196,Duet - Date & Meet New Friends (iOS),3118,WINK TECH LIMITED,nan,,Duet_ios_liftoff_high_quality_user_250212,31481.593131999998,349.7955
76938,5628,Monopoly Go! (Android),137,"Scopely, Inc",318.0,Scopely USA,RT1782-Monopoly-Liftoff-Android-6/3/2026-Customers-D30-GB-[RET],31470.157810999997,349.6684
73766,11164,Foundation: Galactic Frontier (iOS),706,FunPlus,1124.0,Foundation,FOUNDATIONGAME_iOS_T1_D7ROAS_IAP_260508,31425.027159999998,349.167
69818,5628,Monopoly Go! (Android),137,"Scopely, Inc",318.0,Scopely USA,monopoly-Liftoff-ADR-IT-D30roas-20260330,31389.949466000005,348.7772
36449,6049,Rummy Fun & Friends (iOS),2183,GameDuell,nan,,ROM_LF_DE_iOS_NA_APP_tROAS_2,31372.002275,348.5778
36705,6651,1xbet (Android),2556,1xBet,nan,,d_3695902m_27409c_EG__[]general[]_d124348_l163143_banner,31367.573351000003,348.5286
32765,5129,Revolut (Android),2217,Revolut,511.0,Revolut-EMEA,LT_0124_AppInstall_NoTarget_HU_EN_AND,31356.989427999997,348.411
68677,1900,TikTok (Android),968,TikTok Pte Ltd,1081.0,TikTok UG UA,Bytedance_1233_NG_AND_20260401_Liftoff_af_bs_conversion_ua,31351.572201000003,348.3508
42907,4767,Pokémon GO (iOS),2046,Niantic,720.0,Niantic,Niantic_PGO_iOS_MY_PRGMV_LFT_UA,31313.176913999996,347.9242
37460,4379,DoorDash - Driver (Android),320,DoorDash,nan,,dx_us_ac_lo_lo_acq_5xxxx_liftoff_android_chicago_4,31260.801960999994,347.3422
70028,6960,Seaside Escape®: Merge & Story (iOS),734,MicroFun,nan,,Seaside Escape-iOS-WW-image_only-ROAS-20260409,31256.100735999997,347.29
33344,97,Booking.com (Android),91,Booking.com,nan,,English EN ZA Android-CPA,31253.233262000012,347.2581
61702,6103,88 Fortunes Casino Slot Games (Android),555,Scientific Games,nan,,88F_Retargeting_Android_Liftoff_Idle_23_LTV_100,31237.475280999995,347.0831
66940,7464,XM 360 Trading (Android),2827,Trading Point,nan,,INDIA_APP Acquisition_EN_Android_FTD_No Bonus_Liftoff,31102.073451999997,345.5786
60110,10302,BD-syy099 (Android),2631,Yi Wu Shi Ying Qiu Dian Zi Shang Wu,1059.0,yiwu_HK,YM-BD-syy099-20260202,31096.448206,345.5161
76561,10326,Dara Casino (iOS),696,"International Games System Co., Ltd. (IGS)",1132.0,Dara Casino,GW_IOS_3.0_US_LIFTOFF_DARA_D500_V1,31078.854733,345.3206
49499,8290,ReelShort - Stream Drama & TV (iOS),2935,NewLeaf Publishing,nan,,New Leaf Publishing -Liftoff-iOS-Reelshort-ES-CPR-20251105,31027.50720599999,344.7501
40948,2279,Mercado Pago (Android),1122,MercadoLibre,488.0,Hispanic Latam,MLM_MP_WINCLAP_AO_WALLET_WALL_APPD_NONP_TXS_POMI-LIFTOFF-ROAS-GAMING-V2,31006.328867,344.5148
49124,4778,Pokémon GO (Android),2046,Niantic,720.0,Niantic,Niantic_PGO_GP_WW_PRGMV_LFT_RT,31005.077218,344.5009
36707,6651,1xbet (Android),2556,1xBet,nan,,d_3695902m_27409c_UZ__[]general[]_d124348_l163147_banner,30986.813743999995,344.2979
49317,4517,Call of Duty®: Mobile  (Android),850,Activision Publishing,nan,,CODM_RT_LIFTOFF_ADR_AFRICA_EN-NONPAYER_A194,30957.016674999995,343.9669
53703,1900,TikTok (Android),968,TikTok Pte Ltd,1081.0,TikTok UG UA,TikTok_IT_AND_20251220_ShawnLau_CPA_ug_deeplt_Liftoff,30922.918106,343.588
60124,10306,BD-syy098 (Android),2631,Yi Wu Shi Ying Qiu Dian Zi Shang Wu,1059.0,yiwu_HK,YM-BD-syy098-20260202,30914.636355999995,343.496
41856,6936,MindBodyGreen (Mobile Web),2739,Mindbodygreen,nan,,Mindbodygreen_US_A2W,30901.897089000002,343.3544
53111,9762,Afun Brazil (Android),2981,TYR Asia,nan,,afun_AOS_APK_BRL,30898.173644,343.313
37369,6651,1xbet (Android),2556,1xBet,nan,,d_3695902m_27409c_MA__[]general[]_d124348_l167501_banner,30894.102031000002,343.2678
65994,5476,MONOPOLY GO! (iOS),137,"Scopely, Inc",318.0,Scopely USA,monopoly-Liftoff-iOS-UK-roas-HC-20260311,30861.112019000007,342.9012
67827,3357,Bingo Blitz™️ - Bingo Games (Android),487,Playtika,373.0,BB UA,Liftoff_BB_DSP-OSV11_T1_Android_1June26,30850.246049000005,342.7805
47821,7280,Governor of Poker 3 - Holdem (iOS),1538,Youda,nan,,GOP3_iOS_ROAS_Tier1_SF0004_Liftoff,30803.917801,342.2658
28336,4767,Pokémon GO (iOS),2046,Niantic,720.0,Niantic,Niantic_PGO_iOS_CA_PRGMV_LFT_UA,30763.884242000004,341.8209
60127,10300,PK-vip8a1b (Android),2631,Yi Wu Shi Ying Qiu Dian Zi Shang Wu,1059.0,yiwu_HK,YM-PK-vip8a1b-20260131,30719.033437,341.3226
72836,5129,Revolut (Android),2217,Revolut,nan,,VN_0426_CPA_MMP_GR_GR_AND,30697.601300000002,341.0845
56432,6926,Temu: Shop Like a Billionaire (Android),2725,Temu,981.0,RO,a439ba0a-71d2-4ced-b5c5-d243b429053f,30693.351844999994,341.0372
44252,4165,"OKEx - Bitcoin,Cryptocurrency (iOS)",1806,OKEx,831.0,OKX Offshore,ACE_IOS_KR_529888,30644.272243999992,340.4919
54216,9906,PH-BLPhBingo6 (Android),2631,Yi Wu Shi Ying Qiu Dian Zi Shang Wu,1059.0,yiwu_HK,YM-PH-BLPhBingo6,30643.147615999995,340.4794
73721,11232,tf-9V53-BR (Android),2777,LUNAMOBI HK TECH LIMITED,nan,,tf-9V53-BR,30642.786760999992,340.4754
73206,6779,Winline KZ (iOS),2003,Winline,1128.0,Winline RockApp,Winline_KZ_iOS_Liftoff_0105,30576.27446599999,339.7364
63166,10456,BD-9777bdts-027 (Android),2631,Yi Wu Shi Ying Qiu Dian Zi Shang Wu,1059.0,yiwu_HK,YM-BD-9777bdts-027-20260223,30549.512938,339.439
65672,7085,SuperLive- Live Stream & Chat (Android),1578,Scorp Inc,nan,,Superlive - Male - Android - Worldwide - Arabic -- 11 Mart_d7roas_vungle,30536.317181,339.2924
45035,8096,滴滴出行 - DiDi香港優惠Call車的士Taxi (iOS),2909,Didi HK,nan,,iOS_Liftoff_HK_20250725_ACC_af_hudan,30522.028137999998,339.1336
67502,1057,Candy Crush Soda Saga (iOS),417,King,446.0,Accelerate King (ALL),ccss_uk_ios_test24032026_bauna_ua_all_all_cpr-d7_d30-hvu,30490.178261999998,338.7798
55386,6926,Temu: Shop Like a Billionaire (Android),2725,Temu,861.0,FR,a6e47c6d-ff92-4a71-b97e-cdc383889633,30428.627975000003,338.0959
72828,5129,Revolut (Android),2217,Revolut,nan,,VN_0426_CPA_MMP_RO_RO_AND,30404.453161000005,337.8273
33363,5130,Revolut (iOS),2217,Revolut,511.0,Revolut-EMEA,LT_0324_AppInstall_MMP_RO_EN_IOS,30347.737115000007,337.1971
62411,10427,BD-bdts-028 (Android),2631,Yi Wu Shi Ying Qiu Dian Zi Shang Wu,1059.0,yiwu_HK,YM-BD-bdts-028-20260215,30330.889197,337.0099
67897,7280,Governor of Poker 3 - Holdem (iOS),1538,Youda,nan,,GOP3_iOS_ROAS_Global_D30HVU_SF0008_Liftoff,30309.10503300001,336.7678
37463,4379,DoorDash - Driver (Android),320,DoorDash,nan,,dx_us_ac_lo_lo_acq_5xxxx_liftoff_android_dallas_9,30292.917578000004,336.588
41682,7373,Tonybet: Sports betting Ontario IOS,2762,TonyBet,1155.0,Adwebmarkt - TonyBet,ON_iOS_Liftoff,30289.282640999998,336.5476
69957,10786,Saalt (Mobile Web),3165,Saalt,nan,,Saalt - A2W - 3.26.26,30248.023785999998,336.0892
62410,10426,BD-bdts-027 (Android),2631,Yi Wu Shi Ying Qiu Dian Zi Shang Wu,1059.0,yiwu_HK,YM-BD-bdts-027-20260215,30244.949567000007,336.055
64265,8216,Neo Party (Android),2894,Higogame,840.0,Group 2,0302-Liftoff-NEO-ROAS-FAFAFA,30186.769678999997,335.4086
72621,11154,shawn-svipclub014-PK (Android),2777,LUNAMOBI HK TECH LIMITED,nan,,shawn-svipclub014-PK,30178.549863999993,335.3172
65896,10348,Keeta - 外賣送遞及自取 (iOS),3127,Kangaroo,nan,,liftoff-Keeta-FD-Liftoff-IOS-CPM-FO-UAE-UAE-AR-alwayson-20260313,30157.114946000005,335.0791
73683,6926,Temu: Shop Like a Billionaire (Android),2725,Temu,908.0,CO,5ce48a0d-ec48-4ecd-b4e6-cdb1955a59c9,30155.714143,335.0635
76247,6926,Temu: Shop Like a Billionaire (Android),2725,Temu,855.0,US,6946954f-fb61-47ff-bcc3-476f49631ed6,30145.865947,334.9541
44747,1579,Candy Crush Saga (Android),417,King,nan,,CCS_UK_Android_ctest_incubation_294_projects,30119.32081300001,334.6591
47909,9140,BD-pkok1094 (Android),2631,Yi Wu Shi Ying Qiu Dian Zi Shang Wu,1059.0,yiwu_HK,YW-pkok1094-20251017,30108.374433000005,334.5375
58364,8334,royal dream island (Android),2894,Higogame,840.0,Group 2,Liftoff-RD island-CPA-RTG-260122,30084.492623000002,334.2721
72373,11147,Royal Vegas Casino: Real Money (iOS),2784,DOS Digital Outsource Services Unipessoal LDA,977.0,DOS,LiftOff - ONT - RVC - iOS - CPA - 72373,30053.403392,333.9267
73307,6926,Temu: Shop Like a Billionaire (Android),2725,Temu,908.0,CO,d8fc6533-3321-4de2-9c27-b9d885f8872d,30044.038966999997,333.8227
75915,6926,Temu: Shop Like a Billionaire (Android),2725,Temu,891.0,CH,18de715c-c1fd-4bbc-99e9-cd47711d422b,29932.814690000007,332.5868
45702,5493,Pari APK (Android),2094,PariMatch,652.0,Direct Client,PARI_Android_RuStore_2,29924.661975,332.4962
50857,6718,MEXC-Buy & Sell Bitcoin. (iOS),2684,MEXC,nan,,MEXC - UA - iOS - WW - PROMO - GIF - Nov'25 -dp,29902.106621,332.2456
71616,8769,HashKey MENA & Global (iOS),2978,HashKey Global,nan,,Hashkey Global_Liftoff_CPR_GCC_20260420,29886.688200999997,332.0743
58978,10222,BR-6G (Android),2631,Yi Wu Shi Ying Qiu Dian Zi Shang Wu,1059.0,yiwu_HK,YM-BR-6G-20260125,29874.399140999998,331.9378
70821,5130,Revolut (iOS),2217,Revolut,nan,,VN_0426_CPA_MMP_PL_PL_IOS,29743.609501999996,330.4846
55190,7971,royal dream (Android),2894,Higogame,839.0,Group 1,RDJP-UA-LO-ReceiveCoin-20251230,29688.077985,329.8675
37362,6651,1xbet (Android),2556,1xBet,nan,,d_3695902m_27409c_TH__[]general[]_d124348_l167526_banner,29685.360425999996,329.8373
75944,6926,Temu: Shop Like a Billionaire (Android),2725,Temu,891.0,CH,b1f796bd-954c-48db-aa39-8bbab926841f,29672.59052400001,329.6955
45654,1992,Lotsa Slots iOS,928,SpinX Games Limited (Bole Games) / Funtrio Ltd,nan,,HH-LS-iOS-US-250801-RJW,29664.08249,329.6009
39529,1900,TikTok (Android),968,TikTok Pte Ltd,1081.0,TikTok UG UA,TikTok_FR_AND_20250106_ShawnLau_CPA_ug_v2_deeplt_Liftoff_VAST,29608.926753999996,328.9881
56090,10032,BD-syy272 (Android),2631,Yi Wu Shi Ying Qiu Dian Zi Shang Wu,1059.0,yiwu_HK,YM-BD-syy272-2026-1-7,29566.62079,328.518
51194,4203,Jackpot Master Slots-Casino (iOS),1359,Luckios Game,nan,,Liftoff-IOS-AEO-JMS- US-SKAN-OFF-251127-Video,29523.995848,328.0444
63722,7085,SuperLive- Live Stream & Chat (Android),1578,Scorp Inc,nan,,Superlive - Male - Android - United States - All Languages -- 26_Subat_ACC,29520.499745999998,328.0056
76442,8573,Tasty Travels: Merge Game (Android),1465,Century Games,772.0,Tasty Travel,FAT_Liftoff_AND_WW_ROAS_ZJC_260528(HIT),29511.297996999998,327.9033
37338,4261,Binance: Buy Bitcoin & Crypto (iOS),1805,Binance,1050.0,Binance_Central,France_RoW_iOS_Liftoff_Prospecting_Conversions_Evergreen_CM-ROI-DPA_PM,29510.106521,327.8901
72832,5129,Revolut (Android),2217,Revolut,nan,,VN_0426_CPA_MMP_SE_SE_AND,29495.553809999998,327.7284
