lookup_key,adv_bundle,adv_title,daily_spend
586196841,586196841,888 Casino: Real Money Games,1016.826
com.dave,com.dave,"Dave: Credit, Cash & Money App",1011.8512
cc.uat.cdp.yesplay-Site,cc.uat.cdp.yesplay-Site,,1007.4255
6736937346,6736937346,Fonbet BY - ставки на спорт,1004.9105
6740618570,6740618570,XP Hero,1004.91
6760089163,6760089163,Mahjong Master-Fun Puzzle Game,1004.7412
538775096,538775096,Betway Sports Betting – Live,996.1842
1176027022,1176027022,Toon Blast,991.6171
com.neoparty.indonesiagame,com.neoparty.indonesiagame,,989.7839
com.nzecg.su9352.xewdugfx,com.nzecg.su9352.xewdugfx,,988.7
com.gof.globalru,com.gof.globalru,Белая мгла: выживание,978.4565
tech.jm,tech.jm,Джум: маркетплейс,974.1016
1219309685,1219309685,paters,971.8489
id835599320,id835599320,,970.1786
6482849843,6482849843,Goods Puzzle: Sort Challenge,967.3515
1498407272,1498407272,Boo App: Dating. Friends. Chat,961.1775
674984916,674984916,etoro: Trade & Invest,958.9443
com.h79fc1blhtz4.t7tv8rxynbjls,com.h79fc1blhtz4.t7tv8rxynbjls,,950.8776
trendyol.com,trendyol.com,Trendyol - Online Alışveriş,947.1547
com.svipclub014.app,com.svipclub014.app,,946.3452
952325486,952325486,AdmiralCasino Real Money Games,936.0058
1150250440,1150250440,Mega Hit Poker: Texas Holdem,935.454
com.yandex.searchapp,com.yandex.searchapp,Яндекс — с Алисой AI,933.8954
297606951,297606951,Amazon Shopping,931.391
6738415194,6738415194,Tonybet: Sports betting Casino,927.7859
ru.paribet-Android,ru.paribet-Android,,923.8669
6505095234,6505095234,Car Jam: Escape Traffic Puzzle,923.4472
1038369065,1038369065,Flo Cycle & Period Tracker,918.3454
336381998,336381998,"Priceline - Hotel, Car, Flight",916.9739
com.ticno.olymptrade,com.ticno.olymptrade,Olymptrade – Trading online,916.7857
com.enflick.android.TextNow,com.enflick.android.TextNow,TextNow: Call + Text Unlimited,906.8729
com.tokopedia.tkpd,com.tokopedia.tkpd,Tokopedia,906.0571
473939766,473939766,ДругВокруг: чат и знакомства,904.0387
950876153,950876153,Caliente Deportes,903.5608
371294472,371294472,Shopify: Sell online/in person,901.7132
722217471,722217471,Hidden City: Object Seekers,900.5578
878577184,878577184,SHEIN - Shopping Online,900.2963
1452906710,1452906710,Wizz App - chat now,898.819
com.victorygame.com,com.victorygame.com,,898.2329
com.golden.spin.empire,com.golden.spin.empire,Golden Spin Empire,895.1831
1333256716,1333256716,Harry Potter: Hogwarts Mystery,894.1309
6742122160,6742122160,TopTop(トップトップ): サクッと遊んで、パッと友達,893.6638
com.g5e.hiddencity.android,com.g5e.hiddencity.android,Hidden City: Hidden Object,892.344
1411869974,1411869974,Opera: AI browser with VPN,891.4565
6751533084,6751533084,Solitaire Classic - 2026,888.3526
1071976327,1071976327,Lords Mobile: Kingdom Wars,887.6689
6738346119,6738346119,Bubbu & Mimmi World,887.4875
6578452660,6578452660,Sportzino: Social Sportsbook,881.666
6443958997,6443958997,Novig: Trade & Predict Sports,880.6214
429047995,429047995,Pinterest,878.1486
id1114370559,id1114370559,,877.802
com.chato.amigo,com.chato.amigo,Chato - Video Chat & Have Fun,877.5659
ru.ligastavok.android,ru.ligastavok.android,,875.9683
6633425539,6633425539,Screw Sort 3D: Pin Puzzle Game,875.3693
com.xparty.androidapp,com.xparty.androidapp,Xena - Group Voice Party,874.4633
1578212119,1578212119,Jackpot Master™ Slots-Casino,873.4699
612261027,612261027,Wise: Global Money Transfer,871.0069
com.foxnextgames.m3,com.foxnextgames.m3,MARVEL Strike Force: Squad RPG,870.7565
org.xbet.client1,org.xbet.client1,,869.502
io.whif,io.whif,WHIF: Romance & BL AI Chat,867.9984
6451431247,6451431247,Dola: Smart AI Assistant,866.9275
com.toremi.dayburst,com.toremi.dayburst,,853.9549
959841453,959841453,Shopee 8.8 ลดโหด โค้ดคุ้ม,853.9204
com.okx.tr,com.okx.tr,OKX TR: Buy Bitcoin & Crypto,844.9628
yandex.ru,yandex.ru,,844.4687
1668000334,1668000334,Perplexity - AI Search & Chat,844.0764
963067330,963067330,CookieRun: OvenBreak,842.6707
1619030760,1619030760,"zeta: AI Chat, Story, Play",840.4776
934763197,934763197,Virgin Games: Real Money Slots,840.175
com.xcokmm.dsc62za,com.xcokmm.dsc62za,,836.2321
com.betfanatics.casino,com.betfanatics.casino,Fanatics Casino - Real Money,834.6262
943905271,943905271,Wolt Delivery: Food and more,834.5076
1662451643,1662451643,Keeta - Food Delivery,833.2553
1594170490,1594170490,Bingo Tour: Win Real Cash,832.8656
com.i7h4fKL.wTerTN0fgE,com.i7h4fKL.wTerTN0fgE,,831.6449
com.ncfgcg.vk3020dddapk.wuiwt,com.ncfgcg.vk3020dddapk.wuiwt,,823.9674
com.playuzu.www,com.playuzu.www,PlayUZU Casino Dinero Real,823.0705
com.papaya.solitairecash,com.papaya.solitairecash,,822.6381
1523820531,1523820531,Bingo Clash: Win Real Cash,820.2163
com.xjltdd.doqnpe,com.xjltdd.doqnpe,,818.1914
6781966320,6781966320,JulisJoSlot,816.3353
com.shopee.sg,com.shopee.sg,Shopee 8.8 National Day Sale,816.3177
1517676784,1517676784,Varo Bank: Online Banking,814.7012
by.belbet.android-Standalone,by.belbet.android-Standalone,,812.8443
357852748,357852748,Freenow by Lyft - taxi & more,810.9233
6446005634,6446005634,Hunting Sniper,810.8069
1608987929,1608987929,Triumph: Play for Cash,803.1647
air.com.playtika.slotomania,air.com.playtika.slotomania,Slotomania™ Slots Casino Games,801.7497
6445905219,6445905219,DramaBox - Stream Drama Shorts,798.5746
448142450,448142450,Truecaller: Premium Caller ID,798.4834
co.aviagames.mtp.solitaire.samsung,co.aviagames.mtp.solitaire.samsung,,790.0695
1277029359,1277029359,Chapters: Interactive Stories,789.4703
com.app.lazzi.chat,com.app.lazzi.chat,Lazzi - Live Video Chat,785.7573
io.randomco.travel,io.randomco.travel,Travel Town - Merge Adventure,784.3562
6733248049,6733248049,Fonbet KZ: ставки на спорт,783.4084
com.nike.omega,com.nike.omega,Nike: Engineered for Athletes,777.4061
com.indltd.gsrhjb,com.indltd.gsrhjb,,776.7743
959841113,959841113,Shopee 8.8 Merdeka Sale,775.3601
6446243957,6446243957,"Bitunix: Trade Crypto, Bitcoin",773.8728
1371565796,1371565796,RAID: Shadow Legends,770.2289
com.video.welive,com.video.welive,WeLive - Video Chat&Meet,768.6852
1083520388,1083520388,MONOPOLY Casino & Sports,765.3843
com.bitso.wallet,com.bitso.wallet,Bitso: Save and invest easily,765.2706
id959841449?l=vi,id959841449?l=vi,,764.2172
1594780436,1594780436,Jackpot Crazy-Vegas Cash Slots,763.6981
com.h79fc1blhtz4.eou2nkrr4vls,com.h79fc1blhtz4.eou2nkrr4vls,,763.2465
510855668,510855668,Amazon Music: Songs & Podcasts,762.1346
com.didiglobal.passenger,com.didiglobal.passenger,DiDi Rider: Affordable rides,761.4256
com.Jili98Slot.Aviator.PKR98XM,com.Jili98Slot.Aviator.PKR98XM,,755.3317
1064020872,1064020872,Foodvisor - AI Calorie Counter,752.9649
com.kindred.casino32red,com.kindred.casino32red,32Red Casino & Slots,752.8114
com.lunex.playcloud,com.lunex.playcloud,,747.8317
636609212,636609212,iHerb: Vitamins & Supplements,746.1449
1138264921,1138264921,Match Masters,743.6977
1598432977,1598432977,Phantom - Trade Markets,742.4139
6741855114,6741855114,empfohlen.de: Geld verdienen,739.5397
664575829,664575829,Fishdom,737.5658
getyourguide.com,getyourguide.com,,734.7797
566325832,566325832,Trading 212,733.0749
fasterserve.com.2763387126.site,fasterserve.com.2763387126.site,,727.0884
894649641,894649641,Dodo Pizza Delivery,726.699
6738109752,6738109752,Tiles Survive!,725.2328
com.elaworld.mexloan,com.elaworld.mexloan,MexDin: Préstamos de crédito,724.9868
959841854,959841854,Shopee PH: 8.8 Sale,724.7609
1637363937,1637363937,8 Ball Strike: Win Real Cash,724.327
6443792064,6443792064,Project Entropy,720.6439
768106105,768106105,Caliente Casino,720.1031
com.king.farmheroessaga,com.king.farmheroessaga,Farm Heroes Saga,716.564
6449243946,6449243946,Snake Clash!,713.1784
com.worldance.drama,com.worldance.drama,Melolo - Short Dramas & Reels,710.315
6761598634,6761598634,Haunted Merge,705.269
6446482475,6446482475,Solitaire Smash: Real Cash!,704.8084
com.g7g7.g7g7,com.g7g7.g7g7,,704.6609
com.edch.ykx,com.edch.ykx,,702.9495
284882215,284882215,Facebook,702.7825
6769314786,6769314786,Food Hunt: Pixel Puzzle,702.5178
6758508233,6758508233,Mahjong Pocket: Calm Match,700.0053
1504038308,1504038308,SportyBet: Sports Betting,699.5078
com.opera.mini.native,com.opera.mini.native,Opera Mini: Fast Web Browser,698.5044
642727743,642727743,DoubleU Casino™ - Vegas Slots,697.0228
1521236603,1521236603,Travel Town - Merge Adventure,695.2609
6450958246,6450958246,Solitaire Classic Klondike2025,681.8768
de.payback.client.android,de.payback.client.android,PAYBACK - Karte und Coupons,679.2885
com.shyx.gully,com.shyx.gully,,679.2131
756857928,756857928,Borgata Casino - Real Money,679.157
6768208688,6768208688,勇者連盟：暁の遠征,678.7654
640439547,640439547,Swagbucks: Surveys for Money,676.8429
com.jh1.juan365,com.jh1.juan365,,675.8464
com.fpl.shifting.transform,com.fpl.shifting.transform,,674.8672
545599256,545599256,Instacart: Groceries & Food,673.5116
1457458384,1457458384,Snoonu: Food Delivery Service,672.8482
1430875409,1430875409,BetMGM - Sportsbook & Casino,670.2495
com.phs.global,com.phs.global,Last Asylum: Plague,667.8292
6752378294,6752378294,Beton UA,666.3107
in.swiggy.android.toing,in.swiggy.android.toing,toing - Food Delivery,665.4169
6759260202,6759260202,"LETSGO: Rip Packs, Real Cards",665.412
com.vitoma.spinjoy,com.vitoma.spinjoy,,665.2948
com.x8.games,com.x8.games,,664.3301
uk.co.next.android,uk.co.next.android,Next: Fashion & Clothing Store,663.6532
1185471708,1185471708,bwin Casino: Ruleta y Slots,663.1941
6503213684,6503213684,Stake - Real Money Casino,659.1638
454434967,454434967,Coupang - Mobile Shopping,658.8366
com.sportybet.android.gp.tz,com.sportybet.android.gp.tz,,658.6985
com.garanti.cepsubesi,com.garanti.cepsubesi,Garanti BBVA Mobile,657.4491
6762444198,6762444198,Pearl: Live Connect & Events,653.8263
jp.naver.linemanga.android,jp.naver.linemanga.android,LINEマンガ,653.5712
883324671,883324671,Acorns: Save & Invest Money,652.4416
com.c6bank.app,com.c6bank.app,"C6 Bank: Cartão, Conta e Mais!",650.8644
6739124364,6739124364,Top Tycoon: Coin Theme Empire,646.5498
ctrip.english,ctrip.english,"Trip.com: Book Flights, Hotels",646.0802
com.shopee.tw,com.shopee.tw,蝦皮購物 | 花得更少買得更好,645.6647
1149449468,1149449468,Chewy - Pet Care & Pharmacy,639.0924
1576195494,1576195494,Mohegan Sun CT Online Casino,638.759
com.voicemaker.android,com.voicemaker.android,SUGO：Voice Chat Party,637.7316
com.vip8a1a.ke3270.csvs,com.vip8a1a.ke3270.csvs,,636.0311
986383869,986383869,Gaminator Casino Slots & Games,635.8905
6758132826,6758132826,Solitaire Pocket: Quick Play,634.9228
com.gof.global,com.gof.global,Whiteout Survival,630.9635
543186831,543186831,8 Ball Pool™,630.4192
6450049712,6450049712,GGBET.UA,628.8084
989836024,989836024,Citydrive: Drive Cars Anytime,627.5678
com.goeuro.rosie,com.goeuro.rosie,"Omio: Book Train, Bus, Flights",624.9438
shopee.vn,shopee.vn,,623.2597
1668656321,1668656321,Jackpot Friends™-Slots Casino,623.1438
1609578715,1609578715,BetMGM - Sportsbook & Casino,616.768
1518452187,1518452187,PlayUZU - Cassino,615.4272
com.playojo.www,com.playojo.www,PlayOJO Canada: Online Casino,615.2113
6749251466,6749251466,CookieRun: Crumble - Idle RPG,614.0934
com.funtomic.matchmasters,com.funtomic.matchmasters,Match Masters,613.7907
1074266177,1074266177,"Rostic's: Еда доставка, акции",613.4134
com.gpyy.gfy,com.gpyy.gfy,,613.3972
1487771226,1487771226,BacanaPlay,611.9733
6544785355,6544785355,"Curly: Style Share, Voice Chat",608.5761
com.sportzino,com.sportzino,Sportzino: Sportsbook & Casino,608.3112
com.game.friends.ru,com.game.friends.ru,TopTop: Games & Friends,604.7384
1500360633,1500360633,XTrend Speed Trading,604.2282
co.vgw.chumbalite,co.vgw.chumbalite,Chumba Casino Lite,601.6279
1401019110,1401019110,Afterpay: Pay over time,600.7971
6740004179,6740004179,Novibet - Apostas / Cassino,599.804
6757171058,6757171058,"Tikoo: Watch Drama, Earn Cash",599.4756
1182474649,1182474649,Fetch: America’s Rewards App,599.2873
1497156434,1497156434,"Syfe: Invest, Trade and Save",595.4572
prod7160106308.app_jlcsntlbf3.com,prod7160106308.app_jlcsntlbf3.com,,593.8266
com.hotplay.petexplosion,com.hotplay.petexplosion,,591.4287
com.bingo.cruise.free.best.top.game,com.bingo.cruise.free.best.top.game,Bingo Voyage - Live Bingo Game,591.2164
621353976,621353976,"efood delivery: food, grocery",590.3101
1089560311,1089560311,ЦУМ - Интернет-магазин одежды,588.8655
1286609883,1286609883,Speak: Language Learning,588.3007
gu55.us,gu55.us,,586.9531
6761361963,6761361963,"Doki - Anime, Group, Connect",585.1172
944158857,944158857,Scatter Slots - Slot Machines,582.8602
6473653053,6473653053,NinjaTrader | Futures Trading,582.6419
1474057957,1474057957,Lottoland UK: Casino & Lottery,579.4329
497361777,497361777,PokerStars: Online Poker Games,577.637
com.winaxis.arionplayandroidapp,com.winaxis.arionplayandroidapp,,576.8812
com.caisuke.worker,com.caisuke.worker,介護・看護・保育単発バイトアプリ「カイテク」スキマ求人探し,576.5787
com.shopeepay.id,com.shopeepay.id,ShopeePay – Dompet Serba Bisa,575.5578
com.sled.surfers.game,com.sled.surfers.game,Sled Surfers,573.3237
com.wulzcg.brsdmmfaaaddd.nllffr,com.wulzcg.brsdmmfaaaddd.nllffr,,573.0819
com.pozitron.hepsiburada,com.pozitron.hepsiburada,Hepsiburada: Online Shopping,571.2315
com.bkcg.inr999.gsbjpjz,com.bkcg.inr999.gsbjpjz,,571.1759
6770396797,6770396797,MegaClean:Cleaner&Compressor,568.8551
com.instagram.android,com.instagram.android,Instagram,568.1468
6757671759,6757671759,Water Sort Puzzle - Order Up,566.83
6762269117,6762269117,Трасса-Z: Искупление,566.7627
886427730,886427730,Coinbase: Buy Crypto & Stocks,564.526
com.stockity.trading,com.stockity.trading,Stockity – Online Trading App,563.362
de.empfohlen,de.empfohlen,Testerup: Test & Earn Rewards,560.7132
fr.momox,fr.momox,"momox, vente de seconde main",560.1311
com.deltaexchangeindia,com.deltaexchangeindia,Delta Exchange: Crypto Options,559.4404
com.musgoqp.as606,com.musgoqp.as606,,558.9873
1410703839,1410703839,Trade Republic: Broker & Bank,557.9842
6615077767,6615077767,Bingo Voyage: Live Bingo Games,557.8258
com.yukidpbx.namastegamebx,com.yukidpbx.namastegamebx,,557.5561
1195621598,1195621598,Homescapes: Match 3 Games,555.3214
1597696999,1597696999,Dream Mania - Match 3 Games,554.6536
1002043426,1002043426,Lingokids: Games & Shows,554.6145
1247519638,1247519638,BetMGM Casino - Real Money,553.9087
6473767344,6473767344,キノコ伝説：勇者と魔法のランプ,553.3715
395505438,395505438,Ladbrokes Sports Betting App,552.6088
1622648505,1622648505,Slot City: №1 Казино та слоти,550.5301
com.zdd.app,com.zdd.app,Poppy - Live Video Chat,548.0576
com.domino.santai,com.domino.santai,,547.7319
414543719,414543719,"momox, vente de seconde main",547.2679
co.aviagames.mtp.billiards.samsung,co.aviagames.mtp.billiards.samsung,,543.772
6744812012,6744812012,X-Clash: Survival Challenge,543.6301
com.vlv.aravali.reels,com.vlv.aravali.reels,Kuku TV: Short Dramas & Series,541.302
com.yjuklopgdwesdgdff.yrf,com.yjuklopgdwesdgdff.yrf,,540.2366
1500855883,1500855883,CapCut: Photo & Video Editor,536.5474
6741567125,6741567125,Clash of Critters,536.4249
431946152,431946152,Roblox,535.8512
com.yandex.aliceapp,com.yandex.aliceapp,Alice AI,535.1954
359917414,359917414,Solitaire,534.0349
6443932656,6443932656,Banco Plata,532.6842
com.novabrain.tool.cleanboost,com.novabrain.tool.cleanboost,CleanBoost - Junk Cleaner,531.9406
1576058453,1576058453,Gloria Jeans — магазин одежды,530.3144
6752973567,6752973567,Clover Hit Slot,529.41
funvent.tilepark,funvent.tilepark,Tile Park,528.9781
906698760,906698760,FARFETCH - Shop Luxury Fashion,527.1457
prod6007kwpwa05.app_qq33mmkf4.com,prod6007kwpwa05.app_qq33mmkf4.com,,526.6053
1484468651,1484468651,Dice Dreams™,525.3844
1635337354,1635337354,Piggy Kingdom - Match 3 Games,524.9182
1376515087,1376515087,Age of Origins:Tower Defense,523.6347
1562974920,1562974920,Mixbook | Photo Book Maker,522.5236
472650686,472650686,Yandex Go: Taxi Food Delivery,519.3914
com.playtika.wsop.gp,com.playtika.wsop.gp,WSOP Poker: Texas Holdem Game,517.3357
881463973,881463973,Магнит: акции и доставка,516.3824
1223397201,1223397201,Kiddopia: Kids Learning Games,514.4849
1443446174,1443446174,Magic Tiles 3™: Piano Game,513.2634
6759030432,6759030432,瑪奇 Mobile,513.2538
1496404455,1496404455,Ton,512.0743
com.ubercab.driver,com.ubercab.driver,Uber - Driver: Drive & Deliver,512.0519
jp.kakao.piccoma,jp.kakao.piccoma,ピッコマ-人気漫画や話題のコミックが毎日読めるマンガアプリ,510.173
ro.mrbit.prod,ro.mrbit.prod,MrBit: Casino & Sports Betting,509.0401
prod8723483331.app_betjlbdtf5.com,prod8723483331.app_betjlbdtf5.com,,507.6366
com.platogo.pmp,com.platogo.pmp,Slotpark Casino Slots Games,507.0571
com.vip8a1b.y3161.scenk,com.vip8a1b.y3161.scenk,,505.0589
1402384531,1402384531,Play Together: Friends & Party,504.181
