market_id,ad_format,exchange,revenue
319881193,mrec,APPODEAL,2347.7231039999974
651510680,interstitial,INMOBI,2340.790203999986
com.Hadiz.Holeucaneat,native,BIGO,2326.5383200000506
1584596271,interstitial,APPODEAL,2290.3706360000033
993090598,native,INNERACTIVE_DIRECT,2270.9477169999486
6471572249,interstitial,INMOBI,2265.0398379999874
6742221896,banner,APPLOVIN,2253.5795240000216
6742221896,native,INNERACTIVE_DIRECT,2252.5029419999996
video.downloader.videodownloader,interstitial,PANGLE,2249.9146760000235
1624606445,banner,IRONSOURCE,2234.860271999997
com.storymatrix.drama,interstitial,MINTEGRAL,2234.157456000001
6504849169,banner,UNITY,2208.4359539999996
com.dubox.drive,interstitial,PANGLE,2198.254890999988
water.sort.puzzle.game.color.sorting.free,interstitial,INMOBI,2181.9239089999724
1589762792,banner,ZMATICOO,2176.987984000022
6471572249,native,BIGO,2176.3257559999984
319881193,mrec,INNERACTIVE_DIRECT,2166.528637999997
com.truecaller,mrec,VERVE,2165.865557999995
com.miniclip.carrom,native,INMOBI,2163.790635999965
6471572249,banner,ZMATICOO,2160.0570150000385
512939461,native,INMOBI,2152.5706519999876
6465991018,interstitial,UNITY,2151.1103400000006
993090598,native,INMOBI,2150.476200000029
6759763476,banner,UNITY,2149.349579000018
395979574,native,INNERACTIVE_DIRECT,2144.6135790000103
6465991018,interstitial,APPODEAL,2089.590925999993
512939461,banner,IRONSOURCE,2075.9317429999746
kjv.bible.kingjamesbible,interstitial,MINTEGRAL,2074.1547099999957
6478063606,native,INNERACTIVE_DIRECT,2069.980268000023
6478063606,interstitial,UNITY,2068.2496579999975
com.UCMobile.intl,interstitial,MINTEGRAL,2068.1977770000067
651510680,interstitial,INNERACTIVE_DIRECT,2066.881183999996
1212951043,banner,APPODEAL,2066.779369000032
com.playit.videoplayer,mrec,DOUBLECLICK,2056.9236049999913
1420058690,interstitial,UNITY,2028.8570770000094
1357464684,interstitial,UNITY,2025.4222210000066
6471572249,interstitial,UNITY,1994.6579140000006
6451208928,banner,VUNGLE,1993.9859289999906
651510680,native,INMOBI,1972.6182169999656
1420058690,native,INMOBI,1967.7345299999865
com.pixel.art.coloring.color.number,native,INNERACTIVE_DIRECT,1965.04689100004
com.netshort.abroad,interstitial,UNITY,1963.5890180000292
6747875092,interstitial,UNITY,1950.9001730000148
1584596271,native,VUNGLE,1947.511566999983
6504849169,native,INMOBI,1942.026230999984
395979574,banner,DOUBLECLICK,1940.8734579999968
1589762792,native,INNERACTIVE_DIRECT,1922.9037359999977
video.downloader.videodownloader,native,INMOBI,1914.5097590000337
1212951043,banner,UNITY,1906.4064339999995
com.michatapp.im,native,INMOBI,1898.5270840000162
com.miui.global.packageinstaller,mrec,XIAOMI,1898.022047000003
1498889847,native,VUNGLE,1891.936340000001
651510680,native,VUNGLE,1890.5009390000164
840919914,native,INMOBI,1888.615929000002
993090598,banner,INNERACTIVE_DIRECT,1886.1369579999823
6478063606,native,INMOBI,1872.6735389999915
1544750895,interstitial,DOUBLECLICK,1870.3410560000386
com.truecaller,banner,ZMATICOO,1869.6708299998925
com.easybrain.sudoku.android,interstitial,INMOBI,1866.8433580000046
512939461,interstitial,APPODEAL,1866.499972999994
com.domobile.applockwatcher,mrec,VUNGLE,1866.0109400000258
com.aws.android,banner,VUNGLE,1853.720887999984
com.vincentb.MobControl,interstitial,INMOBI,1853.3495359999988
com.miniclip.carrom,interstitial,INMOBI,1848.0115270000156
1212951043,native,INMOBI,1829.4697850000086
840919914,banner,DOUBLECLICK,1827.7282450000032
6751056652,interstitial,MINTEGRAL,1811.7973710000028
319881193,mrec,MINTEGRAL,1806.1131140000011
1589762792,interstitial,APPLOVIN,1802.8025580000026
1584596271,native,INMOBI,1800.5286649999962
1584596271,interstitial,INMOBI,1799.2854339999928
512939461,native,IRONSOURCE,1788.7962370000253
com.playit.videoplayer,native,VUNGLE,1788.315767000018
com.vincentb.MobControl,interstitial,PANGLE,1786.514549000006
6754384144,interstitial,INNERACTIVE_DIRECT,1785.380268999999
1420058690,interstitial,IRONSOURCE,1782.1582800000242
com.pixel.art.coloring.color.number,native,INMOBI,1780.4143300000385
921765888,interstitial,IRONSOURCE,1766.0428390000031
videoplayer.videodownloader.downloader,interstitial,BIGO,1764.5125709999982
6465991018,native,VUNGLE,1755.2574600000169
1212951043,native,INNERACTIVE_DIRECT,1751.1359749999983
1420058690,banner,APPODEAL,1750.4876540000066
water.sort.puzzle.game.color.sorting.free,native,INMOBI,1748.554438000054
1544750895,interstitial,MINTEGRAL,1748.0234369999873
com.callapp.contacts,banner,MINTEGRAL,1743.4521670000056
com.hotmini.drama.hot,interstitial,TAURUSX,1740.467748000009
1509453185,interstitial,DOUBLECLICK,1736.2018379999924
6751056652,interstitial,IRONSOURCE,1726.3732810000045
com.xiaomi.mipicks,mrec,XIAOMI,1724.3515820000289
6471572249,banner,DOUBLECLICK,1724.1293349999771
com.fc.goods.sort.matching.puzzle.triplemaster,interstitial,INMOBI,1708.2515840000099
com.callapp.contacts,interstitial,BIGO,1698.7492839999893
com.hotmini.drama.hot,native,TOPON,1674.0851570000123
1502447854,interstitial,VERVE,1672.636632000006
com.goldendragon.luckyblessing,interstitial,MINTEGRAL,1668.6870409999894
jigsaw.puzzle.game.banana,interstitial,MINTEGRAL,1664.964493
com.naver.linewebtoon,banner,CRITEO,1657.8571839999863
840919914,interstitial,APPLOVIN,1651.4726880000321
com.weaver.app.prod,interstitial,MINTEGRAL,1644.45986900004
com.goldendragon.luckyblessing,interstitial,BIGO,1643.1525299999967
1584596271,interstitial,UNITY,1625.7260539999977
1080465358,banner,MINTEGRAL,1619.6900129999935
com.domobile.applockwatcher,native,VERVE,1617.5430360000041
com.ecffri.arrows,interstitial,DOUBLECLICK,1593.943377000024
1357464684,interstitial,INNERACTIVE_DIRECT,1593.9217430000003
6747875092,interstitial,IRONSOURCE,1588.8583690000066
com.pixel.art.coloring.color.number,native,VERVE,1586.5373800000295
1342112505,interstitial,UNITY,1572.0476319999725
1420058690,interstitial,VERVE,1570.0526670000083
com.callapp.contacts,mrec,A9TAM,1557.0502390000315
com.sled.surfers.game,interstitial,APPLOVIN,1552.466648999995
com.storymatrix.drama,interstitial,PANGLE,1550.2170779999672
kjv.bible.kingjamesbible,interstitial,PANGLE,1537.5082870000074
840919914,interstitial,UNITY,1531.179561999988
com.ludo.king,interstitial,INMOBI,1527.6240470000087
1342112505,interstitial,INMOBI,1520.783428000013
1589762792,banner,VERVE,1514.5941540000088
512939461,interstitial,INNERACTIVE_DIRECT,1512.2407040000203
921765888,banner,MINTEGRAL,1503.4202709999934
1589762792,interstitial,MINTEGRAL,1490.2307900000037
com.UCMobile.intl,interstitial,APPLOVIN,1486.6630339999813
com.playit.videoplayer,mrec,VUNGLE,1483.6717400000239
6742221896,banner,MINTEGRAL,1480.9743549999957
com.weaver.app.prod,native,BIGO,1478.4315519999934
1624606445,interstitial,MINTEGRAL,1473.6219979999987
com.miniclip.carrom,interstitial,MINTEGRAL,1461.6662380000168
solitaire.patience.card.games.klondike.free,native,INMOBI,1460.2959689999889
6444946155,interstitial,IRONSOURCE,1456.5932329999903
jigsaw.puzzle.game.banana,interstitial,APPLOVIN,1425.3966020000357
com.naver.linewebtoon,interstitial,INMOBI,1420.2762910000065
puzzle.yarn.fever.unravel.puzzle,interstitial,PANGLE,1417.1267410000055
com.dubox.drive,interstitial,APPLOVIN,1408.8645349999902
6451208928,interstitial,APPLOVIN,1408.3021280000137
6759763476,native,INNERACTIVE_DIRECT,1393.21630500002
com.storymatrix.drama,interstitial,UNITY,1391.2292739999925
1073936461,banner,DOUBLECLICK,1391.1824649999965
1212951043,interstitial,UNITY,1384.7694120000017
840919914,banner,MINTEGRAL,1376.9569550000087
1624606445,banner,MINTEGRAL,1374.5944010000194
921765888,banner,INMOBI,1367.971074000018
solitaire.patience.card.games.klondike.free,native,INNERACTIVE_DIRECT,1367.1253410000256
6471572249,interstitial,IRONSOURCE,1364.0788639999782
993090598,banner,INMOBI,1362.8191170000052
395979574,interstitial,IRONSOURCE,1355.267716000002
com.playit.videoplayer,banner,DOUBLECLICK,1353.2673430000116
1584596271,interstitial,DOUBLECLICK,1350.4760310000015
com.netshort.abroad,native,INMOBI,1344.3714640000217
6747875092,banner,VERVE,1333.9607489999948
com.domobile.applockwatcher,interstitial,APPODEAL,1324.348476999986
1509453185,native,MINTEGRAL,1321.954260999995
1589762792,banner,INMOBI,1321.2110070000062
sorting.games.goods.sort.triple.match3d.puzzle.stuff,interstitial,MINTEGRAL,1306.1867990000112
solitaire.patience.card.games.klondike.free,native,VERVE,1287.8684240000089
com.UCMobile.intl,interstitial,PANGLE,1286.5281699999757
1080465358,mrec,MINTEGRAL,1280.8123239999973
281940292,mrec,NIMBUS,1275.8132650000034
921765888,mrec,DOUBLECLICK,1262.478230999999
jigsaw.puzzle.game.banana,interstitial,BIGO,1261.561993999999
com.miui.player,native,MINTEGRAL,1251.1406389999888
1589762792,banner,APPODEAL,1250.4408160000155
6759763476,interstitial,IRONSOURCE,1241.4391359999968
1509453185,native,VERVE,1238.8071839999993
1342112505,interstitial,APPLOVIN,1237.0970479999974
com.truecaller,mrec,CRITEO,1228.050700999947
6451208928,native,INNERACTIVE_DIRECT,1211.2948140000096
6478063606,banner,INNERACTIVE_DIRECT,1209.720405999998
395979574,banner,INNERACTIVE_DIRECT,1204.8936270000258
1357464684,interstitial,APPLOVIN,1201.9401319999981
com.weaver.app.prod,interstitial,APPODEAL,1199.4656429999927
1420058690,interstitial,INNERACTIVE_DIRECT,1198.7217829999947
com.playit.videoplayer,interstitial,DOUBLECLICK,1197.1541049999864
puzzle.yarn.fever.unravel.puzzle,interstitial,ZMATICOO,1196.1764059999539
651510680,banner,CHARTBOOST,1173.815244999992
6478063606,native,VUNGLE,1171.382693999999
1342112505,interstitial,APPODEAL,1168.9376340000001
1212951043,interstitial,INMOBI,1153.7922530000046
sorting.games.goods.sort.triple.match3d.puzzle.stuff,interstitial,UNITY,1153.135352999993
6759763476,interstitial,MINTEGRAL,1151.951803999996
6759763476,banner,APPLOVIN,1150.354283999997
1212951043,interstitial,VERVE,1146.5386789999948
1589762792,banner,MINTEGRAL,1145.8646419999989
videoplayer.videodownloader.downloader,interstitial,PANGLE,1144.4673050000092
com.vincentb.MobControl,interstitial,UNITY,1138.5364500000014
6747875092,interstitial,A9TAM,1136.8159660000028
6451208928,interstitial,MINTEGRAL,1129.3580089999978
6742221896,interstitial,DOUBLECLICK,1127.521254000043
com.ludo.king,interstitial,APPLOVIN,1127.2688970000127
1407852246,interstitial,MINTEGRAL,1125.4339420000026
videoplayer.videodownloader.downloader,native,DOUBLECLICK,1125.2798449999923
com.storymatrix.drama,interstitial,DOUBLECLICK,1123.9834210000301
com.fc.goods.sort.matching.puzzle.triplemaster,interstitial,MINTEGRAL,1105.5848140000037
com.naver.linewebtoon,native,VUNGLE,1104.0369060000105
1357464684,interstitial,INMOBI,1094.5632389999935
com.miniclip.carrom,interstitial,APPODEAL,1088.9495370000066
com.easybrain.sudoku.android,native,INNERACTIVE_DIRECT,1088.001613000002
com.huub.tiger,interstitial,NIMBUS,1080.9369050000007
1544750895,native,VUNGLE,1078.5608670000001
com.Gamnest.CandyRace,interstitial,UNITY,1068.8049060000124
1498889847,banner,APPLOVIN,1068.714834999992
1509453185,interstitial,APPLOVIN,1062.1528530000119
6742221896,banner,INNERACTIVE_DIRECT,1058.2571810000031
1212951043,banner,CHARTBOOST,1058.23209999999
com.Hadiz.Holeucaneat,interstitial,BIGO,1054.6014460000047
com.miui.player,interstitial,PANGLE,1051.6842549999947
6444946155,interstitial,MINTEGRAL,1049.709703999996
com.easybrain.sudoku.android,interstitial,VERVE,1043.5900419999966
1589762792,interstitial,IRONSOURCE,1035.4223389999995
1589762792,banner,INNERACTIVE_DIRECT,1034.9915350000063
kjv.bible.kingjamesbible,interstitial,APPLOVIN,1032.7922310000024
1624606445,interstitial,INNERACTIVE_DIRECT,1032.7291020000114
ball.sort.puzzle.color.sorting.bubble.games,interstitial,PANGLE,1029.6773450000076
6742221896,banner,IRONSOURCE,1014.3264560000024
1420058690,native,INNERACTIVE_DIRECT,1008.0967589999839
921765888,mrec,NIMBUS,1006.3829769999959
solitaire.patience.card.games.klondike.free,interstitial,PANGLE,999.8736220000148
6471572249,banner,INMOBI,999.775537999996
com.fc.goods.sort.matching.puzzle.triplemaster,interstitial,BIGO,996.9492050000042
1498889847,banner,VUNGLE,995.5630060000095
6451208928,banner,MINTEGRAL,986.4432009999837
com.goldendragon.luckyblessing,interstitial,INNERACTIVE_DIRECT,978.4034909999978
921765888,mrec,VUNGLE,967.934202000003
512939461,interstitial,APPLOVIN,960.7908240000123
6465991018,interstitial,INMOBI,957.3162699999992
com.ludo.king,banner,UNITY,951.8419360000139
ball.sort.puzzle.color.sorting.bubble.games,native,INNERACTIVE_DIRECT,949.5418300000124
1342112505,native,INMOBI,946.197786999999
6471572249,banner,A9TAM,942.3465770000081
1498889847,banner,INMOBI,938.1080109999873
1502447854,interstitial,INMOBI,933.5993559999963
6754384144,interstitial,MINTEGRAL,932.043150000004
651510680,banner,APPODEAL,928.3860599999737
com.easybrain.sudoku.android,banner,A9TAM,927.6386789999926
6754558455,interstitial,IRONSOURCE,921.9299710000118
com.naver.linewebtoon,native,INNERACTIVE_DIRECT,917.112396999998
com.naver.linewebtoon,native,DOUBLECLICK,916.531223000022
com.easybrain.sudoku.android,native,VUNGLE,916.2994240000078
com.ecffri.arrows,interstitial,IRONSOURCE,914.5205850000025
com.dubox.drive,native,DOUBLECLICK,909.3667849999769
6471572249,banner,INNERACTIVE_DIRECT,907.1128959999926
com.vincentb.MobControl,interstitial,APPLOVIN,905.5034889999965
com.easybrain.sudoku.android,interstitial,BIGO,901.2148790000074
com.ludo.king,interstitial,UNITY,899.1251910000088
1589762792,interstitial,DOUBLECLICK,896.6440219999748
1498889847,interstitial,DOUBLECLICK,882.1623200000053
1212951043,banner,A9TAM,881.8210290000127
com.storymatrix.drama,interstitial,APPLOVIN,876.6973180000066
840919914,native,INNERACTIVE_DIRECT,875.2737050000081
1584596271,banner,ZMATICOO,873.5673449999903
651510680,interstitial,DOUBLECLICK,871.3179769999934
puzzle.yarn.fever.unravel.puzzle,interstitial,MINTEGRAL,869.9014260000046
512939461,banner,INMOBI,865.7567120000033
ball.sort.puzzle.color.sorting.bubble.games,native,VERVE,850.7529560000157
1584596271,banner,VUNGLE,849.7724710000023
puzzle.yarn.fever.unravel.puzzle,interstitial,INMOBI,848.6275869999989
1624606445,banner,INMOBI,842.3316170000018
com.ludo.king,banner,MINTEGRAL,838.3701370000073
6747875092,banner,BIGO,837.5351660000134
6742221896,interstitial,APPLOVIN,834.0330160000013
ball.sort.puzzle.color.sorting.bubble.games,banner,MINTEGRAL,830.998562000013
6478063606,interstitial,INNERACTIVE_DIRECT,829.6617289999942
1502447854,interstitial,MINTEGRAL,822.3079480000027
6444946155,interstitial,APPLOVIN,816.9690509999992
1502447854,banner,MINTEGRAL,810.9928420000073
videoplayer.videodownloader.downloader,banner,DOUBLECLICK,807.2408790000001
1073936461,interstitial,MINTEGRAL,802.9879480000026
jigsaw.puzzle.game.banana,native,INMOBI,800.4936070000034
651510680,interstitial,IRONSOURCE,788.7987459999939
1357464684,interstitial,VERVE,787.2959489999978
6504849169,interstitial,CHARTBOOST,786.9869459999919
1420058690,native,CHARTBOOST,785.7620280000052
1420058690,native,VUNGLE,781.718234999996
281940292,native,INMOBI,780.9214360000002
512939461,banner,UNITY,777.2226140000117
solitaire.patience.card.games.klondike.free,interstitial,BIGO,775.7601749999956
1212951043,interstitial,INNERACTIVE_DIRECT,773.5789180000014
6451208928,banner,APPLOVIN,773.0248459999965
6478063606,interstitial,DOUBLECLICK,772.4549999999888
6451208928,banner,INNERACTIVE_DIRECT,771.1765370000164
512939461,native,VUNGLE,770.6897060000066
jigsaw.puzzle.game.banana,banner,MINTEGRAL,769.0853460000039
com.miniclip.carrom,interstitial,INNERACTIVE_DIRECT,759.8365150000006
1502447854,native,INMOBI,755.2307859999968
1420058690,banner,INMOBI,750.8520760000049
6754384144,interstitial,APPLOVIN,743.2320269999909
com.fc.goods.sort.matching.puzzle.triplemaster,native,INMOBI,742.1066440000002
kjv.bible.kingjamesbible,interstitial,APPODEAL,739.2941109999994
1420058690,interstitial,INMOBI,736.9648470000063
com.loomgames.pixelflow,interstitial,UNITY,736.1580030000022
1502447854,banner,APPLOVIN,732.6837589999815
993090598,banner,DOUBLECLICK,731.7575919999989
com.callapp.contacts,native,BIGO,730.500834999989
651510680,banner,VUNGLE,729.8562609999974
993090598,interstitial,DOUBLECLICK,723.9786000000003
com.callapp.contacts,banner,INMOBI,717.9365899999978
1584596271,banner,DOUBLECLICK,715.6953220000108
com.fc.goods.sort.matching.puzzle.triplemaster,interstitial,PANGLE,713.6558679999952
com.playit.videoplayer,native,DOUBLECLICK,712.6085080000204
6755183085,interstitial,MINTEGRAL,710.0269979999962
com.naver.linewebtoon,interstitial,INNERACTIVE_DIRECT,708.5661980000109
1502447854,interstitial,UNITY,708.1201560000023
1584596271,native,VERVE,707.99569899999
1584596271,interstitial,INNERACTIVE_DIRECT,706.6278710000008
solitaire.patience.card.games.klondike.free,banner,MINTEGRAL,706.5398860000118
com.truecaller,mrec,INNERACTIVE_DIRECT,702.5578459999962
jigsaw.puzzle.game.banana,interstitial,PANGLE,699.2574290000027
com.aws.android,banner,NIMBUS,699.1495019999942
1562817072,interstitial,IRONSOURCE,698.4511140000005
com.playit.videoplayer,native,VERVE,697.6344350000315
1589762792,native,BIGO,694.3792429999962
1589762792,interstitial,INNERACTIVE_DIRECT,693.7777559999993
com.truecaller,banner,CRITEO,691.8873210000105
6755183085,interstitial,APPLOVIN,689.7823220000004
1342112505,interstitial,IRONSOURCE,687.8045889999959
6471572249,interstitial,APPLOVIN,685.434259000004
921765888,interstitial,APPODEAL,680.4009049999988
free.vpn.unblock.proxy.turbovpn,native,DOUBLECLICK,679.9908970000031
295646461,native,VERVE,672.5773190000075
1589762792,banner,BIGO,672.2115510000189
com.michatapp.im,mrec,DOUBLECLICK,671.2190779999934
com.miniclip.carrom,banner,INNERACTIVE_DIRECT,668.802900999994
6465991018,native,BIGO,666.5509779999986
1502447854,native,INNERACTIVE_DIRECT,666.0978470000051
6742221896,native,MINTEGRAL,665.3770689999984
840919914,banner,INMOBI,664.670148000001
jigsaw.puzzle.game.banana,native,VERVE,663.5582789999987
651510680,interstitial,APPLOVIN,661.3032969999981
com.sled.surfers.game,interstitial,PANGLE,660.1912310000029
597088068,native,INMOBI,656.9935200000082
1420058690,banner,UNITY,652.2065430000005
com.particlenews.newsbreak,native,INMOBI,650.7851229999948
993090598,interstitial,MINTEGRAL,649.2385789999989
com.domobile.applockwatcher,mrec,A9TAM,646.9263160000082
sorting.games.goods.sort.triple.match3d.puzzle.stuff,interstitial,PANGLE,644.4529469999999
319881193,mrec,INMOBI,630.1005060000134
sorting.games.goods.sort.triple.match3d.puzzle.stuff,native,INNERACTIVE_DIRECT,620.932379999999
com.naver.linewebtoon,interstitial,CHARTBOOST,620.6799429999926
com.easybrain.sudoku.android,native,INMOBI,620.4474360000044
com.ludo.king,native,VUNGLE,617.2618999999929
1407852246,native,VUNGLE,616.7880980000033
1502447854,native,VUNGLE,613.2297179999989
1357464684,native,INMOBI,612.6590730000022
597088068,interstitial,APPLOVIN,610.9371470000009
com.mobilityware.spider,interstitial,MOBILITYWARE,607.4939079999931
ball.sort.puzzle.color.sorting.bubble.games,interstitial,DOUBLECLICK,606.1074350000022
6446005634,interstitial,INNERACTIVE_DIRECT,602.211731
1212951043,banner,INNERACTIVE_DIRECT,597.6924109999935
6504849169,banner,DOUBLECLICK,595.8271909999929
6446005634,interstitial,DOUBLECLICK,593.922097000003
solitaire.patience.card.games.klondike.free,native,BIGO,590.7057430000008
com.Gamnest.CandyRace,interstitial,PANGLE,589.210665000011
1509453185,banner,VERVE,587.6722870000018
video.downloader.videodownloader,native,VUNGLE,583.9440079999817
6471572249,interstitial,A9TAM,580.4259109999955
6504849169,interstitial,MINTEGRAL,578.9452950000017
6478063606,banner,VUNGLE,575.6392979999971
sorting.games.goods.sort.triple.match3d.puzzle.stuff,native,VERVE,574.7804620000055
com.easybrain.sudoku.android,interstitial,MINTEGRAL,574.1916280000038
com.Gamnest.CandyRace,interstitial,IRONSOURCE,573.9181090000089
840919914,interstitial,CHARTBOOST,571.3720360000029
video.downloader.videodownloader,interstitial,APPLOVIN,569.0463279999991
com.miniclip.carrom,native,INNERACTIVE_DIRECT,565.1500929999937
6465991018,interstitial,MINTEGRAL,564.6038339999994
1624606445,native,INNERACTIVE_DIRECT,559.7411219999952
840919914,interstitial,DOUBLECLICK,557.6779529999944
com.domobile.applockwatcher,mrec,VERVE,556.8891840000001
6754558455,interstitial,MINTEGRAL,556.8296929999972
com.easybrain.sudoku.android,native,VERVE,555.3589560000022
1420058690,banner,MINTEGRAL,555.1124750000009
993090598,native,VUNGLE,554.9579150000058
6504849169,interstitial,APPLOVIN,554.2705449999979
1342112505,native,VERVE,554.2208679999982
1420058690,banner,A9TAM,552.9475940000032
video.downloader.videodownloader,interstitial,UNITY,547.7376429999988
6759763476,banner,INNERACTIVE_DIRECT,542.3217440000059
1498889847,native,DOUBLECLICK,541.3222529999967
com.ludo.king,native,INMOBI,539.5705480000031
com.pixel.art.coloring.color.number,banner,INNERACTIVE_DIRECT,535.9835100000031
com.hotmini.drama.hot,interstitial,BIGO,535.8775519999991
com.huub.tiger,interstitial,DOUBLECLICK,529.2884610000065
com.miniclip.carrom,native,VUNGLE,528.3585639999947
1212951043,banner,INMOBI,528.256026
1544750895,banner,APPLOVIN,526.8690549999906
6747875092,interstitial,MINTEGRAL,526.4798219999977
jigsaw.puzzle.game.banana,interstitial,INMOBI,518.1063770000039
com.ludo.king,banner,APPLOVIN,517.0200720000017
com.lemon.lvoverseas,banner,MINTEGRAL,513.7062610000013
6478063606,banner,INMOBI,512.8142260000037
com.netshort.abroad,native,APPODEAL,508.0106840000043
6471572249,interstitial,ZMATICOO,507.1237279999987
1502447854,interstitial,IRONSOURCE,504.5363910000002
com.fc.goods.sort.matching.puzzle.triplemaster,native,INNERACTIVE_DIRECT,502.5723419999968
597088068,mrec,CRITEO,501.3805609999922
1420058690,banner,ZMATICOO,501.1506430000033
com.UCMobile.intl,interstitial,DOUBLECLICK,500.3283110000051
com.michatapp.im,interstitial,DOUBLECLICK,500.0797670000043
6504849169,native,VUNGLE,498.8308380000053
512939461,interstitial,DOUBLECLICK,498.80980599999987
1498889847,banner,DOUBLECLICK,498.4338139999946
1420058690,native,VERVE,496.45427799999953
1502447854,banner,IRONSOURCE,496.39361200000775
6478063606,banner,UNITY,495.05353300000405
com.michatapp.im,mrec,INMOBI,494.0945140000012
6504849169,banner,APPODEAL,493.1520690000009
com.callapp.contacts,native,MINTEGRAL,486.2655580000073
com.particlenews.newsbreak,mrec,DOUBLECLICK,482.88012699999587
jp.naver.linemanga.android,interstitial,INNERACTIVE_DIRECT,480.9519659999993
1420058690,banner,INNERACTIVE_DIRECT,478.93513700000125
com.easybrain.sudoku.android,native,BIGO,478.57524100000205
1407852246,interstitial,APPLOVIN,477.4515919999973
com.callapp.contacts,interstitial,A9TAM,473.83919499999786
6471572249,interstitial,MINTEGRAL,473.12181799999723
6754558455,interstitial,INNERACTIVE_DIRECT,471.34839599999856
water.sort.puzzle.game.color.sorting.free,native,INNERACTIVE_DIRECT,470.0844679999929
6471572249,native,VERVE,469.5307550000028
jigsaw.puzzle.game.banana,native,VUNGLE,468.22528999999463
1342112505,interstitial,MINTEGRAL,464.67456400000054
1445472541,interstitial,MINTEGRAL,463.91496999999816
com.callapp.contacts,mrec,MINTEGRAL,463.7763779999996
com.weaver.app.prod,interstitial,DOUBLECLICK,463.5776250000037
com.netshort.abroad,native,CHARTBOOST,463.4647949999924
1498889847,banner,MINTEGRAL,462.07855299999915
6747875092,interstitial,BIGO,461.6044450000016
1584596271,interstitial,MINTEGRAL,460.7853090000009
6471572249,interstitial,DOUBLECLICK,460.4194020000065
651510680,interstitial,UNITY,454.20802900000325
solitaire.patience.card.games.klondike.free,banner,INNERACTIVE_DIRECT,451.31872100000226
1589762792,banner,A9TAM,448.51573800000693
jigsaw.puzzle.game.banana,banner,APPODEAL,444.27587099999664
solitaire.patience.card.games.klondike.free,banner,A9TAM,443.2327950000038
com.naver.linewebtoon,banner,DOUBLECLICK,442.7750210000115
com.naver.linewebtoon,interstitial,NIMBUS,442.44242099999616
com.loomgames.pixelflow,interstitial,PANGLE,436.8919380000007
6451208928,banner,UNITY,432.2883410000057
com.fc.goods.sort.matching.puzzle.triplemaster,native,VERVE,430.8998550000097
6478063606,banner,APPODEAL,425.6411519999932
com.ecffri.arrows,interstitial,PANGLE,418.0383789999983
com.aws.android,banner,DOUBLECLICK,417.5638400000011
512939461,banner,VUNGLE,415.2516529999984
com.hotmini.drama.hot,native,TAURUSX,414.00709600000073
com.goldendragon.luckyblessing,interstitial,UNITY,412.1691120000011
6504849169,banner,INMOBI,411.67803199999236
1342112505,interstitial,DOUBLECLICK,411.62270499999886
com.weaver.app.prod,interstitial,UNITY,409.1603860000035
1342112505,native,INNERACTIVE_DIRECT,408.7840740000071
1498889847,interstitial,APPLOVIN,407.458083999997
6446005634,interstitial,APPODEAL,406.8855049999997
jigsaw.puzzle.game.banana,banner,A9TAM,404.58646700000435
jigsaw.puzzle.game.banana,native,BIGO,402.7321809999956
com.domobile.applockwatcher,native,VUNGLE,400.769312999991
com.naver.linewebtoon,interstitial,UNITY,399.9006950000006
1080465358,banner,VERVE,399.26346800000596
com.miniclip.carrom,interstitial,PANGLE,392.4170609999941
puzzle.yarn.fever.unravel.puzzle,native,INNERACTIVE_DIRECT,392.36620000000215
1420058690,banner,CHARTBOOST,389.64703200000247
puzzle.yarn.fever.unravel.puzzle,native,INMOBI,387.3846680000206
1584596271,native,INNERACTIVE_DIRECT,387.078636999993
6471572249,banner,BIGO,385.11303999999967
6451208928,native,INMOBI,385.10340500001035
1342112505,interstitial,INNERACTIVE_DIRECT,378.7366310000021
1342112505,banner,INMOBI,376.88919000001584
1502447854,banner,UNITY,375.2198150000022
1080465358,native,VERVE,374.9669300000008
1589762792,interstitial,A9TAM,371.8954420000002
water.sort.puzzle.game.color.sorting.free,native,VERVE,371.14874899999904
video.downloader.videodownloader,native,BIGO,370.55946299999397
com.UCMobile.intl,native,BIGO,368.0730279999952
com.michatapp.im,mrec,VUNGLE,365.5125520000041
1212951043,banner,APPLOVIN,364.04934199999565
1562817072,interstitial,INNERACTIVE_DIRECT,360.754072999999
com.fc.goods.sort.matching.puzzle.triplemaster,banner,A9TAM,360.39894300000697
com.storymatrix.drama,interstitial,INNERACTIVE_DIRECT,360.0611049999996
1212951043,interstitial,A9TAM,356.92156599999953
com.netshort.abroad,banner,DOUBLECLICK,355.717602000004
video.downloader.videodownloader,banner,INMOBI,351.7202499999977
1420058690,banner,DOUBLECLICK,351.3622259999955
com.fc.goods.sort.matching.puzzle.triplemaster,banner,APPODEAL,349.95651400000065
sorting.games.goods.sort.triple.match3d.puzzle.stuff,banner,A9TAM,349.48185300000216
com.aws.android,native,INMOBI,348.7508639999994
1502447854,interstitial,CHARTBOOST,347.5122939999989
com.domobile.applockwatcher,interstitial,VERVE,347.27779800000496
6478063606,banner,DOUBLECLICK,345.33275099999446
com.fc.goods.sort.matching.puzzle.triplemaster,interstitial,UNITY,342.1775650000006
com.callapp.contacts,banner,VUNGLE,341.7590020000073
1420058690,interstitial,APPLOVIN,338.89148100000176
com.sled.surfers.game,interstitial,BIGO,333.68298600000344
