market_id,app_name,account_name,am_name,total_spend_90d,non_vx_spend_90d,vx_spend_90d,vx_spend_pct_90d,vx_rank_90d,exchanges_above_vx_90d,from_previous_analysis,total_spend_30d,non_vx_spend_30d,vx_spend_30d,vx_spend_pct_30d,vx_rank_30d,exchanges_above_vx_30d,won_or_lost_rank_30d
ball.sort.puzzle.color.sorting.bubble.games,Ball Sort Android,Guru Network Limited,Harper Zhang,354388.82821495325,307782.7580339519,46606.07018100133,13.15,3,"INNERACTIVE_DIRECT, MINTEGRAL",,77595.60474497249,61913.279548972554,15682.325195999936,20.21,3,"INNERACTIVE_DIRECT, MINTEGRAL",Held
6590876141,Hexa Sort,Saygames LTD,Beth Taylor-Lowen,350295.5869937438,140949.5306587755,209346.05633496828,59.76,1,,,92556.11282639844,37021.77834041059,55534.334485987834,60.0,1,,Held
com.Beauchamp.Messenger.external,Chai Android,Chai Research Corp,Natalie Kenyon,349288.3439553686,259686.09558436865,89602.24837099998,25.65,2,INNERACTIVE_DIRECT,,99995.93321229656,72011.07341729687,27984.859794999713,27.99,2,INNERACTIVE_DIRECT,Held
com.lemon.lvoverseas,Capcut_android,BYTEDANCE PTE LTD,Sunton Sun,348634.49225616927,73461.52943515172,275172.96282101754,78.93,1,,,125535.9638430221,27155.91037802305,98380.05346499904,78.37,1,,Held
1191435163,Solitaire - A Classic Card Game iOS,Tripledot Studios,Tori Edwards,346328.17335236736,210832.93467937864,135495.2386729887,39.12,1,,,101238.90505902284,57900.33328802488,43338.571770997965,42.81,1,,Held
1073936461,・Solitaire・,nerByte GMBH,Hadil Salameh,344550.4562601461,292810.4363961467,51740.01986399937,15.02,3,"DOUBLECLICK, APPLOVIN",,97802.0321099933,74722.84479699329,23079.187313000013,23.6,1,,Won
com.sec.android.app.samsungapps,Instant Plays,Samsung Electronics,Jack Dove,344430.5450859195,323374.84853291913,21055.696553000347,6.11,2,SAMSUNG,,103366.41354799567,95153.3444959957,8213.069051999992,7.95,2,SAMSUNG,Held
587366035,PicsArt Photo Studio: Collage Maker & Pic Editor (IOS),Picsart Inc,Matthew Hong,343520.7636743933,99045.50285139878,244475.26082299455,71.17,1,,,99205.1253600221,28580.71426309115,70624.41109693094,71.19,1,,Held
550928207,BeSoccer,BeSoccer,Louis Wallworth,343367.3321701716,98860.51230995556,244506.81986021603,71.21,1,,,100763.57584195264,36929.60421799958,63833.97162395307,63.35,1,,Held
com.metro.minus1,Metro Play,Sliide,Beth Taylor-Lowen,339763.7152140043,48976.724959999854,290786.9902540044,85.59,1,,,111722.4725379994,24281.467697000007,87441.00484099938,78.27,1,,Held
6504332779,ColorBlockJam,Rollic Games,Dina Eraksan,333788.73765583953,177432.535249916,156356.2024059235,46.84,1,,,89795.65798098431,52391.358679995574,37404.299300988736,41.65,1,,Held
com.hitappsgames.wordsolitaire,Word Solitaire: Associations Android,HITAPPS GAMES LTD,Beth Taylor-Lowen,332281.1967638398,250629.09444484953,81652.10231899029,24.57,2,APPODEAL,,84102.12363030225,61345.866474302726,22756.257155999523,27.06,2,APPODEAL,Held
6749456493,DiamondSort,Samfinaco Limited,Matthew Hong,329348.8579139817,212639.53547510348,116709.32243887824,35.44,1,,,101328.36578114462,62755.17174215708,38573.19403898753,38.07,1,,Held
1443446174,Magic Tiles 3: Piano Game,Amanotes (PT),Nam Trinh,326592.09301599424,130190.4655359967,196401.62747999755,60.14,1,,,73159.9037070003,34704.101611000246,38455.80209600005,52.56,1,,Held
com.storymatrix.drama,DramaBox,STORYMATRIX PTE LTD,Aria Gao,326325.8365030254,180426.9197220005,145898.91678102486,44.71,1,,,99451.82125500048,60143.23332099942,39308.58793400107,39.53,2,APPODEAL,Lost
6499306806,Goods Sort iOS,Guru Network Limited,Harper Zhang,325720.4230110593,116202.86291908583,209517.56009197343,64.32,1,,,100081.18067714568,31670.24958315668,68410.93109398901,68.36,1,,Held
1317978215,color by number FGFF,FGFF,Matthew Hong,325621.9505127671,108811.93137079568,216810.0191419714,66.58,1,,,84448.26556303768,32668.419318056287,51779.84624498139,61.32,1,,Held
1324604053,Puzzles IOS,Easybrain Ltd,Dina Eraksan,322954.5235046508,155178.65590460043,167775.86760005038,51.95,1,,,84821.3999599136,46868.91791491896,37952.48204499464,44.74,1,,Held
6755183085,Yarn Flow,Spyke Games,Dina Eraksan,321039.6019740011,281405.93383600103,39633.66813800006,12.35,3,"APPODEAL, INMOBI",,107594.729471,82514.26445,25080.465021000004,23.31,2,APPODEAL,Won
com.microsoft.microsoftsolitairecollection,Microsoft Solitaire Collection Android,Microsoft Casual Games,Matthew Hong,320626.07737105875,1188.7982010000003,319437.2791700587,99.63,1,,,85707.69933599966,349.8522720000001,85357.84706399965,99.59,1,,Held
com.easybrain.crossword.puzzles,Crossword Master GP,Easybrain Ltd,Dina Eraksan,319432.86844404065,84393.24636894919,235039.6220750915,73.58,1,,,94339.70094497676,26529.152739986155,67810.5482049906,71.88,1,,Held
com.bigwinepot.nwdn.international,Remini AI,AI CREATIVITY S.R.L.,Hadil Salameh,319226.5182569894,122079.66778199632,197146.8504749931,61.76,1,,,106054.56400399884,46701.15628499912,59353.40771899973,55.96,1,,Held
com.miniclip.eightballpool,8 Ball Pool,Miniclip SA,Louis Wallworth,314798.72246399854,77874.6702269982,236924.05223700032,75.26,1,,,95836.16533399928,21250.51338200022,74585.65195199907,77.83,1,,Held
1389111413,Hole.io,Voodoo,Hadil Salameh,312867.64171838434,187849.2997404558,125018.34197792852,39.96,1,,,74697.22897509843,47188.418852100265,27508.810122998173,36.83,1,,Held
com.blockchainvault,Android - Pi Network,Social Chain Inc.,Jack Dove,309034.4107120318,104105.77412399783,204928.636588034,66.31,1,,,101099.98920700033,36755.065458000085,64344.92374900023,63.64,1,,Held
eu.livesport.FlashScore_com,AND | Flashscore: Live Scores & News,Livesport sro,Louis Wallworth,308845.6854315629,69122.5946159968,239723.09081556607,77.62,1,,,111024.17029194198,22791.73867899744,88232.43161294454,79.47,1,,Held
1442749804,Sudoku,OAKEVER GAMES PTE LTD,Aria Gao,306956.5125504128,197586.07961157095,109370.43293884186,35.63,1,,,80803.8390602515,50533.10694725168,30270.732112999813,37.46,1,,Held
com.netshort.abroad,NetShort_Andorid,NETSTORY PTE LTD,Harper Zhang,306842.6443190958,247172.63655909928,59670.00775999656,19.45,3,"INNERACTIVE_DIRECT, APPODEAL",,131718.3709760019,113097.13932100126,18621.231655000644,14.14,3,"INNERACTIVE_DIRECT, APPODEAL",Held
fr.vinted,Vinted Android,Vinted,Dumitru Cazacu,305161.7369681251,44098.99098209093,261062.7459860342,85.55,1,,,114985.018831989,17236.2991150037,97748.71971698532,85.01,1,,Held
com.pixel.art.coloring.color.number,Happy Color Android - Paint by Number,X-FLOW LTD,Kseniia Fesenko,304160.8560271489,250952.02140814863,53208.83461900026,17.49,3,"INNERACTIVE_DIRECT, APPODEAL",,93152.16719797035,70482.03075997009,22670.13643800027,24.34,2,INNERACTIVE_DIRECT,Won
6754668686,mliu43734-gmail-com_com-fly-ultra-free-vpn-high,Yandex Inc.,Kseniia Fesenko,302871.2345499984,48750.18032199973,254121.0542279987,83.9,1,,,57487.66519800016,6533.272534999995,50954.392663000166,88.64,1,,Held
1388988209,V380 Pro,"Guangzhou Hongshi information Technology Co., Ltd.",Ronald Long,301025.1166430613,5130.638817999748,295894.47782506153,98.3,1,,,92005.65165699551,749.8874040000094,91255.7642529955,99.18,1,,Held
1538433480,PocketFM IOS,Pocket FM Corp,Rutvij Jadav,298923.3196424283,139206.4629504388,159716.85669198952,53.43,1,,,90355.26000808307,53964.897577084506,36390.36243099857,40.27,1,,Held
com.handmark.expressweather,1Weather Android,InMobi,Rutvij Jadav,298622.10500101553,211986.31883501585,86635.78616599969,29.01,2,INMOBI,,101680.71724699892,43738.30819299897,57942.409053999945,56.98,1,,Won
6471572249,Watermelon Drop: Fruit Merge,InfenitePlay LTD,Nam Trinh,298018.9819230151,203187.0450010155,94831.93692199956,31.82,1,,,68531.46283412963,49565.55186612964,18965.910967999997,27.67,1,,Held
1374403536,BitLife - Life Simulator,Candywriter,Natalie Kenyon,296535.16970875027,212665.49639378695,83869.67331496332,28.28,1,,,84135.22112997578,62532.10475597407,21603.11637400171,25.68,2,INNERACTIVE_DIRECT,Lost
605569663,Amerigo File Manager iOS,IdeaSolutions S.r.l.,Beth Taylor-Lowen,296287.6553733632,89379.6548768606,206908.0004965026,69.83,1,,,110948.09929898284,39512.439687983686,71435.65961099917,64.39,1,,Held
1250312807,X-VPN Unlimited VPN Proxy,Free Connected Limited,Ronald Long,296171.7015739844,118388.06825900682,177783.6333149776,60.03,1,,,104389.40729500254,42446.482091999285,61942.925203003266,59.34,1,,Held
6754900673,Jigsawcard iOS,OAKEVER GAMES PTE LTD,Aria Gao,293337.49966889486,214437.46542796044,78900.03424093443,26.9,1,,,90118.396011094,60224.48783209453,29893.90817899949,33.17,1,,Held
com.kiloo.subwaysurf,Subway Surfers (COPPA),SYBO Games,Louis Wallworth,292868.2294069651,117283.75929096804,175584.47011599707,59.95,1,,,95531.995028,41583.35830000184,53948.63672799815,56.47,1,,Held
1176027022,Toon Blast,Zynga,Lisa Tolentino,291871.8327360002,79249.24848999947,212622.5842460007,72.85,1,,,79466.43116900047,25498.850435000106,53967.58073400037,67.91,1,,Held
6608975929,Woodoku Blast iOS,Tripledot Studios,Tori Edwards,290304.95236319816,66145.36319122408,224159.58917197405,77.22,1,,,101357.37462899508,24102.94730602041,77254.42732297468,76.22,1,,Held
543186831,8 Ball Pool iOS Live,Miniclip SA,Louis Wallworth,289403.7363760042,103756.98565700043,185646.75071900376,64.15,1,,,90005.16088200003,40863.29373100018,49141.86715099985,54.6,1,,Held
1579356887,Overturn Military,Saygames LTD,Beth Taylor-Lowen,287697.22508965305,88768.57828965447,198928.6467999986,69.15,1,,,74822.65482251493,28077.78651253285,46744.868309982085,62.47,1,,Held
6755425214,Pocket Sort: coin puzzle,Saygames LTD,Beth Taylor-Lowen,284285.3543227881,88505.03750380721,195780.31681898088,68.87,1,,,86116.19265237899,32771.28531740414,53344.90733497484,61.95,1,,Held
1509453185,terabox,"Flextech, Inc.",Seven Tu,283780.140148181,231765.89670218152,52014.243445999455,18.33,2,INMOBI,,92290.70020722062,75538.76486322061,16751.93534400002,18.15,2,INMOBI,Held
com.Gamnest.CandyRace,Candy Race Launcher,App Central ltd,Beth Taylor-Lowen,282391.1815979879,175934.7835829905,106456.39801499736,37.7,1,,,132263.762377997,80428.15870899743,51835.60366899954,39.19,1,,Held
997362197,InShot iOS,InstaShot,Harper Zhang,280508.1004841797,112972.20646820882,167535.89401597087,59.73,1,,,91097.31304206749,35300.52292608885,55796.79011597864,61.25,1,,Held
1459645446,BeReal iOS,Voodoo,Hadil Salameh,278532.39859023783,214988.41560924833,63543.98298098949,22.81,2,VERVE,,106739.3160820528,99172.77218205277,7566.543900000048,7.09,5,"VERVE, INMOBI, APPLOVIN, BIGO",Lost
com.applabstudios.ai.mail.homescreen.inbox,AI Mail Home,"App Lab Studios, LLC",Kasey Geist,277897.2772710035,147943.37245200604,129953.9048189975,46.76,2,APPODEAL,,85831.44359300066,44276.9459930006,41554.49760000006,48.41,2,APPODEAL,Held
6504279468,APFindDIfference - iOS,Guru Network Limited,Harper Zhang,277820.05988459144,101973.05452662038,175847.00535797104,63.3,1,,,66712.02326799915,20304.404526009457,46407.61874198968,69.56,1,,Held
kidultlovin.word.zen,ZenWord Android,OAKEVER GAMES PTE LTD,Aria Gao,277624.75237893156,240542.8279449334,37081.92443399813,13.36,3,"BIGO, APPODEAL",,66678.24709500425,49070.727043003346,17607.520052000895,26.41,2,APPODEAL,Won
1452227871,Blockudoku IOS,Easybrain Ltd,Dina Eraksan,275591.38230485667,91067.16124384952,184524.22106100712,66.96,1,,,89110.50894393667,50881.41524294353,38229.09370099314,42.9,1,,Held
1163786766,Alarmy - iOS,"Delight Room Co, Ltd",Sunyoung Min,274131.90986634453,172980.8851475123,101151.02471883224,36.9,1,,,89621.56716790627,55790.44475789903,33831.122410007236,37.75,1,,Held
6746465127,細胞保衛戰,ToGather Fun Limited,Harper Zhang,272054.2637499996,71539.20974900163,200515.05400099792,73.7,1,,,64100.54712200094,22670.39282200016,41430.15430000078,64.63,1,,Held
com.macrovideo.v380pro,V380 Pro,"Guangzhou Hongshi information Technology Co., Ltd.",Ronald Long,271224.7944179456,4506.114582999859,266718.67983494577,98.34,1,,,92786.0059289803,1439.1000260000365,91346.90590298027,98.45,1,,Held
388627783,扫描全能王-iOS,"Shanghai Linguan Data Co., Ltd.",Seven Tu,268027.9940009648,29410.66825897519,238617.3257419896,89.03,1,,,93400.49891800356,10227.833513000964,83172.6654050026,89.05,1,,Held
329218549,Chess - Play & Learn,Chesscom LLC,Lisa Tolentino,266831.7757779958,5203.74890299706,261628.0268749988,98.05,1,,,119046.00695400064,784.7544260001092,118261.25252800054,99.34,1,,Held
1491074310,Tetris® iOS,PlayStudios,Natalie Kenyon,266780.12291693647,55092.823459948064,211687.2994569884,79.35,1,,,74759.90889297343,14715.66638899688,60044.24250397655,80.32,1,,Held
academy.gocrypto.trading,Gocrypto,Clickfun Limited,Kseniia Fesenko,266753.46757498826,16667.38944399897,250086.07813098928,93.75,1,,,120796.21776999604,7957.471535999798,112838.74623399624,93.41,1,,Held
1502193377,トリマ-移動するだけでポイントが貯まる,GeoTechnologies Inc.,Nam Trinh,266614.3120899757,178436.69430803598,88177.61778193971,33.07,1,,,108071.69841699697,80613.27929799471,27458.419119002232,25.41,2,INMOBI,Lost
498477945,Moovit iOS,MOOVIT APP GLOBAL LTD,Beth Taylor-Lowen,266602.20709378005,132962.94370288722,133639.26339089283,50.13,1,,,80270.90291099944,42761.28507299195,37509.61783800749,46.73,1,,Held
com.miui.msa.global,com.miui.msa.global,Xiaomi Group,Sunton Sun,265566.58405489364,210685.76983089565,54880.814223998015,20.67,2,XIAOMI,,65157.07774743042,53746.0010804303,11411.07666700012,17.51,2,XIAOMI,Held
com.robtopx.geometryjumplite,Geometry Dash Lite Android,RobTop Games AB,Tori Edwards,263458.50211307924,103466.553240004,159991.94887307525,60.73,1,,,94785.1705509846,35898.40634599928,58886.76420498532,62.13,1,,Held
6475168012,Sticker GO!,Ganko srl,Hadil Salameh,262673.19461805286,27743.481419999833,234929.71319805304,89.44,1,,,94210.20036801012,3233.7455970000124,90976.45477101012,96.57,1,,Held
com.gogo.launcher,com.gogo.launcher,Xiaomi Group,Sunton Sun,259630.94042801147,102846.0737146394,156784.8667133721,60.39,1,,,74449.98921732811,25811.841862142388,48638.14735518573,65.33,1,,Held
1197354394,Daily Themed Crossword - A Fun crossword iOS,Playsimple Games,Rutvij Jadav,257389.0189504167,133234.94964845089,124154.06930196584,48.24,1,,,77091.65966503172,39207.322906033725,37884.336758998,49.14,1,,Held
1095569891,Wordle!,Lion Studios,Matthew Hong,255155.7246680792,68464.74707710577,186690.97759097343,73.17,1,,,70439.09720699624,18008.392503007377,52430.70470398887,74.43,1,,Held
512939461,Subway Surfers (Non-COPPA),SYBO Games,Louis Wallworth,248633.96478896093,158504.11995496388,90129.84483399706,36.25,1,,,74374.95891998435,47146.840928984806,27228.117990999544,36.61,1,,Held
6505095234,Car Jam - Escape Puzzle,Fodream Limited,Harper Zhang,247109.8765882936,63449.97887829998,183659.8977099936,74.32,1,,,67846.64659698102,19199.285595994403,48647.36100098662,71.7,1,,Held
com.resultadosfutbol.mobile,BeSoccer,BeSoccer,Louis Wallworth,247101.93736787493,15584.09175100134,231517.8456168736,93.69,1,,,98754.93170895868,3318.313998000336,95436.61771095834,96.64,1,,Held
1644847077,MusicX Pro,Mobiletech Software SRL,Hadil Salameh,246197.8445840521,12814.823822047376,233383.02076200471,94.79,1,,,75866.81544997495,3566.025850000294,72300.78959997465,95.3,1,,Held
1452992954,Nonogram IOS,Easybrain Ltd,Dina Eraksan,244149.83418755143,128104.83006464994,116045.0041229015,47.53,1,,,79165.1314709379,39240.8174619489,39924.314008989,50.43,1,,Held
com.samsung.android.app.spage,Samsung News,Samsung Electronics,Jack Dove,242175.27715900092,91686.70195999955,150488.57519900135,62.14,1,,,139947.67160900062,27362.376952000173,112585.29465700044,80.45,1,,Held
6756913359,Brick Blast iOS,Easybrain Ltd,Dina Eraksan,242018.96015955752,109029.12474367044,132989.83541588706,54.95,1,,,69369.55064292304,31479.003213934495,37890.547428988546,54.62,1,,Held
1619030760,zeta iOS,Scatterlab,Soojin Moon,237728.60728414764,77404.4058182163,160324.20146593134,67.44,1,,,109718.64993304636,31911.134599078818,77807.51533396756,70.92,1,,Held
com.audiomack,Audiomack | Download New Music,Audiomack Inc.,Lisa Tolentino,236809.0607290282,140813.0604560249,95996.0002730033,40.54,1,,,100423.36901396228,68295.49288297437,32127.876130987923,31.99,1,,Held
com.loomgames.pixelflow,Pixel Flow!,Loom Games Oyun Yazilim ve Pazarlam,Dina Eraksan,236658.7633470011,168397.29301000136,68261.47033699974,28.84,2,INNERACTIVE_DIRECT,,81238.55074000018,60477.214918000194,20761.33582199999,25.56,2,APPODEAL,Held
366247306,▻Sudoku,"PeopleFun, Inc.",Matthew Hong,233814.90083841284,114012.99052249508,119801.91031591776,51.24,1,,,62280.58037808082,27632.148418085697,34648.43195999513,55.63,1,,Held
1466197423,QBlock iOS,OAKEVER GAMES PTE LTD,Aria Gao,233633.26361437183,165430.87879544354,68202.38481892832,29.19,1,,,58063.4109021208,41417.87898011845,16645.53192200235,28.67,1,,Held
com.free.vpn.super.hotspot.open,VPN - Super Unlimited Proxy,Super Unlimited Inc.,Jack Dove,232710.8700609815,82713.24801300172,149997.6220479798,64.46,1,,,74643.81488600059,35819.30189800008,38824.512988000504,52.01,1,,Held
com.instabridge.android,Instabridge,Instabridge Sweden AB,Dina Eraksan,231494.71634827048,10131.761066000992,221362.95528226948,95.62,1,,,74253.16030902482,2840.0976820000574,71413.06262702477,96.18,1,,Held
com.justplay.app,JustPlay,Soft Baked Apps,-,227610.6028059992,94649.47610199972,132961.1267039995,58.42,1,,,71725.88565899996,24811.938521999968,46913.947137,65.41,1,,Held
6474133872,Find Hidden Objects - Spot It!,Yolo Oyun Yazılım ve Pazarlama AS,Dina Eraksan,227089.59581019444,120591.61274627232,106497.9830639221,46.9,1,,,59320.17208906275,31247.647410061483,28072.52467900126,47.32,1,,Held
1355464544,Tubidy Fm Radio Music Player,Mobiletech Software SRL,Hadil Salameh,225989.80690098464,11682.392275067608,214307.41462591704,94.83,1,,,71347.37927297724,3167.026743001396,68180.35252997585,95.56,1,,Held
6499293031,Screw Sort Puzzle,ToGather Fun Limited,Harper Zhang,225914.76955200013,40783.925499000696,185130.84405299943,81.95,1,,,79192.19209400138,12918.345997999935,66273.84609600145,83.69,1,,Held
1486214495,Brain Test: Tricky Puzzles,Unico Studio LLC,Tori Edwards,225760.82319690607,73489.87424493274,152270.94895197332,67.45,1,,,55930.07478599383,19271.643862995505,36658.43092299832,65.54,1,,Held
kjv.bible.kingjamesbible,KJV Android,OAKEVER GAMES PTE LTD,Aria Gao,224903.47081842183,171239.79676342098,53663.67405500085,23.86,3,"INNERACTIVE_DIRECT, INMOBI",,66318.89753202166,48464.587114021546,17854.310418000106,26.92,3,"INMOBI, INNERACTIVE_DIRECT",Held
com.peoplefun.wordcross,Wordscapes GP,"PeopleFun, Inc.",Matthew Hong,223316.6767409293,121241.56022194236,102075.11651898696,45.71,1,,,71261.6030890785,38711.419298078465,32550.18379100004,45.68,1,,Held
6480174499,TDS - Tower Destiny Survive,Saygames LTD,Beth Taylor-Lowen,222993.70591040008,69598.78257042282,153394.92333997725,68.79,1,,,55266.88390303186,19948.472578032535,35318.41132499933,63.91,1,,Held
479280326,Brainium Solitaire iOS,Brainium Studios,Natalie Kenyon,222602.3687893276,96364.84298936822,126237.5257999594,56.71,1,,,71606.00639303144,32164.552629035432,39441.453763996,55.08,1,,Held
premium.gotube.adblock.utube,GoTube,GoTube Studio,Soojin Moon,222214.67393806297,42551.21482100225,179663.45911706073,80.85,1,,,64637.01069100447,10411.075042000848,54225.93564900362,83.89,1,,Held
1445472541,iOS - Pi Network,Social Chain Inc.,Jack Dove,221511.0758680008,154729.6262900004,66781.44957800039,30.15,1,,,68501.27810200008,46754.11939000004,21747.15871200004,31.75,1,,Held
com.miui.cleaner,com.miui.cleaner,Xiaomi Group,Sunton Sun,221305.20001909672,170260.41101408473,51044.789005012,23.07,2,XIAOMI,,57867.82493600544,46071.09833400726,11796.726601998178,20.39,2,XIAOMI,Held
6741703805,Mahjong Match Daily ios,Big Cake Group Limited,Aria Gao,220734.6960491317,132170.32324414098,88564.37280499068,40.12,1,,,57428.30134599653,30293.89144199758,27134.40990399895,47.25,1,,Held
com.enzo.paulo,Seekee - Ai Search & Assistant,"SEEKEEHORIZON TECHNOLOGY (HK) CO,",Seven Tu,220329.18888299985,55806.19514999941,164522.99373300045,74.67,1,,,73723.8644560019,17815.04244800012,55908.82200800178,75.84,1,,Held
io.voodoo.paper2,Paper.io 2,Voodoo,Hadil Salameh,220116.81086142227,131634.1149434242,88482.69591799806,40.2,1,,,73537.70722726131,41745.39787926399,31792.309347997325,43.23,1,,Held
com.sofascore.results,Sofascore android,Sofa IT doo,Dumitru Cazacu,217688.43233703723,41922.26806398202,175766.1642730552,80.74,1,,,91833.69372798911,11564.250103003082,80269.44362498604,87.41,1,,Held
1550945606,Soccer Super Star,Gamegou,Ronald Long,217342.77818203083,120401.9092260839,96940.86895594692,44.6,1,,,77668.10569712073,44698.62002012642,32969.48567699431,42.45,1,,Held
free.tube.premium.advanced.tuber,Pure Tuber,individual,Ronald Long,216736.4663821899,58412.22844926518,158324.2379329247,73.05,1,,,59419.578092976495,14560.08094897866,44859.49714399783,75.5,1,,Held
1025707485,Master iOS,INNOVATIVE CONNECTING PTE.LIMITED,Harper Zhang,216518.5520509867,37616.75597200099,178901.79607898576,82.63,1,,,73304.85274001694,11729.658131000037,61575.1946090169,84.0,1,,Held
com.badoo.mobile,Badoo - Free Chat & Dating App,Badoo,Beth Taylor-Lowen,214890.21887096856,13132.697819999248,201757.5210509693,93.89,1,,,80682.72750300633,3134.568886999998,77548.15861600633,96.11,1,,Held
357218860,kik ios,MediaLab,Lisa Tolentino,213591.99624204083,76461.86420413686,137130.13203790397,64.2,1,,,62675.8196780278,23815.941436023902,38859.8782420039,62.0,1,,Held
com.flightradar24free,Flightradar24 Flight Tracker,Flightradar24 AB,Hadil Salameh,213589.1030800067,1857.5356710001715,211731.56740900653,99.13,1,,,75395.24541998754,700.6946789999884,74694.55074098754,99.07,1,,Held
com.android.thememanager,com.android.thememanager,Xiaomi Group,Sunton Sun,213527.50896828505,167903.62025923343,45623.88870905164,21.37,2,XIAOMI,,60438.11569801306,44262.85125402116,16175.2644439919,26.76,2,XIAOMI,Held
ai.socialapps.speakmaster,Poly.AI Android,Poly.AI Android,Seven Tu,212865.41102701015,186059.229145009,26806.18188200115,12.59,3,"INNERACTIVE_DIRECT, BIGO",,0.0,0.0,0.0,0.0,1,,Won
393048976,Teamsnap,Teamsnap,Alex Moore,210045.5550029992,114934.74466799416,95110.81033500504,45.28,1,,,62035.60600300014,24780.007153999886,37255.59884900026,60.06,1,,Held
com.hotmini.drama.hot,HotMiniDrama,Chengdu Xishangmeishu technology Co,Aria Gao,208565.1356659985,79157.36192099925,129407.77374499924,62.05,1,,,75300.30057399983,25441.630538000092,49858.67003599974,66.21,1,,Held
6751222488,Order Crazy,ToGather Fun Limited,Harper Zhang,208407.55345120776,29042.86145217578,179364.691999032,86.06,1,,,54862.41782596439,12738.565997971818,42123.85182799257,76.78,1,,Held
com.viber.voip,Rakuten Viber,Rakuten Viber,Dumitru Cazacu,206880.12445207415,151832.42187708753,55047.70257498661,26.61,2,DOUBLECLICK,,68418.15636100328,31067.76901400025,37350.38734700303,54.59,1,,Won
514485964,"Text Me! - Free Texting, Messaging and Phone Calls","TextMe, Inc.",Natalie Kenyon,205924.90579198772,120900.1929789977,85024.71281299004,41.29,1,,,64828.41259100045,38548.80658000007,26279.606011000385,40.54,1,,Held
321916506,Words Classic CI iOS,Zynga,Lisa Tolentino,205820.05530093363,57929.02496495794,147891.0303359757,71.85,1,,,56608.66964600059,16294.635761002932,40314.03388499766,71.22,1,,Held
com.camerasideas.instashot,InstaShot Video Editor No Crop,InstaShot,Harper Zhang,203199.41969436267,43280.20659837915,159919.21309598352,78.7,1,,,60207.929756956866,14043.958538966332,46163.97121799053,76.67,1,,Held
6758184735,zhouwu19894325-gmail-com_com-toplinkc-foxexcellent,Yandex Inc.,Kseniia Fesenko,201011.24692801177,6258.963080999927,194752.28384701183,96.89,1,,,137317.3623410038,2806.657748999994,134510.7045920038,97.96,1,,Held
6670430706,dramawave-ios,Skywork AI PTELTD,Ronald Long,201003.7828480213,45250.017606000314,155753.76524202098,77.49,1,,,63714.1767139985,15013.149958999984,48701.026754998515,76.44,1,,Held
wool.match.color.sort.jam.puzzle,Wool Crush,ToGather Fun Limited,Harper Zhang,198985.9159802879,105141.99742430466,93843.91855598324,47.16,1,,,60856.43806627263,34492.20134127252,26364.236725000115,43.32,1,,Held
6743441683,Bubble Bus,Moonee,Tori Edwards,198864.543389958,87636.16716302854,111228.37622692944,55.93,1,,,44435.91361200064,28603.238703997427,15832.674908003217,35.63,1,,Held
1444990764,Bubble Pop! Shoot Bubbles,Bitmango,Sunyoung Min,198348.7326310098,19669.922132000065,178678.81049900973,90.08,1,,,58524.426053999414,4661.669604000001,53862.75644999941,92.03,1,,Held
1600871388,Eatventure_IOS,Lessmore UG (haftungsbeschränkt),Tori Edwards,195911.03736199977,62999.509685000055,132911.5276769997,67.84,1,,,59468.935344,26787.909076999986,32681.026267000016,54.95,1,,Held
1420294918,Wordscapes Search iOS,"PeopleFun, Inc.",Matthew Hong,193827.08138721687,89307.42339724272,104519.65798997416,53.92,1,,,52957.52671299534,21365.74633899579,31591.78037399955,59.65,1,,Held
6740326134,Talkie Lab,SUBSUP PTE. LTD.,Seven Tu,193396.53584500245,113144.36708900184,80252.1687560006,41.5,2,INNERACTIVE_DIRECT,,46723.4926279997,24345.20148399991,22378.291143999788,47.9,1,,Won
1595314851,Lamar iOS,TabTale LTD,Dina Eraksan,191834.66722500193,93092.05524899994,98742.611976002,51.47,1,,,47450.56418700033,22147.60479400003,25302.959393000303,53.32,1,,Held
592331499,BeautyCam - AI Photo Editor iOS,Meitu China,Aria Gao,191309.14670600247,20636.106222038496,170673.04048396397,89.21,1,,,66182.5631299884,7101.856299995188,59080.70682999321,89.27,1,,Held
6751270213,Find object iOS,Guru Network Limited,Harper Zhang,190938.1507952115,64102.365821256215,126835.78497395528,66.43,1,,,58403.034692040295,22905.6181880395,35497.416504000794,60.78,1,,Held
com.aws.android,Weather by WeatherBug (Android),WeatherBug,Lisa Tolentino,190158.45051199876,175961.36441999875,14197.08609200002,7.47,2,VERVE,,59051.02193899943,54662.05099199943,4388.970947000003,7.43,2,VERVE,Held
one.cryptoguru.cryptotradingacademy,Cryptoguru: Trading Simulator,Sonderads,Kseniia Fesenko,189519.3876479962,35295.690427001704,154223.69722099448,81.38,1,,,65253.702505999274,17794.350226,47459.35227999928,72.73,1,,Held
6444407009,Treasure Masters,Gimica GmbH,Dina Eraksan,189347.905035002,58930.32198300533,130417.58305199668,68.88,1,,,67194.68666699994,20422.6046880005,46772.08197899944,69.61,1,,Held
6738771575,Screw 3D iOS (CD),Mavericks Mobile,Ronald Long,189305.65496129825,70165.35129237347,119140.30366892475,62.94,1,,,57988.6345849662,22420.417185971815,35568.21739899439,61.34,1,,Held
