market_id,ad_format,exchange,category,revenue
com.loomgames.pixelflow,interstitial,INNERACTIVE_DIRECT,Food & Drink,307.74386299999935
solitaire.patience.card.games.klondike.free,interstitial,VUNGLE,Games: Puzzle,307.7157690000047
6504849169,banner,INMOBI,Games,307.4516449999958
puzzle.yarn.fever.unravel.puzzle,interstitial,APPODEAL,Shopping,307.37009299999966
com.studio27.MelonPlayground,interstitial,APPODEAL,Video Players & Editors,307.13567099999995
6742221896,interstitial,INNERACTIVE_DIRECT,Shopping,306.9373249999989
1445472541,interstitial,VUNGLE,Social Networking,306.925893000003
com.ecffri.arrows,interstitial,APPLOVIN,Games: Puzzle,306.8881889999987
com.Gamnest.CandyRace,interstitial,MINTEGRAL,Food & Drink,306.8833640000022
water.sort.puzzle.game.color.sorting.free,interstitial,VUNGLE,Games: Casual,306.7139690000011
com.michatapp.im,interstitial,INMOBI,Travel & Local,306.5237850000014
com.ecffri.arrows,interstitial,IRONSOURCE,Games: Card,305.9318789999978
com.huub.tiger,banner,DOUBLECLICK,Games: Casino,305.8657520000001
6755183085,interstitial,APPLOVIN,Finance,305.5645489999999
com.storymatrix.drama,interstitial,PANGLE,Finance,305.56411300000127
com.Gamnest.CandyRace,interstitial,INNERACTIVE_DIRECT,Maps & Navigation,305.3570860000009
6471572249,native,INMOBI,Sports,304.98905400000035
com.lemon.lvoverseas,interstitial,VUNGLE,Video Players & Editors,304.894195
com.naver.linewebtoon,interstitial,APPODEAL,Health & Fitness,304.2877940000007
jigsaw.puzzle.game.banana,banner,MINTEGRAL,Finance,304.13772299999493
jigsaw.puzzle.game.banana,interstitial,VUNGLE,Games: Puzzle,303.5164209999976
com.miui.msa.global,native,VUNGLE,Games: Casino,302.58440200000103
6471572249,interstitial,ZMATICOO,Games,302.4808800000014
solitaire.patience.card.games.klondike.free,interstitial,INNERACTIVE_DIRECT,Travel & Local,302.3671409999988
1080465358,mrec,MINTEGRAL,Games,302.3200630000008
com.goldendragon.luckyblessing,native,BIGO,Shopping,301.9772749999975
com.ecffri.arrows,interstitial,DOUBLECLICK,Games: Card,301.75943900000266
com.truecaller,interstitial,VERVE,Shopping,301.5914249999995
993090598,banner,DOUBLECLICK,Games,301.1671979999895
com.netshort.abroad,interstitial,INMOBI,Games: Board,300.96300900000006
video.downloader.videodownloader,interstitial,VUNGLE,Travel & Local,300.57749099999944
com.Gamnest.CandyRace,interstitial,INMOBI,Entertainment,300.47499899999644
com.callapp.contacts,mrec,A9TAM,Social,300.42509000001655
ball.sort.puzzle.color.sorting.bubble.games,native,INNERACTIVE_DIRECT,Social,300.28696499999984
6451208928,banner,APPODEAL,Social Networking,300.2018409999995
com.miui.msa.global,native,MINTEGRAL,Business,300.0180159999982
6747875092,banner,APPODEAL,Shopping,299.81692299999963
com.vincentb.MobControl,interstitial,APPLOVIN,Games: Card,299.63322700000185
com.studio27.MelonPlayground,interstitial,APPODEAL,Games: Puzzle,299.4422569999993
com.sled.surfers.game,interstitial,INNERACTIVE_DIRECT,Entertainment,299.14331700000054
sorting.games.goods.sort.triple.match3d.puzzle.stuff,interstitial,INMOBI,Games: Board,299.04724000000084
com.studio27.MelonPlayground,interstitial,VUNGLE,Games: Casino,299.0370410000009
295646461,interstitial,APPODEAL,Health & Fitness,298.9495550000001
1498889847,banner,APPLOVIN,Finance,298.7356240000032
com.studio27.MelonPlayground,interstitial,BIGO,Games: Casino,298.61818500000044
com.lemon.lvoverseas,interstitial,PANGLE,Shopping,298.3995730000011
free.vpn.unblock.proxy.turbovpn,interstitial,VUNGLE,Games: Casual,298.31133899998406
6759763476,interstitial,VUNGLE,Health & Fitness,298.2056689999974
com.miui.global.packageinstaller,native,VUNGLE,Games: Adventure,298.16055
com.lemon.lvoverseas,interstitial,MINTEGRAL,Travel & Local,298.1564679999992
com.truecaller,mrec,VERVE,Games: Casual,298.04238599999667
com.naver.linewebtoon,interstitial,APPODEAL,Travel & Local,297.86810200000116
1212951043,interstitial,VERVE,Finance,297.6792559999988
512939461,interstitial,IRONSOURCE,Social Networking,297.57064300000405
1445472541,interstitial,VUNGLE,Entertainment,297.55925199999973
com.ludo.king,interstitial,MINTEGRAL,Entertainment,297.53315400000224
com.miui.global.packageinstaller,native,XIAOMI,Travel & Local,297.52901499999996
jigsaw.puzzle.game.banana,native,INMOBI,Social,296.76086800001127
com.Gamnest.CandyRace,interstitial,MINTEGRAL,Travel & Local,296.6980569999987
6471572249,banner,ZMATICOO,Sports,296.54978899999526
319881193,native,INNERACTIVE_DIRECT,Lifestyle,296.49315099999706
1544750895,banner,UNITY,Lifestyle,296.19698399999726
com.domobile.applockwatcher,interstitial,INMOBI,Sports,296.1133060000013
1589762792,interstitial,IRONSOURCE,Finance,295.91284599999807
1544750895,interstitial,APPODEAL,Photo & Video,295.70514700000047
6478063606,banner,APPODEAL,Games,295.6919909999945
1420058690,interstitial,MINTEGRAL,Games,295.55069200000025
com.fc.goods.sort.matching.puzzle.triplemaster,native,INMOBI,Games: Card,295.52168300002376
1420058690,interstitial,APPLOVIN,Games,294.97593600000005
com.callapp.contacts,interstitial,INMOBI,Games: Casino,294.7096089999997
1080465358,interstitial,APPLOVIN,Social Networking,294.50921800000054
com.storymatrix.drama,interstitial,VUNGLE,Maps & Navigation,294.24927699999785
512939461,interstitial,INMOBI,Food & Drink,293.89192699999916
1589762792,native,MINTEGRAL,Games,293.86795600000204
6751056652,interstitial,INMOBI,Travel,293.62176499999936
com.miniclip.carrom,native,VUNGLE,Games: Card,293.4853329999943
com.studio27.MelonPlayground,interstitial,VUNGLE,Business,293.4424009999995
com.fc.goods.sort.matching.puzzle.triplemaster,interstitial,INNERACTIVE_DIRECT,Games: Casual,293.2173180000006
921765888,interstitial,APPODEAL,Games,293.20318199999895
6759763476,banner,INNERACTIVE_DIRECT,Games,292.9695830000095
com.UCMobile.intl,interstitial,PANGLE,Games: Casino,292.63451100000407
6747875092,banner,A9TAM,Finance,292.52989099999894
319881193,banner,INMOBI,Entertainment,292.5003009999942
1498889847,native,INNERACTIVE_DIRECT,Entertainment,292.3751169999921
319881193,native,INMOBI,Utilities,292.31578099999876
840919914,interstitial,CHARTBOOST,Games,291.87254000000206
281940292,banner,NIMBUS,Shopping,291.77295999999905
com.dubox.drive,interstitial,MINTEGRAL,Travel & Local,291.75917599999957
com.naver.linewebtoon,interstitial,INMOBI,Social,291.59892899999863
993090598,interstitial,MINTEGRAL,Games,291.55371399999797
video.downloader.videodownloader,interstitial,MINTEGRAL,Video Players & Editors,291.3238419999992
1420058690,interstitial,VUNGLE,Finance,291.3050549999964
com.particlenews.newsbreak,native,DOUBLECLICK,Games: Board,291.2509770000013
295646461,banner,VUNGLE,Productivity,290.83771500000034
6504849169,interstitial,VUNGLE,Food & Drink,290.6768459999983
com.xiaomi.mipicks,native,XIAOMI,Business,290.29830300000106
319881193,mrec,APPODEAL,Sports,290.0477939999971
921765888,interstitial,NIMBUS,Entertainment,289.5947600000074
com.callapp.contacts,interstitial,MINTEGRAL,Games: Casual,289.59379200000507
1407852246,native,INMOBI,Lifestyle,289.47203800001114
com.miniclip.carrom,interstitial,DOUBLECLICK,Entertainment,289.1799709999841
319881193,banner,VERVE,Social Networking,288.2096379999998
com.naver.linewebtoon,interstitial,INMOBI,Business,288.0667920000004
com.Gamnest.CandyRace,interstitial,VUNGLE,Business,287.9960080000004
1212951043,banner,APPLOVIN,Games,287.92387699999557
com.loomgames.pixelflow,interstitial,INNERACTIVE_DIRECT,Games: Puzzle,287.8269920000015
com.netshort.abroad,interstitial,MINTEGRAL,Games: Card,287.2782209999993
com.truecaller,native,VERVE,Business,286.88172199999985
com.ludo.king,interstitial,VUNGLE,Games: Casino,286.4944149999996
com.storymatrix.drama,interstitial,DOUBLECLICK,Shopping,286.4901809999983
com.weaver.app.prod,interstitial,INNERACTIVE_DIRECT,Food & Drink,286.2476649999987
319881193,native,VERVE,Entertainment,285.9953479999986
1342112505,interstitial,VUNGLE,Photo & Video,285.95923399999975
com.studio27.MelonPlayground,interstitial,APPODEAL,Games: Casino,285.387770999999
1498889847,interstitial,DOUBLECLICK,Finance,285.31872600000446
com.easybrain.sudoku.android,interstitial,INNERACTIVE_DIRECT,Games: Casual,285.25615100000147
com.truecaller,native,INNERACTIVE_DIRECT,Games: Card,285.22344700000355
com.michatapp.im,interstitial,INMOBI,Finance,285.1208089999895
ball.sort.puzzle.color.sorting.bubble.games,banner,MINTEGRAL,Finance,284.9341019999945
319881193,banner,VUNGLE,Sports,284.9075729999991
com.pixel.art.coloring.color.number,native,INNERACTIVE_DIRECT,Sports,284.7382359999996
6451208928,banner,INNERACTIVE_DIRECT,Games,284.49196100000165
com.loomgames.pixelflow,interstitial,INMOBI,Games: Casino,284.4362030000006
com.playit.videoplayer,banner,DOUBLECLICK,Finance,284.240827000001
com.miui.global.packageinstaller,native,XIAOMI,Video Players & Editors,284.12925000000115
1624606445,interstitial,INNERACTIVE_DIRECT,Shopping,284.10882800000087
videoplayer.videodownloader.downloader,native,BIGO,Games: Casino,284.0765000000008
com.Gamnest.CandyRace,interstitial,MINTEGRAL,Games: Action,284.0226000000016
921765888,native,VUNGLE,Entertainment,283.50344900001005
6451208928,banner,INNERACTIVE_DIRECT,Finance,283.2036579999969
1212951043,native,INMOBI,Finance,282.96287200000006
com.loomgames.pixelflow,interstitial,VUNGLE,Games: Card,282.51866599999977
com.weaver.app.prod,interstitial,MINTEGRAL,Games: Casual,282.3626350000051
1544750895,banner,IRONSOURCE,Productivity,282.24378000003924
com.domobile.applockwatcher,interstitial,APPODEAL,Social,282.02629799999903
1624606445,banner,MINTEGRAL,Social Networking,281.55694999999776
281940292,native,VERVE,Education,281.5205249999983
com.UCMobile.intl,interstitial,MINTEGRAL,Games: Board,281.46590499999536
com.naver.linewebtoon,banner,CRITEO,Games: Adventure,281.41657099998463
com.callapp.contacts,banner,A9TAM,Business,281.3148780000041
com.pixel.art.coloring.color.number,native,INNERACTIVE_DIRECT,Business,281.25038999999515
com.hotmini.drama.hot,interstitial,TAURUSX,Social,281.2252789999996
6451208928,interstitial,UNITY,Productivity,280.9961530000004
1407852246,banner,APPLOVIN,Shopping,280.9728449999868
1562817072,interstitial,APPODEAL,Photo & Video,280.67455600000045
com.pixel.art.coloring.color.number,interstitial,INMOBI,Entertainment,280.6153140000003
1544750895,interstitial,IRONSOURCE,Food & Drink,280.12612000000087
com.hotmini.drama.hot,interstitial,INNERACTIVE_DIRECT,Business,279.9584289999995
1407852246,banner,INMOBI,Finance,279.9480339999985
1420058690,native,BIGO,Games,279.35280799999435
1357464684,interstitial,VUNGLE,Entertainment,279.17293400000085
sorting.games.goods.sort.triple.match3d.puzzle.stuff,interstitial,INMOBI,Games: Card,278.6654280000026
651510680,interstitial,MINTEGRAL,Games,278.5786640000002
com.fc.goods.sort.matching.puzzle.triplemaster,interstitial,INNERACTIVE_DIRECT,Games: Board,278.455205000001
1459645446,mrec,VERVE,Entertainment,278.20969900000256
498477945,interstitial,INNERACTIVE_DIRECT,Shopping,278.1886190000084
com.easybrain.sudoku.android,native,INNERACTIVE_DIRECT,Games: Board,278.18431000000214
1544750895,interstitial,KONTEXT,Lifestyle,278.1199059999959
993090598,banner,INNERACTIVE_DIRECT,Finance,278.03634399999754
com.netshort.abroad,interstitial,DOUBLECLICK,Sports,277.99742600000206
319881193,mrec,VERVE,Finance,277.81175099999723
319881193,interstitial,INMOBI,Food & Drink,277.53314200000324
com.lemon.lvoverseas,interstitial,PANGLE,Maps & Navigation,277.0742039999994
com.truecaller,native,VERVE,Travel & Local,276.9139340000053
1342112505,banner,INMOBI,Games,276.37572700000845
com.studio27.MelonPlayground,interstitial,APPODEAL,Business,276.35103999999984
1544750895,banner,INNERACTIVE_DIRECT,Finance,275.66724799999605
jp.naver.linemanga.android,interstitial,INNERACTIVE_DIRECT,News & Magazines,275.64298499999984
1407852246,interstitial,VUNGLE,Social Networking,275.2519570000019
com.callapp.contacts,native,INMOBI,Communication,275.22514199999677
com.miui.msa.global,native,VUNGLE,Education,274.8849249999995
ball.sort.puzzle.color.sorting.bubble.games,interstitial,MINTEGRAL,Games: Casual,274.67668199999684
1459645446,mrec,VERVE,Shopping,274.5952949999954
512939461,interstitial,APPODEAL,Shopping,274.4847919999999
6754558455,banner,APPLOVIN,Entertainment,274.3338549999856
com.Gamnest.CandyRace,interstitial,VUNGLE,Communication,274.09993799999836
com.pixel.art.coloring.color.number,banner,APPODEAL,Finance,273.9681349999969
com.miui.player,interstitial,XIAOMI,Games: Puzzle,273.7765179999915
videoplayer.videodownloader.downloader,interstitial,VUNGLE,Business,273.7549239999995
com.dubox.drive,mrec,ZMATICOO,Business,273.74874899998196
com.lemon.lvoverseas,interstitial,PANGLE,Games: Casual,273.7321860000002
videoplayer.videodownloader.downloader,interstitial,VUNGLE,Travel & Local,273.70012900000046
512939461,interstitial,UNITY,Food & Drink,273.5504119999996
1498889847,native,DOUBLECLICK,Social Networking,273.2802749999948
com.fc.goods.sort.matching.puzzle.triplemaster,interstitial,PANGLE,Social,273.24843399999986
water.sort.puzzle.game.color.sorting.free,interstitial,VUNGLE,Entertainment,272.905627000002
com.callapp.contacts,interstitial,APPODEAL,Shopping,272.6321039999971
6471572249,banner,APPODEAL,Finance,272.539995999998
com.dubox.drive,interstitial,VUNGLE,Video Players & Editors,272.4094449999976
video.downloader.videodownloader,interstitial,VUNGLE,Video Players & Editors,272.35575800000083
com.pixel.art.coloring.color.number,interstitial,INMOBI,Games: Casual,272.1561850000003
1544750895,banner,IRONSOURCE,Finance,271.97463800000276
651510680,interstitial,INNERACTIVE_DIRECT,Finance,271.7603140000014
1589762792,interstitial,DOUBLECLICK,Finance,271.2759590000004
6742221896,interstitial,INNERACTIVE_DIRECT,Photo & Video,271.20384100000183
com.truecaller,mrec,INNERACTIVE_DIRECT,Finance,271.103982000009
1498889847,native,INMOBI,Finance,271.0653299999995
1407852246,interstitial,IRONSOURCE,Finance,270.78067400000197
com.miui.player,interstitial,XIAOMI,Business,270.71815399999906
com.Hadiz.Holeucaneat,interstitial,BIGO,Shopping,270.6332689999979
6446005634,interstitial,BIGO,Entertainment,270.51784199999986
319881193,native,APPODEAL,Entertainment,270.3657270000004
840919914,interstitial,IRONSOURCE,Finance,270.1915249999994
com.dubox.drive,interstitial,ZMATICOO,Education,270.09706700001743
com.domobile.applockwatcher,mrec,A9TAM,Social,270.0492659999966
1445472541,interstitial,MINTEGRAL,Finance,269.44036300000107
1459645446,native,BIGO,Entertainment,268.86092299999905
1624606445,banner,UNITY,Shopping,268.5433199999926
6451208928,interstitial,MINTEGRAL,Games,268.3125050000005
6451208928,native,VUNGLE,Shopping,268.27321400000073
6754384144,interstitial,VUNGLE,Health & Fitness,268.2622100000006
ball.sort.puzzle.color.sorting.bubble.games,native,VERVE,Games: Word,267.67588399999806
com.ecffri.arrows,interstitial,INMOBI,Sports,267.5342460000002
6754384144,interstitial,UNITY,Social Networking,267.45581100000066
6504849169,banner,DOUBLECLICK,Games,267.3876099999982
319881193,banner,APPODEAL,Travel,267.3376400000015
com.loomgames.pixelflow,interstitial,INMOBI,Finance,266.970212000001
com.weaver.app.prod,interstitial,INNERACTIVE_DIRECT,Games: Casual,266.81401899999975
puzzle.yarn.fever.unravel.puzzle,interstitial,MINTEGRAL,Social,266.65248199999996
com.studio27.MelonPlayground,interstitial,VUNGLE,Entertainment,266.5218119999981
6471572249,interstitial,APPODEAL,Sports,266.4108579999988
1498889847,interstitial,DOUBLECLICK,Games,266.1818450000027
com.weaver.app.prod,interstitial,VUNGLE,Games: Casino,266.08078500000767
com.hotmini.drama.hot,interstitial,TAURUSX,Entertainment,265.5202490000003
com.UCMobile.intl,interstitial,APPLOVIN,Shopping,265.4451879999979
com.truecaller,native,INNERACTIVE_DIRECT,Food & Drink,265.2784249999994
com.domobile.applockwatcher,interstitial,MINTEGRAL,Business,264.43758099999997
com.sled.surfers.game,interstitial,BIGO,Games: Casino,263.74645500000383
1445472541,interstitial,APPODEAL,Entertainment,263.6806839999998
com.studio27.MelonPlayground,interstitial,BIGO,Games: Board,263.55732100000057
6478063606,banner,MINTEGRAL,Games,263.0480570000009
com.huub.tiger,native,DOUBLECLICK,Education,262.55497600000075
com.michatapp.im,interstitial,INMOBI,Games: Casual,262.25993600000083
840919914,banner,UNITY,Sports,262.04681100000056
com.playit.videoplayer,interstitial,VERVE,Travel & Local,261.9422440000066
com.weaver.app.prod,interstitial,INNERACTIVE_DIRECT,Games: Casino,261.8846020000007
ball.sort.puzzle.color.sorting.bubble.games,interstitial,VUNGLE,Games: Puzzle,261.86052700000255
com.domobile.applockwatcher,mrec,A9TAM,Finance,261.62841400000275
6451208928,interstitial,UNITY,Travel,261.49095300000016
com.ecffri.arrows,interstitial,MINTEGRAL,Games: Casino,261.48722900000007
solitaire.patience.card.games.klondike.free,interstitial,INNERACTIVE_DIRECT,Games: Board,261.43433899999985
993090598,native,INMOBI,Finance,261.23166199999787
1212951043,interstitial,INNERACTIVE_DIRECT,Games,261.093012999999
free.vpn.unblock.proxy.turbovpn,interstitial,INMOBI,Games: Card,260.9767049999999
993090598,banner,APPLOVIN,Social Networking,260.7662909999958
1459645446,mrec,VUNGLE,Social Networking,260.4375539999893
sorting.games.goods.sort.triple.match3d.puzzle.stuff,interstitial,INNERACTIVE_DIRECT,Games: Casual,260.4076110000011
com.Gamnest.CandyRace,interstitial,VUNGLE,Sports,260.00563900000077
6471572249,banner,UNITY,Finance,259.89644900000087
6754384144,interstitial,UNITY,Sports,259.7921630000008
com.callapp.contacts,interstitial,VUNGLE,Travel & Local,259.4055240000003
395979574,interstitial,INNERACTIVE_DIRECT,Finance,259.26689299999805
sorting.games.goods.sort.triple.match3d.puzzle.stuff,interstitial,VUNGLE,Entertainment,258.96222100000205
993090598,interstitial,VUNGLE,Shopping,258.6766859999987
com.easybrain.sudoku.android,interstitial,MINTEGRAL,Social,258.6036430000001
1212951043,native,INMOBI,Lifestyle,258.2059280000012
com.truecaller,banner,A9TAM,Travel & Local,258.0641519999947
6754558455,interstitial,INNERACTIVE_DIRECT,Photo & Video,258.0345979999999
com.lemon.lvoverseas,native,DOUBLECLICK,Sports,257.9808529999836
com.studio27.MelonPlayground,interstitial,INMOBI,Business,257.91756500000014
com.truecaller,mrec,CRITEO,Finance,257.7087670000209
com.dubox.drive,interstitial,MINTEGRAL,Business,257.4744869999992
com.pixel.art.coloring.color.number,interstitial,VUNGLE,Games: Adventure,257.3131240000001
com.Hadiz.Holeucaneat,interstitial,VUNGLE,Games: Action,257.07811599999934
com.ecffri.arrows,interstitial,INMOBI,Travel & Local,257.038728999998
com.dubox.drive,interstitial,VUNGLE,Games: Puzzle,256.91397199999653
319881193,banner,INMOBI,Social Networking,256.8232480000008
com.sec.android.app.samsungapps,interstitial,SAMSUNG,Sports,256.6011380000025
498477945,interstitial,INNERACTIVE_DIRECT,Photo & Video,256.5938960000012
com.callapp.contacts,banner,INMOBI,Social,256.5295829999995
1509453185,banner,VERVE,Games,256.48369200000076
com.sec.android.app.samsungapps,interstitial,VUNGLE,Games: Card,256.40811799999994
6471572249,native,BIGO,Sports,256.16117200000025
puzzle.yarn.fever.unravel.puzzle,interstitial,INMOBI,Social,256.1358069999985
1407852246,native,VERVE,Shopping,256.12022900000346
ball.sort.puzzle.color.sorting.bubble.games,interstitial,PANGLE,Social,255.55359599999963
com.sled.surfers.game,interstitial,MINTEGRAL,Entertainment,255.23788100000306
com.naver.linewebtoon,interstitial,INMOBI,Games: Puzzle,255.18066700000043
com.dubox.drive,interstitial,ZMATICOO,Games: Strategy,255.1233149999997
ball.sort.puzzle.color.sorting.bubble.games,interstitial,MINTEGRAL,Business,254.83695900000043
sorting.games.goods.sort.triple.match3d.puzzle.stuff,interstitial,MINTEGRAL,Finance,254.8358460000001
6465991018,interstitial,VUNGLE,Shopping,254.8209830000001
6478063606,interstitial,VUNGLE,Photo & Video,254.73312499999957
1502447854,banner,A9TAM,Games,254.7151340000059
video.downloader.videodownloader,interstitial,PANGLE,Social,254.49363600000106
com.Hadiz.Holeucaneat,interstitial,APPODEAL,Games: Casual,254.39241700000014
6471572249,interstitial,APPODEAL,Shopping,254.24424200000044
281940292,interstitial,VERVE,Education,254.01045200000002
com.truecaller,native,INMOBI,Shopping,253.8334839999986
com.mobilityware.spider,interstitial,INNERACTIVE_DIRECT,Finance,253.3125990000007
com.miui.global.packageinstaller,native,VUNGLE,Video Players & Editors,253.27502599999934
921765888,interstitial,UNITY,Productivity,253.0440370000006
6754384144,interstitial,APPLOVIN,Photo & Video,252.96341899999925
com.samsung.android.game.gamehome,native,VUNGLE,Games: Strategy,252.90537300001606
sorting.games.goods.sort.triple.match3d.puzzle.stuff,interstitial,INMOBI,Business,252.84207700000064
com.aws.android,interstitial,VERVE,Games: Strategy,252.76311099999737
com.sled.surfers.game,interstitial,VUNGLE,Games: Strategy,252.11822600000397
videoplayer.videodownloader.downloader,interstitial,VUNGLE,Games: Casual,251.98936899999165
6742221896,banner,MINTEGRAL,Finance,251.89679799999868
com.easybrain.sudoku.android,interstitial,APPODEAL,Games: Board,251.68501900000027
com.dubox.drive,interstitial,APPLOVIN,Entertainment,251.62186400000192
free.vpn.unblock.proxy.turbovpn,interstitial,VUNGLE,Games: Puzzle,251.55658099998243
6478063606,interstitial,VUNGLE,Shopping,251.5241910000009
com.miui.global.packageinstaller,native,XIAOMI,Games: Adventure,251.3975899999884
1544750895,interstitial,INNERACTIVE_DIRECT,Productivity,251.33673199999973
498477945,native,VUNGLE,Shopping,251.22204699998474
6504849169,interstitial,APPODEAL,Photo & Video,250.99569500000007
com.goldendragon.luckyblessing,interstitial,VUNGLE,Shopping,250.8972569999988
com.sled.surfers.game,interstitial,VUNGLE,Travel & Local,250.5312670000012
6465991018,interstitial,INMOBI,Games,250.1048900000002
com.pixel.art.coloring.color.number,banner,APPODEAL,Entertainment,250.07665399999993
video.downloader.videodownloader,interstitial,MINTEGRAL,Food & Drink,249.7579120000004
com.vincentb.MobControl,interstitial,APPODEAL,Games: Adventure,249.58169800000027
651510680,native,INMOBI,Sports,249.5358660000028
com.netshort.abroad,interstitial,VUNGLE,Games: Puzzle,249.52191599999318
281940292,native,INMOBI,Games,249.4497680000025
com.easybrain.sudoku.android,native,VUNGLE,Finance,249.17354900000205
solitaire.patience.card.games.klondike.free,interstitial,INMOBI,Games: Casino,249.10264899999942
com.vincentb.MobControl,interstitial,PANGLE,Social,249.09517600000078
com.hotmini.drama.hot,interstitial,APPODEAL,Games: Casual,249.0781199999989
ball.sort.puzzle.color.sorting.bubble.games,interstitial,INMOBI,Games: Casino,248.82640000000006
solitaire.patience.card.games.klondike.free,interstitial,VUNGLE,Sports,248.75744800000206
com.dubox.drive,interstitial,MINTEGRAL,Games: Board,248.74246699999924
com.truecaller,mrec,ZMATICOO,Business,248.68296699999684
1562817072,interstitial,APPODEAL,Travel,248.63828900000019
com.xiaomi.mipicks,native,VUNGLE,Games: Role Playing,248.31009199999923
395979574,interstitial,APPODEAL,Productivity,248.23255100000105
6747875092,interstitial,VERVE,Finance,247.83827999999968
6471572249,banner,BIGO,Games,247.77529000000027
com.truecaller,mrec,INNERACTIVE_DIRECT,Entertainment,247.75157399999776
com.domobile.applockwatcher,native,INMOBI,Finance,247.71980599999918
com.michatapp.im,interstitial,INMOBI,Sports,247.54807799999986
1357464684,interstitial,APPODEAL,Travel,247.2407339999998
kjv.bible.kingjamesbible,interstitial,VUNGLE,Games: Card,247.17666899999733
6751056652,interstitial,VUNGLE,Productivity,247.1134329999994
kjv.bible.kingjamesbible,interstitial,INNERACTIVE_DIRECT,Games: Casino,247.01340899999968
319881193,banner,VERVE,Utilities,247.010463
com.pixel.art.coloring.color.number,interstitial,INMOBI,Shopping,246.88519900000023
com.studio27.MelonPlayground,interstitial,INMOBI,Games: Casino,246.86226100000007
com.ecffri.arrows,interstitial,UNITY,Games: Casino,246.74328899999932
com.miui.player,native,MINTEGRAL,Social,246.05979000000008
651510680,interstitial,DOUBLECLICK,Finance,246.05786499999894
com.dubox.drive,mrec,INMOBI,Games: Adventure,245.91665600000263
395979574,interstitial,VUNGLE,News,245.9036449999813
com.studio27.MelonPlayground,interstitial,BIGO,Sports,245.3856100000004
sorting.games.goods.sort.triple.match3d.puzzle.stuff,interstitial,UNITY,Games: Board,245.2945040000005
videoplayer.videodownloader.downloader,native,DOUBLECLICK,Shopping,245.1692900000181
1584596271,interstitial,IRONSOURCE,Finance,245.03729899999647
1459645446,native,INMOBI,Entertainment,244.9893030000011
com.miniclip.carrom,banner,INMOBI,Games: Card,244.91315400001955
water.sort.puzzle.game.color.sorting.free,interstitial,INMOBI,Finance,244.9011279999999
651510680,banner,MINTEGRAL,Games,244.8925919999994
ball.sort.puzzle.color.sorting.bubble.games,interstitial,MINTEGRAL,Video Players & Editors,244.8141650000011
1498889847,banner,INNERACTIVE_DIRECT,Finance,244.74978400000435
1407852246,native,INNERACTIVE_DIRECT,Entertainment,244.7494079999963
921765888,interstitial,VUNGLE,Productivity,244.39604200000042
com.ecffri.arrows,interstitial,UNITY,Finance,244.30051200000054
com.callapp.contacts,interstitial,INMOBI,Games: Casual,244.03024299999632
1509453185,native,VERVE,Finance,243.95160300000003
com.sled.surfers.game,interstitial,INMOBI,Business,243.92876299999838
319881193,native,VERVE,Education,243.88808799999944
com.playit.videoplayer,mrec,VERVE,Entertainment,243.7654320000035
1509453185,interstitial,VUNGLE,Food & Drink,243.58566000000187
com.naver.linewebtoon,native,INNERACTIVE_DIRECT,Games: Casino,243.53133199999988
295646461,interstitial,VERVE,Entertainment,243.50620000000032
651510680,interstitial,CHARTBOOST,Games,243.35210799999777
jp.naver.linemanga.android,interstitial,VUNGLE,Social,243.2305779999989
com.naver.linewebtoon,interstitial,APPODEAL,Games: Puzzle,242.9677200000012
1544750895,banner,IRONSOURCE,Entertainment,242.75450199999935
921765888,banner,INNERACTIVE_DIRECT,Finance,242.44022299998906
com.ludo.king,banner,MINTEGRAL,Entertainment,242.40915000000115
498477945,banner,DOUBLECLICK,Travel,242.2468349999897
1445472541,interstitial,VUNGLE,Shopping,242.15401300000195
319881193,interstitial,VERVE,Navigation,242.11424800000012
319881193,banner,VUNGLE,Social Networking,242.0480629999987
com.miui.global.packageinstaller,interstitial,XIAOMI,Food & Drink,242.0417189999999
6478063606,interstitial,INNERACTIVE_DIRECT,Photo & Video,241.90017899999927
com.hotmini.drama.hot,interstitial,APPODEAL,Games: Board,241.6050250000002
com.Gamnest.CandyRace,interstitial,VUNGLE,Games: Casual,241.57027400000035
com.weaver.app.prod,interstitial,INNERACTIVE_DIRECT,Games: Board,241.38078600000102
com.domobile.applockwatcher,native,INMOBI,Communication,241.35504799999293
6444946155,interstitial,UNITY,Photo & Video,241.0986979999991
com.naver.linewebtoon,interstitial,CRITEO,Education,241.08939500001384
com.studio27.MelonPlayground,interstitial,INMOBI,Games: Card,241.0659240000012
com.naver.linewebtoon,native,VUNGLE,Education,240.90614500000262
1502447854,interstitial,INNERACTIVE_DIRECT,Games,240.89731200000037
sorting.games.goods.sort.triple.match3d.puzzle.stuff,interstitial,VUNGLE,Business,240.85219800000004
6755183085,interstitial,INMOBI,Entertainment,240.7503129999995
498477945,banner,VUNGLE,Travel,240.69031300002885
com.naver.linewebtoon,banner,DOUBLECLICK,Business,240.39777399999682
6451208928,banner,APPODEAL,Finance,240.38332300000403
993090598,native,INMOBI,Entertainment,240.13313199999385
1407852246,banner,IRONSOURCE,Entertainment,240.11068699999404
6759763476,interstitial,INMOBI,Entertainment,240.07526500000006
1498889847,interstitial,INMOBI,Lifestyle,240.0289759999992
com.Hadiz.Holeucaneat,interstitial,BIGO,Social,240.02781599999898
