market_id,app_name,account_name,am_name,total_spend_90d,non_vx_spend_90d,vx_spend_90d,vx_spend_pct_90d,vx_rank_90d,exchanges_above_vx_90d,vx_video_spend_90d,vx_video_pct_90d,vx_non_video_spend_90d,vx_non_video_pct_90d,non_vx_video_spend_90d,non_vx_video_pct_90d,non_vx_non_video_spend_90d,non_vx_non_video_pct_90d,vx_video_rank_90d,exchanges_above_vx_video_90d,vx_non_video_rank_90d,exchanges_above_vx_non_video_90d,from_previous_analysis,total_spend_30d,non_vx_spend_30d,vx_spend_30d,vx_spend_pct_30d,vx_rank_30d,exchanges_above_vx_30d,won_or_lost_rank_30d,vx_video_spend_30d,vx_video_pct_30d,vx_non_video_spend_30d,vx_non_video_pct_30d,non_vx_video_spend_30d,non_vx_video_pct_30d,non_vx_non_video_spend_30d,non_vx_non_video_pct_30d,vx_video_rank_30d,exchanges_above_vx_video_30d,vx_non_video_rank_30d,exchanges_above_vx_non_video_30d
6755183085,Yarn Flow,Spyke Games,Dina Eraksan,321039.6019740011,281405.93383600103,39633.66813800006,12.35,3,"APPODEAL, INMOBI",40036.45550000013,100.0,0.0,0.0,282263.17254200066,100.0,0.171119,0.0,3.0,"APPODEAL, INMOBI",-1.0,VX not present,,107594.729471,82514.26445,25080.465021000004,23.31,2,APPODEAL,Won,26028.776238999984,100.0,0.0,0.0,79945.6094950001,100.0,0.0,0.0,2.0,APPODEAL,-1.0,VX not present
com.microsoft.microsoftsolitairecollection,Microsoft Solitaire Collection Android,Microsoft Casual Games,Matthew Hong,320626.07737105875,1188.7982010000003,319437.2791700587,99.63,1,VX not present,319317.38335607346,100.0,0.0,0.0,0.000321,0.0,1183.661849000001,100.0,1.0,,4.0,"CRITEO, VERVE, INMOBI",,85707.69933599966,349.8522720000001,85357.84706399965,99.59,1,VX not present,Held,82684.17529299931,100.0,0.0,0.0,0.000321,0.0,349.273543,100.0,1.0,,4.0,"VERVE, CRITEO, INMOBI"
com.easybrain.crossword.puzzles,Crossword Master GP,Easybrain Ltd,Dina Eraksan,319432.86844404065,84393.24636894919,235039.6220750915,73.58,1,VX not present,221675.66070400312,94.4,13150.558820002138,5.6,67297.29082599998,79.88,16947.48969500201,20.12,1.0,,1.0,,,94339.70094497676,26529.152739986155,67810.5482049906,71.88,1,VX not present,Held,63509.2069530013,93.78,4215.858587000007,6.22,20105.129089000005,76.14,6301.604265000746,23.86,1.0,,1.0,
com.bigwinepot.nwdn.international,Remini AI,AI CREATIVITY S.R.L.,Hadil Salameh,319226.5182569894,122079.66778199632,197146.8504749931,61.76,1,VX not present,196725.3298089953,100.0,0.0,0.0,122448.00246599922,100.0,0.0340759999999998,0.0,1.0,,4.0,"DOUBLECLICK, INMOBI, APPLOVIN",,106054.56400399884,46701.15628499912,59353.40771899973,55.96,1,VX not present,Held,58230.25649799942,100.0,0.0,0.0,46908.57955400056,100.0,0.0023919999999998,0.0,1.0,,3.0,"DOUBLECLICK, APPLOVIN"
com.miniclip.eightballpool,8 Ball Pool,Miniclip SA,Louis Wallworth,314798.72246399854,77874.6702269982,236924.05223700032,75.26,1,VX not present,235977.0579040016,100.0,0.0,0.0,77325.64642200003,100.0,0.7077810000000001,0.0,1.0,,3.0,"DOUBLECLICK, INMOBI",,95836.16533399928,21250.51338200022,74585.65195199907,77.83,1,VX not present,Held,74599.66729999945,100.0,0.0,0.0,20943.66543000001,100.0,0.308819,0.0,1.0,,-1.0,VX not present
1389111413,Hole.io,Voodoo,Hadil Salameh,312867.64171838434,187849.2997404558,125018.34197792852,39.96,1,VX not present,82648.86079399963,66.54,41560.09179696856,33.46,106777.56031799992,57.1,80223.63111986086,42.9,1.0,,1.0,,,74697.22897509843,47188.418852100265,27508.810122998173,36.83,1,VX not present,Held,16924.394044,62.28,10250.059622000146,37.72,27563.378538000015,59.07,19100.95070099515,40.93,1.0,,1.0,
com.blockchainvault,Android - Pi Network,Social Chain Inc.,Jack Dove,309034.4107120318,104105.77412399783,204928.636588034,66.31,1,VX not present,204762.22973603816,100.0,0.0,0.0,104204.57713199998,100.0,0.11452,0.0,1.0,,-1.0,VX not present,,101099.98920700033,36755.065458000085,64344.92374900023,63.64,1,VX not present,Held,64505.32496299948,100.0,0.0,0.0,36792.837422000004,100.0,0.11452,0.0,1.0,,-1.0,VX not present
eu.livesport.FlashScore_com,AND | Flashscore: Live Scores & News,Livesport sro,Louis Wallworth,308845.6854315629,69122.5946159968,239723.09081556607,77.62,1,VX not present,164627.58627210744,68.69,75056.41812991233,31.31,85.70967999999954,0.12,68940.51804299963,99.88,1.0,,1.0,,,111024.17029194198,22791.73867899744,88232.43161294454,79.47,1,VX not present,Held,64131.37762998082,73.53,23080.907485003587,26.47,81.87090700000047,0.37,22332.54971400021,99.63,1.0,,1.0,
1442749804,Sudoku,OAKEVER GAMES PTE LTD,Aria Gao,306956.5125504128,197586.07961157095,109370.43293884186,35.63,1,VX not present,47018.334068,43.12,62010.17781299333,56.88,130935.74562400013,66.67,65465.75860094239,33.33,1.0,,1.0,,,80803.8390602515,50533.10694725168,30270.732112999813,37.46,1,VX not present,Held,12982.745098000005,43.12,17126.691393003755,56.88,32479.952281999987,64.87,17592.711826004106,35.13,1.0,,1.0,
com.netshort.abroad,NetShort_Andorid,NETSTORY PTE LTD,Harper Zhang,306842.6443190958,247172.63655909928,59670.00775999656,19.45,3,"INNERACTIVE_DIRECT, APPODEAL",59481.23910199675,100.0,2.5608979999999995,0.0,243165.8274539989,97.25,6882.6417520000205,2.75,3.0,"INNERACTIVE_DIRECT, APPODEAL",9.0,"CHARTBOOST, INMOBI, DOUBLECLICK, INNERACTIVE_DIRECT, UNITY, MINTEGRAL, APPODEAL, IRONSOURCE",,131718.3709760019,113097.13932100126,18621.231655000644,14.14,3,"INNERACTIVE_DIRECT, APPODEAL",Held,18272.889915000465,99.99,2.5606489999999997,0.01,111191.99753899992,97.27,3121.718819999979,2.73,3.0,"INNERACTIVE_DIRECT, APPODEAL",9.0,"INMOBI, CHARTBOOST, DOUBLECLICK, INNERACTIVE_DIRECT, UNITY, APPODEAL, MINTEGRAL, IRONSOURCE"
fr.vinted,Vinted Android,Vinted,Dumitru Cazacu,305161.7369681251,44098.99098209093,261062.7459860342,85.55,1,VX not present,0.0,0.0,261505.87009999962,100.0,0.0,0.0,43909.69577699887,100.0,-1.0,VX not present,1.0,,,114985.018831989,17236.2991150037,97748.71971698532,85.01,1,VX not present,Held,0.0,0.0,96528.79980199283,100.0,0.0,0.0,16766.420009999194,100.0,-1.0,VX not present,1.0,
com.pixel.art.coloring.color.number,Happy Color Android - Paint by Number,X-FLOW LTD,Kseniia Fesenko,304160.8560271489,250952.02140814863,53208.83461900026,17.49,3,"INNERACTIVE_DIRECT, APPODEAL",53606.276542999985,100.0,0.0,0.0,214880.77511799993,85.66,35970.64882101647,14.34,2.0,INNERACTIVE_DIRECT,10.0,"A9TAM, APPODEAL, INNERACTIVE_DIRECT, INMOBI, VERVE, SMAATO, APPLOVIN, PANGLE, ZMATICOO",,93152.16719797035,70482.03075997009,22670.13643800027,24.34,2,INNERACTIVE_DIRECT,Won,22765.928656000266,100.0,0.0,0.0,59152.64317900004,84.04,11235.518657000965,15.96,2.0,INNERACTIVE_DIRECT,9.0,"APPODEAL, A9TAM, INNERACTIVE_DIRECT, INMOBI, VERVE, APPLOVIN, PANGLE, ZMATICOO"
6754668686,mliu43734-gmail-com_com-fly-ultra-free-vpn-high,Yandex Inc.,Kseniia Fesenko,302871.2345499984,48750.18032199973,254121.0542279987,83.9,1,VX not present,251243.72938999656,100.0,0.0,0.0,23421.104476999993,48.9,24471.16232899996,51.1,1.0,,-1.0,VX not present,,57487.66519800016,6533.272534999995,50954.392663000166,88.64,1,VX not present,Held,50548.254589000055,100.0,0.0,0.0,3780.9847260000056,59.84,2536.9839950000023,40.16,1.0,,-1.0,VX not present
1388988209,V380 Pro,"Guangzhou Hongshi information Technology Co., Ltd.",Ronald Long,301025.1166430613,5130.638817999748,295894.47782506153,98.3,1,VX not present,285471.95646808494,96.61,10003.8848460018,3.39,3028.125207999936,59.64,2049.134459000046,40.36,1.0,,1.0,,,92005.65165699551,749.8874040000094,91255.7642529955,99.18,1,VX not present,Held,86194.35107299588,95.55,4016.3989869998863,4.45,1.156047,0.15,748.5913110000083,99.85,1.0,,1.0,
1538433480,PocketFM IOS,Pocket FM Corp,Rutvij Jadav,298923.3196424283,139206.4629504388,159716.85669198952,53.43,1,VX not present,143598.63186900408,90.26,15498.419326000654,9.74,94268.12838299987,67.65,45079.0255090127,32.35,1.0,,1.0,,,90355.26000808307,53964.897577084506,36390.36243099857,40.27,1,VX not present,Held,30691.036117999924,86.16,4931.3542260000095,13.84,39678.30342900003,74.25,13758.137519997354,25.75,1.0,,1.0,
com.handmark.expressweather,1Weather Android,InMobi,Rutvij Jadav,298622.10500101553,211986.31883501585,86635.78616599969,29.01,2,INMOBI,62351.79403600026,71.17,25253.72982599991,28.83,158985.92144900022,75.17,52527.89026200033,24.83,2.0,INMOBI,1.0,,,101680.71724699892,43738.30819299897,57942.409053999945,56.98,1,VX not present,Won,50562.43715000013,87.84,7000.803867999998,12.16,27990.602473999967,66.37,14185.506285000012,33.63,1.0,,1.0,
6471572249,Watermelon Drop: Fruit Merge,InfenitePlay LTD,Nam Trinh,298018.9819230151,203187.0450010155,94831.93692199956,31.82,1,VX not present,94231.2235359996,100.0,0.0,0.0,92973.15242200016,45.99,109185.29884502303,54.01,1.0,,14.0,"APPODEAL, INMOBI, INNERACTIVE_DIRECT, BIGO, MINTEGRAL, APPLOVIN, UNITY, DOUBLECLICK, A9TAM, VERVE, ZMATICOO, PANGLE, SMAATO",,68531.46283412963,49565.55186612964,18965.910967999997,27.67,1,VX not present,Held,18909.483496000055,100.0,0.0,0.0,19151.350811000015,39.2,29705.120222989404,60.8,1.0,,13.0,"INNERACTIVE_DIRECT, APPODEAL, INMOBI, APPLOVIN, MINTEGRAL, UNITY, BIGO, DOUBLECLICK, A9TAM, VERVE, ZMATICOO, PANGLE"
1374403536,BitLife - Life Simulator,Candywriter,Natalie Kenyon,296535.16970875027,212665.49639378695,83869.67331496332,28.28,1,VX not present,67844.3632329997,81.56,15335.400059006937,18.44,124763.42974499956,58.96,86843.69662103549,41.04,1.0,,2.0,CHARTBOOST,,84135.22112997578,62532.10475597407,21603.11637400171,25.68,2,INNERACTIVE_DIRECT,Lost,16473.09809600003,75.89,5234.490072999941,24.11,40214.75887099993,65.35,21325.458001000385,34.65,2.0,INNERACTIVE_DIRECT,2.0,CHARTBOOST
605569663,Amerigo File Manager iOS,IdeaSolutions S.r.l.,Beth Taylor-Lowen,296287.6553733632,89379.6548768606,206908.0004965026,69.83,1,VX not present,192000.83936866172,92.79,14922.44514501279,7.21,76279.86679000944,85.26,13184.22582899915,14.74,1.0,,1.0,,,110948.09929898284,39512.439687983686,71435.65961099917,64.39,1,VX not present,Held,65224.21910901406,91.08,6384.262689999903,8.92,34885.127712002875,88.78,4407.577278000172,11.22,1.0,,1.0,
1250312807,X-VPN Unlimited VPN Proxy,Free Connected Limited,Ronald Long,296171.7015739844,118388.06825900682,177783.6333149776,60.03,1,VX not present,178013.64948697793,100.0,0.0,0.0,117503.92019799874,100.0,0.1835199999999998,0.0,1.0,,-1.0,VX not present,,104389.40729500254,42446.482091999285,61942.925203003266,59.34,1,VX not present,Held,61259.11306000393,100.0,0.0,0.0,42085.10818399988,100.0,0.0847249999999998,0.0,1.0,,-1.0,VX not present
6754900673,Jigsawcard iOS,OAKEVER GAMES PTE LTD,Aria Gao,293337.49966889486,214437.46542796044,78900.03424093443,26.9,1,VX not present,52426.124047999736,66.34,26604.18974100839,33.66,144957.92513099994,67.32,70358.16530889398,32.68,1.0,,1.0,,,90118.396011094,60224.48783209453,29893.90817899949,33.17,1,VX not present,Held,19766.372646000047,66.67,9882.11863500067,33.33,39269.824451999986,65.96,20266.358436996765,34.04,1.0,,1.0,
com.kiloo.subwaysurf,Subway Surfers (COPPA),SYBO Games,Louis Wallworth,292868.2294069651,117283.75929096804,175584.47011599707,59.95,1,VX not present,171952.77269199645,97.92,3660.6482419998633,2.08,89188.106775999,76.05,28088.898031014454,23.95,1.0,,2.0,INMOBI,,95531.995028,41583.35830000184,53948.63672799815,56.47,1,VX not present,Held,52676.031351999394,97.54,1326.5081269999764,2.46,31212.98384200028,75.06,10370.71711499989,24.94,1.0,,2.0,INMOBI
1176027022,Toon Blast,Zynga,Lisa Tolentino,291871.8327360002,79249.24848999947,212622.5842460007,72.85,1,VX not present,211638.3401810002,100.0,0.0,0.0,79121.30372900004,100.0,0.08179499999999999,0.0,1.0,,-1.0,VX not present,,79466.43116900047,25498.850435000106,53967.58073400037,67.91,1,VX not present,Held,52761.276669000246,100.0,0.0,0.0,25741.266328999984,100.0,0.0,0.0,1.0,,-1.0,VX not present
6608975929,Woodoku Blast iOS,Tripledot Studios,Tori Edwards,290304.95236319816,66145.36319122408,224159.58917197405,77.22,1,VX not present,192444.48084400097,85.48,32693.354445012887,14.52,45562.693301000014,69.04,20435.66403000125,30.96,1.0,,1.0,,,101357.37462899508,24102.94730602041,77254.42732297468,76.22,1,VX not present,Held,66608.51645200004,85.7,11117.359708000648,14.3,17405.349306000004,73.14,6392.807253999896,26.86,1.0,,1.0,
543186831,8 Ball Pool iOS Live,Miniclip SA,Louis Wallworth,289403.7363760042,103756.98565700043,185646.75071900376,64.15,1,VX not present,184912.1770050059,100.0,0.0,0.0,104074.8122679998,100.0,0.0,0.0,1.0,,-1.0,VX not present,,90005.16088200003,40863.29373100018,49141.86715099985,54.6,1,VX not present,Held,48774.87282699988,100.0,0.0,0.0,40963.697921000035,100.0,0.0,0.0,1.0,,-1.0,VX not present
1579356887,Overturn Military,Saygames LTD,Beth Taylor-Lowen,287697.22508965305,88768.57828965447,198928.6467999986,69.15,1,VX not present,162051.8676319992,81.89,35836.96684701413,18.11,52736.38219499998,59.53,35846.13530987388,40.47,1.0,,1.0,,,74822.65482251493,28077.78651253285,46744.868309982085,62.47,1,VX not present,Held,36956.26947600017,79.94,9276.274154000037,20.06,17141.87481500001,62.86,10126.78347699629,37.14,1.0,,1.0,
6755425214,Pocket Sort: coin puzzle,Saygames LTD,Beth Taylor-Lowen,284285.3543227881,88505.03750380721,195780.31681898088,68.87,1,VX not present,160013.9002740005,81.61,36048.19301301145,18.39,51174.361449999975,57.62,37641.09832996927,42.38,1.0,,1.0,,,86116.19265237899,32771.28531740414,53344.90733497484,61.95,1,VX not present,Held,41979.32426399987,78.72,11348.361638000377,21.28,20022.979035000004,61.62,12470.541329000975,38.38,1.0,,1.0,
1509453185,terabox,"Flextech, Inc.",Seven Tu,283780.140148181,231765.89670218152,52014.243445999455,18.33,2,INMOBI,51942.24977299948,100.0,0.0,0.0,36222.32154700522,15.71,194342.21969110027,84.29,1.0,,-1.0,VX not present,,92290.70020722062,75538.76486322061,16751.93534400002,18.15,2,INMOBI,Held,16575.60316800003,100.0,0.0,0.0,10207.825864999742,13.66,64502.92250602022,86.34,1.0,,-1.0,VX not present
com.Gamnest.CandyRace,Candy Race Launcher,App Central ltd,Beth Taylor-Lowen,282391.1815979879,175934.7835829905,106456.39801499736,37.7,1,VX not present,107761.87259599642,100.0,0.0,0.0,151484.1952969998,84.79,27181.574977999855,15.21,1.0,,-1.0,VX not present,,132263.762377997,80428.15870899743,51835.60366899954,39.19,1,VX not present,Held,51379.19769399994,100.0,0.0,0.0,70164.7789990004,88.26,9328.573621000001,11.74,1.0,,-1.0,VX not present
997362197,InShot iOS,InstaShot,Harper Zhang,280508.1004841797,112972.20646820882,167535.89401597087,59.73,1,VX not present,118506.61264400104,70.91,48612.39126202342,29.09,67791.02870400144,60.43,44397.15996598376,39.57,1.0,,1.0,,,91097.31304206749,35300.52292608885,55796.79011597864,61.25,1,VX not present,Held,40622.08798700037,73.38,14736.508495001244,26.62,21503.57756799993,61.62,13391.82047100042,38.38,1.0,,1.0,
1459645446,BeReal iOS,Voodoo,Hadil Salameh,278532.39859023783,214988.41560924833,63543.98298098949,22.81,2,VERVE,0.0,0.0,62112.86244498703,100.0,32.584094,0.02,215901.76635803227,99.98,3.0,"BIGO, APPLOVIN",2.0,VERVE,,106739.3160820528,99172.77218205277,7566.543900000048,7.09,5,"VERVE, INMOBI, APPLOVIN, BIGO",Lost,0.0,0.0,8006.766069000011,100.0,0.0,0.0,97893.95916599057,100.0,1.0,,5.0,"VERVE, INMOBI, APPLOVIN, BIGO"
com.applabstudios.ai.mail.homescreen.inbox,AI Mail Home,"App Lab Studios, LLC",Kasey Geist,277897.2772710035,147943.37245200604,129953.9048189975,46.76,2,APPODEAL,34450.936024000024,26.68,94669.43424199813,73.32,6550.644583000001,4.46,140470.48552600062,95.54,1.0,,2.0,APPODEAL,,85831.44359300066,44276.9459930006,41554.49760000006,48.41,2,APPODEAL,Held,13555.47504900001,32.76,27824.042246000103,67.24,2205.2503389999993,5.09,41115.91740299995,94.91,1.0,,2.0,APPODEAL
6504279468,APFindDIfference - iOS,Guru Network Limited,Harper Zhang,277820.05988459144,101973.05452662038,175847.00535797104,63.3,1,VX not present,127943.00401200102,73.19,46863.47760901367,26.81,66981.08703400003,66.16,34263.59218898323,33.84,1.0,,1.0,,,66712.02326799915,20304.404526009457,46407.61874198968,69.56,1,VX not present,Held,34097.241406000016,73.56,12254.817734000131,26.44,12204.863820000002,61.05,7788.343889998695,38.95,1.0,,1.0,
kidultlovin.word.zen,ZenWord Android,OAKEVER GAMES PTE LTD,Aria Gao,277624.75237893156,240542.8279449334,37081.92443399813,13.36,3,"BIGO, APPODEAL",28166.703168000426,75.43,9176.450316000952,24.57,163516.51994600007,68.34,75757.60985500317,31.66,3.0,"APPODEAL, INNERACTIVE_DIRECT",2.0,BIGO,,66678.24709500425,49070.727043003346,17607.520052000895,26.41,2,APPODEAL,Won,14585.79580799998,83.19,2948.1451179999535,16.81,43884.78865200002,89.36,5225.12038299984,10.64,2.0,APPODEAL,1.0,
1452227871,Blockudoku IOS,Easybrain Ltd,Dina Eraksan,275591.38230485667,91067.16124384952,184524.22106100712,66.96,1,VX not present,149750.54664001014,81.77,33377.66780802088,18.23,45588.45559099989,49.62,46283.004786979545,50.38,1.0,,1.0,,,89110.50894393667,50881.41524294353,38229.09370099314,42.9,1,VX not present,Held,30171.081466999713,78.25,8386.981390999534,21.75,25694.75304400003,51.1,24584.795128005066,48.9,1.0,,2.0,BIGO
1163786766,Alarmy - iOS,"Delight Room Co, Ltd",Sunyoung Min,274131.90986634453,172980.8851475123,101151.02471883224,36.9,1,VX not present,1624.6881300000005,1.6,100047.11222588804,98.4,3704.670233,2.15,168322.91250185616,97.85,2.0,INMOBI,1.0,,,89621.56716790627,55790.44475789903,33831.122410007236,37.75,1,VX not present,Held,409.762323,1.22,33183.492264011984,98.78,2025.806143000001,3.66,53344.52633397017,96.34,2.0,INMOBI,1.0,
6746465127,細胞保衛戰,ToGather Fun Limited,Harper Zhang,272054.2637499996,71539.20974900163,200515.05400099792,73.7,1,VX not present,197084.2168449974,100.0,0.0,0.0,71223.74090599982,99.99,7.496514999999999,0.01,1.0,,-1.0,VX not present,,64100.54712200094,22670.39282200016,41430.15430000078,64.63,1,VX not present,Held,41040.63363600082,100.0,0.0,0.0,22570.944293999954,100.0,0.2452919999999999,0.0,1.0,,-1.0,VX not present
com.macrovideo.v380pro,V380 Pro,"Guangzhou Hongshi information Technology Co., Ltd.",Ronald Long,271224.7944179456,4506.114582999859,266718.67983494577,98.34,1,VX not present,258814.37646098292,96.96,8120.434430998754,3.04,1557.1388479999653,34.55,2949.3140799999687,65.45,1.0,,1.0,,,92786.0059289803,1439.1000260000365,91346.90590298027,98.45,1,VX not present,Held,87982.26490699028,97.16,2576.292457000003,2.84,343.4938010000021,24.06,1083.9648170000255,75.94,1.0,,1.0,
388627783,扫描全能王-iOS,"Shanghai Linguan Data Co., Ltd.",Seven Tu,268027.9940009648,29410.66825897519,238617.3257419896,89.03,1,VX not present,223077.53441397793,93.71,14962.896226001316,6.29,26333.6008170044,89.91,2955.351201999932,10.09,1.0,,1.0,,,93400.49891800356,10227.833513000964,83172.6654050026,89.05,1,VX not present,Held,77222.52616099772,94.84,4202.8711259999345,5.16,8374.593816000446,85.06,1470.427372999994,14.94,1.0,,1.0,
329218549,Chess - Play & Learn,Chesscom LLC,Lisa Tolentino,266831.7757779958,5203.74890299706,261628.0268749988,98.05,1,VX not present,262825.85850999947,99.99,26.951957,0.01,0.003935,0.0,5218.744088999676,100.0,1.0,,2.0,DOUBLECLICK,,119046.00695400064,784.7544260001092,118261.25252800054,99.34,1,VX not present,Held,115938.4538970003,99.98,26.951957000000014,0.02,0.0,0.0,778.5602890000263,100.0,1.0,,2.0,DOUBLECLICK
1491074310,Tetris® iOS,PlayStudios,Natalie Kenyon,266780.12291693647,55092.823459948064,211687.2994569884,79.35,1,VX not present,131227.55556199985,62.19,79770.70347196417,37.81,29745.342746000002,54.38,24952.688918005242,45.62,1.0,,1.0,,,74759.90889297343,14715.66638899688,60044.24250397655,80.32,1,VX not present,Held,39043.62226999995,64.89,21126.038332002696,35.11,7674.630041,53.03,6797.844816999768,46.97,1.0,,1.0,
academy.gocrypto.trading,Gocrypto,Clickfun Limited,Kseniia Fesenko,266753.46757498826,16667.38944399897,250086.07813098928,93.75,1,VX not present,245784.27786600855,97.86,5378.922139000041,2.14,4554.069202,27.1,12251.443187000214,72.9,1.0,,1.0,,,120796.21776999604,7957.471535999798,112838.74623399624,93.41,1,VX not present,Held,111387.63100999828,98.46,1738.039717999985,1.54,2788.6560330000016,35.8,5001.929407999999,64.2,1.0,,1.0,
1502193377,トリマ-移動するだけでポイントが貯まる,GeoTechnologies Inc.,Nam Trinh,266614.3120899757,178436.69430803598,88177.61778193971,33.07,1,VX not present,58325.195399999546,66.46,29435.702838002766,33.54,152176.23847100014,84.81,27249.59215900001,15.19,2.0,INMOBI,1.0,,,108071.69841699697,80613.27929799471,27458.419119002232,25.41,2,INMOBI,Lost,18973.623879000024,68.11,8884.788049999896,31.89,66532.03916500004,81.77,14833.347227000117,18.23,2.0,INMOBI,1.0,
498477945,Moovit iOS,MOOVIT APP GLOBAL LTD,Beth Taylor-Lowen,266602.20709378005,132962.94370288722,133639.26339089283,50.13,1,VX not present,106035.1767219963,79.56,27237.196455006404,20.44,76139.03895700166,57.45,56387.615436986176,42.55,1.0,,2.0,DOUBLECLICK,,80270.90291099944,42761.28507299195,37509.61783800749,46.73,1,VX not present,Held,27738.510181001373,75.49,9007.797647999729,24.51,23880.29504100003,55.98,18779.340150002205,44.02,1.0,,3.0,"DOUBLECLICK, INNERACTIVE_DIRECT"
com.miui.msa.global,com.miui.msa.global,Xiaomi Group,Sunton Sun,265566.58405489364,210685.76983089565,54880.814223998015,20.67,2,XIAOMI,0.0,0.0,54362.10372399795,100.0,0.0,0.0,209495.98119084572,100.0,-1.0,VX not present,2.0,XIAOMI,,65157.07774743042,53746.0010804303,11411.07666700012,17.51,2,XIAOMI,Held,0.0,0.0,11259.88518700013,100.0,0.0,0.0,53931.847263367454,100.0,-1.0,VX not present,2.0,XIAOMI
com.robtopx.geometryjumplite,Geometry Dash Lite Android,RobTop Games AB,Tori Edwards,263458.50211307924,103466.553240004,159991.94887307525,60.73,1,VX not present,141754.3676279994,88.22,18930.659455000932,11.78,100305.20510799997,98.19,1847.6967530001587,1.81,1.0,,1.0,,,94785.1705509846,35898.40634599928,58886.76420498532,62.13,1,VX not present,Held,52021.85113899895,87.74,7271.272185000258,12.26,35278.1511310001,97.9,755.1529859999923,2.1,1.0,,1.0,
6475168012,Sticker GO!,Ganko srl,Hadil Salameh,262673.19461805286,27743.481419999833,234929.71319805304,89.44,1,VX not present,209899.72564099103,89.86,23698.070366003092,10.14,21886.05091899997,79.72,5566.849121000002,20.28,1.0,,1.0,,,94210.20036801012,3233.7455970000124,90976.45477101012,96.57,1,VX not present,Held,79458.33862999917,89.5,9320.213170996998,10.5,3247.290132,96.01,135.02553300000002,3.99,1.0,,1.0,
com.gogo.launcher,com.gogo.launcher,Xiaomi Group,Sunton Sun,259630.94042801147,102846.0737146394,156784.8667133721,60.39,1,VX not present,0.0,0.0,156296.2234196299,100.0,0.0,0.0,102329.10944409887,100.0,-1.0,VX not present,1.0,,,74449.98921732811,25811.841862142388,48638.14735518573,65.33,1,VX not present,Held,0.0,0.0,47734.459292174535,100.0,0.0,0.0,25659.933275060917,100.0,-1.0,VX not present,1.0,
1197354394,Daily Themed Crossword - A Fun crossword iOS,Playsimple Games,Rutvij Jadav,257389.0189504167,133234.94964845089,124154.06930196584,48.24,1,VX not present,60403.96325800005,48.69,63656.06632899893,51.31,56168.750713,42.28,76677.3652639736,57.72,1.0,,1.0,,,77091.65966503172,39207.322906033725,37884.336758998,49.14,1,VX not present,Held,18665.040770000018,49.35,19153.874679001037,50.65,18646.877596,47.91,20271.701070000076,52.09,1.0,,1.0,
1095569891,Wordle!,Lion Studios,Matthew Hong,255155.7246680792,68464.74707710577,186690.97759097343,73.17,1,VX not present,110855.03812700244,59.55,75297.38244798227,40.45,37173.69249800001,54.52,31008.004264989107,45.48,1.0,,1.0,,,70439.09720699624,18008.392503007377,52430.70470398887,74.43,1,VX not present,Held,31190.968192000033,59.61,21131.703801002142,40.39,9090.894231,51.41,8593.71291999975,48.59,1.0,,1.0,
512939461,Subway Surfers (Non-COPPA),SYBO Games,Louis Wallworth,248633.96478896093,158504.11995496388,90129.84483399706,36.25,1,VX not present,85783.29741799869,95.25,4278.439755000896,4.75,109406.25431400078,69.28,48520.14572999602,30.72,1.0,,4.0,"IRONSOURCE, APPLOVIN, INMOBI",,74374.95891998435,47146.840928984806,27228.117990999544,36.61,1,VX not present,Held,26138.0055980001,95.92,1112.3146629999878,4.08,32581.935926000013,69.65,14195.859583999896,30.35,1.0,,4.0,"IRONSOURCE, APPLOVIN, INMOBI"
6505095234,Car Jam - Escape Puzzle,Fodream Limited,Harper Zhang,247109.8765882936,63449.97887829998,183659.8977099936,74.32,1,VX not present,149748.81365199515,81.81,33297.06961001697,18.19,30701.293959999963,48.56,32517.26387701149,51.44,1.0,,1.0,,,67846.64659698102,19199.285595994403,48647.36100098662,71.7,1,VX not present,Held,40412.857413000514,83.61,7924.648123999731,16.39,10076.456539999997,53.21,8861.174270999587,46.79,1.0,,1.0,
com.resultadosfutbol.mobile,BeSoccer,BeSoccer,Louis Wallworth,247101.93736787493,15584.09175100134,231517.8456168736,93.69,1,VX not present,220253.6531538246,94.87,11916.131441000693,5.13,6908.888474999861,44.54,8602.870543999965,55.46,1.0,,1.0,,,98754.93170895868,3318.313998000336,95436.61771095834,96.64,1,VX not present,Held,88941.63504296792,94.88,4799.135048999773,5.12,362.378733,11.11,2900.5612560000504,88.89,1.0,,1.0,
1644847077,MusicX Pro,Mobiletech Software SRL,Hadil Salameh,246197.8445840521,12814.823822047376,233383.02076200471,94.79,1,VX not present,200286.8388739993,86.16,32170.86558602116,13.84,3616.3398510000047,28.56,9046.077180000893,71.44,1.0,,1.0,,,75866.81544997495,3566.025850000294,72300.78959997465,95.3,1,VX not present,Held,61394.12679600474,85.7,10242.726554999805,14.3,1138.5133090000008,32.41,2374.362469000068,67.59,1.0,,1.0,
1452992954,Nonogram IOS,Easybrain Ltd,Dina Eraksan,244149.83418755143,128104.83006464994,116045.0041229015,47.53,1,VX not present,91553.69201600328,78.34,25315.34612901674,21.66,71247.81706499965,55.77,56504.366670025505,44.23,1.0,,1.0,,,79165.1314709379,39240.8174619489,39924.314008989,50.43,1,VX not present,Held,32109.489326000017,79.73,8163.817446999399,20.27,20826.29596200002,53.36,18206.788013001053,46.64,1.0,,1.0,
