market_id,vungle_or_non_vungle,revenue
6746465127,Non-Vungle,22670.39282200016
com.pixel.art.coloring.color.number,Vungle,22670.136438000274
6738771575,Non-Vungle,22420.417185971815
6740326134,Vungle,22378.291143999788
kr.co.psynet,Vungle,22310.499429000276
com.dream11.fantasy.cricket.football.kabaddi,Non-Vungle,22307.122998986357
6743091090,Vungle,22271.869632000962
6754098532,Vungle,22195.0678010016
1595314851,Non-Vungle,22147.60479400003
523001403,Vungle,22139.723882000235
642831690,Vungle,22098.214526004034
at.ner.SolitaireKlondike,Vungle,22049.875063999585
714796093,Vungle,21967.212011000418
1465731199,Vungle,21878.356772000505
6504122823,Non-Vungle,21878.31856699996
com.firsttouchgames.dls7,Non-Vungle,21770.840711001114
1445472541,Vungle,21747.15871200004
1531594277,Vungle,21731.286252999966
com.easybrain.number.puzzle.game,Non-Vungle,21693.75077401018
1404165333,Vungle,21663.94620499998
1374403536,Vungle,21603.11637400171
com.dywx.larkplayer,Non-Vungle,21541.937681988107
727296976,Vungle,21527.040019999935
1664415775,Vungle,21472.625800000045
6474685600,Vungle,21448.785835004892
1499081620,Non-Vungle,21373.841521994884
1420294918,Non-Vungle,21365.74633899579
com.app.cricketapp,Non-Vungle,21310.833516968378
1641107226,Vungle,21302.356841000365
com.miniclip.eightballpool,Non-Vungle,21250.51338200022
1577533842,Non-Vungle,21127.225246021142
com.arrow.out,Non-Vungle,21110.470177040304
6446890186,Vungle,21093.39558800089
6503060634,Non-Vungle,21072.9107350019
6471265311,Vungle,20993.54762600027
com.Gamnest.BarberSalon,Vungle,20954.0774320013
com.screw3d.match.nuts.bolts.pin.jam.away.puzzle,Non-Vungle,20920.23675203931
1514542157,Vungle,20914.50824800551
6444837964,Vungle,20894.611806000765
6702018773,Non-Vungle,20893.849733000287
1331794412,Vungle,20880.82655200397
6465991018,Non-Vungle,20870.2252810001
com.loomgames.pixelflow,Vungle,20761.33582199999
com.fc.goods.sort.matching.puzzle.triplemaster,Vungle,20741.00693800023
com.ea.gp.fifamobile,Vungle,20698.557745000053
com.snaptube.premium,Non-Vungle,20692.544393988443
com.picsart.studio,Vungle,20686.48571100375
6633425539,Vungle,20681.66578200364
6642698438,Non-Vungle,20674.23138894082
com.easybrain.arrow.puzzle.game,Non-Vungle,20655.206925991493
com.ibragunduz.applockpro,Non-Vungle,20575.46083403408
com.picsart.studio,Non-Vungle,20469.463758016285
1331794412,Non-Vungle,20428.2493550199
6444407009,Non-Vungle,20422.6046880005
com.UCMobile.intl,Non-Vungle,20371.948920999825
com.tripledot.woodoku,Non-Vungle,20324.158184003205
6504279468,Non-Vungle,20304.404526009454
1132762804,Non-Vungle,20301.95175600007
1638253339,Non-Vungle,20198.331874097374
1404165333,Non-Vungle,20182.151733999952
com.ig.screwdom,Vungle,20102.90978800143
sorting.games.goods.sort.triple.match3d.puzzle.stuff,Non-Vungle,20060.886648033782
com.mobilityware.spider,Non-Vungle,20053.44641500001
com.app.cricketapp,Vungle,20040.67595899686
solitaire.patience.card.games.klondike.free,Vungle,19967.056574999733
6480174499,Non-Vungle,19948.472578032535
1011626777,Vungle,19923.74383300095
6474685600,Non-Vungle,19897.353457187717
1644099880,Non-Vungle,19867.68340699363
6504122823,Vungle,19778.062257000034
1514542157,Non-Vungle,19693.3098279833
1197961218,Vungle,19679.96701900145
6692629257,Vungle,19672.233960003374
1564391515,Vungle,19320.30252900244
6446891679,Vungle,19308.138392000812
6733244789,Vungle,19296.683103002702
com.bitsmedia.android.muslimpro,Vungle,19285.70486699959
1486214495,Non-Vungle,19271.643862995505
1190849728,Non-Vungle,19260.651907019583
com.grandgames.magicsort,Vungle,19227.928960000092
6505095234,Non-Vungle,19199.285595994403
com.awesome.puzzlehexasort,Non-Vungle,19157.30360010665
6744547461,Non-Vungle,19147.723741987007
1519174001,Vungle,19115.684485002603
1214223596,Vungle,18991.592721001303
6471572249,Vungle,18965.910967999997
6754363534,Vungle,18947.88392300001
1080465358,Vungle,18923.18287299815
io.supercent.linkedcubic,Non-Vungle,18887.34995499605
com.sled.surfers.game,Non-Vungle,18876.389068999983
880178264,Vungle,18845.051641003076
1610874732,Vungle,18833.59799700003
6503060634,Vungle,18763.885896004962
724594093,Vungle,18715.49680599995
6740510106,Vungle,18672.186327005984
puzzle.yarn.fever.unravel.puzzle,Non-Vungle,18649.116018022327
6504421808,Vungle,18625.59636199998
com.netshort.abroad,Vungle,18621.231655000644
6479727880,Non-Vungle,18530.988053000063
com.gamebrain.hexasort,Vungle,18526.95238000111
com.billiardsgame.ballking,Non-Vungle,18439.225578000078
com.bstar.intl,Non-Vungle,18426.75484199737
com.ea.gp.fifamobile,Non-Vungle,18396.428307000122
651510680,Vungle,18385.627780999905
6702018773,Vungle,18369.373099000182
1635760774,Non-Vungle,18365.830594140727
1538912205,Vungle,18295.76349200076
1235581326,Vungle,18294.50311300171
1269540854,Non-Vungle,18270.614829001708
500962489,Vungle,18241.59834200582
io.voodoo.holeio,Non-Vungle,18226.80461398438
com.litatom.app,Non-Vungle,18223.600117997674
com.Gamnest.BarberSalon,Non-Vungle,18106.769547000382
1095569891,Non-Vungle,18008.392503007377
6746331323,Vungle,17975.96695500248
6446005634,Non-Vungle,17937.786953
com.amelosinteractive.snake,Vungle,17905.665114999967
kjv.bible.kingjamesbible,Vungle,17854.310418000106
6749132002,Vungle,17818.243215004433
com.enzo.paulo,Non-Vungle,17815.04244800012
in.playsimple.wordsearch,Non-Vungle,17813.640288981027
one.cryptoguru.cryptotradingacademy,Non-Vungle,17794.350226
6743091090,Non-Vungle,17752.881400999857
6547835725,Vungle,17749.048875002147
com.grandgames.magicsort,Non-Vungle,17740.510454000036
1206967173,Vungle,17731.348005000025
com.fingersoft.hcr2,Vungle,17707.586969998472
com.newreading.goodreels,Non-Vungle,17706.08282899998
6499209500,Vungle,17696.04601100051
1624606445,Vungle,17671.671804000052
kidultlovin.word.zen,Vungle,17607.520052000895
com.bstar.intl,Vungle,17562.517934005835
1466346433,Non-Vungle,17533.018077000008
1618041797,Vungle,17484.48539400345
com.inmobi.weather,Non-Vungle,17398.854712998822
6446354191,Vungle,17308.963624999105
fr.vinted,Non-Vungle,17236.2991150037
1503128132,Vungle,17198.61246300244
com.worldance.drama,Non-Vungle,17197.96741200027
1623318294,Non-Vungle,17150.746275999936
1618041797,Non-Vungle,17136.28942498638
com.mobilityware.Spades,Non-Vungle,17087.0581979996
428312806,Non-Vungle,17084.111835999127
io.supercent.pizzaidle,Non-Vungle,16965.79774599826
water.sort.puzzle.game.color.sorting.free,Non-Vungle,16950.433939003742
1383187127,Non-Vungle,16918.41082499241
526641427,Non-Vungle,16901.7977870024
372648912,Vungle,16877.84577600227
506627515,Non-Vungle,16853.52574699993
358899126,Vungle,16851.946638001675
defense.roguelike.cell.shoot.survivor,Non-Vungle,16778.533493000024
com.awesome.puzzlehexasort,Vungle,16774.42540000083
1509453185,Vungle,16751.93534400002
com.pocket.sort.coin.puzzle.game,Vungle,16726.12165400135
418987775,Non-Vungle,16696.36201600043
com.outfit7.mytalkingangela2,Non-Vungle,16679.96427
com.ig.screwdom,Non-Vungle,16679.01547598751
1466197423,Vungle,16645.53192200235
6744547461,Vungle,16608.944478003694
com.gimica.treasuremaster,Non-Vungle,16531.83206799964
1383187127,Vungle,16523.875613003787
1482887935,Non-Vungle,16486.41422398771
1625097467,Vungle,16485.57391800296
com.goldendragon.luckyblessing,Vungle,16428.977456999997
1503128132,Non-Vungle,16387.17868697551
1274972321,Non-Vungle,16385.788197004793
com.gimica.ballbounce,Non-Vungle,16372.255138004954
com.hwqgrhhjfd.idlefastfood,Vungle,16355.257643000023
1578681725,Vungle,16338.169265001205
1584596271,Vungle,16334.419807000146
com.UCMobile.intl,Vungle,16306.768940999353
6692629257,Non-Vungle,16298.93917800134
321916506,Non-Vungle,16294.635761002932
6467129396,Non-Vungle,16291.379892987674
com.easybrain.sudoku.android,Non-Vungle,16263.00268000811
520502858,Vungle,16245.696649000804
6742812903,Non-Vungle,16218.876914016833
444741112,Vungle,16198.996992000659
com.android.thememanager,Vungle,16175.264443991899
6449243946,Non-Vungle,16141.377210992956
com.pieyel.scrabble,Non-Vungle,16111.52365998225
com.michatapp.im,Vungle,16059.950725999977
1562817072,Vungle,16043.038967000013
com.matteljv.uno,Vungle,15988.795253000075
6446891679,Non-Vungle,15890.181286999687
1564391515,Non-Vungle,15871.618167985996
6743441683,Vungle,15832.674908003217
1542776143,Vungle,15755.086475000016
com.JindoBlu.OfflineGames,Vungle,15745.724103000919
892521917,Vungle,15708.468642000236
1671991909,Vungle,15696.276904004324
ball.sort.puzzle.color.sorting.bubble.games,Vungle,15682.325195999936
6755815731,Non-Vungle,15644.697154968802
912390687,Vungle,15642.424459000285
easy.launcher,Vungle,15624.002908000099
1104692136,Vungle,15545.438983000113
382002079,Vungle,15494.412920001942
easy.sudoku.puzzle.solver.free,Vungle,15471.356468000118
com.fxroyale.app,Non-Vungle,15433.499975999988
1482887935,Vungle,15354.441273001677
com.intsig.camscanner,Non-Vungle,15324.019374996811
6446890132,Vungle,15298.680269000468
com.miniclip.carrom,Non-Vungle,15256.852469987984
6737214802,Vungle,15236.352840000898
1472419762,Non-Vungle,15193.305188000015
1635289326,Vungle,15175.973665003574
jigsaw.puzzle.game.banana,Vungle,15113.362854000907
com.sled.surfers.game,Vungle,15014.541973000198
6670430706,Non-Vungle,15013.149958999984
1502447854,Non-Vungle,15011.74257298059
1671315416,Non-Vungle,14996.182710002151
6633425539,Non-Vungle,14949.847256962725
1658958534,Non-Vungle,14928.764359003564
com.GybeGames.ColorBlockJam,Non-Vungle,14909.694446993704
6523424272,Non-Vungle,14887.641441985515
6689516283,Vungle,14796.380234008335
1608987929,Vungle,14787.871083000013
1288430163,Vungle,14719.949363001955
1491074310,Non-Vungle,14715.666388996879
com.gamincat.jigsolitaire,Non-Vungle,14595.86440395597
418987775,Vungle,14580.057139001277
free.tube.premium.advanced.tuber,Non-Vungle,14560.08094897866
417571834,Vungle,14559.110963002764
1229618961,Vungle,14535.922042005162
6514312894,Vungle,14493.799207999966
com.gimica.ballbounce,Vungle,14346.39845000008
6467129657,Non-Vungle,14184.085366997828
6446005634,Vungle,14171.280687999986
6636495643,Non-Vungle,14157.486616
1190849728,Vungle,14145.3979820018
com.screw3d.match.nuts.bolts.pin.jam.away.puzzle,Vungle,14111.914589000071
com.camerasideas.instashot,Non-Vungle,14043.958538966332
1572726361,Non-Vungle,13983.498448000026
1104692136,Non-Vungle,13960.91047700004
com.pinger.textfree,Non-Vungle,13944.612229000008
videoplayer.videodownloader.downloader,Non-Vungle,13871.271322982022
6745003362,Non-Vungle,13832.03700799008
defense.roguelike.cell.shoot.survivor,Vungle,13815.44863099998
com.yolo.hiddenobjects,Vungle,13764.821624000011
6444056676,Vungle,13709.808187999959
grill.sort.food.games.match.puzzle,Vungle,13619.293421000402
com.mobilityware.spider,Vungle,13575.24852500052
6446891577,Vungle,13501.682576000374
1671991909,Non-Vungle,13383.849568994834
1466297045,Non-Vungle,13315.620639999985
io.supercent.linkedcubic,Vungle,13307.443815002034
1342112505,Non-Vungle,13191.136572995632
1542776143,Non-Vungle,13136.599225000004
1357464684,Vungle,13074.949568000013
912390687,Non-Vungle,13065.406980000284
979101825,Non-Vungle,13053.595981000097
1580601028,Vungle,13053.098834003424
com.JindoBlu.OfflineGames,Non-Vungle,12958.521602956973
6499293031,Non-Vungle,12918.345997999935
games.vaveda.militaryoverturn,Vungle,12908.956979001354
puzzle.yarn.fever.unravel.puzzle,Vungle,12833.338815000003
1643481036,Non-Vungle,12766.899894973922
880178264,Non-Vungle,12760.785754007999
6751222488,Non-Vungle,12738.565997971818
398157427,Vungle,12719.418925000902
com.mobilefootie.wc2010,Vungle,12679.870497998354
in.playsimple.wordsearch,Vungle,12515.73418800084
6446890186,Non-Vungle,12490.110031997325
com.miui.videoplayer,Vungle,12421.375005000444
6453522960,Vungle,12397.59193600151
com.flow.mobile,Non-Vungle,12389.075397000315
1502447854,Vungle,12332.640549000298
1274972321,Vungle,12283.524188002682
6453522960,Non-Vungle,12262.04157798953
6450917563,Non-Vungle,12244.279563998149
1462911602,Non-Vungle,12209.725763000075
1484468651,Non-Vungle,12143.443965000019
6754363534,Non-Vungle,12134.70143099594
6511238101,Vungle,12119.745892003875
com.king.candycrushsodasaga,Non-Vungle,12102.42917699997
6467129396,Vungle,12089.729260001594
sorting.games.goods.sort.triple.match3d.puzzle.stuff,Vungle,12013.61479699997
1197961218,Non-Vungle,11975.241463996965
com.easybrain.art.puzzle,Non-Vungle,11966.38983000566
com.ibragunduz.applockpro,Vungle,11963.512999002536
1269540854,Vungle,11891.221689001835
6473000893,Non-Vungle,11886.182768994677
444741112,Non-Vungle,11832.977064999948
com.youmusic.magictiles,Vungle,11796.75753800132
com.miui.cleaner,Vungle,11796.726601998178
com.amelosinteractive.snake,Non-Vungle,11753.921374000036
1366502697,Non-Vungle,11753.835102999983
1025707485,Non-Vungle,11729.658131000035
6749132002,Non-Vungle,11707.831221991111
wp.wattpad,Vungle,11621.779605002017
com.sofascore.results,Non-Vungle,11564.250103003082
6499209500,Non-Vungle,11514.548189999345
water.sort.puzzle.game.color.sorting.free,Vungle,11500.761420999928
1288430163,Non-Vungle,11457.821962998252
com.vincentb.MobControl,Vungle,11439.489408000276
com.miui.msa.global,Vungle,11411.07666700012
6444056676,Non-Vungle,11398.989703000008
1638253339,Vungle,11323.917303002298
com.gamovation.tileclub,Non-Vungle,11248.12309300292
com.Cash.Drama,Non-Vungle,11223.273774000028
1235581326,Non-Vungle,11170.98460499814
1610874732,Non-Vungle,11166.374423999981
com.weaver.app.prod,Vungle,11130.496693997567
6446669987,Vungle,11102.795150000971
1572661625,Non-Vungle,11093.862287952627
6450917563,Vungle,11086.360910001538
6511238101,Non-Vungle,11032.428327001937
892521917,Non-Vungle,10922.954158999639
1643509748,Non-Vungle,10884.568277999988
1643481036,Vungle,10868.002885001903
com.hwqgrhhjfd.idlefastfood,Non-Vungle,10858.938169000005
6478063606,Vungle,10784.671664000864
6504421808,Non-Vungle,10754.651852000025
com.GybeGames.ColorBlockJam,Vungle,10749.750513000421
com.gamincat.jigsolitaire,Vungle,10749.593958001053
1577533842,Vungle,10701.557378001842
com.fingersoft.hcr2,Non-Vungle,10608.762573000164
grill.sort.food.games.match.puzzle,Non-Vungle,10545.881150024947
1318181304,Vungle,10484.293683000122
6452119853,Non-Vungle,10472.16850399952
6744317674,Non-Vungle,10471.683704964778
6449486871,Non-Vungle,10461.45530599996
premium.gotube.adblock.utube,Non-Vungle,10411.075042000848
com.gamebrain.hexasort,Non-Vungle,10333.521620985297
388627783,Non-Vungle,10227.833513000964
417571834,Non-Vungle,10206.61237299709
video.downloader.videodownloader,Vungle,10174.308532999814
io.supercent.pizzaidle,Vungle,10161.091858001477
io.voodoo.holeio,Vungle,10104.114890000912
1420058690,Vungle,10090.034881000012
1625097467,Non-Vungle,10032.151326989331
6467129657,Vungle,10008.888896000384
890378044,Non-Vungle,9922.902697000003
6744975195,Non-Vungle,9782.76526399998
1206967173,Non-Vungle,9602.784416999999
com.matteljv.uno,Non-Vungle,9573.06080600008
1664415775,Non-Vungle,9501.272878999987
6479528256,Non-Vungle,9431.757398999991
1470373330,Non-Vungle,9384.22760599999
com.zynga.words3,Non-Vungle,9332.483133000951
1538912205,Non-Vungle,9228.611078995402
608206510,Non-Vungle,9212.54370899995
1390423469,Non-Vungle,9139.229025000011
1028294311,Non-Vungle,9109.116244000521
6733244789,Non-Vungle,9059.36094694257
1011626777,Non-Vungle,9025.09849297186
6752376239,Non-Vungle,9012.81522600001
1499081620,Vungle,8980.220141000644
6471265311,Non-Vungle,8921.297916999558
6746331323,Non-Vungle,8915.504406987407
free.vpn.unblock.proxy.turbovpn,Vungle,8882.464469998587
6740510106,Non-Vungle,8791.7208619808
1635289326,Non-Vungle,8664.621405996255
6479238647,Non-Vungle,8511.601701993908
1667538616,Non-Vungle,8425.804788999036
com.offerup,Non-Vungle,8358.776599000073
com.aura.news.hashtag.news,Non-Vungle,8318.662240000052
6446354191,Non-Vungle,8292.311465998135
com.ludo.king,Vungle,8229.65477300039
com.sec.android.app.samsungapps,Vungle,8213.069051999992
6502597181,Non-Vungle,8187.632607999018
6547835725,Non-Vungle,8177.433001993559
1086101495,Non-Vungle,8118.933888000108
6448176203,Non-Vungle,8118.137897000004
6444312211,Vungle,7982.781206000224
com.oakever.jigsawcard,Vungle,7972.390244000548
academy.gocrypto.trading,Non-Vungle,7957.471535999798
com.outfit7.mytalkingtom2,Vungle,7926.84808999993
com.easybrain.block.puzzle.games,Non-Vungle,7876.812477999005
6754098532,Non-Vungle,7767.15910799252
6479727880,Vungle,7750.938056000015
597088068,Vungle,7732.820471999999
1382466301,Non-Vungle,7716.237162999984
1459645446,Vungle,7566.543900000048
com.dramawave.app,Non-Vungle,7558.553448999996
com.duolingo,Non-Vungle,7528.972312000986
1342112505,Vungle,7457.067660000059
com.ezt.pdfreader.pdfviewer,Non-Vungle,7384.690445000156
6754862574,Non-Vungle,7119.073991999988
1452526406,Vungle,7107.959206000089
592331499,Non-Vungle,7101.856299995188
com.superplaystudios.dicedreams,Non-Vungle,7062.834877999999
6446890132,Non-Vungle,6973.302737999768
com.studio27.MelonPlayground,Vungle,6915.559056999984
6464002625,Non-Vungle,6704.44944500001
at.ner.SolitaireKlondike,Non-Vungle,6687.549024001629
834185106,Non-Vungle,6651.825934000003
com.naver.linewebtoon,Vungle,6591.7839560000275
6754668686,Non-Vungle,6533.272534999995
1492722342,Non-Vungle,6438.219020999988
1146465836,Non-Vungle,6415.075965999994
com.callapp.contacts,Vungle,6265.251383000157
880047117,Non-Vungle,6149.421656000016
com.scores365,Non-Vungle,6134.039346000005
com.xm.csee,Non-Vungle,6039.580150000549
6446891577,Non-Vungle,5919.107581999657
6514312894,Non-Vungle,5895.9411240000145
com.outfit7.mytalkingangela2,Vungle,5851.345822999862
523001403,Non-Vungle,5699.735648000006
840919914,Vungle,5667.362489999996
com.miui.player,Vungle,5660.7681359998805
1130153523,Non-Vungle,5459.970373001371
io.randomco.travel,Non-Vungle,5284.906651999993
6751225067,Non-Vungle,5264.353949000009
com.football.soccer.league,Non-Vungle,5216.839464000524
847492141,Non-Vungle,5017.0217840008145
445338486,Non-Vungle,4948.9932160000735
jp.gocro.smartnews.android,Non-Vungle,4920.790541999988
com.particlenews.newsbreak,Vungle,4915.294848999989
6752973567,Non-Vungle,4845.187309000001
1444990764,Non-Vungle,4661.669604000001
6737214802,Non-Vungle,4622.888589002965
com.tmobile.m1,Vungle,4561.839640999985
com.soccer.score.star,Non-Vungle,4475.268146000812
1410235921,Non-Vungle,4422.052352999998
com.aws.android,Vungle,4388.970947000003
com.rovio.baba,Non-Vungle,4348.9617560000015
6737874398,Non-Vungle,4138.372899999988
6449206831,Non-Vungle,4113.540540999994
com.inmobi.weather,Vungle,3948.360464999991
com.king.farmheroessaga,Non-Vungle,3741.5376319999596
free.vpn.unblock.proxy.vpnmaster,Non-Vungle,3694.4804850001206
com.gamma.scan,Non-Vungle,3693.2427450004634
ai.character.app,Non-Vungle,3645.1858720001733
1644847077,Non-Vungle,3566.025850000294
live.shorttv.apps,Non-Vungle,3526.272921000003
724594093,Non-Vungle,3457.055005000067
714796093,Non-Vungle,3388.467801000003
com.resultadosfutbol.mobile,Non-Vungle,3318.313998000336
6475168012,Non-Vungle,3233.7455970000124
727296976,Non-Vungle,3200.2941239999946
1355464544,Non-Vungle,3167.026743001396
com.badoo.mobile,Non-Vungle,3134.568886999998
1212951043,Vungle,3003.6172429999956
com.instabridge.android,Non-Vungle,2840.0976820000574
6758184735,Non-Vungle,2806.657748999994
351331194,Non-Vungle,2803.6273770000103
1641107226,Non-Vungle,2790.5696779996397
1503251395,Non-Vungle,2513.223548000009
1089225191,Non-Vungle,2405.991542
993090598,Vungle,2365.881326999974
jp.naver.linemanga.android,Vungle,2363.690872999999
com.superking.parchisi.star,Non-Vungle,2318.5971829995597
6443760593,Non-Vungle,2273.9987299999984
297368629,Non-Vungle,2032.0483079999833
1153883316,Non-Vungle,1993.3067799999956
6450958246,Non-Vungle,1845.3534399999758
6446197181,Non-Vungle,1794.4604280000008
com.miniclip.cricketleague,Non-Vungle,1656.479896000006
com.supercell.hayday,Non-Vungle,1498.900190999996
com.macrovideo.v380pro,Non-Vungle,1439.1000260000365
501306812,Non-Vungle,1204.610483999998
com.miui.home,Non-Vungle,1162.2788370000053
1103438575,Non-Vungle,1036.2970580000022
net.supertreat.solitaire,Non-Vungle,907.103132
kr.co.psynet,Non-Vungle,871.9540109999826
884006786,Non-Vungle,868.7029830000348
329218549,Non-Vungle,784.7544260001092
1388988209,Non-Vungle,749.8874040000094
com.flightradar24free,Non-Vungle,700.6946789999884
1608987929,Non-Vungle,661.586418
com.niam.smartswitch.phonecloneapp.easytransfer,Non-Vungle,575.6583020000023
com.bitsmedia.android.muslimpro,Non-Vungle,480.0334900000077
com.community.oneroom,Non-Vungle,451.8950959999994
6751533084,Non-Vungle,435.775228999998
com.microsoft.microsoftsolitairecollection,Non-Vungle,349.8522720000001
1531594277,Non-Vungle,334.70962999999983
com.huub.tiger,Vungle,169.315061
6742221896,Vungle,92.57237300000112
com.truecaller,Vungle,0.031979
1543351744,Non-Vungle,0.0
com.vivo.appstore,Non-Vungle,0.0
ai.socialapps.speakmaster,Vungle,0.0
ai.socialapps.speakmaster,Non-Vungle,0.0
