Market ID,App Name,Account Name,AM Name,From Previous Analysis?,Total Spend (90D),VX Spend (90D),Non-VX Spend (90D),VX Spend % (90D),VX Rank (90D),Exchanges Above VX (90D),VX Video Spend (90D),VX Video % (90D),VX Non-Video Spend (90D),VX Non-Video % (90D),VX Video Rank (90D),Exchanges Above VX - Video (90D),VX Non-Video Rank (90D),Exchanges Above VX - Non-Video (90D),Non-VX Video Spend (90D),Non-VX Video % (90D),Non-VX Non-Video Spend (90D),Non-VX Non-Video % (90D),Total Spend (30D),VX Spend (30D),Non-VX Spend (30D),VX Spend % (30D),VX Rank (30D),Exchanges Above VX (30D),Won or Lost Rank (30D)?,VX Video Spend (30D),VX Video % (30D),VX Non-Video Spend (30D),VX Non-Video % (30D),VX Video Rank (30D),Exchanges Above VX - Video (30D),VX Non-Video Rank (30D),Exchanges Above VX - Non-Video (30D),Non-VX Video Spend (30D),Non-VX Video % (30D),Non-VX Non-Video Spend (30D),Non-VX Non-Video % (30D)
com.Beauchamp.Messenger.external,Chai Android,Chai Research Corp,Natalie Kenyon,,349288.3439553686,89602.24837099998,259686.09558436865,0.2565,2,INNERACTIVE_DIRECT,88563.16691600242,0.9877,1107.349027999985,0.0123,2.0,INNERACTIVE_DIRECT,3.0,"KONTEXT, INMOBI",254248.58499399785,0.9832,4354.300571000059,0.0168,99995.93321229656,27984.859794999713,72011.07341729687,0.2799,2,INNERACTIVE_DIRECT,Held,26332.73762599993,0.9596,1107.3490279999912,0.0404,2.0,INNERACTIVE_DIRECT,1.0,,69020.72545800019,0.9598,2887.6278870000797,0.0402
com.lemon.lvoverseas,Capcut_android,BYTEDANCE PTE LTD,Sunton Sun,,348634.49225616927,275172.96282101754,73461.52943515172,0.7893,1,VX not present,274107.9391040117,0.9988,325.2710809999916,0.0012,1.0,,3.0,"DOUBLECLICK, MINTEGRAL",45249.04847500011,0.6135,28503.385664002715,0.3865,125535.9638430221,98380.05346499904,27155.91037802305,0.7837,1,VX not present,Held,97948.21142599956,0.9998,19.151040000000062,0.0002,1.0,,3.0,"DOUBLECLICK, MINTEGRAL",16564.837017,0.602,10949.681197001266,0.398
1191435163,Solitaire - A Classic Card Game iOS,Tripledot Studios,Tori Edwards,,346328.17335236736,135495.2386729887,210832.93467937864,0.3912,1,VX not present,102786.427116,0.7591,32611.971007003376,0.2409,1.0,,1.0,,162821.13026199982,0.7746,47373.93086099877,0.2254,101238.90505902284,43338.571770997965,57900.33328802488,0.4281,1,VX not present,Held,36248.16974799996,0.8299,7431.329367999913,0.1701,1.0,,1.0,,42263.169101,0.7381,14995.90784700062,0.2619
1073936461,・Solitaire・,nerByte GMBH,Hadil Salameh,,344550.4562601461,51740.01986399937,292810.4363961467,0.1502,3,"DOUBLECLICK, APPLOVIN",52306.55492999971,1.0,0.0,0.0,3.0,"DOUBLECLICK, APPLOVIN",3.0,"DOUBLECLICK, APPLOVIN",285485.5950759977,0.9814,5418.198820012357,0.0186,97802.0321099933,23079.187313000013,74722.84479699329,0.236,1,VX not present,Won,22618.116371000026,1.0,0.0,0.0,1.0,,3.0,"DOUBLECLICK, APPLOVIN",72797.94048399986,0.9779,1647.237770999946,0.0221
com.sec.android.app.samsungapps,Instant Plays,Samsung Electronics,Jack Dove,,344430.5450859195,21055.696553000347,323374.84853291913,0.0611,2,SAMSUNG,20968.06339700037,1.0,0.0,0.0,2.0,SAMSUNG,-1.0,VX not present,323952.6611249217,1.0,12.189815,0.0,103366.41354799567,8213.069051999992,95153.3444959957,0.0795,2,SAMSUNG,Held,7964.972533000004,1.0,0.0,0.0,2.0,SAMSUNG,-1.0,VX not present,93434.22117699705,0.9999,5.101306,0.0001
587366035,PicsArt Photo Studio: Collage Maker & Pic Editor (IOS),Picsart Inc,Matthew Hong,,343520.7636743933,244475.26082299455,99045.50285139878,0.7117,1,VX not present,126057.83535399828,0.5178,117404.74544279191,0.4822,1.0,,1.0,,51405.36664199996,0.5216,47139.35339186745,0.4784,99205.1253600221,70624.41109693094,28580.71426309115,0.7119,1,VX not present,Held,39089.88767100001,0.5597,30752.149784011337,0.4403,1.0,,1.0,,12983.487377999996,0.4606,15205.193793995184,0.5394
550928207,BeSoccer,BeSoccer,Louis Wallworth,,343367.3321701716,244506.81986021603,98860.51230995556,0.7121,1,VX not present,227172.6261778752,0.9345,15910.122768944912,0.0655,1.0,,2.0,VERVE,59667.265850002594,0.6034,39210.412059001974,0.3966,100763.57584195264,63833.97162395307,36929.60421799958,0.6335,1,VX not present,Held,55724.67292795139,0.9003,6173.079370000135,0.0997,1.0,,1.0,,26131.458842000313,0.7242,9951.21043899999,0.2758
com.metro.minus1,Metro Play,Sliide,Beth Taylor-Lowen,,339763.7152140043,290786.9902540044,48976.724959999854,0.8559,1,VX not present,0.0,0.0,291067.00853400346,1.0,-1.0,VX not present,1.0,,0.0,0.0,49545.78630499995,1.0,111722.4725379994,87441.00484099938,24281.467697000007,0.7827,1,VX not present,Held,0.0,0.0,85097.83046499974,1.0,-1.0,VX not present,1.0,,0.0,0.0,23938.458345999996,1.0
6504332779,ColorBlockJam,Rollic Games,Dina Eraksan,,333788.73765583953,156356.2024059235,177432.535249916,0.4684,1,VX not present,110252.39986399922,0.709,45247.70258194989,0.291,1.0,,1.0,,104208.61601699992,0.589,72727.49838992729,0.411,89795.65798098431,37404.299300988736,52391.358679995574,0.4165,1,VX not present,Held,24392.761185000087,0.6614,12489.178685001854,0.3386,1.0,,1.0,,30725.748514000003,0.5942,20980.17576900924,0.4058
com.hitappsgames.wordsolitaire,Word Solitaire: Associations Android,HITAPPS GAMES LTD,Beth Taylor-Lowen,,332281.1967638398,81652.10231899029,250629.09444484953,0.2457,2,APPODEAL,71823.60280700261,0.8826,9557.40141400187,0.1174,2.0,APPODEAL,1.0,,228874.39833599853,0.9184,20334.277960992364,0.0816,84102.12363030225,22756.257155999523,61345.866474302726,0.2706,2,APPODEAL,Held,20097.85598799995,0.8953,2350.4176919999472,0.1047,2.0,APPODEAL,1.0,,55789.852457000015,0.9111,5442.860813999915,0.0889
6749456493,DiamondSort,Samfinaco Limited,Matthew Hong,,329348.8579139817,116709.32243887824,212639.53547510348,0.3544,1,VX not present,87606.76396599949,0.7486,29427.382274007497,0.2514,1.0,,1.0,,101002.71947700014,0.4762,111119.23365614904,0.5238,101328.36578114462,38573.19403898753,62755.17174215708,0.3807,1,VX not present,Held,23680.53007800013,0.6214,14427.61396800272,0.3786,1.0,,1.0,,31477.44350100001,0.5075,30544.118744996736,0.4925
1443446174,Magic Tiles 3: Piano Game,Amanotes (PT),Nam Trinh,,326592.09301599424,196401.62747999755,130190.4655359967,0.6014,1,VX not present,195186.4013519999,1.0,0.0,0.0,1.0,,-1.0,VX not present,129606.3828570005,0.9974,338.83762500000006,0.0026,73159.9037070003,38455.80209600005,34704.101611000246,0.5256,1,VX not present,Held,38149.625456,1.0,0.0,0.0,1.0,,-1.0,VX not present,34315.476160999955,0.9978,75.70342999999998,0.0022
com.storymatrix.drama,DramaBox,STORYMATRIX PTE LTD,Aria Gao,,326325.8365030254,145898.91678102486,180426.9197220005,0.4471,1,VX not present,145514.4859280254,1.0,0.0,0.0,1.0,,5.0,"DOUBLECLICK, APPLOVIN, IRONSOURCE, MINTEGRAL",179944.37782099925,0.9991,167.6762279999984,0.0009,99451.82125500048,39308.58793400107,60143.23332099942,0.3953,2,APPODEAL,Lost,39414.45136000102,1.0,0.0,0.0,2.0,APPODEAL,3.0,"DOUBLECLICK, APPLOVIN",60071.379794999935,0.9988,71.274145,0.0012
6499306806,Goods Sort iOS,Guru Network Limited,Harper Zhang,,325720.4230110593,209517.56009197343,116202.86291908583,0.6432,1,VX not present,158549.97691499878,0.7569,50911.685511980344,0.2431,1.0,,1.0,,54700.14353899995,0.473,60955.020017821655,0.527,100081.18067714568,68410.93109398901,31670.24958315668,0.6836,1,VX not present,Held,55323.265729999686,0.8044,13454.890536000668,0.1956,1.0,,1.0,,13468.859527,0.4278,18017.947698994853,0.5722
1317978215,color by number FGFF,FGFF,Matthew Hong,,325621.9505127671,216810.0191419714,108811.93137079568,0.6658,1,VX not present,161959.18773800047,0.7502,53934.41000196307,0.2498,1.0,,1.0,,66651.94565499997,0.6134,42015.78780395484,0.3866,84448.26556303768,51779.84624498139,32668.419318056287,0.6132,1,VX not present,Held,39765.68546799984,0.7698,11890.795783001464,0.2302,1.0,,1.0,,21262.811018999993,0.6601,10950.498932003087,0.3399
1324604053,Puzzles IOS,Easybrain Ltd,Dina Eraksan,,322954.5235046508,167775.86760005038,155178.65590460043,0.5195,1,VX not present,138493.37202799978,0.8294,28487.550765009364,0.1706,1.0,,1.0,,103627.44982599992,0.67,51037.22437603754,0.33,84821.3999599136,37952.48204499464,46868.91791491896,0.4474,1,VX not present,Held,30533.044188000826,0.8038,7452.406177999817,0.1962,1.0,,1.0,,31838.04513900004,0.6774,15165.316337001152,0.3226
6755183085,Yarn Flow,Spyke Games,Dina Eraksan,,321039.6019740011,39633.66813800006,281405.93383600103,0.1235,3,"APPODEAL, INMOBI",40036.45550000013,1.0,0.0,0.0,3.0,"APPODEAL, INMOBI",-1.0,VX not present,282263.17254200066,1.0,0.171119,0.0,107594.729471,25080.465021000004,82514.26445,0.2331,2,APPODEAL,Won,26028.776238999984,1.0,0.0,0.0,2.0,APPODEAL,-1.0,VX not present,79945.6094950001,1.0,0.0,0.0
com.microsoft.microsoftsolitairecollection,Microsoft Solitaire Collection Android,Microsoft Casual Games,Matthew Hong,,320626.07737105875,319437.2791700587,1188.7982010000003,0.9963,1,VX not present,319317.38335607346,1.0,0.0,0.0,1.0,,4.0,"CRITEO, VERVE, INMOBI",0.000321,0.0,1183.661849000001,1.0,85707.69933599966,85357.84706399965,349.8522720000001,0.9959,1,VX not present,Held,82684.17529299931,1.0,0.0,0.0,1.0,,4.0,"VERVE, CRITEO, INMOBI",0.000321,0.0,349.273543,1.0
com.easybrain.crossword.puzzles,Crossword Master GP,Easybrain Ltd,Dina Eraksan,,319432.86844404065,235039.6220750915,84393.24636894919,0.7358,1,VX not present,221675.66070400312,0.944,13150.558820002138,0.056,1.0,,1.0,,67297.29082599998,0.7988,16947.48969500201,0.2012,94339.70094497676,67810.5482049906,26529.152739986155,0.7188,1,VX not present,Held,63509.2069530013,0.9378,4215.858587000007,0.0622,1.0,,1.0,,20105.129089000005,0.7614,6301.604265000746,0.2386
com.bigwinepot.nwdn.international,Remini AI,AI CREATIVITY S.R.L.,Hadil Salameh,,319226.5182569894,197146.8504749931,122079.66778199632,0.6176,1,VX not present,196725.3298089953,1.0,0.0,0.0,1.0,,4.0,"DOUBLECLICK, INMOBI, APPLOVIN",122448.00246599922,1.0,0.0340759999999998,0.0,106054.56400399884,59353.40771899973,46701.15628499912,0.5596,1,VX not present,Held,58230.25649799942,1.0,0.0,0.0,1.0,,3.0,"DOUBLECLICK, APPLOVIN",46908.57955400056,1.0,0.0023919999999998,0.0
com.miniclip.eightballpool,8 Ball Pool,Miniclip SA,Louis Wallworth,,314798.72246399854,236924.05223700032,77874.6702269982,0.7526,1,VX not present,235977.0579040016,1.0,0.0,0.0,1.0,,3.0,"DOUBLECLICK, INMOBI",77325.64642200003,1.0,0.7077810000000001,0.0,95836.16533399928,74585.65195199907,21250.51338200022,0.7783,1,VX not present,Held,74599.66729999945,1.0,0.0,0.0,1.0,,-1.0,VX not present,20943.66543000001,1.0,0.308819,0.0
1389111413,Hole.io,Voodoo,Hadil Salameh,,312867.64171838434,125018.34197792852,187849.2997404558,0.3996,1,VX not present,82648.86079399963,0.6654,41560.09179696856,0.3346,1.0,,1.0,,106777.56031799992,0.571,80223.63111986086,0.429,74697.22897509843,27508.810122998173,47188.418852100265,0.3683,1,VX not present,Held,16924.394044,0.6228,10250.059622000146,0.3772,1.0,,1.0,,27563.378538000015,0.5907,19100.95070099515,0.4093
com.blockchainvault,Android - Pi Network,Social Chain Inc.,Jack Dove,,309034.4107120318,204928.636588034,104105.77412399783,0.6631,1,VX not present,204762.22973603816,1.0,0.0,0.0,1.0,,-1.0,VX not present,104204.57713199998,1.0,0.11452,0.0,101099.98920700033,64344.92374900023,36755.065458000085,0.6364,1,VX not present,Held,64505.32496299948,1.0,0.0,0.0,1.0,,-1.0,VX not present,36792.837422,1.0,0.11452,0.0
eu.livesport.FlashScore_com,AND | Flashscore: Live Scores & News,Livesport sro,Louis Wallworth,,308845.6854315629,239723.09081556607,69122.5946159968,0.7762,1,VX not present,164627.58627210744,0.6869,75056.41812991233,0.3131,1.0,,1.0,,85.70967999999954,0.0012,68940.51804299963,0.9988,111024.17029194198,88232.43161294454,22791.73867899744,0.7947,1,VX not present,Held,64131.37762998082,0.7353,23080.907485003587,0.2647,1.0,,1.0,,81.87090700000047,0.0037,22332.54971400021,0.9963
1442749804,Sudoku,OAKEVER GAMES PTE LTD,Aria Gao,,306956.5125504128,109370.43293884186,197586.07961157095,0.3563,1,VX not present,47018.334068,0.4312,62010.17781299333,0.5688,1.0,,1.0,,130935.74562400012,0.6667,65465.75860094239,0.3333,80803.8390602515,30270.732112999813,50533.10694725168,0.3746,1,VX not present,Held,12982.745098000005,0.4312,17126.691393003755,0.5688,1.0,,1.0,,32479.952281999987,0.6487,17592.711826004106,0.3513
com.netshort.abroad,NetShort_Andorid,NETSTORY PTE LTD,Harper Zhang,,306842.6443190958,59670.00775999656,247172.63655909928,0.1945,3,"INNERACTIVE_DIRECT, APPODEAL",59481.23910199675,1.0,2.5608979999999995,0.0,3.0,"INNERACTIVE_DIRECT, APPODEAL",9.0,"CHARTBOOST, INMOBI, DOUBLECLICK, INNERACTIVE_DIRECT, UNITY, MINTEGRAL, APPODEAL, IRONSOURCE",243165.8274539989,0.9725,6882.6417520000205,0.0275,131718.3709760019,18621.231655000644,113097.13932100126,0.1414,3,"INNERACTIVE_DIRECT, APPODEAL",Held,18272.889915000465,0.9999,2.5606489999999997,0.0001,3.0,"INNERACTIVE_DIRECT, APPODEAL",9.0,"INMOBI, CHARTBOOST, DOUBLECLICK, INNERACTIVE_DIRECT, UNITY, APPODEAL, MINTEGRAL, IRONSOURCE",111191.99753899992,0.9727,3121.718819999979,0.0273
fr.vinted,Vinted Android,Vinted,Dumitru Cazacu,,305161.7369681251,261062.7459860342,44098.99098209093,0.8555,1,VX not present,0.0,0.0,261505.8700999996,1.0,-1.0,VX not present,1.0,,0.0,0.0,43909.69577699887,1.0,114985.018831989,97748.71971698532,17236.2991150037,0.8501,1,VX not present,Held,0.0,0.0,96528.79980199283,1.0,-1.0,VX not present,1.0,,0.0,0.0,16766.420009999194,1.0
com.pixel.art.coloring.color.number,Happy Color Android - Paint by Number,X-FLOW LTD,Kseniia Fesenko,,304160.8560271489,53208.83461900026,250952.02140814863,0.1749,3,"INNERACTIVE_DIRECT, APPODEAL",53606.276542999985,1.0,0.0,0.0,2.0,INNERACTIVE_DIRECT,10.0,"A9TAM, APPODEAL, INNERACTIVE_DIRECT, INMOBI, VERVE, SMAATO, APPLOVIN, PANGLE, ZMATICOO",214880.77511799993,0.8566,35970.64882101647,0.1434,93152.16719797035,22670.13643800027,70482.03075997009,0.2434,2,INNERACTIVE_DIRECT,Won,22765.928656000266,1.0,0.0,0.0,2.0,INNERACTIVE_DIRECT,9.0,"APPODEAL, A9TAM, INNERACTIVE_DIRECT, INMOBI, VERVE, APPLOVIN, PANGLE, ZMATICOO",59152.64317900004,0.8404,11235.518657000965,0.1596
6754668686,mliu43734-gmail-com_com-fly-ultra-free-vpn-high,Yandex Inc.,Kseniia Fesenko,,302871.2345499984,254121.0542279987,48750.18032199973,0.839,1,VX not present,251243.72938999656,1.0,0.0,0.0,1.0,,-1.0,VX not present,23421.104476999993,0.489,24471.16232899996,0.511,57487.66519800016,50954.392663000166,6533.272534999995,0.8864,1,VX not present,Held,50548.254589000055,1.0,0.0,0.0,1.0,,-1.0,VX not present,3780.9847260000056,0.5984,2536.9839950000023,0.4016
1388988209,V380 Pro,"Guangzhou Hongshi information Technology Co., Ltd.",Ronald Long,,301025.1166430613,295894.47782506153,5130.638817999748,0.983,1,VX not present,285471.95646808494,0.9661,10003.8848460018,0.0339,1.0,,1.0,,3028.125207999936,0.5964,2049.134459000046,0.4036,92005.65165699551,91255.7642529955,749.8874040000094,0.9918,1,VX not present,Held,86194.35107299588,0.9555,4016.3989869998863,0.0445,1.0,,1.0,,1.156047,0.0015,748.5913110000083,0.9985
1538433480,PocketFM IOS,Pocket FM Corp,Rutvij Jadav,,298923.3196424283,159716.85669198952,139206.4629504388,0.5343,1,VX not present,143598.63186900408,0.9026,15498.419326000654,0.0974,1.0,,1.0,,94268.12838299989,0.6765,45079.0255090127,0.3235,90355.26000808307,36390.36243099857,53964.897577084506,0.4027,1,VX not present,Held,30691.036117999924,0.8616,4931.3542260000095,0.1384,1.0,,1.0,,39678.30342900003,0.7425,13758.137519997354,0.2575
com.handmark.expressweather,1Weather Android,InMobi,Rutvij Jadav,,298622.10500101553,86635.78616599969,211986.31883501585,0.2901,2,INMOBI,62351.79403600026,0.7117,25253.72982599991,0.2883,2.0,INMOBI,1.0,,158985.92144900022,0.7517,52527.89026200033,0.2483,101680.71724699892,57942.409053999945,43738.30819299897,0.5698,1,VX not present,Won,50562.43715000013,0.8784,7000.803867999998,0.1216,1.0,,1.0,,27990.602473999967,0.6637,14185.506285000012,0.3363
6471572249,Watermelon Drop: Fruit Merge,InfenitePlay LTD,Nam Trinh,,298018.9819230151,94831.93692199956,203187.0450010155,0.3182,1,VX not present,94231.2235359996,1.0,0.0,0.0,1.0,,14.0,"APPODEAL, INMOBI, INNERACTIVE_DIRECT, BIGO, MINTEGRAL, APPLOVIN, UNITY, DOUBLECLICK, A9TAM, VERVE, ZMATICOO, PANGLE, SMAATO",92973.15242200016,0.4599,109185.29884502303,0.5401,68531.46283412963,18965.910967999997,49565.55186612964,0.2767,1,VX not present,Held,18909.483496000055,1.0,0.0,0.0,1.0,,13.0,"INNERACTIVE_DIRECT, APPODEAL, INMOBI, APPLOVIN, MINTEGRAL, UNITY, BIGO, DOUBLECLICK, A9TAM, VERVE, ZMATICOO, PANGLE",19151.350811000015,0.392,29705.120222989404,0.608
1374403536,BitLife - Life Simulator,Candywriter,Natalie Kenyon,,296535.16970875027,83869.67331496332,212665.49639378695,0.2828,1,VX not present,67844.3632329997,0.8156,15335.400059006935,0.1844,1.0,,2.0,CHARTBOOST,124763.42974499956,0.5896,86843.69662103549,0.4104,84135.22112997578,21603.11637400171,62532.10475597407,0.2568,2,INNERACTIVE_DIRECT,Lost,16473.09809600003,0.7589,5234.490072999941,0.2411,2.0,INNERACTIVE_DIRECT,2.0,CHARTBOOST,40214.75887099993,0.6535,21325.458001000385,0.3465
605569663,Amerigo File Manager iOS,IdeaSolutions S.r.l.,Beth Taylor-Lowen,,296287.6553733632,206908.0004965026,89379.6548768606,0.6983,1,VX not present,192000.83936866172,0.9279,14922.44514501279,0.0721,1.0,,1.0,,76279.86679000944,0.8526,13184.22582899915,0.1474,110948.09929898284,71435.65961099917,39512.439687983686,0.6439,1,VX not present,Held,65224.21910901406,0.9108,6384.262689999903,0.0892,1.0,,1.0,,34885.127712002875,0.8878,4407.577278000172,0.1122
1250312807,X-VPN Unlimited VPN Proxy,Free Connected Limited,Ronald Long,,296171.7015739844,177783.6333149776,118388.06825900682,0.6003,1,VX not present,178013.64948697793,1.0,0.0,0.0,1.0,,-1.0,VX not present,117503.92019799874,1.0,0.1835199999999998,0.0,104389.40729500254,61942.925203003266,42446.482091999285,0.5934,1,VX not present,Held,61259.11306000393,1.0,0.0,0.0,1.0,,-1.0,VX not present,42085.10818399988,1.0,0.0847249999999998,0.0
6754900673,Jigsawcard iOS,OAKEVER GAMES PTE LTD,Aria Gao,,293337.49966889486,78900.03424093443,214437.46542796044,0.269,1,VX not present,52426.124047999736,0.6634,26604.18974100839,0.3366,1.0,,1.0,,144957.92513099994,0.6732,70358.16530889398,0.3268,90118.396011094,29893.90817899949,60224.48783209453,0.3317,1,VX not present,Held,19766.372646000047,0.6667,9882.11863500067,0.3333,1.0,,1.0,,39269.824451999986,0.6596,20266.358436996765,0.3404
com.kiloo.subwaysurf,Subway Surfers (COPPA),SYBO Games,Louis Wallworth,,292868.2294069651,175584.47011599707,117283.75929096804,0.5995,1,VX not present,171952.77269199645,0.9792,3660.6482419998633,0.0208,1.0,,2.0,INMOBI,89188.106775999,0.7605,28088.898031014454,0.2395,95531.995028,53948.63672799815,41583.35830000184,0.5647,1,VX not present,Held,52676.031351999394,0.9754,1326.5081269999764,0.0246,1.0,,2.0,INMOBI,31212.98384200028,0.7506,10370.71711499989,0.2494
1176027022,Toon Blast,Zynga,Lisa Tolentino,,291871.8327360002,212622.5842460007,79249.24848999947,0.7285,1,VX not present,211638.3401810002,1.0,0.0,0.0,1.0,,-1.0,VX not present,79121.30372900004,1.0,0.0817949999999999,0.0,79466.43116900047,53967.58073400037,25498.850435000106,0.6791,1,VX not present,Held,52761.276669000246,1.0,0.0,0.0,1.0,,-1.0,VX not present,25741.266328999984,1.0,0.0,0.0
6608975929,Woodoku Blast iOS,Tripledot Studios,Tori Edwards,,290304.95236319816,224159.58917197405,66145.36319122408,0.7722,1,VX not present,192444.48084400097,0.8548,32693.354445012887,0.1452,1.0,,1.0,,45562.693301000014,0.6904,20435.66403000125,0.3096,101357.37462899508,77254.42732297468,24102.94730602041,0.7622,1,VX not present,Held,66608.51645200004,0.857,11117.359708000648,0.143,1.0,,1.0,,17405.349306000004,0.7314,6392.807253999896,0.2686
543186831,8 Ball Pool iOS Live,Miniclip SA,Louis Wallworth,,289403.7363760042,185646.75071900376,103756.98565700043,0.6415,1,VX not present,184912.1770050059,1.0,0.0,0.0,1.0,,-1.0,VX not present,104074.8122679998,1.0,0.0,0.0,90005.16088200003,49141.86715099985,40863.29373100018,0.546,1,VX not present,Held,48774.87282699988,1.0,0.0,0.0,1.0,,-1.0,VX not present,40963.697921000035,1.0,0.0,0.0
1579356887,Overturn Military,Saygames LTD,Beth Taylor-Lowen,,287697.22508965305,198928.6467999986,88768.57828965447,0.6915,1,VX not present,162051.8676319992,0.8189,35836.96684701413,0.1811,1.0,,1.0,,52736.38219499998,0.5953,35846.13530987388,0.4047,74822.65482251493,46744.868309982085,28077.78651253285,0.6247,1,VX not present,Held,36956.26947600017,0.7994,9276.274154000035,0.2006,1.0,,1.0,,17141.87481500001,0.6286,10126.78347699629,0.3714
6755425214,Pocket Sort: coin puzzle,Saygames LTD,Beth Taylor-Lowen,,284285.3543227881,195780.31681898088,88505.03750380721,0.6887,1,VX not present,160013.9002740005,0.8161,36048.19301301145,0.1839,1.0,,1.0,,51174.361449999975,0.5762,37641.09832996927,0.4238,86116.19265237899,53344.90733497484,32771.28531740414,0.6195,1,VX not present,Held,41979.32426399987,0.7872,11348.361638000377,0.2128,1.0,,1.0,,20022.979035000004,0.6162,12470.541329000976,0.3838
1509453185,terabox,"Flextech, Inc.",Seven Tu,,283780.140148181,52014.243445999455,231765.89670218152,0.1833,2,INMOBI,51942.24977299948,1.0,0.0,0.0,1.0,,-1.0,VX not present,36222.32154700522,0.1571,194342.21969110027,0.8429,92290.70020722062,16751.93534400002,75538.76486322061,0.1815,2,INMOBI,Held,16575.60316800003,1.0,0.0,0.0,1.0,,-1.0,VX not present,10207.825864999742,0.1366,64502.92250602022,0.8634
com.Gamnest.CandyRace,Candy Race Launcher,App Central ltd,Beth Taylor-Lowen,,282391.1815979879,106456.39801499736,175934.7835829905,0.377,1,VX not present,107761.87259599642,1.0,0.0,0.0,1.0,,-1.0,VX not present,151484.1952969998,0.8479,27181.574977999855,0.1521,132263.762377997,51835.60366899954,80428.15870899743,0.3919,1,VX not present,Held,51379.19769399994,1.0,0.0,0.0,1.0,,-1.0,VX not present,70164.7789990004,0.8826,9328.573621,0.1174
997362197,InShot iOS,InstaShot,Harper Zhang,,280508.1004841797,167535.89401597087,112972.20646820882,0.5973,1,VX not present,118506.61264400104,0.7091,48612.39126202342,0.2909,1.0,,1.0,,67791.02870400144,0.6043,44397.15996598376,0.3957,91097.31304206749,55796.79011597864,35300.52292608885,0.6125,1,VX not present,Held,40622.08798700037,0.7338,14736.508495001244,0.2662,1.0,,1.0,,21503.57756799993,0.6162,13391.82047100042,0.3838
1459645446,BeReal iOS,Voodoo,Hadil Salameh,,278532.39859023783,63543.98298098949,214988.41560924833,0.2281,2,VERVE,0.0,0.0,62112.86244498703,1.0,3.0,"BIGO, APPLOVIN",2.0,VERVE,32.584094,0.0002,215901.76635803227,0.9998,106739.3160820528,7566.543900000048,99172.77218205277,0.0709,5,"VERVE, INMOBI, APPLOVIN, BIGO",Lost,0.0,0.0,8006.766069000011,1.0,1.0,,5.0,"VERVE, INMOBI, APPLOVIN, BIGO",0.0,0.0,97893.95916599056,1.0
com.applabstudios.ai.mail.homescreen.inbox,AI Mail Home,"App Lab Studios, LLC",Kasey Geist,,277897.2772710035,129953.9048189975,147943.37245200604,0.4676,2,APPODEAL,34450.936024000024,0.2668,94669.43424199813,0.7332,1.0,,2.0,APPODEAL,6550.644583000001,0.0446,140470.48552600062,0.9554,85831.44359300066,41554.49760000006,44276.9459930006,0.4841,2,APPODEAL,Held,13555.47504900001,0.3276,27824.042246000103,0.6724,1.0,,2.0,APPODEAL,2205.2503389999993,0.0509,41115.91740299995,0.9491
6504279468,APFindDIfference - iOS,Guru Network Limited,Harper Zhang,,277820.05988459144,175847.00535797104,101973.05452662038,0.633,1,VX not present,127943.00401200102,0.7319,46863.47760901367,0.2681,1.0,,1.0,,66981.08703400003,0.6616,34263.59218898323,0.3384,66712.02326799915,46407.61874198968,20304.404526009457,0.6956,1,VX not present,Held,34097.241406000016,0.7356,12254.817734000131,0.2644,1.0,,1.0,,12204.863820000002,0.6105,7788.343889998695,0.3895
kidultlovin.word.zen,ZenWord Android,OAKEVER GAMES PTE LTD,Aria Gao,,277624.75237893156,37081.92443399813,240542.8279449334,0.1336,3,"BIGO, APPODEAL",28166.703168000426,0.7543,9176.450316000952,0.2457,3.0,"APPODEAL, INNERACTIVE_DIRECT",2.0,BIGO,163516.51994600007,0.6834,75757.60985500317,0.3166,66678.24709500425,17607.520052000895,49070.727043003346,0.2641,2,APPODEAL,Won,14585.79580799998,0.8319,2948.1451179999535,0.1681,2.0,APPODEAL,1.0,,43884.78865200002,0.8936,5225.12038299984,0.1064
1452227871,Blockudoku IOS,Easybrain Ltd,Dina Eraksan,,275591.38230485667,184524.22106100712,91067.16124384952,0.6696,1,VX not present,149750.54664001014,0.8177,33377.66780802088,0.1823,1.0,,1.0,,45588.45559099989,0.4962,46283.004786979545,0.5038,89110.50894393667,38229.09370099314,50881.41524294353,0.429,1,VX not present,Held,30171.081466999713,0.7825,8386.981390999534,0.2175,1.0,,2.0,BIGO,25694.75304400003,0.511,24584.795128005066,0.489
1163786766,Alarmy - iOS,"Delight Room Co, Ltd",Sunyoung Min,,274131.90986634453,101151.02471883224,172980.8851475123,0.369,1,VX not present,1624.6881300000005,0.016,100047.11222588804,0.984,2.0,INMOBI,1.0,,3704.670233,0.0215,168322.91250185616,0.9785,89621.56716790627,33831.122410007236,55790.44475789903,0.3775,1,VX not present,Held,409.762323,0.0122,33183.492264011984,0.9878,2.0,INMOBI,1.0,,2025.806143000001,0.0366,53344.52633397017,0.9634
6746465127,細胞保衛戰,ToGather Fun Limited,Harper Zhang,,272054.2637499996,200515.05400099792,71539.20974900163,0.737,1,VX not present,197084.2168449974,1.0,0.0,0.0,1.0,,-1.0,VX not present,71223.74090599982,0.9999,7.496514999999999,0.0001,64100.54712200094,41430.15430000078,22670.39282200016,0.6463,1,VX not present,Held,41040.63363600082,1.0,0.0,0.0,1.0,,-1.0,VX not present,22570.944293999954,1.0,0.2452919999999999,0.0
