account_id,blocked_categories
561e8d936b8d90f61a001412,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-3"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-1"", ""V2-12"", ""V2-13"", ""V2-14"", ""V2-15"", ""V2-16"", ""V2-18"", ""V2-19"", ""V2-21"", ""V2-5"", ""V2-9""]"
6489c502a6bfa20014cb8ca7,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
6808dbeef6158900110477ca,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
60f059faaf96d700177d115f,"[""V1-1"", ""V1-10"", ""V1-13"", ""V1-14"", ""V1-2""]"
5d53cf81ff5bd700186c5f35,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7""]"
60c319e160f8540017a53701,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
65d4907595c34900110c9204,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
561e8d976b8d90f61a003d3f,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-9"", ""V2-21""]"
5b84c65ca73f7a027c553f4a,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
59d49801fa5a566117002fd5,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
609cb17937f3bf001593dd55,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
58adf6988e52ab4d320004d1,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9"", ""V2-1"", ""V2-16"", ""V2-18""]"
630dd09a2334a0001b28ad73,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
561e8d956b8d90f61a003069,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
573c1e4c69d550c903000024,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
619cc4d31a366f0017fe8d06,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
677cecb33b9ea20011273987,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-16""]"
64678a9ed7125400115d9869,"[""V1-11"", ""V1-13"", ""V1-14"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-9"", ""V2-16""]"
646dd642f8642700116df383,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
64b77ab3d634830011209287,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
624fd55d426bbc0011d5578d,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
685a4add8cccbe0011f6c96c,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
5ec6f4dbdae5f50015c2980b,"[""V1-7""]"
62664065ca13b50011fb00a2,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-3"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9""]"
64131058280ea30014b0ed99,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9"", ""V2-16""]"
6a26737de6f5b8e17bdcb8df,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
677bd16443e94a0011b752b2,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
641d8986be2b36001370ca2a,"[""V1-13"", ""V1-4"", ""V1-6""]"
561e8d936b8d90f61a000662,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-3"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9""]"
674445ddd02cf30011f20eea,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
5dcf09394f6eed0018145e58,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
561e8d956b8d90f61a0027d2,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
696a2d72a3f5d61ac707c85a,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
643c740fc34c0300130c743e,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
6406dc222ecde6001489f995,"[""V1-11"", ""V1-12"", ""V1-14""]"
63465886049244001b5accb2,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
5c77abceef995c60fecc3f39,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
60112a3ed3c4a000156a31d9,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
5ce21c80d788b30012b31658,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
567acc79dea141ea32000008,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-3"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
69c343956cffa56c03badbb0,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
630d8dbfb1095d001bb0f04a,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-13"", ""V2-16"", ""V2-19"", ""V2-3""]"
561e8d936b8d90f61a001260,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-1"", ""V2-16"", ""V2-21""]"
6908648bf5a7288c87f52a5b,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
61825d0b78e35800177c13f0,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
59bbfb5389df7b9d3b000840,"[""V1-1"", ""V1-10"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-13"", ""V2-16"", ""V2-21""]"
6556edd16cdf5900118d56ce,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
655377ea6cdf5900118d252a,"[""V1-1"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-11"", ""V2-13"", ""V2-15"", ""V2-16"", ""V2-21""]"
5981a22bcf89a5b87f001edf,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
65d36866a3d8e10011925549,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9"", ""V2-1"", ""V2-11"", ""V2-13""]"
670153ce6f113e00119a0fad,"[""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-9""]"
561e8d936b8d90f61a0014ca,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9""]"
5d3a10eeddc71000189c7a37,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
62e85e3836ed04001b6d0adb,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
664372d48ffbbf0011f17452,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
68b57bc85828fa59037e71c3,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
63e0726b0dce2900138bf123,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-9"", ""V2-13"", ""V2-15"", ""V2-19"", ""V2-3""]"
6823ff6a9886e60011610e2b,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
679afd4877bd1c00117aaefd,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
69c62dd58cf790e099c02480,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
604ec2ae5a93950016a63fdd,"[""V1-13"", ""V1-14"", ""V1-6""]"
561e8d936b8d90f61a00046c,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
693a98f538cf425060b4c773,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-3"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-1"", ""V2-10"", ""V2-11"", ""V2-13"", ""V2-16"", ""V2-2"", ""V2-3""]"
688b3725c446f77fe6eaaff8,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
5dcc0df6a4305a00173b9cf8,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-16""]"
561e8d946b8d90f61a00170a,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5""]"
65c3655fa3d8e100119171ba,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
673afd953fa40700118c0ff2,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
62223b5eb6858a001bb4e17c,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
6834f4309886e6001161ae5e,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
6788b18b06da640011023eaf,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
624fd1d81bad4b0011a0d52c,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
6a38fde93ccf56e7838442b5,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
5ce6bee4142941540d1c9d36,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
5ec639e58150da0015b5c467,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
64ba3523d63483001120ba5e,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
682b575afc11e60011201e88,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9""]"
561e8d956b8d90f61a003365,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-13"", ""V2-21""]"
621e7a3f257d5f001422669b,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
59f943ef3f415d7d580076a0,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
668fb233514c00001146f038,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-16""]"
65b2753cc0bb0b00110566e7,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
561e8d956b8d90f61a003219,"[""V1-13"", ""V1-14""]"
5efd8ef70165690015e8b224,"[""V1-13"", ""V1-14""]"
5d8880f1444f7200181b5e1d,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-9""]"
645db622ff6cc50014413271,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
56cb43391ba696884900000a,"[""V1-13"", ""V1-14""]"
647deb456149810011be5192,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9"", ""V2-6""]"
69db7b997dbb2c94758de027,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
561e8d936b8d90f61a0014bb,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-16"", ""V2-21"", ""V2-3""]"
561e8d936b8d90f61a000d42,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9"", ""V2-16""]"
561e8d976b8d90f61a003d96,"[""V1-1"", ""V1-10"", ""V1-13""]"
6991423beea67583ba0c1965,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
64684dd7d7125400115d9e39,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
6866251bdd4af80011a68567,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
6540ac3b1ad27200118e909d,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
66aafef7514c00001147c0c9,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9""]"
66cd942b3db5f70011e66947,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
5c530ada487e8c31b1ba7791,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
5c81002b9eeed542aa90f233,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
5898dc668d35674f40000046,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
561e8d946b8d90f61a001514,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
61e93624cf7a710017932586,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
67c057525a9de100115b66ec,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
5a53889945eaab512501251e,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
561e8d976b8d90f61a004735,"[""V1-1"", ""V1-13""]"
622f2440e19c1e00147fc083,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-9"", ""V2-16""]"
577a61dcda179a9c3f000089,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
5fc7301f7a7f0200153979c7,"[""V1-6"", ""V1-7""]"
5e835e2eff9aca0015e0fd03,"[""V1-13"", ""V1-14""]"
561e8d946b8d90f61a00183b,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-3"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-16"", ""V2-21"", ""V2-3""]"
5ed15ca4662ff10016409214,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
561e8d936b8d90f61a0014bd,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
65241b8db3ff7d001153bca8,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-3"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V2-1"", ""V2-11"", ""V2-16"", ""V2-2"", ""V2-7""]"
64b7f29fcca9af0011fd585d,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9""]"
663c90f772fce00011b7f353,"[""V1-1"", ""V1-10"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-6"", ""V1-9"", ""V2-14"", ""V2-16"", ""V2-3"", ""V2-9""]"
6375b18dfdfa75001bf507e2,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
561e8d956b8d90f61a0026fb,"[""V1-1"", ""V1-10"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-9"", ""V2-15"", ""V2-16"", ""V2-3"", ""V2-4""]"
68c149fb167d908cf140905e,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
66e0182c82571e00117d2acb,"[""V1-13""]"
617916e8f3ef190017a83854,"[""V1-10"", ""V1-13"", ""V1-14"", ""V1-4"", ""V1-9""]"
5cdc50a461a35300113a8971,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-3"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-7"", ""V1-9"", ""V2-16""]"
6108e61a892d1200173b458c,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
62a1815d11112f001a291752,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-6"", ""V1-9""]"
5e3692d21cd3cb0018dd4329,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-9"", ""V2-16""]"
5b1f351e3eddeb10ce7fa54c,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-6"", ""V1-9""]"
63059267cf2375001ae03848,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
612549a07d54b700104c6ae3,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
659e4bc13d46f600110781db,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
681c05e62331ea0011439df0,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7""]"
5f0c183af52f8e001b9cc198,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9""]"
69a2f4704c0d69d44ce44e6d,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
5c99bb9a419bc70011bbebcd,"[""V1-14""]"
63fc7f1c3ad98c0014e9d076,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
57e3bb936c2966b53500009f,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
602ad40427689c0015fb2d9e,"[""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-6"", ""V1-9"", ""V2-16""]"
62fc92193e90d2001bf7eb00,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
694a7a072325f894f1e4e141,"[""V1-1"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9""]"
