pub_account,pub_account_id,region,am_name,pub_app,pub_app_id,pub_market_id,pub_daily_spend,exempted_dk_domains,block_level,block_type,block_value,adv_title,adv_daily_spend,network_share,est_uplift_daily
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Sudoku Killer iOS,5e84a5d1ce415a000187164f,1505735640,1530.1728,"casino.draftkings.com,draftkings.com",account,market id,1375031369,DraftKings: Sports & Casino,15586.1815,0.00349025,5.3407
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Pixel Art - Color by Number,5a167dd1d0d008d90400a61d,1274972321,1640.7307,"casino.draftkings.com,draftkings.com",account,domain,draftkings.com,,14184.0704,0.00317627,5.2114
Playsimple Games,568b8cb3bb2089a80600000a,Americas,Rutvij Jadav,Crossword Jam,5c505bc01d8afc08c9a4e14e,in.playsimple.tripcross,1484.1206,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,market id,1375031369,DraftKings: Sports & Casino,15586.1815,0.00349025,5.18
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Backgammon GP,615dd65a5e0f3b245d50aa97,com.easybrain.backgammon.board.games,1609.4442,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,domain,draftkings.com,,14184.0704,0.00317627,5.112
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Easy Words IOS,66db113537f8220673f9e833,6612024746,1458.7926,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,market id,1375031369,DraftKings: Sports & Casino,15586.1815,0.00349025,5.0916
Playsimple Games,568b8cb3bb2089a80600000a,Americas,Rutvij Jadav,Crossword Jam : Fun Brain Game,5c6bcec910122f720df1553b,1269540854,1400.6844,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,market id,1375031369,DraftKings: Sports & Casino,15586.1815,0.00349025,4.8887
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Sudoku Killer iOS,5e84a5d1ce415a000187164f,1505735640,1530.1728,"casino.draftkings.com,draftkings.com",account,domain,draftkings.com,,14184.0704,0.00317627,4.8602
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Easy Words IOS,66db113537f8220673f9e833,6612024746,1458.7926,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,domain,draftkings.com,,14184.0704,0.00317627,4.6335
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Number Sums IOS,64de05bdabb23eee2a179c21,6449427809,917.2234,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,domain,casino.draftkings.com,,22389.2849,0.00501369,4.5987
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Hidden Spots,6672d811429c14443ac5fb6d,com.easybrain.hidden.spots,1078.6017,"casino.draftkings.com,draftkings.com",account,market id,1462060332,DraftKings Casino - Real Money,19009.0063,0.00425673,4.5913
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Backgammon iOS,63974e72c5c2a3f1faf76b37,6443484197,1306.6428,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,market id,1375031369,DraftKings: Sports & Casino,15586.1815,0.00349025,4.5605
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Art Puzzle GP,5f33efea7aae9f000162155d,com.easybrain.art.puzzle,4962.1386,"casino.draftkings.com,draftkings.com",account,domain,sportsbook.draftkings.com,,4078.6384,0.00091334,4.5321
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Backgammon iOS,63974e72c5c2a3f1faf76b37,6443484197,1306.6428,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,domain,draftkings.com,,14184.0704,0.00317627,4.1503
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Crossword Master IOS,66b372f5e33c9a548741ff37,6547858927,4410.9121,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,domain,sportsbook.draftkings.com,,4078.6384,0.00091334,4.0287
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Puzzles IOS,5a30e47b794900452500459c,1324604053,4309.4034,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,domain,sportsbook.draftkings.com,,4078.6384,0.00091334,3.9359
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Number Sums IOS,64de05bdabb23eee2a179c21,6449427809,917.2234,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,market id,1462060332,DraftKings Casino - Real Money,19009.0063,0.00425673,3.9044
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Sudoku - Classic Logic Puzzle Game,59d39cbfef6627a809002d5b,com.easybrain.sudoku.android,4265.0582,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,domain,sportsbook.draftkings.com,,4078.6384,0.00091334,3.8954
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Blockudoku IOS,5c9c7a04d13ede0012e22ff2,1452227871,4177.5385,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,domain,sportsbook.draftkings.com,,4078.6384,0.00091334,3.8155
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Hidden Spots,6672d811429c14443ac5fb6d,com.easybrain.hidden.spots,1078.6017,"casino.draftkings.com,draftkings.com",account,market id,1375031369,DraftKings: Sports & Casino,15586.1815,0.00349025,3.7646
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Hidden Spots,6672d811429c14443ac5fb6d,com.easybrain.hidden.spots,1078.6017,"casino.draftkings.com,draftkings.com",account,domain,draftkings.com,,14184.0704,0.00317627,3.4259
SuperSonic Studios,5e3692d21cd3cb0018dd4329,EMEA,Beth Taylor-Lowen,Going Balls,5fa029b49f4c0275a7cf1372,1499081620,771.2801,"casino.draftkings.com,draftkings.com",account,market id,1462060332,DraftKings Casino - Real Money,19009.0063,0.00425673,3.2831
Playsimple Games,568b8cb3bb2089a80600000a,Americas,Rutvij Jadav,Daily Themed Crossword - A Fun crossword Android,5af5545d8e03cf7acee13a66,in.crossy.daily_crossword,926.4727,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,market id,1375031369,DraftKings: Sports & Casino,15586.1815,0.00349025,3.2336
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Number Sums IOS,64de05bdabb23eee2a179c21,6449427809,917.2234,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,market id,1375031369,DraftKings: Sports & Casino,15586.1815,0.00349025,3.2013
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Jigsaw Puzzles Android,5cb99eb2e520d93f2a43c588,com.easybrain.jigsaw.puzzles,3278.9761,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,domain,sportsbook.draftkings.com,,4078.6384,0.00091334,2.9948
Lihuhu,5d8880f1444f7200181b5e1d,APAC,Nam Trinh,Match Triple,61405fa047e8ae6d60071605,1530876832,698.5963,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,market id,1462060332,DraftKings Casino - Real Money,19009.0063,0.00425673,2.9737
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Number Sums IOS,64de05bdabb23eee2a179c21,6449427809,917.2234,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,domain,draftkings.com,,14184.0704,0.00317627,2.9134
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Blockudoku GP,5dc290cf1051eb0012a6b214,com.easybrain.block.puzzle.games,2959.6395,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,domain,sportsbook.draftkings.com,,4078.6384,0.00091334,2.7032
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Solitaire Spider GP,5ebc16f75ebede000128445b,com.easybrain.spider.solitaire,513.6172,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,domain,casino.draftkings.com,,22389.2849,0.00501369,2.5751
Severex,57c05f735b2bd4fa24000030,,Sales Ops,figgerits,63246d89d3a73abffd99d98b,1636821805,595.6902,"casino.draftkings.com,draftkings.com",account,market id,1462060332,DraftKings Casino - Real Money,19009.0063,0.00425673,2.5357
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,New YAHTZEE® With Buddies,5915396ce3b1195326000413,1206967173,705.3155,"casino.draftkings.com,draftkings.com",account,market id,1375031369,DraftKings: Sports & Casino,15586.1815,0.00349025,2.4617
Lihuhu,5d8880f1444f7200181b5e1d,APAC,Nam Trinh,Match Triple,61405fa047e8ae6d60071605,1530876832,698.5963,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,market id,1375031369,DraftKings: Sports & Casino,15586.1815,0.00349025,2.4383
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,Stumble Guys,6413698f6e7664ba85e052b5,1541153375,555.163,"casino.draftkings.com,draftkings.com",app,market id,1462060332,DraftKings Casino - Real Money,19009.0063,0.00425673,2.3632
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Nonogram IOS,5c88efab1c2e1f6eb4ca10cc,1452992954,2522.3054,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,domain,sportsbook.draftkings.com,,4078.6384,0.00091334,2.3037
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,Wheel of Fortune - iOS,579c0497be7334703a000072,898040123,657.6067,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,market id,1375031369,DraftKings: Sports & Casino,15586.1815,0.00349025,2.2952
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,New YAHTZEE® With Buddies – Fun Game for Friends,591539d970abb44126000394,com.scopely.yux,649.5941,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,market id,1375031369,DraftKings: Sports & Casino,15586.1815,0.00349025,2.2672
Ketchapp,561e8d956b8d90f61a0030cf,EMEA,Hadil Salameh,Rider,590b5df4004ccfdd3b000a35,1229618961,517.3778,"casino.draftkings.com,draftkings.com",account,market id,1462060332,DraftKings Casino - Real Money,19009.0063,0.00425673,2.2023
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Solitaire Spider GP,5ebc16f75ebede000128445b,com.easybrain.spider.solitaire,513.6172,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,market id,1462060332,DraftKings Casino - Real Money,19009.0063,0.00425673,2.1863
Playsimple Games,568b8cb3bb2089a80600000a,Americas,Rutvij Jadav,PlaySimple Cryptogram,66e16cd7d7770a6a369725c3,in.playsimple.cryptogram,614.3112,"casino.draftkings.com,draftkings.com",account,market id,1375031369,DraftKings: Sports & Casino,15586.1815,0.00349025,2.1441
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Easy Words GP,64f9e2ac8fb8ac04ca897cd1,com.easybrain.word.puzzle.game,2316.8434,"casino.draftkings.com,draftkings.com",account,domain,sportsbook.draftkings.com,,4078.6384,0.00091334,2.1161
Severex,57c05f735b2bd4fa24000030,,Sales Ops,figgerits,63246d89d3a73abffd99d98b,1636821805,595.6902,"casino.draftkings.com,draftkings.com",account,market id,1375031369,DraftKings: Sports & Casino,15586.1815,0.00349025,2.0791
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Art Puzzle - iOS,5ef316979c3a0300015b0a03,1519174001,2211.0834,"casino.draftkings.com,draftkings.com",account,domain,sportsbook.draftkings.com,,4078.6384,0.00091334,2.0195
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Pixel Art: Create by Number,5b61c1d3a5eacf3ee67a792c,com.europosit.pixelcoloring,2173.309,"casino.draftkings.com,draftkings.com",account,domain,sportsbook.draftkings.com,,4078.6384,0.00091334,1.985
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,Stumble Guys,6413698f6e7664ba85e052b5,1541153375,555.163,"casino.draftkings.com,draftkings.com",account,market id,1375031369,DraftKings: Sports & Casino,15586.1815,0.00349025,1.9377
Playsimple Games,568b8cb3bb2089a80600000a,Americas,Rutvij Jadav,Crossword Explorer,61fbd43bbb5dc5ef7a216388,1512407890,534.354,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,market id,1375031369,DraftKings: Sports & Casino,15586.1815,0.00349025,1.865
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Solitaire Spider GP,5ebc16f75ebede000128445b,com.easybrain.spider.solitaire,513.6172,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,market id,1375031369,DraftKings: Sports & Casino,15586.1815,0.00349025,1.7927
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Solitaire – Classic Card Game,59c0bfe44b342c7f280015fe,1190849728,1907.0377,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,domain,sportsbook.draftkings.com,,4078.6384,0.00091334,1.7418
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Nonogram Android,5d406c47cf18f200178643cf,com.easybrain.nonogram,1897.2346,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,domain,sportsbook.draftkings.com,,4078.6384,0.00091334,1.7328
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Solitaire Spider GP,5ebc16f75ebede000128445b,com.easybrain.spider.solitaire,513.6172,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,domain,draftkings.com,,14184.0704,0.00317627,1.6314
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Pixel Art - Color by Number,5a167dd1d0d008d90400a61d,1274972321,1640.7307,"casino.draftkings.com,draftkings.com",account,domain,sportsbook.draftkings.com,,4078.6384,0.00091334,1.4985
Veraxen Ltd,561e8d936b8d90f61a00134a,EMEA,Kseniia Fesenko,Jigsaw Collection HD,524ad17f92fcd29365000006,642831690,1626.5089,"casino.draftkings.com,draftkings.com",account,domain,sportsbook.draftkings.com,,4078.6384,0.00091334,1.4856
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Backgammon GP,615dd65a5e0f3b245d50aa97,com.easybrain.backgammon.board.games,1609.4442,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,domain,sportsbook.draftkings.com,,4078.6384,0.00091334,1.47
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,Scrabble Go,59e7db9b598ece421700ded4,1215933788,6051.7925,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,market id,com.draftkings.sportsbook,DraftKings: Sports & Casino,1056.6225,0.00023661,1.4319
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Sudoku Killer iOS,5e84a5d1ce415a000187164f,1505735640,1530.1728,"casino.draftkings.com,draftkings.com",account,domain,sportsbook.draftkings.com,,4078.6384,0.00091334,1.3976
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Easy Words IOS,66db113537f8220673f9e833,6612024746,1458.7926,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,domain,sportsbook.draftkings.com,,4078.6384,0.00091334,1.3324
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Backgammon iOS,63974e72c5c2a3f1faf76b37,6443484197,1306.6428,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,domain,sportsbook.draftkings.com,,4078.6384,0.00091334,1.1934
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,Scrabble Go,59e7dc15a81a003c1700ebfe,com.pieyel.scrabble,4870.4114,"casino.draftkings.com,draftkings.com",account,market id,com.draftkings.sportsbook,DraftKings: Sports & Casino,1056.6225,0.00023661,1.1524
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Hidden Spots,6672d811429c14443ac5fb6d,com.easybrain.hidden.spots,1078.6017,"casino.draftkings.com,draftkings.com",account,domain,sportsbook.draftkings.com,,4078.6384,0.00091334,0.9851
SuperSonic Studios,5e3692d21cd3cb0018dd4329,EMEA,Beth Taylor-Lowen,Going Balls,5fa029b49f4c0275a7cf1372,1499081620,771.2801,"casino.draftkings.com,draftkings.com",account,market id,com.draftkings.casino,DraftKings Casino - Real Money,4999.782,0.00111961,0.8635
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Number Sums IOS,64de05bdabb23eee2a179c21,6449427809,917.2234,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,domain,sportsbook.draftkings.com,,4078.6384,0.00091334,0.8377
Lihuhu,5d8880f1444f7200181b5e1d,APAC,Nam Trinh,Match Triple,61405fa047e8ae6d60071605,1530876832,698.5963,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,market id,com.draftkings.casino,DraftKings Casino - Real Money,4999.782,0.00111961,0.7822
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Solitaire Spider GP,5ebc16f75ebede000128445b,com.easybrain.spider.solitaire,513.6172,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,domain,sportsbook.draftkings.com,,4078.6384,0.00091334,0.4691
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,New YAHTZEE® With Buddies,5915396ce3b1195326000413,1206967173,705.3155,"casino.draftkings.com,draftkings.com",account,market id,com.draftkings.sportsbook,DraftKings: Sports & Casino,1056.6225,0.00023661,0.1669
Lihuhu,5d8880f1444f7200181b5e1d,APAC,Nam Trinh,Match Triple,61405fa047e8ae6d60071605,1530876832,698.5963,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,market id,com.draftkings.sportsbook,DraftKings: Sports & Casino,1056.6225,0.00023661,0.1653
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,Wheel of Fortune - iOS,579c0497be7334703a000072,898040123,657.6067,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,market id,com.draftkings.sportsbook,DraftKings: Sports & Casino,1056.6225,0.00023661,0.1556
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,New YAHTZEE® With Buddies – Fun Game for Friends,591539d970abb44126000394,com.scopely.yux,649.5941,"casino.draftkings.com,draftkings.com,sportsbook.draftkings.com",account,market id,com.draftkings.sportsbook,DraftKings: Sports & Casino,1056.6225,0.00023661,0.1537
Playsimple Games,568b8cb3bb2089a80600000a,Americas,Rutvij Jadav,PlaySimple Cryptogram,66e16cd7d7770a6a369725c3,in.playsimple.cryptogram,614.3112,"casino.draftkings.com,draftkings.com",app,market id,com.draftkings.sportsbook,DraftKings: Sports & Casino,1056.6225,0.00023661,0.1454
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,Stumble Guys,6413698f6e7664ba85e052b5,1541153375,555.163,"casino.draftkings.com,draftkings.com",account,market id,com.draftkings.sportsbook,DraftKings: Sports & Casino,1056.6225,0.00023661,0.1314
