app_id,total_available_rtb_spend,current_daily_spend,penetration_rate
69e5d131073b8b65d53344f4,3455084.39,254.5308,7.4e-05
69e6e1a6b1e4be9ed98861c3,3455084.39,620.4581,0.00018
69e6f9cc1007f69ac2865c17,3455084.39,172.0116,5e-05
69e73cca073b8b65d5335f0c,3455084.39,443.1844,0.000128
69eae0643e2ffb9da91d5c24,3455084.39,838.5545000000001,0.000243
69eae084731c8519ff93da28,3455084.39,1707.1476,0.000494
69ef2eeb269f747966dd4d79,3455084.39,236.97390000000001,6.9e-05
67aac669f372f630d3b78bc6,3455084.39,284.7774,8.2e-05
69bcf1bafcf5d62a80fd0522,3455084.39,140.0661,4.1e-05
6853c03d43da9dd66b792dc4,3455084.39,129.1517,3.7e-05
684be28bc195c4600e874e29,3455084.39,208.19910000000002,6e-05
68a2ce095870425ce9a6abba,3455084.39,94.0669,2.7e-05
689d84bf8ed4de354eda02a2,3455084.39,177.749,5.1e-05
689d845624e932181439e834,3455084.39,130.6538,3.8e-05
68907c35b59f5ddbdc8284c7,3455084.39,315.3119,9.1e-05
69a00eca646fe74838523b1a,3455084.39,194.2216,5.6e-05
69a335d4646fe74838526bfe,3455084.39,1023.0179,0.000296
68634eb8c72ffbaa1f7fcb49,3455084.39,199.10389999999998,5.8e-05
62cd2fe64cffb7a611528aa2,3455084.39,102.1819,3e-05
69b38d17102c6dbbb60d4c16,3455084.39,177.0123,5.1e-05
69b3e36b2bcd4784bfd5a77b,3455084.39,180.8392,5.2e-05
645212cf8eb70be7457cf6b4,3455084.39,185.4723,5.4e-05
68512c6f3e498a8535215cfb,3455084.39,278.6129,8.1e-05
698302a78a0253803d2923df,3455084.39,149.4156,4.3e-05
616fc2152fb6bffad3218f9b,3455084.39,200.1648,5.8e-05
69b413152bcd4784bfd5ab6f,3455084.39,182.275,5.3e-05
69ba0bca3c7d0f0d0e60e0c2,3455084.39,532.2368,0.000154
69b81edc2442df175ffe2eb3,3455084.39,269.5017,7.8e-05
69b77a8d1f89c74f7a8d10da,3455084.39,113.9747,3.3e-05
67f61965e9924abb27e06bbe,3455084.39,131.97729999999999,3.8e-05
698999f63630b752386a309d,3455084.39,151.1602,4.4e-05
69b41084102c6dbbb60d58ca,3455084.39,182.6953,5.3e-05
6819bb8d2886e3f37cbcf5d3,3455084.39,234.8591,6.8e-05
666406857fc4289bfc672f01,3454445.37,199.1331,5.8e-05
6541865316650d433dadc29a,3453384.84,270.8275,7.8e-05
65d84ae925cdf63cf9a2d951,3453384.84,128.6395,3.7e-05
656452f53eb26e8fe73a44d4,3452116.18,145.6974,4.2e-05
645a09df0be201e086ed6bb6,3452116.18,179.2905,5.2e-05
673454d03d9729c67682dc1e,3452101.7,251.0305,7.3e-05
63fca3683239cb9c83f21235,3452015.14,148.4295,4.3e-05
65c53be2d63f23ff922113a6,3452015.14,322.3921,9.3e-05
623ae0f656e1b8e981816dc2,3450670.95,624.5987,0.000181
693fdc139aa432e02d6914f7,3448904.2800000003,57.695100000000004,1.7e-05
67fba97a27032a53848bbe81,3447027.84,198.7537,5.8e-05
6763efbac6932d0e3d18658d,3444162.72,255.2966,7.4e-05
671f6c3970f15768ffba1587,3444162.72,171.04840000000002,5e-05
669f80d81ea687af3dbfc465,3444162.72,128.80089999999998,3.7e-05
66d2a2fb0cb138dd9bcc71c9,3444162.72,371.9562,0.000108
646491280a8b8a88322d60b9,3443505.84,160.1683,4.7e-05
5fc60792dc972c7f8751fff3,3442894.06,326.4971,9.5e-05
65427de616650d433dadc682,3442894.06,256.72249999999997,7.5e-05
66223a07d809f72614c858ad,3442894.06,118.81869999999999,3.5e-05
68623c56c72ffbaa1f7fbdd6,3439890.29,163.4558,4.8e-05
688f04d4b59f5ddbdc8276fc,3438621.63,268.4827,7.8e-05
67ee18c67df0e71b0c82f468,3438621.63,70.31439999999999,2e-05
668f64b46204497f762ab757,3436922.08,524.6919,0.000153
660b28dbd4cf07f390cea8f4,3435653.42,183.7567,5.3e-05
68fa09f1b65407fe11cbccfa,3431605.7,170.62910000000002,5e-05
685e250e09db6b4867d6ead9,3431380.99,130.4737,3.8e-05
65645482cedc7a1d0ae5976d,3424971.74,298.4536,8.7e-05
67efbae2ee3e8a4c67ae5b9d,3424971.74,178.7791,5.2e-05
599614f79a165cfb5800788e,3422501.68,108.2731,3.2e-05
69b7a3301f89c74f7a8d1437,3409859.5300000003,152.7077,4.5e-05
6654031643ca86af460804ec,3384230.77,272.1064,8e-05
6784f5e2d85b8663adee29f2,3383774.61,133.4917,3.9e-05
6284a850442dce6cae1615e8,3383637.17,1030.6906,0.000305
6096c9f8bd9b731a51e9b0ad,3382505.95,458.6651,0.000136
685e78a56ea978b682f38fe1,3379502.18,456.7636,0.000135
69fb037f637148d12c1cf74d,3378233.52,285.5001,8.5e-05
68db9b5054aee4c789adc950,3378233.52,214.296,6.3e-05
6593f3c3a6a87caca0004eeb,3378233.52,177.2671,5.2e-05
695f5e3376c0893877136592,3378233.52,315.354,9.3e-05
69c1ecd2920938260175262e,3378233.52,391.3504,0.000116
67b95361614e4f5986be3ce8,3378233.52,98.8236,2.9e-05
6727b0615b12f9c1f2f27cd6,3363216.56,92.9696,2.8e-05
677215f587298a2a13dc77c8,3363216.56,169.7818,5e-05
5e67195e73dde7000173d596,3358350.9,191.7823,5.7e-05
62dfc439946608d77c77c7d5,3349740.56,117.2427,3.5e-05
69c1f0daa8a6fba7d1a1766e,3341416.84,467.93850000000003,0.00014
62e0737f0292f74d5c091df9,3339936.14,115.61210000000001,3.5e-05
67b0929a390c720c73a0cfdd,3331403.7600000002,182.44740000000002,5.5e-05
694a210e58c80b13f78f082f,3298094.11,179.5187,5.4e-05
5bc0e04df49c4a0016d4f24b,3264125.6,216.91269999999997,6.6e-05
6583b02ecc3971d18e910731,3252178.84,104.6307,3.2e-05
66e149e6f5db8502f5a9e58f,3249884.02,452.6222,0.000139
61b2f5a9a1c26fd7bc9c60e5,3184964.38,134.5426,4.2e-05
6756d6829d0f2cfb524eed56,3165067.46,1157.481,0.000366
635278aafa4c4c10f5e3864b,3022180.63,189.40130000000002,6.3e-05
6509a2d422e02a6333463dd3,2985203.82,228.67159999999998,7.7e-05
63fc87836955582402c92c23,2909621.61,326.55240000000003,0.000112
6286157287862c977f37336a,2669743.89,861.2196,0.000323
