pub_account,pub_account_id,region,am_name,pub_app,pub_app_id,pub_market_id,pub_daily_spend,level,block_type,block_value,adv_title,network_share,adv_daily_spend,est_uplift_daily
HEARTSNET PTE LTD,6943c0c727e1a44402a2712f,APAC,Sunton Sun,Click X iOS,69fae486650039032ad49502,6754443738,517.6165,app,market id,6745124789,Zen Solitaire - Classic Card,0.000235,1049.4211,0.1216
Teamsnap,69834b2ea3ac73e99b7077db,Americas,Matthew Hong,,,,511.7224,account,domain,com.driti,,0.00023753,1060.7087,0.1215
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast! VN-iOS,694b60ccde78228fcc078c09,6757412443,753.3556,app,market id,768106105,Caliente Casino,0.00016125,720.1031,0.1215
Wooga,561e8d936b8d90f61a00059f,EMEA,Hadil Salameh,June's Journey (iOS),593fb6104e118dfd71002055,1200391796,620.7672,app,market id,1578212119,Jackpot Master™ Slots-Casino,0.0001956,873.4699,0.1214
HURELAX PTE LTD,67b5bff30471850011443643,APAC,Sunton Sun,Tap Tile-GP,69e5ef2c1007f69ac2864b4e,com.nebula.tiles,1019.4618,app,market id,com.novabrain.tool.cleanboost,CleanBoost - Junk Cleaner,0.00011912,531.9406,0.1214
Teamsnap,69834b2ea3ac73e99b7077db,Americas,Matthew Hong,,,,511.7224,account,market id,445338486,LOVOO - Dating App & Chat App,0.00023711,1058.8638,0.1213
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast! VN-GP,694b63c5dd28ef10e371e830,com.blockblast.vn,880.4887,app,market id,com.playojo.www,PlayOJO Canada: Online Casino,0.00013777,615.2113,0.1213
Azur Games,59fb487bbe77065f5800afc3,EMEA,Tori Edwards,,,,928.2547,account,market id,944158857,Scatter Slots - Slot Machines,0.00013052,582.8602,0.1212
HK01 Company Limited,680ef700e2291a001165c3eb,APAC,Aria Gao,,,,536.7588,account,domain,golden-hoyeah.com,,0.00022561,1007.4842,0.1211
Teamsnap,69834b2ea3ac73e99b7077db,Americas,Matthew Hong,,,,511.7224,account,market id,com.draftkings.sportsbook,DraftKings: Sports & Casino,0.00023661,1056.6225,0.1211
Samsung Electronics,677bd16443e94a0011b752b2,Americas,Jack Dove,Samsung News,6837c96a71e5cc220d1c9a48,com.samsung.android.app.spage,665.2748,app,domain,belbet.by,,0.00018207,813.0671,0.1211
Moon Active,561e8d966b8d90f61a0033c4,EMEA,Tori Edwards,Merge Hotel Empire－Design Game,689afad70703f1332b3e799f,1577970257,765.5071,app,market id,6761598634,Haunted Merge,0.00015793,705.269,0.1209
Teamsnap,69834b2ea3ac73e99b7077db,Americas,Matthew Hong,,,,511.7224,account,domain,nexters.com,,0.00023627,1055.0856,0.1209
Rovio,561e8d946b8d90f61a002087,EMEA,Dina Eraksan,Angry Birds Dream Blast (Spender),651283dcb30c764e0a120808,1432579280,611.8371,app,market id,6578452660,Sportzino: Social Sportsbook,0.00019743,881.666,0.1208
HURELAX PTE LTD,67b5bff30471850011443643,APAC,Sunton Sun,Tap Tile-GP,69e5ef2c1007f69ac2864b4e,com.nebula.tiles,1019.4618,app,market id,funvent.tilepark,Tile Park,0.00011846,528.9781,0.1208
Wemade Play,595cb8330ceef66964001700,APAC,Ives Cui,,,,946.4789,account,market id,com.instagram.android,Instagram,0.00012723,568.1468,0.1204
Dream Games,5f3414f3b421040016eb5132,EMEA,Dina Eraksan,,,,954.2543,account,market id,com.stockity.trading,Stockity – Online Trading App,0.00012616,563.362,0.1204
Rounds,65e71ba517069f0011a36cfa,EMEA,Tori Edwards,,,,519.8101,account,market id,com.ballytechnologies.quickhitslots,Quick Hit Casino Slots Games,0.00023104,1031.7569,0.1201
The Meet Group,5a1aede25cc4979d7400c935,Americas,Natalie Kenyon,,,,596.5599,account,market id,1452906710,Wizz App - chat now,0.00020127,898.819,0.1201
Rounds,65e71ba517069f0011a36cfa,EMEA,Tori Edwards,,,,519.8101,account,market id,1632626653,Golden Nugget Online Casino,0.00023107,1031.8782,0.1201
madarsoft,6228871f2435180014928c15,,Sales Ops,,,,978.1377,account,market id,com.zdd.app,Poppy - Live Video Chat,0.00012273,548.0576,0.12
Teamsnap,69834b2ea3ac73e99b7077db,Americas,Matthew Hong,,,,511.7224,account,domain,888casino.com,,0.00023427,1046.1819,0.1199
Rovio,561e8d946b8d90f61a002087,EMEA,Dina Eraksan,Angry Birds Dream Blast (Spender),651283dcb30c764e0a120808,1432579280,611.8371,app,market id,6633425539,Screw Sort 3D: Pin Puzzle Game,0.00019602,875.3693,0.1199
Playsimple Games,568b8cb3bb2089a80600000a,Americas,Rutvij Jadav,Word Trip Android,5bce9cde53cf5c0014ea9158,in.playsimple.wordtrip,1053.7991,app,market id,com.platogo.pmp,Slotpark Casino Slots Games,0.00011355,507.0571,0.1197
Teamsnap,69834b2ea3ac73e99b7077db,Americas,Matthew Hong,,,,511.7224,account,domain,goldennugget.com,,0.00023398,1044.8467,0.1197
Teamsnap,69834b2ea3ac73e99b7077db,Americas,Matthew Hong,,,,511.7224,account,domain,gsupport.zrrglobal.com,,0.00023361,1043.2006,0.1195
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,Harry Potter,5ea35bf014514a0001c0cd9e,com.zynga.pottermatch,665.7495,app,market id,air.com.playtika.slotomania,Slotomania™ Slots Casino Games,0.00017954,801.7497,0.1195
Dream Games,5f3414f3b421040016eb5132,EMEA,Dina Eraksan,,,,954.2543,account,market id,6615077767,Bingo Voyage: Live Bingo Games,0.00012492,557.8258,0.1192
Moon Active,561e8d966b8d90f61a0033c4,EMEA,Tori Edwards,Merge Hotel Empire－Design Game,689afad70703f1332b3e799f,1577970257,765.5071,app,market id,1521236603,Travel Town - Merge Adventure,0.00015569,695.2609,0.1192
Dream Games,5f3414f3b421040016eb5132,EMEA,Dina Eraksan,,,,954.2543,account,domain,takealot.com,,0.00012474,557.0612,0.119
Dream Games,5f3414f3b421040016eb5132,EMEA,Dina Eraksan,,,,954.2543,account,market id,1195621598,Homescapes: Match 3 Games,0.00012435,555.3214,0.1187
SPARK STAR LIMITED,65b10d6ad5f847001168a1ea,EMEA,Dumitru Cazacu,,,,500.5684,account,market id,445338486,LOVOO - Dating App & Chat App,0.00023711,1058.8638,0.1187
Dream Games,5f3414f3b421040016eb5132,EMEA,Dina Eraksan,,,,954.2543,account,domain,wildberries.ru,,0.00012419,554.5801,0.1185
GlowMind Tech Limited,696df09b3eafeed3e7b21d7e,APAC,Seven Tu,8555-Shanghai Mahjongg Puzzle,69cc8eba8a916d2a3115713b,6740228508,756.1145,app,market id,6758508233,Mahjong Pocket: Calm Match,0.00015675,700.0053,0.1185
Dream Games,5f3414f3b421040016eb5132,EMEA,Dina Eraksan,,,,954.2543,account,market id,1597696999,Dream Mania - Match 3 Games,0.0001242,554.6536,0.1185
Dream Games,5f3414f3b421040016eb5132,EMEA,Dina Eraksan,,,,954.2543,account,market id,1247519638,BetMGM Casino - Real Money,0.00012404,553.9087,0.1184
Rounds,65e71ba517069f0011a36cfa,EMEA,Tori Edwards,,,,519.8101,account,market id,586196841,888 Casino: Real Money Games,0.0002277,1016.826,0.1184
Dream Games,5f3414f3b421040016eb5132,EMEA,Dina Eraksan,,,,954.2543,account,market id,395505438,Ladbrokes Sports Betting App,0.00012375,552.6088,0.1181
Teamsnap,69834b2ea3ac73e99b7077db,Americas,Matthew Hong,,,,511.7224,account,domain,magmatic.games,,0.00023052,1029.4019,0.118
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast! VN-iOS,694b60ccde78228fcc078c09,6757412443,753.3556,app,market id,1504038308,SportyBet: Sports Betting,0.00015664,699.5078,0.118
HEYTAP PTE LTD,69539cc1215711e3530d17f8,APAC,Sunton Sun,海外全搜,69cb38b78a916d2a3115581c,com.oppo.quicksearchbox,633.0199,app,market id,com.i7h4fKL.wTerTN0fgE,,0.00018623,831.6449,0.1179
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast! VN-iOS,694b60ccde78228fcc078c09,6757412443,753.3556,app,market id,642727743,DoubleU Casino™ - Vegas Slots,0.00015609,697.0228,0.1176
Dream Games,5f3414f3b421040016eb5132,EMEA,Dina Eraksan,,,,954.2543,account,market id,1622648505,Slot City: №1 Казино та слоти,0.00012328,550.5301,0.1176
Teamsnap,69834b2ea3ac73e99b7077db,Americas,Matthew Hong,,,,511.7224,account,domain,tonybet.com,,0.00022927,1023.8234,0.1173
Social Point,561e8d936b8d90f61a000838,EMEA,Louis Wallworth,,,,941.6683,account,market id,1195621598,Homescapes: Match 3 Games,0.00012435,555.3214,0.1171
Dream Games,5f3414f3b421040016eb5132,EMEA,Dina Eraksan,,,,954.2543,account,market id,com.zdd.app,Poppy - Live Video Chat,0.00012273,548.0576,0.1171
madarsoft,6228871f2435180014928c15,,Sales Ops,Almosaly IOS,62e67cbbf08f6acac5cfc7d4,438091943,978.1377,app,market id,359917414,Solitaire,0.00011959,534.0349,0.117
Dream Games,5f3414f3b421040016eb5132,EMEA,Dina Eraksan,,,,954.2543,account,domain,higgsgameparty.com,,0.00012265,547.7319,0.117
Wooga,561e8d936b8d90f61a00059f,EMEA,Hadil Salameh,June's Journey (iOS),593fb6104e118dfd71002055,1200391796,620.7672,app,market id,1619030760,"zeta: AI Chat, Story, Play",0.00018821,840.4776,0.1168
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,FarmVille 2: Country Escape,62b3097379d2cf51a40f50c5,824318267,522.5672,app,market id,538775096,Betway Sports Betting – Live,0.00022308,996.1842,0.1166
HEARTSNET PTE LTD,6943c0c727e1a44402a2712f,APAC,Sunton Sun,Click X iOS,69fae486650039032ad49502,6754443738,517.6165,app,market id,6760089163,Mahjong Master-Fun Puzzle Game,0.00022499,1004.7412,0.1165
Jamcity INC.,58910f6a5f5e338431000675,Americas,Ary Bai,Genies & Gems - Jewel & Gem Matching Adventure,5a9056d2fe100e4303002b2d,com.sgn.geniesandgems.gp,502.6061,app,market id,net.peakgames.toonblast,Toon Blast,0.00023184,1035.3075,0.1165
Severex,57c05f735b2bd4fa24000030,,Sales Ops,,,,595.6902,account,market id,1578212119,Jackpot Master™ Slots-Casino,0.0001956,873.4699,0.1165
Puzzle1Studio,5d130cdf37472100170775e1,APAC,Ives Cui,,,,679.9213,account,domain,caitech.co.jp,,0.00017104,763.7899,0.1163
AppQuantum,5c6a96f373ca3d6bbe3fff38,EMEA,Kseniia Fesenko,,,,736.7819,account,market id,6446482475,Solitaire Smash: Real Cash!,0.00015783,704.8084,0.1163
Puzzle1Studio,5d130cdf37472100170775e1,APAC,Ives Cui,,,,679.9213,account,domain,affufasexygame.com,,0.00017096,763.44,0.1162
Teamsnap,69834b2ea3ac73e99b7077db,Americas,Matthew Hong,,,,511.7224,account,domain,peakgames.net,,0.00022689,1013.2012,0.1161
Dream Games,5f3414f3b421040016eb5132,EMEA,Dina Eraksan,,,,954.2543,account,market id,com.vlv.aravali.reels,Kuku TV: Short Dramas & Series,0.00012122,541.302,0.1157
Samsung Electronics,677bd16443e94a0011b752b2,Americas,Jack Dove,Samsung News,6837c96a71e5cc220d1c9a48,com.samsung.android.app.spage,665.2748,app,domain,30842.vip,,0.00017394,776.7743,0.1157
HEYTAP PTE LTD,69539cc1215711e3530d17f8,APAC,Sunton Sun,海外全搜,69cb38b78a916d2a3115581c,com.oppo.quicksearchbox,633.0199,app,market id,com.shopee.sg,Shopee 8.8 National Day Sale,0.0001828,816.3177,0.1157
fluct,653b61bc1f514a0011d4160d,APAC,Nam Trinh,dポイントクラブ_iOS,65a7a3491112bfaba3854ea8,821434357,530.3941,app,domain,paters.jp,,0.00021781,972.6642,0.1155
madarsoft,6228871f2435180014928c15,,Sales Ops,Almosaly IOS,62e67cbbf08f6acac5cfc7d4,438091943,978.1377,app,market id,906698760,FARFETCH - Shop Luxury Fashion,0.00011805,527.1457,0.1155
fluct,653b61bc1f514a0011d4160d,APAC,Nam Trinh,,,,530.3941,account,market id,1219309685,paters,0.00021763,971.8489,0.1154
Teamsnap,69834b2ea3ac73e99b7077db,Americas,Matthew Hong,,,,511.7224,account,domain,golden-hoyeah.com,,0.00022561,1007.4842,0.1154
Teamsnap,69834b2ea3ac73e99b7077db,Americas,Matthew Hong,,,,511.7224,account,domain,camelgames.com,,0.0002246,1002.9955,0.1149
madarsoft,6228871f2435180014928c15,,Sales Ops,Almosaly IOS,62e67cbbf08f6acac5cfc7d4,438091943,978.1377,app,market id,1376515087,Age of Origins:Tower Defense,0.00011726,523.6347,0.1147
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,Harry Potter,5ea35bf014514a0001c0cd9e,com.zynga.pottermatch,665.7495,app,market id,com.video.welive,WeLive - Video Chat&Meet,0.00017213,768.6852,0.1146
Bluetile Games,64803209bfd9aa0011593484,EMEA,Tori Edwards,Dominoes Masters,66166d8dc0c070078a977c88,com.playvalve.dominoes,801.3498,app,market id,com.voicemaker.android,SUGO：Voice Chat Party,0.00014281,637.7316,0.1144
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Solitaire Android,5e0b2841a36fdd0017617ba5,beetles.puzzle.solitaire,629.7253,app,domain,playvalve.com,,0.00018146,810.3373,0.1143
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast! VN-iOS,694b60ccde78228fcc078c09,6757412443,753.3556,app,market id,640439547,Swagbucks: Surveys for Money,0.00015157,676.8429,0.1142
365scores,67078359be02e20011a686ec,EMEA,Beth Taylor-Lowen,Android 365Scores: Live Scores & News,6707900e901d39379d5ad723,com.scores365,929.439,app,market id,com.zdd.app,Poppy - Live Video Chat,0.00012273,548.0576,0.1141
Samsung Electronics,677bd16443e94a0011b752b2,Americas,Jack Dove,Samsung News,6837c96a71e5cc220d1c9a48,com.samsung.android.app.spage,665.2748,app,market id,com.bitso.wallet,Bitso: Save and invest easily,0.00017137,765.2706,0.114
Dream Games,5f3414f3b421040016eb5132,EMEA,Dina Eraksan,,,,954.2543,account,domain,7e1qnod2.com,,0.00011937,533.0767,0.1139
Samsung Electronics,677bd16443e94a0011b752b2,Americas,Jack Dove,Samsung News,6837c96a71e5cc220d1c9a48,com.samsung.android.app.spage,665.2748,app,domain,afxocimvswd.site,,0.00017092,763.2465,0.1137
Puzzle1Studio,5d130cdf37472100170775e1,APAC,Ives Cui,,,,679.9213,account,domain,empfohlen.de,,0.00016696,745.5885,0.1135
Bluetile Games,64803209bfd9aa0011593484,EMEA,Tori Edwards,Solitaire - The #1 Card Game,6526703e4168a1c19383dcff,1578681725,719.1781,app,market id,6446482475,Solitaire Smash: Real Cash!,0.00015783,704.8084,0.1135
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,Poker,650343fb60aebaee1ce34ae1,354902315,660.2342,app,market id,1083520388,MONOPOLY Casino & Sports,0.00017139,765.3843,0.1132
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,Poker,650343fb60aebaee1ce34ae1,354902315,660.2342,app,market id,1594780436,Jackpot Crazy-Vegas Cash Slots,0.00017102,763.6981,0.1129
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,Empires & Puzzles,64a73307830ec394da009431,1117841866,566.7619,app,market id,1071976327,Lords Mobile: Kingdom Wars,0.00019878,887.6689,0.1127
GlowMind Tech Limited,696df09b3eafeed3e7b21d7e,APAC,Seven Tu,8585-Coin Stack Mania,69aa88340906009791981043,com.coin.sort.puzzle.relax.gp,946.5256,app,market id,com.novabrain.tool.cleanboost,CleanBoost - Junk Cleaner,0.00011912,531.9406,0.1127
ADONE PTE. LTD.,6140b93df325530017ebcca3,APAC,Nam Trinh,,,,575.0241,account,market id,1578212119,Jackpot Master™ Slots-Casino,0.0001956,873.4699,0.1125
Dream Games,5f3414f3b421040016eb5132,EMEA,Dina Eraksan,,,,954.2543,account,market id,1635337354,Piggy Kingdom - Match 3 Games,0.00011755,524.9182,0.1122
Samsung Electronics,677bd16443e94a0011b752b2,Americas,Jack Dove,Samsung News,6837c96a71e5cc220d1c9a48,com.samsung.android.app.spage,665.2748,app,market id,com.kindred.casino32red,32Red Casino & Slots,0.00016858,752.8114,0.1122
31Games,5de9e38ecca8210018d5923b,APAC,Harper Zhang,,,,536.8736,account,domain,ya.ru,,0.00020857,931.3832,0.112
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast! VN-iOS,694b60ccde78228fcc078c09,6757412443,753.3556,app,market id,1185471708,bwin Casino: Ruleta y Slots,0.00014851,663.1941,0.1119
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,VitaSolitaire iOS,6482e37be6783160ceb11570,6446669987,615.8786,app,domain,playvalve.com,,0.00018146,810.3373,0.1118
AnyMind Group,60c71d9d6b22ac0017d0bca4,APAC,Nam Trinh,,,,570.8736,account,market id,1578212119,Jackpot Master™ Slots-Casino,0.0001956,873.4699,0.1117
Teamsnap,69834b2ea3ac73e99b7077db,Americas,Matthew Hong,,,,511.7224,account,domain,paters.jp,,0.00021781,972.6642,0.1115
madarsoft,6228871f2435180014928c15,,Sales Ops,,,,978.1377,account,market id,ro.mrbit.prod,MrBit: Casino & Sports Betting,0.00011399,509.0401,0.1115
Samsung Electronics,677bd16443e94a0011b752b2,Americas,Jack Dove,Samsung News,6837c96a71e5cc220d1c9a48,com.samsung.android.app.spage,665.2748,app,market id,com.lunex.playcloud,,0.00016746,747.8317,0.1114
Ketchapp,561e8d956b8d90f61a0030cf,EMEA,Hadil Salameh,,,,517.3778,account,market id,1498407272,Boo App: Dating. Friends. Chat,0.00021524,961.1775,0.1114
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast! VN-iOS,694b60ccde78228fcc078c09,6757412443,753.3556,app,market id,6503213684,Stake - Real Money Casino,0.00014761,659.1638,0.1112
Severex,57c05f735b2bd4fa24000030,,Sales Ops,,,,595.6902,account,market id,1594170490,Bingo Tour: Win Real Cash,0.00018651,832.8656,0.1111
Rovio,561e8d946b8d90f61a002087,EMEA,Dina Eraksan,Angry Birds Dream Blast (Spender),651283dcb30c764e0a120808,1432579280,611.8371,app,domain,playvalve.com,,0.00018146,810.3373,0.111
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast! VN-GP,694b63c5dd28ef10e371e830,com.blockblast.vn,880.4887,app,market id,de.empfohlen,Testerup: Test & Earn Rewards,0.00012556,560.7132,0.1106
Teamsnap,69834b2ea3ac73e99b7077db,Americas,Matthew Hong,,,,511.7224,account,domain,falcongames.com,,0.00021583,963.8152,0.1104
Century Games,561e8d946b8d90f61a001853,APAC,Ronald Long,,,,780.339,account,market id,com.gof.global,Whiteout Survival,0.00014129,630.9635,0.1103
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,FarmVille 2: Country Escape,62b30a1cc811d8c31632389d,com.zynga.FarmVille2CountryEscape,685.3178,app,market id,com.king.farmheroessaga,Farm Heroes Saga,0.00016046,716.564,0.11
Teamsnap,69834b2ea3ac73e99b7077db,Americas,Matthew Hong,,,,511.7224,account,domain,mindscaplay.com,,0.00021495,959.9065,0.11
ADONE PTE. LTD.,6140b93df325530017ebcca3,APAC,Nam Trinh,,,,575.0241,account,market id,959841453,Shopee 8.8 ลดโหด โค้ดคุ้ม,0.00019122,853.9204,0.11
Bluetile Games,64803209bfd9aa0011593484,EMEA,Tori Edwards,Solitaire - The #1 Card Game,6526703e4168a1c19383dcff,1578681725,719.1781,app,market id,6450958246,Solitaire Classic Klondike2025,0.00015269,681.8768,0.1098
Severex,57c05f735b2bd4fa24000030,,Sales Ops,,,,595.6902,account,market id,1523820531,Bingo Clash: Win Real Cash,0.00018367,820.2163,0.1094
Agave Games,6155ad11120d4a0017386a18,EMEA,Beth Taylor-Lowen,,,,673.7127,account,market id,com.elaworld.mexloan,MexDin: Préstamos de crédito,0.00016235,724.9868,0.1094
Teamsnap,69834b2ea3ac73e99b7077db,Americas,Matthew Hong,,,,511.7224,account,domain,com.toki,,0.00021335,952.7527,0.1092
Dream Games,5f3414f3b421040016eb5132,EMEA,Dina Eraksan,,,,954.2543,account,market id,jp.kakao.piccoma,ピッコマ-人気漫画や話題のコミックが毎日読めるマンガアプリ,0.00011424,510.173,0.109
Wooga,561e8d936b8d90f61a00059f,EMEA,Hadil Salameh,June's Journey (iOS),593fb6104e118dfd71002055,1200391796,620.7672,app,market id,6733248049,Fonbet KZ: ставки на спорт,0.00017543,783.4084,0.1089
STARY PTE. LTD.,610a5420abaef100175b924d,APAC,Harper Zhang,,,,608.0752,account,market id,6445905219,DramaBox - Stream Drama Shorts,0.00017883,798.5746,0.1087
Gram Games,561e8d976b8d90f61a003d96,EMEA,Louis Wallworth,Merge Dragons! iOS,5b88fd2f47346250e209a7b7,1208952944,504.6383,app,market id,1498407272,Boo App: Dating. Friends. Chat,0.00021524,961.1775,0.1086
Teamsnap,69834b2ea3ac73e99b7077db,Americas,Matthew Hong,,,,511.7224,account,domain,murka.com,,0.00021199,946.6787,0.1085
Dream Games,5f3414f3b421040016eb5132,EMEA,Dina Eraksan,,,,954.2543,account,market id,com.platogo.pmp,Slotpark Casino Slots Games,0.00011355,507.0571,0.1084
MadBox,5b5ec3e8337f272131edc824,EMEA,Hadil Salameh,Pocket Champs,60ccb45348b73dee1c482975,1542776143,526.7721,app,market id,1038369065,Flo Cycle & Period Tracker,0.00020565,918.3454,0.1083
"GSN Games, Inc.",561e8d946b8d90f61a002092,Americas,Natalie Kenyon,Solitaire TriPeaks iOS,556f747e67c16c382100006e,892521917,709.1952,app,market id,6450958246,Solitaire Classic Klondike2025,0.00015269,681.8768,0.1083
Rovio,561e8d946b8d90f61a002087,EMEA,Dina Eraksan,Angry Birds Dream Blast (Spender),651283dcb30c764e0a120808,1432579280,611.8371,app,market id,1277029359,Chapters: Interactive Stories,0.00017679,789.4703,0.1082
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast! VN-GP,694b63c5dd28ef10e371e830,com.blockblast.vn,880.4887,app,market id,com.zdd.app,Poppy - Live Video Chat,0.00012273,548.0576,0.1081
Teamsnap,69834b2ea3ac73e99b7077db,Americas,Matthew Hong,,,,511.7224,account,domain,nexon.com,,0.00021099,942.1852,0.108
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast! VN-iOS,694b60ccde78228fcc078c09,6757412443,753.3556,app,market id,1576195494,Mohegan Sun CT Online Casino,0.00014304,638.759,0.1078
SPARK STAR LIMITED,65b10d6ad5f847001168a1ea,EMEA,Dumitru Cazacu,,,,500.5684,account,market id,1498407272,Boo App: Dating. Friends. Chat,0.00021524,961.1775,0.1077
GlowMind Tech Limited,696df09b3eafeed3e7b21d7e,APAC,Seven Tu,8555-Shanghai Mahjongg Puzzle,69cc8eba8a916d2a3115713b,6740228508,756.1145,app,market id,986383869,Gaminator Casino Slots & Games,0.0001424,635.8905,0.1077
Teamsnap,69834b2ea3ac73e99b7077db,Americas,Matthew Hong,,,,511.7224,account,domain,miniclip.com,,0.00020979,936.8506,0.1074
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast! VN-iOS,694b60ccde78228fcc078c09,6757412443,753.3556,app,market id,986383869,Gaminator Casino Slots & Games,0.0001424,635.8905,0.1073
TabTale LTD,59e4bb543f0fa9a20900afa3,EMEA,Dina Eraksan,Amaze iOS_CL,5c8661882c668752470f7fc5,1452526406,547.8733,app,market id,1578212119,Jackpot Master™ Slots-Casino,0.0001956,873.4699,0.1072
Severex,57c05f735b2bd4fa24000030,,Sales Ops,,,,595.6902,account,market id,air.com.playtika.slotomania,Slotomania™ Slots Casino Games,0.00017954,801.7497,0.1069
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,Harry Potter,5ea35bf014514a0001c0cd9e,com.zynga.pottermatch,665.7495,app,market id,com.king.farmheroessaga,Farm Heroes Saga,0.00016046,716.564,0.1068
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,Poker,650343fb60aebaee1ce34ae1,354902315,660.2342,app,market id,768106105,Caliente Casino,0.00016125,720.1031,0.1065
"Magic Tavern, Inc.",612549a07d54b700104c6ae3,APAC,Harper Zhang,Project Makeover,61255f5005522425917c9138,1483058899,602.1183,app,market id,1277029359,Chapters: Interactive Stories,0.00017679,789.4703,0.1064
Wooga,561e8d936b8d90f61a00059f,EMEA,Hadil Salameh,June's Journey (Android),593fb6656eaa535318001c43,net.wooga.junes_journey_hidden_object_mystery_game,531.9518,app,market id,com.g5e.hiddencity.android,Hidden City: Hidden Object,0.00019982,892.344,0.1063
Wooga,561e8d936b8d90f61a00059f,EMEA,Hadil Salameh,June's Journey (iOS),593fb6104e118dfd71002055,1200391796,620.7672,app,market id,1594780436,Jackpot Crazy-Vegas Cash Slots,0.00017102,763.6981,0.1062
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast! VN-iOS,694b60ccde78228fcc078c09,6757412443,753.3556,app,market id,6450049712,GGBET.UA,0.00014081,628.8084,0.1061
Puzzle1Studio,5d130cdf37472100170775e1,APAC,Ives Cui,,,,679.9213,account,market id,642727743,DoubleU Casino™ - Vegas Slots,0.00015609,697.0228,0.1061
Samsung Electronics,677bd16443e94a0011b752b2,Americas,Jack Dove,Samsung News,6837c96a71e5cc220d1c9a48,com.samsung.android.app.spage,665.2748,app,domain,supertreat.net,,0.00015938,711.7452,0.106
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,FarmVille 2: Country Escape,62b3097379d2cf51a40f50c5,824318267,522.5672,app,market id,950876153,Caliente Deportes,0.00020234,903.5608,0.1057
Teamsnap,69834b2ea3ac73e99b7077db,Americas,Matthew Hong,,,,511.7224,account,domain,solitairesmash.com,,0.00020646,921.981,0.1057
Rovio,561e8d946b8d90f61a002087,EMEA,Dina Eraksan,Angry Birds Dream Blast (Spender),651283dcb30c764e0a120808,1432579280,611.8371,app,market id,1371565796,RAID: Shadow Legends,0.00017248,770.2289,0.1055
Teamsnap,69834b2ea3ac73e99b7077db,Americas,Matthew Hong,,,,511.7224,account,domain,williamsinteractive.com,,0.00020574,918.7617,0.1053
Puzzle1Studio,5d130cdf37472100170775e1,APAC,Ives Cui,,,,679.9213,account,domain,e-food.gr,,0.00015491,691.7889,0.1053
Playsimple Games,568b8cb3bb2089a80600000a,Americas,Rutvij Jadav,Daily Themed Crossword - A Fun crossword Android,5af5545d8e03cf7acee13a66,in.crossy.daily_crossword,926.4727,app,market id,com.platogo.pmp,Slotpark Casino Slots Games,0.00011355,507.0571,0.1052
Teamsnap,69834b2ea3ac73e99b7077db,Americas,Matthew Hong,,,,511.7224,account,domain,amanotes.com,,0.00020549,917.6325,0.1052
ADONE PTE. LTD.,6140b93df325530017ebcca3,APAC,Nam Trinh,,,,575.0241,account,market id,com.shopee.sg,Shopee 8.8 National Day Sale,0.0001828,816.3177,0.1051
Tripledot Studios,5c05196699e4374b87bda3b9,EMEA,Tori Edwards,Get Color - Water Sort Puzzle,610ccc6c9c3ae14ea4312862,com.zm.watersort,864.2581,app,domain,apps.apple.com,,0.00012136,541.9312,0.1049
Samsung Electronics,677bd16443e94a0011b752b2,Americas,Jack Dove,Samsung News,6837c96a71e5cc220d1c9a48,com.samsung.android.app.spage,665.2748,app,domain,comegamehub.com,,0.00015741,702.9495,0.1047
StarMaker,60dbe38e8ddaba001783e49e,APAC,Ronald Long,,,,533.8426,account,market id,com.xparty.androidapp,Xena - Group Voice Party,0.00019582,874.4633,0.1045
