rtb_connection_id,rtb_connection_name,total_spend_7d,daily_spend
68f86daa8c4a4c7642af8b35,RTB - RTB Max US Video,3258.010890759982,465.430127251426
68f86e76135de995a0db3097,RTB - RTB Max EU Video,3239.314330980002,462.75919014000027
6a0b75322eee62f963e5c27d,Exchange - RTB - Kidoz Interstitial CA HK UAE,3147.8140058386116,449.6877151198017
69efdd093435b3a38c99c8f8,"RTB - Personaly Video (Multi Country, iOS)",3133.5824146999994,447.6546306714285
6a1fecf5db878c814804218b,Exchange - RTB - Domob MREC Video,3130.908500373815,447.272642910545
65525d342361f2911070b751,RTB - Magnite Banner & Native Americas,3124.041551719997,446.29165024571387
6721e8830a2a3928aec59067,Exchange - RTB - Novabeyond US iOS Video,3093.84438098501,441.97776871214427
67081a6e2351aa36c8c13200,RTB - Dataseat Banner iOS (India/Germany/Australia),3087.165781285,441.0236830407143
64c1737d1a7ef661763e2fe3,RTB - RevX Banner APAC,3066.9111799200064,438.1301685600009
69701da11fdcb2679d25b21c,RTB - RevX Banner US - Prefiltering,3062.136017819987,437.4480025457124
6940a0cdf9db799a838ffced,RTB - Rhebus - Video,3057.3291065699923,436.76130093857034
641b1f0bab32537b8d235add,RTB - Personaly Native,3053.1513642000064,436.1644806000009
69d77f175397a90e2f31b8e8,clone - Exchange - RTB - Mindtos SG Video,3048.4567640299956,435.4938234328565
66a971eb7e956043c54ba2d0,RTB - Acuityads Video [2024 r.one-bid EP],2982.879180999985,426.1255972857121
68a500a3ab7c18b08d2d3498,RTB - Moloco Native in Banner APAC EP,2893.8448980000003,413.40641400000004
69bbda3f82b15398b1c6347b,RTB - Topon MREC Video Testing,2849.4817494173017,407.0688213453288
6852c41f50d99aa294bdd7fe,RTB - RTB House Native Americas RoW EP,2807.8372596627464,401.1196085232495
616d173a6627722b1a5a8a22,Exchange - RTB - Smarter baner IDFV,2805.6799199999987,400.81141714285695
65a8780ef9eaa2957fec3205,RTB - Appreciate Native iOS,2713.9717239999945,387.7102462857135
68d0bafd99be8a5e5cd36e7f,Exchange - RTB - Xiaomi IN Video System API,2711.641414405366,387.3773449150523
69d77cccea3f553e6d70e828,Exchange - RTB - Mindtos US Video,2709.6056899889963,387.0865271412852
6769090cbe07e71a26fdfaed,RTB - Temu Banner EU,2617.373299202007,373.9104713145724
69a87fc8c7a40bf9ae4b46a2,RTB - Coupang - Native,2617.262638876597,373.8946626966567
62e23cd9c38b6e926431a13e,RTB - Appier KR Native,2559.854776874591,365.693539553513
6a0a7dd8f1ab79bdeb20a723,RTB - ByteDance Global - WL - Duolingo (KR),2558.9950973100076,365.57072818714397
6761e14a13096126869c3c40,RTB - SilverMob EU Display,2554.3790227650898,364.9112889664414
698107dce1803aebc68f103d,RTB - Rhebus HK Thunder - US - Native,2534.843140000003,362.120448571429
63217cda1b35703fe77bb106,Exchange - RTB - Xiaomi RU Video System API,2510.6512555141076,358.6644650734439
5fffe84bb66bf100164dd092,RTB - Opera USA Banner,2483.4325440077887,354.7760777153984
69334e918a10c39937e87754,RTB - Magnite Direct Placements - APAC Banner,2468.760203465999,352.6800290665713
66e1d4bb735715d4d461df59,RTB - Remerge Native - IDFA,2436.9411426620036,348.1344489517148
69c3267f21e4b8586f401ee1,Criteo - EMEA EP - Banner Object Only,2423.6469912199914,346.23528445999875
66316ec82d6ba1e4e8fedc19,RTB - Brave Static Interstitial,2411.750628999984,344.5358041428549
664d9ad291ee2dc02bd40028,RTB - Topon Native SG,2403.130859408564,343.3044084869377
6a039cf6afa2f8cb4554eaed,RTB - Jampp Banner - RU,2357.8233717587505,336.83191025125006
5f8f4afe9ed53700166c8208,RTB - Bidmachine - EU Banner,2346.959428004163,335.279918286309
64c176241a7ef661763e2fe5,RTB - RevX Native APAC,2330.8423497899944,332.9774785414278
6467e0b2fb1036636330576b,RTB - Appreciate Native Android,2326.7070520000025,332.38672171428607
64c176bda4e2a7e85a57c3fb,RTB - RevX Native US,2319.0880407700038,331.29829153857196
671f07847bf7bb46c827498d,RTB - Tradplus Video - EU EP,2306.524295768598,329.50347082408547
69c326b6c6891df09e6271b1,RTB - Criteo - APAC EP - Fullscreen Video,2273.651003609999,324.8072862299999
699cfc8bebac36bb5f0b4fc9,RTB - YouAppi Native - Prefiltering EMEA,2237.640565416533,319.66293791664754
689ef1b8e977a8f255c216b5,RTB - Temu Hybrid Glo New Inv,2185.102606896235,312.1575152708907
69f3d74a82f5314c23ea3c5b,RTB - YouAppi Banner iOS,2175.6962672035643,310.813752457652
63ec113d1dfd3e77228f818c,RTB - Appier Video France/UK/ES iOS,2172.4279013189703,310.3468430455672
69c1a5fdefa3396289c39893,"RTB - Personaly Video (Japan, Korea, Brazil, CA Android)",2161.503262800002,308.7861804000003
66b5020591fb3c84912f48be,RTB - Dataseat Native,2157.933482762997,308.2762118232853
69128b4b2c072ae9168f71da,RTB - Rhebus - Banner,2139.514363080004,305.64490901142915
6979207d1bc1832cf85999a1,RTB - YouAppi Video RU Prefiltering,2136.581852302353,305.22597890033614
66bb01cadf541de9f5f9497f,Exchange - RTB - Ignite Video xyz07,2120.461561734825,302.92308024783216
6912742bc694e0a3411f0033,RTB - Bigabid FR/IT/KR/JP,2114.766988999989,302.10956985714125
6391388e4e93db74da78bb7b,Exchange - RTB - Kidoz Interstitial,2107.876297682202,301.12518538317175
637811d7a7302dbf39f4eb0c,RTB - Unruly Banner - US EP App Ads Complient,2084.217421699994,297.745345957142
6723dc5f6efcd4343070194b,RTB - Magnite - Static Interstitial Americas,2071.099117533003,295.8713025047147
653acc5ca74e1cab0bd79f93,RTB - Mediasmart Norway Video,2040.0497700000046,291.4356814285721
6a065cd41187723c2dc033ee,RTB - Dataseat Banner (Android Exploit) Allow List,2027.6382955740037,289.6626136534291
65a817334296cef5b58cbc16,RTB - Bigabid Banner iOS,2011.5714309999998,287.3673472857143
6980dcd0d6e435329c00198d,RTB - YouAppi Video UK - Prefiltering,2011.3092306659441,287.3298900951349
6a3a01e46f7502ed7ea60255,RTB - Yeahmobi SG EP - Static Interstitial,2006.2522567400047,286.6074652485721
654c172aad2fffa55d420f85,RTB - Appier RoW iOS,2000.4024158771085,285.7717736967298
68c1b9dbfe65b25acb518519,Exchange - RTB - Yandex Native In Banner,1977.584109941323,282.5120157059033
66f5708305dab965419a54cc,RTB - YouAppi Video RU,1970.70722040647,281.52960291521
5f8cfcb5023016001682fa3a,RTB - Webeye - US Main EP - MREC,1905.9292662336595,272.2756094619514
67c6cfe774a1ee37cf3b02b6,Exchange - RTB - Bluesea Banner - SG EP,1863.5192673000035,266.2170381857148
620cd2590276f33eb98aa329,Exchange - RTB - BigoDsp US banner,1829.6332541701306,261.3761791671615
68ecab584f3f28c2b1a7841c,Exchange - RTB - Opera Software US Video,1750.8306589998017,250.11866557140024
690ac2180c06b5387c7c4d93,RTB - Anzu.io US Video Only,1743.2376453000027,249.03394932857182
5e2f8340b4ec6b001655cd66,RTB - OpenX Banner,1725.3549600000053,246.47928000000076
66bac697df541de9f5f94602,Exchange - RTB - Ignite  US Banner 22,1712.119510014125,244.58850143058928
69a0d0dc311b6ce5f3923f85,Youappi - JP Native/Banner,1711.2932320312398,244.47046171874854
6a039b1c7813841c725acd42,RTB - Jampp Native in Banner - RU,1679.809288626357,239.972755518051
6323ad1b79644c67f2fc5fa1,RTB - MediaNet Banner,1669.0708000000036,238.43868571428624
69701daa1fdcb2679d25b21e,RTB - RevX Banner APAC - Prefiltering,1666.907983200009,238.12971188571558
6970d10e34b964eb27b12a7e,RTB - Anzu.io US Banner 320x50,1658.896052,236.9851502857143
69335c028a10c39937e87760,RTB - Magnite Direct Placements - Americas Native,1650.1583766439928,235.73691094914184
69c5f41383decca75a7edf0f,RTB - Topon Native EU,1642.5732668178282,234.6533238311183
6169939e8a4854900a3f8d50,RTB - Bidmachine - Banner APAC,1609.7226137727357,229.9603733961051
699cfc78ebac36bb5f0b4fc5,RTB - YouAppi Native - Prefiltering Americas,1607.940071014426,229.70572443063227
64372147d3a748f3fbaa91e6,RTB - Hyper Audience Banner,1603.2035699999988,229.02908142857126
5fffe8ef2915a40016877f6d,RTB - Opera APAC Banner,1591.2285085052854,227.31835835789792
5f10a366c5299b00157cf3c0,RTB - Appier Banner,1577.5440413590345,225.36343447986206
6644d83db42aef474894d957,Jampp - MREC Video Test,1569.9138921497508,224.27341316425012
68f870ec07efbb54986be1b1,RTB - RTB Max EU Banner,1567.009225839999,223.85846083428558
6a065bcc153ef87b1e2eed7b,RTB - Dataseat Video (Android Exploit) Allow List,1566.056809235007,223.72240131928672
698cb4e6e25c256058f21463,RTB - Kidoz US/GB Fullscreen Interstitial,1549.1229784571522,221.30328263673601
65660c836b1c39fda786e2cd,RTB - Start.io - Banner,1536.8696294635781,219.55280420908258
64db1d4b6c18248a35ac38a2,Exchange - RTB - Flatads EU Video,1505.848109539596,215.12115850565655
6740c510fac07af7b0560e3f,RTB - Start.io - Native,1477.4645249701355,211.06636071001935
6997443b09166fb3aa9dc33f,RTB - Exchange - Playdigo (WL),1451.503526099997,207.35764658571387
67881d1f40f41b1c5db0b35b,RTB - Bidmachine - MREC Video (US Endpoint),1442.4800073268793,206.06857247526847
67c17cc69ffbb8beb787cf39,Exchange - RTB - OperaUnite Native,1434.4104260427962,204.91577514897088
6716d0ee91a29b91e15cdb1e,Albatross APAC Display & Video,1385.3482762739948,197.90689661057067
62da7bc9b9834312af9ed7cf,RTB - Magnite Banner & Native APAC,1384.1169340099962,197.7309905728566
63924a212bb735f34778bea3,Exchange - RTB - Yandex Banner,1383.035003905536,197.5764291293623
682b5703e8f98df8281fb537,RTB - RTBHouse - Bulgaria / Greece CTR Test 2,1366.1920754384591,195.17029649120846
68277fd53b3af9a264926bbf,RTB - RTBHouse - Bulgaria / Greece CTR Test,1357.3070314162364,193.90100448803378
68b93f18e6a2d51f530cd3d4,RTB - Temu Hybrid US New Inv,1348.8815825247343,192.6973689321049
63b3d3c716b231b661f6dc3c,Exchange - RTB - Xiaomi Video,1295.971661488298,185.13880878404257
680a6cab265fca11d385eff6,Criteo - ROW - banner object only,1293.689585490004,184.81279792714344
699cfc5bebac36bb5f0b4fc1,RTB - YouAppi Banner - Prefiltering APAC,1289.4456859244312,184.20652656063302
6746bce9d65e5b83d11b3e01,RTB - Tradplus Banner - EU EP,1282.1307020083984,183.16152885834262
6a039c0eafa2f8cb4554eabf,RTB - Jampp Native - RU,1268.8683807772823,181.26691153961175
6a039c717813841c725acd46,RTB - Jampp Video - RU,1249.7952190569486,178.54217415099265
664dc28770eb85f5bbea5746,Exchange - RTB - Ignite static interstitial 16,1238.92319426747,176.98902775249573
602446607803e80016183b25,RTB - BetweenX Toneko Holdings Limited Video EP,1197.7421381240013,171.1060197320002
69cab479ac3de9980986b5af,RTB - Dataseat Video (Android Canada),1193.4398358020028,170.49140511457182
67e33ebde8f0bebd5999ad3a,RTB - Start.io Banner iOS,1189.5590052492105,169.9370007498872
69714d011bc1832cf8595226,RTB - Acuityads Video [f422748813e5e EP] - EU,1187.5208389999996,169.64583414285707
69d77dbf5397a90e2f31b8e6,clone - Exchange - RTB - Mindtos EU Video,1172.8743955219925,167.55348507457035
64d161819b534831158d38b5,RTB - Magnite Banner & Native EMEA,1160.276279469999,165.75375420999987
66a31f7f6dfbbd9d7165eadd,Exchange - RTB - Galaxy Video APAC,1142.1289173500024,163.1612739071432
66b297e691fb3c84912f2e52,RTB - Consumable - Video,1114.8440869999977,159.26344099999966
68c9a11d44e7d5a34f0a06d5,RTB - BetweenX NWS REWARDED Video EP,1102.9725582929987,157.56750832757123
67aabd96ad5bfbdfbe824b93,Exchange - RTB - Bidmatrix Video - US EP,1051.8350925794248,150.26215608277496
625e266f9ea8fe037216f0b5,RTB - Webeye - RU endpoint,1049.2476774575857,149.89252535108366
698f94dfc80c4dae8fc08857,RTB - Brave Banner (APAC),1048.8188110000024,149.83125871428607
667d8904ea74175dae6b19bf,RTB - Bigabid Rewarded UK & CA,1047.464467000001,149.63778100000013
69335a728a10c39937e8775a,RTB - Magnite Direct Placements - Americas Video,1045.1426035130028,149.30608621614326
69aebdf7855aacf5e3bb0120,RTB - Coupang - Fullscreen Display,1018.9346020402147,145.56208600574496
6a039ca9ddd145e4d7db1ba4,RTB - Jampp Video 3P Tester - RU,1015.277986322382,145.03971233176887
6024473736e96900169762d2,RTB - Dataseat Video (IOS Explore) Deny List,1010.9473436319888,144.42104909028413
6303344575af7db7fdbea49a,Exchange - RTB - Flatads EU,1010.0856161454155,144.2979451636308
64fee5f94aa4372d5d4a0328,Exchange - RTB - Flatads Banner WW,1008.3388870316459,144.04841243309227
6525d30a7b6d63f9ae40c94e,RTB - Verve VIDEO (US) Connection,989.9997300000034,141.42853285714335
66a97234e39f16f7b82512c5,RTB - Acuityads Banner [2024 r.one-bid EP],989.2703860000012,141.32434085714303
60244696110ed70016bdf9b9,RTB - BetweenX Toneko Holdings Limited Banner EP,970.6051074079995,138.6578724868571
6a151654ac3471b059ea113b,RTB - Topon In-Line,949.9113667182552,135.7016238168936
692e259ae02857ca3cd5c338,RTB - Yabbi - US banner,934.4551533357119,133.49359333367312
6194b4c7ef906086a5fbd8d6,Exchange - RTB - Flatads WW Video,916.4512406824174,130.9216058117739
5c4f51e0210b7e0015340a22,RTB - LoopMe Video,912.3778822200019,130.33969746000028
69b18773115c8dbdc4c94d25,RTB - Bigabid Banner Prefiltering Android,909.6516230000049,129.95023185714356
6800f73918205e3de7fbb78d,RTB - Criteo - ROW - Video & Banner Object,902.1619052200019,128.88027217428598
6555c5a5744b922b28b1ada0,Exchange - RTB - BigoDsp Static Interstitial 1118,898.4919769114995,128.3559967016428
6880658717b7feca2f52455a,RTB - Algorix Native - APAC EP,896.4278531,128.06112187142858
677f95457514db2924226e26,RTB - Webeye - Primary - MREC,892.597491141335,127.513927305905
680129b080386618f888221f,RTB - Appier IN Android,891.4402751991468,127.34861074273525
6a3b8a4098114ae3b7155e0f,Exchange - RTB - Zmaticoo - US Banner,890.0137455999991,127.14482079999986
663169cac3979445ca4bb466,RTB - Acuityads MREC Video [New EP],875.9006103199985,125.12865861714263
69d77ef7ea3f553e6d70e82e,clone - clone - Exchange - RTB - Mindtos EU Banner,873.6787413889987,124.81124876985696
690b809ad6c616fa9beb6811,RTB - Anzu.io Static US Interstitial Banner Only,870.8924561000028,124.41320801428613
68f7379c07efbb54986bd8d8,Exchange - RTB - Shareit Static Interstitial - SG EP,859.1411860225835,122.73445514608336
65b3198b70cf2071ef5f1115,RTB - Appsart SG iOS Video 1,849.6345900569786,121.3763700081398
695d4ad165f848fb8e72b3c5,RTB - Acuityads Banner [f422748813e5e EP] - EU,827.8706179999979,118.26723114285684
6801559f7924e129b9810b78,RTB - Yabbi -  US/RU/UZ Video,825.0055891310031,117.85794130442902
670dbc7186e67def52cad6d9,RTB - AdMixer Banner EU,823.9908245279166,117.71297493255952
68c1b71242c2cd0b000aae2d,RTB - Personaly Native In Banner,809.9210086000028,115.70300122857182
69c16460efa3396289c3979c,RTB - Bigabid FR/IT/JP/KR Prefiltering,796.5642320000017,113.79489028571452
65a6e27b3262c45d8a503abf,RTB - RTB House Banner APAC EP,796.1367076232117,113.73381537474452
69a87fa3c7eaed08e37cec2d,RTB - Coupang Banner Display,788.8740032859226,112.69628618370324
643720f2a077200b07faac3f,RTB - Hyper Audience Video,787.9818400000017,112.56883428571453
699cfc81ebac36bb5f0b4fc7,YouAppi Native - Prefiltering APAC,775.4342684346396,110.77632406209138
68890089498e3deaaca65b83,RTB - Acuityads Static Interstitial [2024 r.one-bid EP],770.7688860000001,110.10984085714287
66316940f1c607e22b2a71b1,RTB - Acuityads Static Interstitial [Visible Measures],769.4462840000008,109.92089771428583
6a0444abcfc7b12a592df19e,RTB - Yeahmobi Static Interstitial - RU - low ecpr,762.8041718476845,108.97202454966921
645a4c8d3a2af463761020e7,RTB - RTB House Banner Americas EP,745.4273970721555,106.48962815316507
69d77f9bea3f553e6d70e831,clone - clone - Exchange - RTB - Mindtos SG Banner,741.7883856269991,105.9697693752856
6927a504ec429d915c066627,RTB - BetweenX NWS Video EP (Rewarded EP),738.9687223339995,105.5669603334285
69d77d2a63d3ad90a1222ed8,clone - Exchange - RTB - Mindtos US Banner,724.2006094880019,103.45722992685741
67dc8c852ec2a12eca3b990b,RTB - Smadex Video - US - Android - DID,722.8658879399974,103.26655541999962
69b8bf5d96cd893c167979cc,RTB - Topon Banner EU,719.8112615784577,102.83018022549395
66316fa6c3979445ca4bb46b,RTB - Brave MREC Video,711.4891250000045,101.64130357142922
68f870ac5309a2c5d41835ae,RTB - RTB Max US Banner,711.0936285299995,101.58480407571422
5f3dc41f6f6eb600150b96d4,RTB - Pubmatic Global Video High Performing,705.9788518659971,100.85412169514244
6924e133321601821eba7704,RTB - Magnite Direct Placements - EMEA Banner,698.3866432620003,99.76952046600005
60e5a4b3db54f800164352ce,RTB - Bigabid Banner Android,692.1753180000012,98.88218828571446
68092cca80b5e4294314dedc,RTB - YouAppi Video BR/MX,689.5268874226955,98.50384106038507
6483b54fd199cfb09b3190b1,RTB - Mapendo Video (iOS),679.5017689688647,97.07168128126638
6925ff18247abc2025719562,RTB - Anzu.io ROW Video Only,669.3827980999995,95.62611401428565
69e81abae39dbc084f19f8a1,Bigabid VN/IN/RU,650.7827249999899,92.96896071428428
67aeb3788b7566b5a4f52dfa,RTB - Webeye - Native - US EP,648.6105645054208,92.65865207220297
6a0758efb15f3cf1042cc97d,RTB - Thunder Monetize - Americas - Video Instl = 1,643.3509900000012,91.90728428571445
667c9eff8d21c60ce68072a3,RTB - InMobi iDSP MREC Video,627.0975147839994,89.58535925485705
69d5a546a7b9cfb44b6c8832,Exchange - RTB - Kidoz Rewarded Spain,626.0690819152868,89.4384402736124
65b319f28f74f03679853596,RTB - Appsart EU iOS Video,623.8849999999888,89.12642857142698
631c297bad47dd43e826e21f,Exchange - RTB - Novabeyond AOS Video,622.7013286099985,88.95733265857122
6a31d72280dd5dac9909d6a8,RTB - Rhebus - Video (APAC EP),618.2211421400018,88.31730602000026
697092bf1fdcb2679d25bfb0,Exchange - RTB - Xiaomi EU Video,613.9009202739765,87.70013146771092
69c326fbb3ac9c07dd3f90b3,RTB - Criteo - APAC EP - Banner Object Only,601.0164056000032,85.85948651428616
67bebd40bfc0cb2bb9c409d2,Exchange - RTB - Advlion - Video - US EP 5145,590.9125578,84.41607968571428
65947a9ca58124bdd634cb3a,RTB - YouAppi Video (India),578.6098476672018,82.65854966674313
67586c952361a2e44bd1dda1,RTB - MezzoMedia - WL,573.4333288629988,81.9190469804284
69e92b38cc377904644ed4b0,RTB - InMobi iDSP Banner EP (iOS RU MREC),569.9251606470029,81.41788009242899
6765b38eff7414bf5d517c34,RTB - RevX India iOS,563.8547849199991,80.55068355999988
639137a2d9170ddc98c34e3c,Exchange - RTB - Kidoz Banner,559.275505184819,79.89650074068844
69163aa71d27f33869da3e73,RTB - Acuityads Video [New EP] - APAC 591d,557.8668520000003,79.69526457142862
69bb1fe282b15398b1c62d0d,RTB - Appier Native Xiaomi ES,554.2502046812862,79.17860066875517
6944fb78108226c2757b1b5e,Exchange - RTB - Bluesea banner EU - android Ecom,547.313601599998,78.18765737142829
67c172cd599d03e97b9b4839,Exchange - RTB - Bidmatrix Native - APAC EP,542.0817081249935,77.44024401785622
6542c02fab1997eab3642ef4,RTB - RTB House Native US EP,540.5851838654715,77.2264548379245
691f4b21fe9f467ae95fded6,RTB - Exchange - Playdigo (2nd Algo EU EP),537.4665870000001,76.78094100000001
67098bbb86e67def52caaac9,RTB - RTB House Banner EMEA EP FR DE,534.2236059363731,76.31765799091045
61dba3504bba636c2f1edc06,Exchange - RTB - Advlion[Banner] 10058,530.8630865000002,75.83758378571432
64f7807ac203c3705a30acbf,RTB - Appsart SG AOS Video,514.5473722130021,73.5067674590003
68e961866e0f80308c3e939e,RTB - Pubmatic KR/JP All Formats Android,514.446245497,73.49232078528571
66e22823d01d395c0d2dc1e2,RTB - Adikteev MREC Video (DID PF),513.5705553010205,73.36722218586007
69b130e8be8944634b7694c6,RTB - Yeahmobi - IN Android WL,512.9913304904115,73.28447578434451
675a570540b8a6d618e193d7,RTB - Webeye - US MREC,496.8357960896036,70.9765422985148
69b97f3496cd893c16799c6f,RTB - Bigabid BR Prefiltering,488.4808929999965,69.78298471428522
67aeaf0eb7641909e840a0da,Exchange - RTB - Bidmatrix Video - EU EP,480.89681844008055,68.69954549144008
6453ba857b4e695e778d6ef9,RTB - AdMixer Banner APAC EP,478.09584843364996,68.29940691909285
69a0d11f5fb8d33ed60829e3,YouAppi Native/Banner - Prefiltering Japan,477.5171479566808,68.21673542238297
65dee5bf08cb9443657c0932,Exchange - RTB - Chongda Banner VUNIMSM6H,471.07933010000056,67.29704715714294
689324e50c128cb360fb2321,Exchange - RTB - Advlion SG EP - Android Video 5141,467.63248999999814,66.80464142857116
67098bc2043c5f0abf11ce58,RTB - RTB House Banner APAC EP KR SA,454.6323743700963,64.9474820528709
65b31a4c16d2249f972232b8,RTB - Appsart US iOS Video,452.0481773319881,64.57831104742687
6a2fd06f05e90d685d02f850,RTB - Algorix Video - APAC EP - high CTR,443.2916650000023,63.32738071428604
695cc16a65f848fb8e72b0b0,Exchange - RTB - Novabeyond SG Native,442.5270800000009,63.21815428571442
66b34c13df541de9f5f8e4a0,Exchange - RTB - Shareit (Xtend) Static Interstitial - US EP,441.4328187999991,63.06183125714273
66f570d388b1f8940348e1de,RTB - YouAppi Banner RU,438.09241615094015,62.58463087870574
68d3569588ecc99dc4ec5d49,RTB - Webeye - US Native in Banner,435.4629052383472,62.208986462621034
67d1340eac7ebf1a6d299573,Exchange - RTB - Shareit Video (RU),430.38478838943274,61.48354119849039
6a0ad38ce5c87f94fe45accf,RTB - Webeye - US Banner,425.123921219915,60.73198874570215
65b31a8c16d2249f972232ba,RTB - Appsart US AOS Video,423.52922181500253,60.50417454500036
6a302229c880b952543168a4,clone - RTB - Appier Video MX,401.87347650408884,57.41049664344126
68637e819b71e805900dc4c9,Exchange - RTB - Zmaticoo - US Static Interstitial,397.8799895741991,56.83999851059987
690aec845ea27aa379958204,RTB - Anzu.io ROW Banner 320x50,396.0464069,56.578058128571435
69792079c9755f4ddbcad19b,RTB - YouAppi Banner RU Prefiltering,392.77752447902225,56.111074925574606
5ea131305d440200100ef9dc,RTB - Yeahmobi Banner,388.449534627651,55.492790661093004
68ffb885fc3ad981d339c12e,RTB - Bigabid BR,387.31269400000093,55.33038485714299
6515ea836367a3cf0faf9c53,RTB - Verve STATIC INTERSTITIAL BANNER (US/CA/BR/MX) Connection,386.4565199999994,55.2080742857142
6866c4a667d0924e4a419c70,RTB - Magnite Native APAC,383.9847487940001,54.854964113428586
692dfb99a02cceb5168b48f3,Exchange - RTB - Yandex Static Interstitial (Turkey),380.41818685168806,54.34545526452687
68ae01cdf4fb322293008a4a,RTB - Exchange - Playdigo (EU EP),378.47511585000024,54.06787369285718
6a0e16c4f1ab79bdeb2125e1,Appier AU/TH,373.54131660813135,53.36304522973305
6a2a5de7da7ab3cbd4fba63a,RTB - Yule - Static Interstitial - EU EP,364.566074699998,52.08086781428543
66bac2ca66e8c4816ebc681d,RTB - Topon Video EU,360.49891087552345,51.499844410789066
69c163b9fc479fd5f00ce39b,RTB - Bigabid Rewarded UK & CA Prefiltering,354.8962659999995,50.6994665714285
66316d56c3979445ca4bb469,RTB - LoopMe MREC Video,354.3081117400003,50.61544453428576
69335b788a10c39937e8775c,RTB - Magnite Direct Placements - EMEA Native,352.7891376460012,50.39844823514303
655c4f7332838d77c14e3e4a,RTB - Appsart US Banner,352.2292924249984,50.31847034642834
6842bb431cc3e4e02bcf1622,RTB - Tradplus Video - US EP - Android,346.91310703619905,49.559015290885576
6912285c0d74696a8c2c06cf,Exchange - RTB - Kidoz Rewarded GR/FI/CH/DK,343.0741240222235,49.010589146031926
69c163dbfc479fd5f00ce39e,RTB - Bigabid MREC US Prefiltering,336.6196749999965,48.0885249999995
69335b8e8a10c39937e8775e,RTB - Magnite Direct Placements - APAC Native,328.4381055499988,46.919729364285544
672985e86efcd43430705718,RTB - Tradplus Banner - SG EP,328.12218935199996,46.87459847885714
69714d3c430b497d13db5462,RTB - Acuityads Static Interstitial [f422748813e5e EP] - EU,324.23268400000023,46.31895485714289
663144fa2d6ba1e4e8feda47,RTB - OpenX Static Interstitial,320.20763999999764,45.743948571428234
69ab30fc9a87f28c48f15240,RTB - Kayzen - EU Banner (Denmark iOS),320.028890402181,45.71841291459729
6a33ca2e8a02c19fe61d6c2d,RTB - Yule - Static Interstitial - SG EP,319.90732560000004,45.70104651428572
64d2b92b6c18248a35abd31f,RTB - Edge226 Banner iOS,306.320275009632,43.76003928709029
67ac13ebfc8f0d18846df981,Exchange - RTB - Bidmatrix Banner - US EP,305.39774196403937,43.628248852005626
63584bc0acf218c5afba21eb,RTB - Brave Video,291.4113780000006,41.63019685714294
686e14e69e1a0892895a337f,Exchange - RTB - Shareit Native,278.0209202932837,39.71727432761196
69a86cc6c7eaed08e37cec28,RTB - Bigabid Banner Prefiltering iOS,277.75778900000097,39.67968414285728
69a093064b6f4be5212e0a25,Appier Video ES iOS,274.85729037348295,39.26532719621185
68f7dbfc8c4a4c7642af867f,RTB - Bidsmind Video,272.07956560947866,38.86850937278267
636d9c6d0db381a0ca5f89f0,RTB - Verve BANNER (US) Connection,270.1096349999995,38.587090714285644
65b360938f74f03679853cc9,RTB - Appsart EU AOS Video,263.0489393999997,37.578419914285675
67a97a9242773efdd4dc4fe1,Exchange - RTB - Galaxy iOS Video SEA,261.1630525799999,37.309007511428554
6791bf17244fd969e239e89b,RTB - Tradplus Static Interstitial - EU EP,255.5493160799003,36.507045154271474
5a83728d762432001b2bfbee,RTB - Mediasmart EU Video,255.33169000000012,36.47595571428573
667a0f99ea74175dae6af21f,RTB - Acuityads Banner [2024 EP],248.5319859999998,35.5045694285714
69f3cb22da68dbc10d41a392,RTB - YouAppi Video Android,242.97872538394617,34.71124648342088
68015c8618205e3de7fbb810,RTB - Yabbi - RU/US/UZ Fullscreen static,241.739124748654,34.534160678379145
68f872ce07efbb54986be1d1,RTB - RTB Max SG Banner,238.2686154000012,34.0383736285716
668c2600724abef147534769,RTB - Jampp Banner Indonesia,221.07111151167325,31.581587358810463
66315ff22f5f91ef8171ce84,RTB - OpenX MREC Video,212.94654799999958,30.42093542857137
6a18829885dbd57ad7ef1081,RTB - Acuityads Banner [176742114 EP] - EU,208.32283969999926,29.760405671428465
5f3dc4d8eb8dcf00157cbe91,RTB - Pubmatic iOS All,208.29973442400066,29.75710491771438
693359a52fcf09edc5d9282f,RTB - Magnite Direct Placements - Americas Static Interstitial,199.17041051800118,28.452915788285882
6723bef390103313e4f11c78,RTB - YouAppi Video Ukraine,195.5494939385325,27.935641991218926
693359998a10c39937e87758,Magnite Direct Placements - EMEA Static Interstitial,195.38434308500095,27.912049012142994
6866c49adbab5b303de00616,RTB - Magnite Native EMEA,184.48647144300062,26.355210206142946
6453b9ca7566ab21da5c0af9,RTB - AdMixer Banner US EP,177.77932482572024,25.39704640367432
65525f9637437ddf41f327dd,RTB - Magnite Video Americas,176.6732276349999,25.2390325192857
67b58ecfa85d06bb4f9bf66e,Exchange - RTB - Bidmatrix Banner - APAC EP,176.5412076972418,25.220172528177397
693359262fcf09edc5d9282c,RTB - Magnite Direct Placements - APAC Static Interstitial,176.5255285569997,25.217932650999956
6977aaa51bc1832cf8598bcb,RTB - Dataseat Banner (Australia Android),174.24070100700015,24.891528715285737
69fe109fafa2f8cb4554e11d,RTB - Jampp Banner - JP unthrottled,173.66590773663057,24.809415390947226
69a0b912311b6ce5f3923f7d,RTB - Kargo Video US EP Banner Only,172.0284400000025,24.575491428571784
