publisher_account_id,publisher_account_name,publisher_daily_spend,blocked_rtb_connection_id,blocked_rtb_connection_name,rtb_connection_daily_spend,rtb_pct_of_network,potential_uplift
619b548fc9c9c1001796f1f6,Gimica GmbH,28175.04,65e57f1b09144a5f9319c85a,Exchange - RTB - Domob Banner - US EP,1229.09,0.03,7.86
68fa0d672fef766b2dac5f75,"SEEKEEHORIZON TECHNOLOGY (HK) CO,",9800.44,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,7.85
56c3a378adccd1cb7e00000a,Zynga,61089.37,68015af9fc59780889cc8481,RTB - Yabbi - US/RU/UZ banner,560.47,0.01,7.77
561e8d976b8d90f61a0045d7,"PeopleFun, Inc.",34224.18,5fd73ea06baf05001633d6af,RTB - Kayzen - APAC Banner,979.34,0.02,7.61
561e8d976b8d90f61a003fcf,InstaShot,9290.28,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,7.44
66bf1c62ddea6f0011b313a9,NETSTORY PTE LTD,14306.19,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,7.26
65f02b00af81650011344521,Scatterlab,16282.26,5fd85a9f13c8bf00165ad093,RTB - Kayzen - EU Banner,1940.06,0.04,7.17
619b548fc9c9c1001796f1f6,Gimica GmbH,28175.04,60fa56ed1c045000160952e6,RTB - BidSwitch Banner,1114.78,0.03,7.13
5e96c1b29704720015d9f4ae,Guru Network Limited,27965.32,60fa56ed1c045000160952e6,RTB - BidSwitch Banner,1114.78,0.03,7.08
561e8d956b8d90f61a0027d2,PlayStudios,4313.14,621f1ca28fe6c30240ef650e,Exchange - RTB - Advlion APAC Video 10058,7141.01,0.16,6.99
5fc0a33dcb32b5001563f9dc,AmberMobile Limited,13603.0,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,6.91
58737456236d8f446400071c,FIOGONIA LIMITED,18370.55,6135c438ab396f94ab41f6ea,Exchange - RTB - BigoDsp EU Banner,1654.15,0.04,6.9
6364b12e3ad6c7001711d812,Fodream Limited,8610.04,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,6.89
5fe2fafd6013fb0015208652,GamoVation,18225.1,6135c438ab396f94ab41f6ea,Exchange - RTB - BigoDsp EU Banner,1654.15,0.04,6.84
64803209bfd9aa0011593484,Bluetile Games,17927.39,6135c438ab396f94ab41f6ea,Exchange - RTB - BigoDsp EU Banner,1654.15,0.04,6.73
67d0848db62d6b0011ccb35e,SmartNews,17460.91,63e68f6866294762ad55a756,RTB - Smadex Native,1665.56,0.04,6.6
655c62f25942160011cb5305,SHUNYOU PTE LTD,8129.66,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,6.51
561e8d976b8d90f61a0045d7,"PeopleFun, Inc.",34224.18,62563b02fd58448131a87412,Exchange - RTB - Smaato Banner,819.4,0.02,6.37
619b548fc9c9c1001796f1f6,Gimica GmbH,28175.04,5fd73ea06baf05001633d6af,RTB - Kayzen - APAC Banner,979.34,0.02,6.26
5e96c1b29704720015d9f4ae,Guru Network Limited,27965.32,5fd73ea06baf05001633d6af,RTB - Kayzen - APAC Banner,979.34,0.02,6.22
561e8d976b8d90f61a0045d7,"PeopleFun, Inc.",34224.18,5fd73dc988a9cf00168392a6,RTB - Kayzen - USA Banner,794.45,0.02,6.17
561e8d976b8d90f61a0045d7,"PeopleFun, Inc.",34224.18,67e33f1ab2417fa62d59d80b,RTB - Start.io Banner Android,790.27,0.02,6.14
5bec0018c9af0a7962a96f4a,Rollic Games,12008.57,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,6.1
5fc0a33dcb32b5001563f9dc,AmberMobile Limited,13603.0,5fd85a9f13c8bf00165ad093,RTB - Kayzen - EU Banner,1940.06,0.04,5.99
6570788bee73b50011dbb6f6,Eyecon Global Ltd,11760.77,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,5.97
6336ada8eff220001b2d1061,Pandas of Caribbean,7378.22,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,5.91
561e8d976b8d90f61a00418e,FGFF,11237.39,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,5.71
670cfa366f113e00119a799f,Vinted,20406.53,65e57f1b09144a5f9319c85a,Exchange - RTB - Domob Banner - US EP,1229.09,0.03,5.69
62a858f7348a840017e80ac5,"FUZHOU JIARUAN SOFTWARE TECHNOLOGY CO.,LTD.",11031.25,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,5.6
670cfa366f113e00119a799f,Vinted,20406.53,624520df75fd8b6b8d22b62e,Exchange - RTB - Domob Video,1205.86,0.03,5.59
573c1e4c69d550c903000024,"LeYoo,Inc.",6946.53,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,5.56
5b1526a7de961d3317b1d475,X-FLOW LTD,21432.61,60fa56ed1c045000160952e6,RTB - BidSwitch Banner,1114.78,0.03,5.42
5bec0018c9af0a7962a96f4a,Rollic Games,12008.57,5fd85a9f13c8bf00165ad093,RTB - Kayzen - EU Banner,1940.06,0.04,5.29
619b548fc9c9c1001796f1f6,Gimica GmbH,28175.04,62563b02fd58448131a87412,Exchange - RTB - Smaato Banner,819.4,0.02,5.24
607d46752ca90f00153876e8,Jungle Frog LDA,10291.05,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,5.23
65e71ba517069f0011a36cfa,Rounds,10348.36,5fbc07b0b3a7a6001676e391,RTB - Personaly Banner,2219.45,0.05,5.21
5e96c1b29704720015d9f4ae,Guru Network Limited,27965.32,62563b02fd58448131a87412,Exchange - RTB - Smaato Banner,819.4,0.02,5.2
5f064bf93191d60018f0fd5a,Lion Studios,23197.91,5fd73ea06baf05001633d6af,RTB - Kayzen - APAC Banner,979.34,0.02,5.16
5fc0a33dcb32b5001563f9dc,AmberMobile Limited,13603.0,6135c438ab396f94ab41f6ea,Exchange - RTB - BigoDsp EU Banner,1654.15,0.04,5.11
619b548fc9c9c1001796f1f6,Gimica GmbH,28175.04,5fd73dc988a9cf00168392a6,RTB - Kayzen - USA Banner,794.45,0.02,5.08
5e96c1b29704720015d9f4ae,Guru Network Limited,27965.32,5fd73dc988a9cf00168392a6,RTB - Kayzen - USA Banner,794.45,0.02,5.04
5e96c1b29704720015d9f4ae,Guru Network Limited,27965.32,67e33f1ab2417fa62d59d80b,RTB - Start.io Banner Android,790.27,0.02,5.02
638b3f012fb066001b8262d1,AtlasV,6245.72,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,5.0
68fa0d672fef766b2dac5f75,"SEEKEEHORIZON TECHNOLOGY (HK) CO,",9800.44,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,4.98
561e8d976b8d90f61a00418e,FGFF,11237.39,5fd85a9f13c8bf00165ad093,RTB - Kayzen - EU Banner,1940.06,0.04,4.95
561e8d976b8d90f61a003fcf,InstaShot,9290.28,62a830a7975125fe4e90d762,Exchange - RTB - Bluesea banner US,2328.61,0.05,4.91
568b8cb3bb2089a80600000a,Playsimple Games,26403.5,62563b02fd58448131a87412,Exchange - RTB - Smaato Banner,819.4,0.02,4.91
619b548fc9c9c1001796f1f6,Gimica GmbH,28175.04,64888b087d1cea749a95cc7d,RTB - RTB House Banner EMEA EP,746.71,0.02,4.78
561e8d976b8d90f61a003fcf,InstaShot,9290.28,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,4.72
6021599b8b3e5600159fcc76,HITAPPS GAMES LTD,18150.12,60fa56ed1c045000160952e6,RTB - BidSwitch Banner,1114.78,0.03,4.59
670cfa366f113e00119a799f,Vinted,20406.53,5fd73ea06baf05001633d6af,RTB - Kayzen - APAC Banner,979.34,0.02,4.54
607d46752ca90f00153876e8,Jungle Frog LDA,10291.05,5fd85a9f13c8bf00165ad093,RTB - Kayzen - EU Banner,1940.06,0.04,4.53
619b548fc9c9c1001796f1f6,Gimica GmbH,28175.04,6769090cbe07e71a26fdfaed,RTB - Temu Banner EU,697.07,0.02,4.46
683bc1bb4c15ca0011ad2b91,WONDERFUL TYCOON LIMITED,10096.55,5fd85a9f13c8bf00165ad093,RTB - Kayzen - EU Banner,1940.06,0.04,4.45
5c99bb9a419bc70011bbebcd,"HIGGS TECHNOLOGY CO.,LIMITED",5480.05,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,4.39
6364b12e3ad6c7001711d812,Fodream Limited,8610.04,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,4.37
66c45f2c053da00011d69728,Standard Game Limited,5419.93,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,4.34
561e8d946b8d90f61a0016d5,Big Duck Games,1461.97,66d733acb6de74f94003eaa3,RTB - Remerge Video - IDFA - Top Geos,12764.37,0.29,4.24
5f064bf93191d60018f0fd5a,Lion Studios,23197.91,5fd73dc988a9cf00168392a6,RTB - Kayzen - USA Banner,794.45,0.02,4.18
619b548fc9c9c1001796f1f6,Gimica GmbH,28175.04,66e48c4a23fd6eeebcc80d55,RTB - Albatross Americas,645.38,0.01,4.13
655c62f25942160011cb5305,SHUNYOU PTE LTD,8129.66,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,4.13
65f02b00af81650011344521,Scatterlab,16282.26,60fa56ed1c045000160952e6,RTB - BidSwitch Banner,1114.78,0.03,4.12
58737456236d8f446400071c,FIOGONIA LIMITED,18370.55,5fd73ea06baf05001633d6af,RTB - Kayzen - APAC Banner,979.34,0.02,4.08
5fe2fafd6013fb0015208652,GamoVation,18225.1,5fd73ea06baf05001633d6af,RTB - Kayzen - APAC Banner,979.34,0.02,4.05
6021599b8b3e5600159fcc76,HITAPPS GAMES LTD,18150.12,5fd73ea06baf05001633d6af,RTB - Kayzen - APAC Banner,979.34,0.02,4.04
668545a239a54a0011299e6e,Automattic,18101.09,5fd73ea06baf05001633d6af,RTB - Kayzen - APAC Banner,979.34,0.02,4.02
5b1526a7de961d3317b1d475,X-FLOW LTD,21432.61,62563b02fd58448131a87412,Exchange - RTB - Smaato Banner,819.4,0.02,3.99
64803209bfd9aa0011593484,Bluetile Games,17927.39,5fd73ea06baf05001633d6af,RTB - Kayzen - APAC Banner,979.34,0.02,3.99
6336ada8eff220001b2d1061,Pandas of Caribbean,7378.22,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,3.75
619b548fc9c9c1001796f1f6,Gimica GmbH,28175.04,637811d7a7302dbf39f4eb0c,RTB - Unruly Banner - US EP App Ads Complient,577.74,0.01,3.7
670cfa366f113e00119a799f,Vinted,20406.53,5fd73dc988a9cf00168392a6,RTB - Kayzen - USA Banner,794.45,0.02,3.68
561e8d976b8d90f61a003d3f,Fanatee Games,4595.97,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,3.68
65f02b00af81650011344521,Scatterlab,16282.26,5fd73ea06baf05001633d6af,RTB - Kayzen - APAC Banner,979.34,0.02,3.62
5e96c1b29704720015d9f4ae,Guru Network Limited,27965.32,68015af9fc59780889cc8481,RTB - Yabbi - US/RU/UZ banner,560.47,0.01,3.56
619b548fc9c9c1001796f1f6,Gimica GmbH,28175.04,670783ad55b633f05c28140e,RTB - Temu GLO Banner,551.28,0.01,3.53
573c1e4c69d550c903000024,"LeYoo,Inc.",6946.53,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,3.53
5de9e38ecca8210018d5923b,31Games,4378.47,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,3.51
619b548fc9c9c1001796f1f6,Gimica GmbH,28175.04,63924a212bb735f34778bea3,Exchange - RTB - Yandex Banner,539.58,0.01,3.45
561e8d956b8d90f61a0027d2,PlayStudios,4313.14,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,3.45
6489c502a6bfa20014cb8ca7,Adorned Limited,4296.94,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,3.44
61b84202dacbc60017383dd8,RRTV,4287.15,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,3.43
58737456236d8f446400071c,FIOGONIA LIMITED,18370.55,62563b02fd58448131a87412,Exchange - RTB - Smaato Banner,819.4,0.02,3.42
619b548fc9c9c1001796f1f6,Gimica GmbH,28175.04,6707e2cdf9685d2b2297bcce,RTB - MezzoMedia - Banner (JP/KR),527.21,0.01,3.37
5fe2fafd6013fb0015208652,GamoVation,18225.1,673159fe9ef4cd7d949fe1a6,Exchange - RTB - Galaxy Video SEA,808.44,0.02,3.34
64803209bfd9aa0011593484,Bluetile Games,17927.39,62563b02fd58448131a87412,Exchange - RTB - Smaato Banner,819.4,0.02,3.33
58737456236d8f446400071c,FIOGONIA LIMITED,18370.55,5fd73dc988a9cf00168392a6,RTB - Kayzen - USA Banner,794.45,0.02,3.31
5fe2fafd6013fb0015208652,GamoVation,18225.1,5fd73dc988a9cf00168392a6,RTB - Kayzen - USA Banner,794.45,0.02,3.29
6021599b8b3e5600159fcc76,HITAPPS GAMES LTD,18150.12,5fd73dc988a9cf00168392a6,RTB - Kayzen - USA Banner,794.45,0.02,3.27
5fe2fafd6013fb0015208652,GamoVation,18225.1,67e33f1ab2417fa62d59d80b,RTB - Start.io Banner Android,790.27,0.02,3.27
668545a239a54a0011299e6e,Automattic,18101.09,5fd73dc988a9cf00168392a6,RTB - Kayzen - USA Banner,794.45,0.02,3.26
6021599b8b3e5600159fcc76,HITAPPS GAMES LTD,18150.12,67e33f1ab2417fa62d59d80b,RTB - Start.io Banner Android,790.27,0.02,3.26
619b548fc9c9c1001796f1f6,Gimica GmbH,28175.04,5fffe963475b140016af8584,RTB - Opera EU Banner,506.6,0.01,3.24
64803209bfd9aa0011593484,Bluetile Games,17927.39,5fd73dc988a9cf00168392a6,RTB - Kayzen - USA Banner,794.45,0.02,3.23
64803209bfd9aa0011593484,Bluetile Games,17927.39,67e33f1ab2417fa62d59d80b,RTB - Start.io Banner Android,790.27,0.02,3.22
58737456236d8f446400071c,FIOGONIA LIMITED,18370.55,66b34a77a6c6de4744790a52,Exchange - RTB - Shareit (Xtend) - Video - US EP,766.05,0.02,3.19
638b3f012fb066001b8262d1,AtlasV,6245.72,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,3.17
5c35531fec1d752b819317b1,HONGKONG VEGA LIMITED (Webeye),3881.43,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,3.11
5fc0a33dcb32b5001563f9dc,AmberMobile Limited,13603.0,5fd73ea06baf05001633d6af,RTB - Kayzen - APAC Banner,979.34,0.02,3.02
65f02b00af81650011344521,Scatterlab,16282.26,5fd73dc988a9cf00168392a6,RTB - Kayzen - USA Banner,794.45,0.02,2.94
6375b18dfdfa75001bf507e2,Speelead Limited,3588.82,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,2.87
5c99bb9a419bc70011bbebcd,"HIGGS TECHNOLOGY CO.,LIMITED",5480.05,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,2.78
66c45f2c053da00011d69728,Standard Game Limited,5419.93,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,2.75
5bec0018c9af0a7962a96f4a,Rollic Games,12008.57,5fd73ea06baf05001633d6af,RTB - Kayzen - APAC Banner,979.34,0.02,2.67
5bd009e27e1105796809759b,Big Cake Group Limited,3232.53,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,2.59
62e85e3836ed04001b6d0adb,MediaLab,3196.77,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,2.56
561e8d946b8d90f61a001853,Century Games,3185.76,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,2.55
5fc0a33dcb32b5001563f9dc,AmberMobile Limited,13603.0,62563b02fd58448131a87412,Exchange - RTB - Smaato Banner,819.4,0.02,2.53
63885d9b9d8b8c001477e945,"Shanghai Zhenglang Technology Co,L",3143.58,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,2.52
5c81002b9eeed542aa90f233,Melons HK Limited,3141.78,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,2.52
561e8d976b8d90f61a00418e,FGFF,11237.39,5fd73ea06baf05001633d6af,RTB - Kayzen - APAC Banner,979.34,0.02,2.5
5b4f0f700aa32c4f543a8b82,DragonPlus,3123.48,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,2.5
5b1526a7de961d3317b1d475,X-FLOW LTD,21432.61,5fffe963475b140016af8584,RTB - Opera EU Banner,506.6,0.01,2.46
5fc0a33dcb32b5001563f9dc,AmberMobile Limited,13603.0,5fd73dc988a9cf00168392a6,RTB - Kayzen - USA Banner,794.45,0.02,2.45
674445ddd02cf30011f20eea,shenzhen kangyou jiankang Technolog,3065.18,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,2.45
5fc0a33dcb32b5001563f9dc,AmberMobile Limited,13603.0,67e33f1ab2417fa62d59d80b,RTB - Start.io Banner Android,790.27,0.02,2.44
561e8d976b8d90f61a003d3f,Fanatee Games,4595.97,62a830a7975125fe4e90d762,Exchange - RTB - Bluesea banner US,2328.61,0.05,2.43
5eb4c67d5e6ebc00166b8d04,广州勇往科技有限公司,3011.12,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,2.41
612549a07d54b700104c6ae3,"Magic Tavern, Inc.",2995.25,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,2.4
5c77abceef995c60fecc3f39,FunCorp,2945.23,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,2.36
6406dc222ecde6001489f995,CONSTRUCT TECHNOLOGY PTE LTD,2920.24,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,2.34
561e8d976b8d90f61a003d3f,Fanatee Games,4595.97,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,2.33
6021599b8b3e5600159fcc76,HITAPPS GAMES LTD,18150.12,68015af9fc59780889cc8481,RTB - Yabbi - US/RU/UZ banner,560.47,0.01,2.31
607d46752ca90f00153876e8,Jungle Frog LDA,10291.05,5fd73ea06baf05001633d6af,RTB - Kayzen - APAC Banner,979.34,0.02,2.29
64803209bfd9aa0011593484,Bluetile Games,17927.39,68015af9fc59780889cc8481,RTB - Yabbi - US/RU/UZ banner,560.47,0.01,2.28
683bc1bb4c15ca0011ad2b91,WONDERFUL TYCOON LIMITED,10096.55,5fd73ea06baf05001633d6af,RTB - Kayzen - APAC Banner,979.34,0.02,2.24
5bec0018c9af0a7962a96f4a,Rollic Games,12008.57,62563b02fd58448131a87412,Exchange - RTB - Smaato Banner,819.4,0.02,2.23
5de9e38ecca8210018d5923b,31Games,4378.47,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,2.22
65e71ba517069f0011a36cfa,Rounds,10348.36,5e89fdd31d4efd001639e10b,RTB - Yeahmobi,943.84,0.02,2.22
60afcdd4407e6d0018810836,Fomo Oyun Yazılım ve Pazarlama A.Ş. İstanbul İhtisas Serbest Bölge Şubesi,1801.35,618a2b05c9484e4393ccdec3,RTB - Bidease Banner,5399.69,0.12,2.21
561e8d956b8d90f61a0027d2,PlayStudios,4313.14,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,2.19
6489c502a6bfa20014cb8ca7,Adorned Limited,4296.94,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,2.18
61b84202dacbc60017383dd8,RRTV,4287.15,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,2.18
5bec0018c9af0a7962a96f4a,Rollic Games,12008.57,5fd73dc988a9cf00168392a6,RTB - Kayzen - USA Banner,794.45,0.02,2.17
5bec0018c9af0a7962a96f4a,Rollic Games,12008.57,67e33f1ab2417fa62d59d80b,RTB - Start.io Banner Android,790.27,0.02,2.15
60afcdd4407e6d0018810836,Fomo Oyun Yazılım ve Pazarlama A.Ş. İstanbul İhtisas Serbest Bölge Şubesi,1801.35,607718045820a60016c5234f,RTB - Smadex Banner,5052.83,0.11,2.07
561e8d976b8d90f61a00418e,FGFF,11237.39,5fd73dc988a9cf00168392a6,RTB - Kayzen - USA Banner,794.45,0.02,2.03
62039965111ad40014df3be3,y,2519.12,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,2.02
561e8d976b8d90f61a003d3f,Fanatee Games,4595.97,5fd85a9f13c8bf00165ad093,RTB - Kayzen - EU Banner,1940.06,0.04,2.02
64684dd7d7125400115d9e39,Vicok Limited New,2492.67,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,2.0
5c35531fec1d752b819317b1,HONGKONG VEGA LIMITED (Webeye),3881.43,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,1.97
63e0726b0dce2900138bf123,BALABOOM PTE LTD,2438.37,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,1.95
604ec2ae5a93950016a63fdd,"Gstarsoft Co.,ltd",2426.57,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,1.94
57e3bb936c2966b53500009f,Moonfrog Labs Pvt. Ltd.,1572.64,618a2b05c9484e4393ccdec3,RTB - Bidease Banner,5399.69,0.12,1.93
561e8d936b8d90f61a00134a,Veraxen Ltd,2411.66,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,1.93
62a1815d11112f001a291752,dely Inc.,2314.38,641b2396b9b821526fe44cc3,RTB - Moloco Native APAC EP,3641.26,0.08,1.91
6267e053f2d4b90018ad84e4,Burny Games,2329.31,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,1.86
60e59f4713bcb50017c45d89,PLAYDAYY TECHNOLOGIES PTE. LTD.,2320.92,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,1.86
607d46752ca90f00153876e8,Jungle Frog LDA,10291.05,5fd73dc988a9cf00168392a6,RTB - Kayzen - USA Banner,794.45,0.02,1.86
5dcc0df6a4305a00173b9cf8,WeWard,2270.4,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,1.82
683bc1bb4c15ca0011ad2b91,WONDERFUL TYCOON LIMITED,10096.55,5fd73dc988a9cf00168392a6,RTB - Kayzen - USA Banner,794.45,0.02,1.82
6375b18dfdfa75001bf507e2,Speelead Limited,3588.82,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,1.82
63e9eb09f5cef70013792355,"STICKET TECHNOLOGY CO, LIMITED",2252.23,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,1.8
5a57133a3610bbb671016ff3,FALCON GLOBAL LTD.,15625.61,5fffe963475b140016af8584,RTB - Opera EU Banner,506.6,0.01,1.8
5eb3c48aa80eba00159907c3,Matchingham Games Limited,2231.99,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,1.79
561e8d976b8d90f61a003d96,Gram Games,2103.35,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,1.68
6940fbf7aa92acbac5362ff8,"Correa Pallet, Inc",2098.3,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,1.68
65d1b497a3d8e10011923d10,Pixocial Technology (Singapore) Pte,2072.97,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,1.66
5f0c183af52f8e001b9cc198,BOLOYO LIMITED,2063.5,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,1.65
5bd009e27e1105796809759b,Big Cake Group Limited,3232.53,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,1.64
62e85e3836ed04001b6d0adb,MediaLab,3196.77,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,1.62
561e8d946b8d90f61a001853,Century Games,3185.76,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,1.62
63885d9b9d8b8c001477e945,"Shanghai Zhenglang Technology Co,L",3143.58,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,1.6
5c81002b9eeed542aa90f233,Melons HK Limited,3141.78,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,1.6
5b4f0f700aa32c4f543a8b82,DragonPlus,3123.48,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,1.59
6991423beea67583ba0c1965,TRINAVA PTE LTD,1969.14,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,1.58
68089002f6158900110472cb,GARDEN SKY HONG KONG LIMITED,1954.39,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,1.56
674445ddd02cf30011f20eea,shenzhen kangyou jiankang Technolog,3065.18,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,1.56
5fc0a33dcb32b5001563f9dc,AmberMobile Limited,13603.0,5fffe963475b140016af8584,RTB - Opera EU Banner,506.6,0.01,1.56
5bec0018c9af0a7962a96f4a,Rollic Games,12008.57,68015af9fc59780889cc8481,RTB - Yabbi - US/RU/UZ banner,560.47,0.01,1.53
5eb4c67d5e6ebc00166b8d04,广州勇往科技有限公司,3011.12,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,1.53
612549a07d54b700104c6ae3,"Magic Tavern, Inc.",2995.25,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,1.52
5c77abceef995c60fecc3f39,FunCorp,2945.23,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,1.5
6406dc222ecde6001489f995,CONSTRUCT TECHNOLOGY PTE LTD,2920.24,62ff5e23cd7daf41a2caf0e8,Exchange - RTB - Galaxy US Banner,2236.75,0.05,1.48
63dc9bbbab59840014f6a70b,Appsky Hong Kong Limited,1833.13,62d4ee496de9db577f319ec1,Exchange - RTB - Galaxy Banner,3526.25,0.08,1.47
60afcdd4407e6d0018810836,Fomo Oyun Yazılım ve Pazarlama A.Ş. İstanbul İhtisas Serbest Bölge Şubesi,1801.35,6494839e6fdf35233e02c1f5,RTB - InMobi iDSP Banner EP,3578.56,0.08,1.46
5f69aef134a76100158aa316,Hypercell Games,1186.92,618a2b05c9484e4393ccdec3,RTB - Bidease Banner,5399.69,0.12,1.45
