pub_account,pub_account_id,region,am_name,pub_app,pub_app_id,pub_market_id,pub_daily_spend,level,block_type,block_value,category_name,network_share,category_daily_spend,est_uplift_daily
Yandex Inc.,6297c4bc012073001b3df035,EMEA,Kseniia Fesenko,imelab_olcorporationolai,66ebfd8df2fa5bc8304f9dd6,1450480822,660.725,app,category,V1-6,Gambling,0.04606324,205701.4536,30.4351
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,Wheel of Fortune - iOS,579c0497be7334703a000072,898040123,657.6067,app,category,V1-6,Gambling,0.04606324,205701.4536,30.2915
Playspare,5f6830b5352f2900152f8a5a,Americas,Rutvij Jadav,,,,639.6305,account,category,V1-6,Gambling,0.04606324,205701.4536,29.4635
HEYTAP PTE LTD,69539cc1215711e3530d17f8,APAC,Sunton Sun,海外全搜,69cb38b78a916d2a3115581c,com.oppo.quicksearchbox,633.0199,app,category,V1-6,Gambling,0.04606324,205701.4536,29.1589
MotionVolt Game Ltd,5746d3108e99b7da740000ad,,Sales Ops,,,,623.1111,account,category,V1-6,Gambling,0.04606324,205701.4536,28.7025
AbiGroup,57fb4876297c8ce634000039,APAC,Nam Trinh,,,,614.3522,account,category,V1-6,Gambling,0.04606324,205701.4536,28.2991
Rovio,561e8d946b8d90f61a002087,EMEA,Dina Eraksan,Angry Birds Dream Blast (Spender),651283dcb30c764e0a120808,1432579280,611.8371,app,category,V1-6,Gambling,0.04606324,205701.4536,28.1832
STARY PTE. LTD.,610a5420abaef100175b924d,APAC,Harper Zhang,,,,608.0752,account,category,V1-6,Gambling,0.04606324,205701.4536,28.0099
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,category,V2-16,Dating,0.00189451,8460.2061,27.6981
Severex,57c05f735b2bd4fa24000030,,Sales Ops,,,,595.6902,account,category,V1-6,Gambling,0.04606324,205701.4536,27.4394
TabTale LTD,59e4bb543f0fa9a20900afa3,EMEA,Dina Eraksan,Glow: Fashion Idol Google_CL,64185442e87be9678a7bc049,com.crazylabs.fashion.squad,590.0246,app,category,V1-6,Gambling,0.04606324,205701.4536,27.1784
ADONE PTE. LTD.,6140b93df325530017ebcca3,APAC,Nam Trinh,,,,575.0241,account,category,V1-6,Gambling,0.04606324,205701.4536,26.4875
AnyMind Group,60c71d9d6b22ac0017d0bca4,APAC,Nam Trinh,,,,570.8736,account,category,V1-6,Gambling,0.04606324,205701.4536,26.2963
Gamebasics BV,561e8d936b8d90f61a000c29,,Sales Ops,,,,564.0222,account,category,V1-6,Gambling,0.04606324,205701.4536,25.9807
Badoo,5aafdd4a0520357fabf54aa6,EMEA,Beth Taylor-Lowen,,,,13667.4902,account,category,V2-16,Dating,0.00189451,8460.2061,25.8933
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,Stumble Guys,6413698f6e7664ba85e052b5,1541153375,555.163,app,category,V1-6,Gambling,0.04606324,205701.4536,25.5726
Rakuten Viber,6920858f3fcd392133e22a59,EMEA,Tori Edwards,,,,13432.4778,account,category,V2-16,Dating,0.00189451,8460.2061,25.448
Super Free Games,5c2e46140360b14200b6259c,Americas,Ary Bai,Word Collect iOS,5c9a92cf986bfc0017807c86,1299956969,548.987,app,category,V1-6,Gambling,0.04606324,205701.4536,25.2881
TabTale LTD,59e4bb543f0fa9a20900afa3,EMEA,Dina Eraksan,Amaze iOS_CL,5c8661882c668752470f7fc5,1452526406,547.8733,app,category,V1-6,Gambling,0.04606324,205701.4536,25.2368
HK01 Company Limited,680ef700e2291a001165c3eb,APAC,Aria Gao,,,,536.7588,account,category,V1-6,Gambling,0.04606324,205701.4536,24.7248
MadBox,5b5ec3e8337f272131edc824,EMEA,Hadil Salameh,Pocket Champs (Android),60ccb4ca950f6127ef6c8e16,com.pocketchamps.game,532.2222,app,category,V1-6,Gambling,0.04606324,205701.4536,24.5159
"PeopleFun, Inc.",561e8d976b8d90f61a0045d7,Americas,Matthew Hong,,,,32951.596,account,category,V2-5,Uncategorized,0.00074294,3317.6945,24.481
Mobility Ware,561e8d936b8d90f61a000455,Americas,Natalie Kenyon,,,,99938.5051,account,category,V1-7,Government & politics,0.00024485,1093.4115,24.47
Microsoft Casual Games,579643ec6c081adf5c00004c,Americas,Matthew Hong,,,,34068.2322,account,category,V2-21,Weight loss,0.00071221,3180.4493,24.2636
Onefootball Gmbh,65241b8db3ff7d001153bca8,EMEA,Tori Edwards,,,,1667.6437,account,category,V2-11,Society,0.01449973,64750.4676,24.1804
Rounds,65e71ba517069f0011a36cfa,EMEA,Tori Edwards,,,,519.8101,account,category,V1-6,Gambling,0.04606324,205701.4536,23.9441
Yandex Inc.,6297c4bc012073001b3df035,EMEA,Kseniia Fesenko,yurihead_com-infoshell-recradio,691db66d63ddd979c47b5da1,com.infoshell.recradio,518.9565,app,category,V1-6,Gambling,0.04606324,205701.4536,23.9048
Ketchapp,561e8d956b8d90f61a0030cf,EMEA,Hadil Salameh,,,,517.3778,account,category,V1-6,Gambling,0.04606324,205701.4536,23.8321
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,,,,96866.0668,account,category,V1-7,Government & politics,0.00024485,1093.4115,23.7177
Teamsnap,69834b2ea3ac73e99b7077db,Americas,Matthew Hong,,,,511.7224,account,category,V1-6,Gambling,0.04606324,205701.4536,23.5716
"PeopleFun, Inc.",561e8d976b8d90f61a0045d7,Americas,Matthew Hong,,,,32951.596,account,category,V2-21,Weight loss,0.00071221,3180.4493,23.4683
FALCON GLOBAL LTD.,5a57133a3610bbb671016ff3,APAC,Nam Trinh,,,,10046.5933,account,category,V1-3,Credit & debit cards,0.00225694,10078.6819,22.6746
Eyecon Global Ltd,6570788bee73b50011dbb6f6,EMEA,Dina Eraksan,,,,11756.1215,account,category,V2-16,Dating,0.00189451,8460.2061,22.2721
MOOVIT APP GLOBAL LTD,61c991a5fe4ec600172e5e08,EMEA,Beth Taylor-Lowen,Moovit Android,61c9994ec3aa9ecb8f64d131,com.tranzmate,1495.6836,app,category,V2-11,Society,0.01449973,64750.4676,21.687
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,category,V1-7,Government & politics,0.00024485,1093.4115,20.5099
FGFF,561e8d976b8d90f61a00418e,Americas,Ary Bai,,,,10290.7346,account,category,V2-16,Dating,0.00189451,8460.2061,19.496
Skywork AI PTELTD,67c01767cc8ae200116e5d00,APAC,Ronald Long,,,,79135.9541,account,category,V1-7,Government & politics,0.00024485,1093.4115,19.3765
Particle Media Inc,69379d46192ce0aadaecc874,Americas,Natalie Kenyon,NewsBreak: Local News & Alerts,69437e6fed3b627e3079edb8,com.particlenews.newsbreak,26677.5134,app,category,V2-21,Weight loss,0.00071221,3180.4493,18.9999
Particle Media Inc,69379d46192ce0aadaecc874,Americas,Natalie Kenyon,NewsBreak: Local News & Alerts,69437e6fed3b627e3079edb8,com.particlenews.newsbreak,26677.5134,app,category,V2-2,News,0.00069802,3117.0847,18.6213
InstaShot,561e8d976b8d90f61a003fcf,APAC,Harper Zhang,,,,8194.0566,account,category,V1-3,Credit & debit cards,0.00225694,10078.6819,18.4935
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,,,,9455.6047,account,category,V2-16,Dating,0.00189451,8460.2061,17.9138
Lessmore UG (haftungsbeschränkt),6107c3b4abaef100175b9029,EMEA,Tori Edwards,,,,72656.859,account,category,V1-7,Government & politics,0.00024485,1093.4115,17.7901
Code Dish GmbH,64075f57d6da1900141e5aba,EMEA,Hadil Salameh,,,,8839.2381,account,category,V2-16,Dating,0.00189451,8460.2061,16.7461
StepUp App,69a33528e458622da39fd9d8,,Sales Ops,,,,1089.0686,account,category,V2-11,Society,0.01449973,64750.4676,15.7912
Rovio,561e8d946b8d90f61a002087,EMEA,Dina Eraksan,,,,8225.591,account,category,V2-16,Dating,0.00189451,8460.2061,15.5835
InstaShot,561e8d976b8d90f61a003fcf,APAC,Harper Zhang,,,,8194.0566,account,category,V2-16,Dating,0.00189451,8460.2061,15.5238
MICHAT PTE. LIMITED,6376f00f3d02dc001b2940b6,APAC,Harper Zhang,,,,1049.5125,account,category,V2-11,Society,0.01449973,64750.4676,15.2177
X-FLOW LTD,5b1526a7de961d3317b1d475,EMEA,Kseniia Fesenko,,,,21298.0749,account,category,V2-21,Weight loss,0.00071221,3180.4493,15.1686
Vinted,670cfa366f113e00119a799f,EMEA,Dumitru Cazacu,,,,20742.455,account,category,V2-21,Weight loss,0.00071221,3180.4493,14.7729
Moon Active,561e8d966b8d90f61a0033c4,EMEA,Tori Edwards,,,,20497.8373,account,category,V2-21,Weight loss,0.00071221,3180.4493,14.5987
Poly.AI Android,6698b45b60e2ea00114aa807,APAC,Seven Tu,,,,7266.6563,account,category,V2-16,Dating,0.00189451,8460.2061,13.7668
Microsoft Casual Games,579643ec6c081adf5c00004c,Americas,Matthew Hong,Solitaire Collection Windows,57979405fb0fb7fc6e0000a2,9wzdncrfhwd2,18238.6068,app,category,V2-5,Uncategorized,0.00074294,3317.6945,13.5502
HURELAX PTE LTD,67b5bff30471850011443643,APAC,Sunton Sun,,,,54667.7897,account,category,V1-7,Government & politics,0.00024485,1093.4115,13.3854
Mobility Ware,561e8d936b8d90f61a000455,Americas,Natalie Kenyon,,,,99938.5051,account,category,V2-3,Shooting,0.00013337,595.5994,13.3292
Particle Media Inc,69379d46192ce0aadaecc874,Americas,Natalie Kenyon,,,,54313.4299,account,category,V1-7,Government & politics,0.00024485,1093.4115,13.2987
OLXin,6708be1b66b8da0011c36828,Americas,Rutvij Jadav,,,,894.907,account,category,V2-11,Society,0.01449973,64750.4676,12.9759
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,,,,96866.0668,account,category,V2-3,Shooting,0.00013337,595.5994,12.9194
Lion Studios,5f064bf93191d60018f0fd5a,Americas,Matthew Hong,,,,17974.8562,account,category,V2-21,Weight loss,0.00071221,3180.4493,12.8018
SmartNews,67d0848db62d6b0011ccb35e,Americas,Lisa Tolentino,,,,17169.5169,account,category,V2-5,Uncategorized,0.00074294,3317.6945,12.7559
X-FLOW LTD,5b1526a7de961d3317b1d475,EMEA,Kseniia Fesenko,,,,21298.0749,account,category,V2-9,Contests & Freebies,0.00059238,2645.3317,12.6165
Sofa IT doo,67b5b2c077bd1c00117b9adc,EMEA,Dumitru Cazacu,Sofascore IOS,67b5f7021be9345ad181a7d8,1176147574,6612.598,app,category,V2-16,Dating,0.00189451,8460.2061,12.5277
Particle Media Inc,69379d46192ce0aadaecc874,Americas,Natalie Kenyon,NewsBreak: Local News & Alerts,69437e3201d2a42bf6087b94,1132762804,17572.2189,app,category,V2-21,Weight loss,0.00071221,3180.4493,12.515
Particle Media Inc,69379d46192ce0aadaecc874,Americas,Natalie Kenyon,NewsBreak: Local News & Alerts,69437e3201d2a42bf6087b94,1132762804,17572.2189,app,category,V2-2,News,0.00069802,3117.0847,12.2657
SmartNews,67d0848db62d6b0011ccb35e,Americas,Lisa Tolentino,,,,17169.5169,account,category,V2-21,Weight loss,0.00071221,3180.4493,12.2282
RobTop Games AB,6276c973f70e7c001895be79,EMEA,Louis Wallworth,,,,6442.4452,account,category,V2-16,Dating,0.00189451,8460.2061,12.2053
SmartNews,67d0848db62d6b0011ccb35e,Americas,Lisa Tolentino,,,,17169.5169,account,category,V2-2,News,0.00069802,3117.0847,11.9846
SYBO Games,5c52bd6ffbeb402419bef87d,EMEA,Louis Wallworth,,,,6325.6752,account,category,V2-16,Dating,0.00189451,8460.2061,11.9841
Loom Games Oyun Yazilim ve Pazarlam,68ed0a0c4cac2a9dc3250a10,EMEA,Dina Eraksan,,,,16861.0836,account,category,V2-2,News,0.00069802,3117.0847,11.7693
Activision Blizzard Media (King),622b9915ac4bf1001715b790,Americas,Kasey Geist,,,,87292.3779,account,category,V2-3,Shooting,0.00013337,595.5994,11.6425
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,Scrabble Go,59e7db9b598ece421700ded4,1215933788,6051.7925,app,category,V2-16,Dating,0.00189451,8460.2061,11.4652
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,category,V1-7,Government & politics,0.00024485,1093.4115,11.0682
Pocket Entertainment Services LLC,6315b8713c59f7001bacf8fb,Americas,Rutvij Jadav,,,,5824.9237,account,category,V2-16,Dating,0.00189451,8460.2061,11.0354
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,category,V2-5,Uncategorized,0.00074294,3317.6945,10.8619
Supercent,6159d295979b9a001749fd59,APAC,Ives Cui,,,,4733.1052,account,category,V1-3,Credit & debit cards,0.00225694,10078.6819,10.6824
CrazyMaple Studio,59baf611f2287a750a0034c2,APAC,Harper Zhang,,,,43416.0099,account,category,V1-7,Government & politics,0.00024485,1093.4115,10.6304
"Zedge, Inc.",5af5b8f9e408f136156e7cae,EMEA,Dumitru Cazacu,,,,15062.7056,account,category,V2-2,News,0.00069802,3117.0847,10.514
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,category,V2-21,Weight loss,0.00071221,3180.4493,10.4126
Bigo,63f725cfaa034900149db38c,APAC,Harper Zhang,,,,14349.4671,account,category,V2-21,Weight loss,0.00071221,3180.4493,10.2198
SmartNews,67d0848db62d6b0011ccb35e,Americas,Lisa Tolentino,,,,17169.5169,account,category,V2-9,Contests & Freebies,0.00059238,2645.3317,10.1708
InMobi,626a9cd05d54fa0018b746b3,Americas,Rutvij Jadav,,,,5331.4531,account,category,V2-16,Dating,0.00189451,8460.2061,10.1005
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,,,,13489.8832,account,category,V2-5,Uncategorized,0.00074294,3317.6945,10.0222
Flow Games Bilisim Yazilim ve Pazar,69fa1edb63ed3b5eefe8c177,EMEA,Dina Eraksan,Cannon Fest,69fa1fa13d225f31f458c6ed,6748084174,5084.917,app,category,V2-16,Dating,0.00189451,8460.2061,9.6335
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,,,,13489.8832,account,category,V2-21,Weight loss,0.00071221,3180.4493,9.6076
Bitmango,561e8d936b8d90f61a001412,APAC,Ives Cui,,,,4192.2792,account,category,V1-3,Credit & debit cards,0.00225694,10078.6819,9.4617
Opera Software Ireland,676405dff3fa5d00114fee22,EMEA,Tori Edwards,,,,4735.5364,account,category,V2-16,Dating,0.00189451,8460.2061,8.9715
MOOVIT APP GLOBAL LTD,61c991a5fe4ec600172e5e08,EMEA,Beth Taylor-Lowen,,,,4616.6726,account,category,V2-16,Dating,0.00189451,8460.2061,8.7464
Chesscom LLC,6863fe9df000940011f80bcb,Americas,Lisa Tolentino,,,,4584.3269,account,category,V2-16,Dating,0.00189451,8460.2061,8.6851
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,category,V2-9,Contests & Freebies,0.00059238,2645.3317,8.6606
Eyecon Global Ltd,6570788bee73b50011dbb6f6,EMEA,Dina Eraksan,,,,11756.1215,account,category,V2-21,Weight loss,0.00071221,3180.4493,8.3728
Microsoft Casual Games,579643ec6c081adf5c00004c,Americas,Matthew Hong,,,,34068.2322,account,category,V1-7,Government & politics,0.00024485,1093.4115,8.3416
MX Player,62f234d9f81a3c001bde7c25,Americas,Rutvij Jadav,,,,4312.7341,account,category,V2-16,Dating,0.00189451,8460.2061,8.1705
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,Toon Blast,6268445fe544d565a3f73230,1176027022,4308.4236,app,category,V2-16,Dating,0.00189451,8460.2061,8.1624
Bitmango,561e8d936b8d90f61a001412,APAC,Ives Cui,,,,4192.2792,account,category,V2-16,Dating,0.00189451,8460.2061,7.9423
HK01 Company Limited,680ef700e2291a001165c3eb,APAC,Aria Gao,,,,536.7588,account,category,V2-11,Society,0.01449973,64750.4676,7.7829
HIGAME Jsc,62664065ca13b50011fb00a2,APAC,Nam Trinh,,,,3429.6237,account,category,V1-3,Credit & debit cards,0.00225694,10078.6819,7.7405
The Weather Company,685efaf2892f9d0011d7b87f,Americas,Lisa Tolentino,,,,31265.5923,account,category,V1-7,Government & politics,0.00024485,1093.4115,7.6554
CharacterAI,698a6771eea67583ba0bada3,Americas,Jack Dove,,,,30091.3834,account,category,V1-7,Government & politics,0.00024485,1093.4115,7.3679
Microfun,58adf6988e52ab4d320004d1,APAC,Ronald Long,,,,3852.5195,account,category,V2-16,Dating,0.00189451,8460.2061,7.2987
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,,,,29726.8704,account,category,V1-7,Government & politics,0.00024485,1093.4115,7.2786
Grindr,5b2aad55ec47af23be0124fc,Americas,Kasey Geist,,,,29268.7004,account,category,V1-7,Government & politics,0.00024485,1093.4115,7.1665
FALCON GLOBAL LTD.,5a57133a3610bbb671016ff3,APAC,Nam Trinh,,,,10046.5933,account,category,V2-21,Weight loss,0.00071221,3180.4493,7.1552
nerByte GMBH,561e8d936b8d90f61a000662,EMEA,Hadil Salameh,,,,3127.5933,account,category,V1-3,Credit & debit cards,0.00225694,10078.6819,7.0588
HANGZHOU JF SOFTWARE CO LTD,658a2fc2ab2b4800112923f1,APAC,Aria Gao,,,,28602.2985,account,category,V1-7,Government & politics,0.00024485,1093.4115,7.0033
Gravity Labs,677cecb33b9ea20011273987,APAC,Ives Cui,,,,3655.412,account,category,V2-16,Dating,0.00189451,8460.2061,6.9252
Saygames LTD,5fc671cbba624b0015a61bf1,EMEA,Beth Taylor-Lowen,,,,28277.6248,account,category,V1-7,Government & politics,0.00024485,1093.4115,6.9238
GenDigital,64678a9ed7125400115d9869,EMEA,Louis Wallworth,,,,3639.7895,account,category,V2-16,Dating,0.00189451,8460.2061,6.8956
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,,,,9455.6047,account,category,V2-21,Weight loss,0.00071221,3180.4493,6.7343
Code Dish GmbH,64075f57d6da1900141e5aba,EMEA,Hadil Salameh,,,,8839.2381,account,category,V2-5,Uncategorized,0.00074294,3317.6945,6.567
Amanotes (PT),567acc79dea141ea32000008,APAC,Nam Trinh,,,,2857.7609,account,category,V1-3,Credit & debit cards,0.00225694,10078.6819,6.4498
Unity - Americas,64afadea4da41800114faaeb,Americas,Jack Dove,,,,26328.747,account,category,V1-7,Government & politics,0.00024485,1093.4115,6.4466
LINE Digital Frontier,64131058280ea30014b0ed99,APAC,Ives Cui,,,,3389.366,account,category,V2-16,Dating,0.00189451,8460.2061,6.4212
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,WWF1 - iOS,5e6868c8ffd487601beebc7a,321916506,3268.0585,app,category,V2-16,Dating,0.00189451,8460.2061,6.1914
Bertheussen IT,561e8d936b8d90f61a0014d2,EMEA,Dumitru Cazacu,,,,8652.7953,account,category,V2-21,Weight loss,0.00071221,3180.4493,6.1626
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,category,V2-3,Shooting,0.00013337,595.5994,6.0291
Meitu China,66f36da16f113e0011999ff8,APAC,Aria Gao,,,,24447.8325,account,category,V1-7,Government & politics,0.00024485,1093.4115,5.9861
Rovio,561e8d946b8d90f61a002087,EMEA,Dina Eraksan,,,,8225.591,account,category,V2-21,Weight loss,0.00071221,3180.4493,5.8583
Samsung Electronics,677bd16443e94a0011b752b2,Americas,Jack Dove,Gaming Hub,6837cbfb71e5cc220d1c9a6b,com.samsung.android.game.gamehome,2529.0936,app,category,V1-3,Credit & debit cards,0.00225694,10078.6819,5.708
Badoo,5aafdd4a0520357fabf54aa6,EMEA,Beth Taylor-Lowen,Badoo - Free Chat & Dating App,5ae1d7c5cf3ad762761bbca1,com.badoo.mobile,7615.9672,app,category,V2-5,Uncategorized,0.00074294,3317.6945,5.6582
Mediafigaro,693a98f538cf425060b4c773,EMEA,Tori Edwards,,,,2371.9858,account,category,V1-3,Credit & debit cards,0.00225694,10078.6819,5.3534
Bitsmedia Pte Ltd,630d8dbfb1095d001bb0f04a,APAC,Ives Cui,,,,2809.8509,account,category,V2-16,Dating,0.00189451,8460.2061,5.3233
MAG Interactive,561e8d936b8d90f61a001260,EMEA,Hadil Salameh,,,,2784.4307,account,category,V2-16,Dating,0.00189451,8460.2061,5.2751
X-FLOW LTD,5b1526a7de961d3317b1d475,EMEA,Kseniia Fesenko,,,,21298.0749,account,category,V1-7,Government & politics,0.00024485,1093.4115,5.2148
"Guangzhou Hongshi information Technology Co., Ltd.",67e22d64b039580011378f33,APAC,Ronald Long,,,,21025.6991,account,category,V1-7,Government & politics,0.00024485,1093.4115,5.1481
Trebel Music,59bbfb5389df7b9d3b000840,Americas,Ary Bai,,,,2710.5596,account,category,V2-16,Dating,0.00189451,8460.2061,5.1352
OZION TECH PTE LTD,655377ea6cdf5900118d252a,APAC,Aria Gao,,,,2697.9992,account,category,V2-16,Dating,0.00189451,8460.2061,5.1114
Vinted,670cfa366f113e00119a799f,EMEA,Dumitru Cazacu,,,,20742.455,account,category,V1-7,Government & politics,0.00024485,1093.4115,5.0788
Moon Active,561e8d966b8d90f61a0033c4,EMEA,Tori Edwards,,,,20497.8373,account,category,V1-7,Government & politics,0.00024485,1093.4115,5.0189
Chengdu Xishangmeishu technology Co,674d6cfd2f5be200113e4217,APAC,Aria Gao,,,,20415.0592,account,category,V1-7,Government & politics,0.00024485,1093.4115,4.9986
Flightradar24 AB,6862932aaff9d800114174ac,EMEA,Hadil Salameh,,,,20154.5437,account,category,V1-7,Government & politics,0.00024485,1093.4115,4.9348
Sofa IT doo,67b5b2c077bd1c00117b9adc,EMEA,Dumitru Cazacu,Sofascore android,67b5f446390c720c73a0e3f3,com.sofascore.results,2602.8979,app,category,V2-16,Dating,0.00189451,8460.2061,4.9312
Xiaomi Group,66d6b6896f113e001198b89c,APAC,Sunton Sun,,,,19912.0602,account,category,V1-7,Government & politics,0.00024485,1093.4115,4.8755
Gimica GmbH,619b548fc9c9c1001796f1f6,EMEA,Dina Eraksan,,,,19736.8968,account,category,V1-7,Government & politics,0.00024485,1093.4115,4.8326
Samsung Electronics,677bd16443e94a0011b752b2,Americas,Jack Dove,Gaming Hub,6837cbfb71e5cc220d1c9a6b,com.samsung.android.game.gamehome,2529.0936,app,category,V2-16,Dating,0.00189451,8460.2061,4.7914
Microsoft Casual Games,579643ec6c081adf5c00004c,Americas,Matthew Hong,,,,34068.2322,account,category,V2-3,Shooting,0.00013337,595.5994,4.5438
INNOVATIVE CONNECTING PTE.LIMITED,5d76031d57ec4f0017743734,APAC,Harper Zhang,Pro,5da6812659f5670018ae7124,free.vpn.unblock.proxy.vpn.master.pro,2394.3661,app,category,V2-16,Dating,0.00189451,8460.2061,4.5362
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,Toon Blast,62684259b7fb3d4fd5c5fb13,net.peakgames.toonblast,2384.5116,app,category,V2-16,Dating,0.00189451,8460.2061,4.5175
Badoo,5aafdd4a0520357fabf54aa6,EMEA,Beth Taylor-Lowen,Badoo - The Dating App,5aafe5c62567717fa575bfc1,351331194,6051.523,app,category,V2-5,Uncategorized,0.00074294,3317.6945,4.4959
Mediafigaro,693a98f538cf425060b4c773,EMEA,Tori Edwards,,,,2371.9858,account,category,V2-16,Dating,0.00189451,8460.2061,4.4938
Automattic,668545a239a54a0011299e6e,Americas,Matthew Hong,,,,18332.7787,account,category,V1-7,Government & politics,0.00024485,1093.4115,4.4888
"PeopleFun, Inc.",561e8d976b8d90f61a0045d7,Americas,Matthew Hong,,,,32951.596,account,category,V2-3,Shooting,0.00013337,595.5994,4.3949
WeWard,5dcc0df6a4305a00173b9cf8,EMEA,Tori Edwards,,,,2308.353,account,category,V2-16,Dating,0.00189451,8460.2061,4.3732
Pocket Entertainment Services LLC,6315b8713c59f7001bacf8fb,Americas,Rutvij Jadav,,,,5824.9237,account,category,V2-5,Uncategorized,0.00074294,3317.6945,4.3276
INNOVATIVE CONNECTING PTE.LIMITED,5d76031d57ec4f0017743734,APAC,Harper Zhang,,,,17638.3593,account,category,V1-7,Government & politics,0.00024485,1093.4115,4.3188
SmartNews,67d0848db62d6b0011ccb35e,Americas,Lisa Tolentino,,,,17169.5169,account,category,V1-7,Government & politics,0.00024485,1093.4115,4.204
Pocket Entertainment Services LLC,6315b8713c59f7001bacf8fb,Americas,Rutvij Jadav,,,,5824.9237,account,category,V2-21,Weight loss,0.00071221,3180.4493,4.1485
Loom Games Oyun Yazilim ve Pazarlam,68ed0a0c4cac2a9dc3250a10,EMEA,Dina Eraksan,,,,16861.0836,account,category,V1-7,Government & politics,0.00024485,1093.4115,4.1284
Scatterlab,65f02b00af81650011344521,APAC,Ives Cui,,,,16746.5071,account,category,V1-7,Government & politics,0.00024485,1093.4115,4.1004
Free VPN Planet SRL,668fb233514c00001146f038,EMEA,Kseniia Fesenko,,,,2152.3042,account,category,V2-16,Dating,0.00189451,8460.2061,4.0776
Snackbox Inc,6649f6de557b6e0011539536,Americas,Ary Bai,,,,16269.4911,account,category,V1-7,Government & politics,0.00024485,1093.4115,3.9836
ToGather Fun Limited,634d301fa3774b001b7c0dbc,APAC,Harper Zhang,,,,16197.4201,account,category,V1-7,Government & politics,0.00024485,1093.4115,3.9659
InMobi,626a9cd05d54fa0018b746b3,Americas,Rutvij Jadav,,,,5331.4531,account,category,V2-5,Uncategorized,0.00074294,3317.6945,3.9609
"Big Blue Bubble, Inc.",561e8d946b8d90f61a00183b,Americas,Ary Bai,,,,1696.8818,account,category,V1-3,Credit & debit cards,0.00225694,10078.6819,3.8298
HANGZHOU JF SOFTWARE CO LTD,658a2fc2ab2b4800112923f1,APAC,Aria Gao,,,,28602.2985,account,category,V2-3,Shooting,0.00013337,595.5994,3.8148
Soner Kara,561e8d936b8d90f61a0014bb,EMEA,Dina Eraksan,,,,2008.3557,account,category,V2-16,Dating,0.00189451,8460.2061,3.8049
InMobi,626a9cd05d54fa0018b746b3,Americas,Rutvij Jadav,,,,5331.4531,account,category,V2-21,Weight loss,0.00071221,3180.4493,3.7971
PE Digital GmbH,561e8d936b8d90f61a000d42,EMEA,Dumitru Cazacu,,,,2000.6922,account,category,V2-16,Dating,0.00189451,8460.2061,3.7903
Onefootball Gmbh,65241b8db3ff7d001153bca8,EMEA,Tori Edwards,,,,1667.6437,account,category,V1-3,Credit & debit cards,0.00225694,10078.6819,3.7638
株式会社GOODROID,5b69051b3a5ab61db2c22189,APAC,Ives Cui,,,,14772.2403,account,category,V1-7,Government & politics,0.00024485,1093.4115,3.617
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,category,V1-7,Government & politics,0.00024485,1093.4115,3.5797
NETSTORY PTE LTD,66bf1c62ddea6f0011b313a9,APAC,Harper Zhang,,,,14594.0761,account,category,V1-7,Government & politics,0.00024485,1093.4115,3.5734
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,Toy Blast,626841d0d03ae7f7395fdc62,890378044,1859.9849,app,category,V2-16,Dating,0.00189451,8460.2061,3.5238
ikame,5cdc50a461a35300113a8971,APAC,Nam Trinh,,,,1561.0769,account,category,V1-3,Credit & debit cards,0.00225694,10078.6819,3.5233
Bigo,63f725cfaa034900149db38c,APAC,Harper Zhang,,,,14349.4671,account,category,V1-7,Government & politics,0.00024485,1093.4115,3.5135
Chesscom LLC,6863fe9df000940011f80bcb,Americas,Lisa Tolentino,,,,4584.3269,account,category,V2-5,Uncategorized,0.00074294,3317.6945,3.4059
Badoo,5aafdd4a0520357fabf54aa6,EMEA,Beth Taylor-Lowen,,,,13667.4902,account,category,V1-7,Government & politics,0.00024485,1093.4115,3.3465
