pub_account,pub_account_id,region,am_name,pub_app,pub_app_id,pub_market_id,pub_daily_spend,exempted_domain,domain,rtb_account_id,country,combo_daily_spend,network_share,est_uplift_daily,exempted_route_count,reference_route_count
Supercell,561e8d936b8d90f61a000ade,EMEA,Hadil Salameh,Hay Day Android,52a764b09fd76a3932000008,com.supercell.hayday,5227.1361,googll.store,googll.store,5f6413c9612b1a0015099993,NP,821.8385,0.00018404,0.962,0,11
Veraxen Ltd,561e8d936b8d90f61a00134a,EMEA,Kseniia Fesenko,Jigsaw Collection HD,524ad17f92fcd29365000006,642831690,1626.5089,ligastavok.ru,ligastavok.ru,5f6413c9612b1a0015099993,RU,2637.4454,0.00059061,0.9606,0,2
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Zen Color  iOS,62f47a1d8a0eaaba3f3b6e30,1557392270,3666.1163,mintegral.com,mintegral.com,60bdc983a982ad0017edb6f7,US,1169.9494,0.00026199,0.9605,1,3
Supercell,561e8d936b8d90f61a000ade,EMEA,Hadil Salameh,Hay Day Android,52a764b09fd76a3932000008,com.supercell.hayday,5227.1361,googll.store,googll.store,5f6413c9612b1a0015099993,SO,816.3214,0.0001828,0.9555,0,11
Badoo,5aafdd4a0520357fabf54aa6,EMEA,Beth Taylor-Lowen,Badoo - Free Chat & Dating App,5ae1d7c5cf3ad762761bbca1,com.badoo.mobile,7615.9672,googll.store,googll.store,5f6413c9612b1a0015099993,BO,557.4858,0.00012484,0.9508,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Backgammon GP,615dd65a5e0f3b245d50aa97,com.easybrain.backgammon.board.games,1609.4442,ligastavok.ru,ligastavok.ru,5f6413c9612b1a0015099993,RU,2637.4454,0.00059061,0.9506,0,2
BeSoccer,680748860437920011951532,EMEA,Louis Wallworth,BeSoccer,6807543f9e0c8ad76e7f0c01,com.resultadosfutbol.mobile,4219.8855,polymarket.us,polymarket.us,5f9b336ea3b86126bbdb3aa1,US,1003.9134,0.00022481,0.9487,1,2
OfferUp,650360eb0950ee00114dc484,Americas,Kasey Geist,OfferUp Android,6503642f5551fd9849db7a23,com.offerup,6082.1009,hardrock.bet,hardrock.bet,60770b778d0e4a0015f20ea9,US,694.0674,0.00015542,0.9453,1,2
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Hidden Spots,6672d811429c14443ac5fb6d,com.easybrain.hidden.spots,1078.6017,draftkings.com,draftkings.com,602442ef9f0893001526406b,US,3909.9895,0.00087557,0.9444,2,5
Badoo,5aafdd4a0520357fabf54aa6,EMEA,Beth Taylor-Lowen,Badoo - Free Chat & Dating App,5ae1d7c5cf3ad762761bbca1,com.badoo.mobile,7615.9672,fon.bet,fon.bet,60770b778d0e4a0015f20ea9,RU,552.4699,0.00012372,0.9422,1,2
X-FLOW LTD,5b1526a7de961d3317b1d475,EMEA,Kseniia Fesenko,Happy Color Android - Paint by Number,5a777f42d76bfe102f007091,com.pixel.art.coloring.color.number,7674.6411,draftkings.com,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,547.7526,0.00012266,0.9414,3,5
Supercell,561e8d936b8d90f61a000ade,EMEA,Hadil Salameh,Hay Day Android,52a764b09fd76a3932000008,com.supercell.hayday,5227.1361,ligastavok.ru,ligastavok.ru,60bdc983a982ad0017edb6f7,RU,804.0458,0.00018005,0.9412,0,2
Badoo,5aafdd4a0520357fabf54aa6,EMEA,Beth Taylor-Lowen,Badoo - The Dating App,5aafe5c62567717fa575bfc1,351331194,6051.523,hardrock.bet,hardrock.bet,60770b778d0e4a0015f20ea9,US,694.0674,0.00015542,0.9406,1,2
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,Scrabble Go,59e7db9b598ece421700ded4,1215933788,6051.7925,hardrock.bet,hardrock.bet,60770b778d0e4a0015f20ea9,US,694.0674,0.00015542,0.9406,1,2
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Jigsaw iOS,622b3099f2283d7a001c007c,1589762792,1491.7453,mintegral.com,mintegral.com,60bdc983a982ad0017edb6f7,RU,2815.7758,0.00063054,0.9406,1,3
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Puzzles IOS,5a30e47b794900452500459c,1324604053,4309.4034,googll.store,googll.store,5f6413c9612b1a0015099993,ID,974.1127,0.00021814,0.94,0,11
RobTop Games AB,6276c973f70e7c001895be79,EMEA,Louis Wallworth,Geometry Dash Lite,6276cb2872361e0c07c98cec,698255242,3471.3525,draftkings.com,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1206.1429,0.00027009,0.9376,3,5
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Crossword Master IOS,66b372f5e33c9a548741ff37,6547858927,4410.9121,googll.store,googll.store,5f6413c9612b1a0015099993,MR,949.1578,0.00021255,0.9375,0,11
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,Paper.io 2,5b99403f45e58040ccdd7177,io.voodoo.paper2,3814.5932,tiktok.com,tiktok.com,5f6413c9612b1a0015099993,SA,1097.3072,0.00024572,0.9373,19,39
Supercell,561e8d936b8d90f61a000ade,EMEA,Hadil Salameh,Hay Day IOS,50046b006d791be34e17e959,506627515,7067.9101,googll.store,googll.store,5f6413c9612b1a0015099993,BD,592.1037,0.00013259,0.9371,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Number Match IOS,5fdfae0fc5d4c9ab8efa6701,1545567989,7299.1855,googll.store,googll.store,5f6413c9612b1a0015099993,PH,573.3343,0.00012839,0.9371,0,11
HITAPPS GAMES LTD,6021599b8b3e5600159fcc76,EMEA,Beth Taylor-Lowen,Connect Word iOS,66ed44a4f909844620b79258,6692629257,1069.3365,draftkings.com,draftkings.com,602442ef9f0893001526406b,US,3909.9895,0.00087557,0.9363,3,5
FotMob AS,66e0182c82571e00117d2acb,EMEA,Louis Wallworth,FotMob iOS,66e0363553834547abf558a2,488575683,1584.5514,ligastavok.ru,ligastavok.ru,5f6413c9612b1a0015099993,RU,2637.4454,0.00059061,0.9359,0,2
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,Phase 10 Android,5d81cc3fe412d000189dc34b,com.mattel163.phase10,1583.0986,ligastavok.ru,ligastavok.ru,5f6413c9612b1a0015099993,RU,2637.4454,0.00059061,0.935,0,2
INJOY TECHNOLOGY PTE.LTD.,5f687c6436ca1e0016d5fd6d,APAC,Seven Tu,SHAREit,64db6180d4592a1f1c806bde,725215120,1482.4063,mintegral.com,mintegral.com,60bdc983a982ad0017edb6f7,RU,2815.7758,0.00063054,0.9347,1,3
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,Mob Control Android,609a8393c5d1524132e8e288,com.vincentb.MobControl,2536.2485,tiktok.com,tiktok.com,5f6413c9612b1a0015099993,NG,1639.7314,0.00036719,0.9313,19,39
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Sudoku - Classic Logic Puzzle Game,59d39cbfef6627a809002d5b,com.easybrain.sudoku.android,4265.0582,googll.store,googll.store,5f6413c9612b1a0015099993,ID,974.1127,0.00021814,0.9304,0,11
LY Corporation,5efeed113191d60018f0f4e0,APAC,Ives Cui,LINEウォーク,66469ff403a2e938b0e09a17,com.linecorp.LGWALK,984.3863,pari.ru,pari.ru,5f6413c9612b1a0015099993,RU,4219.5644,0.0009449,0.9301,0,1
Badoo,5aafdd4a0520357fabf54aa6,EMEA,Beth Taylor-Lowen,Badoo - Free Chat & Dating App,5ae1d7c5cf3ad762761bbca1,com.badoo.mobile,7615.9672,googll.store,googll.store,5f6413c9612b1a0015099993,UZ,543.0219,0.0001216,0.9261,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Art Puzzle GP,5f33efea7aae9f000162155d,com.easybrain.art.puzzle,4962.1386,googll.store,googll.store,5f6413c9612b1a0015099993,CI,833.0209,0.00018654,0.9256,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Jigsaw Puzzles Android,5cb99eb2e520d93f2a43c588,com.easybrain.jigsaw.puzzles,3278.9761,casino.draftkings.com,casino.draftkings.com,602442ef9f0893001526406b,US,1260.4014,0.00028224,0.9255,2,3
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,QBlock iOS,5dbbcb0a073003001420bd62,1466197423,977.8359,pari.ru,pari.ru,5f6413c9612b1a0015099993,RU,4219.5644,0.0009449,0.924,0,1
Pocket Entertainment Services LLC,6315b8713c59f7001bacf8fb,Americas,Rutvij Jadav,PocketFM Android,6315b8bb85b5a14b0bbc9454,com.radio.pocketfm,2377.0222,googll.store,googll.store,5f6413c9612b1a0015099993,EG,1734.7221,0.00038846,0.9234,0,11
BeSoccer,680748860437920011951532,EMEA,Louis Wallworth,BeSoccer,68075411da8e5a572a730472,550928207,1920.0244,ca.sugarbush.jackpotcity,ca.sugarbush.jackpotcity,5f6413c9612b1a0015099993,CA,2147.2183,0.00048083,0.9232,0,1
BeSoccer,680748860437920011951532,EMEA,Louis Wallworth,BeSoccer,6807543f9e0c8ad76e7f0c01,com.resultadosfutbol.mobile,4219.8855,googll.store,googll.store,5f6413c9612b1a0015099993,ID,974.1127,0.00021814,0.9205,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Easy Words IOS,66db113537f8220673f9e833,6612024746,1458.7926,mintegral.com,mintegral.com,60bdc983a982ad0017edb6f7,RU,2815.7758,0.00063054,0.9198,1,3
Bluetile Games,64803209bfd9aa0011593484,EMEA,Tori Edwards,Yatzy - Dice Game,649eeab39018de0fbec588f6,1602149052,506.2068,casino.draftkings.com,casino.draftkings.com,5f6413c9612b1a0015099993,CA,8102.7058,0.00181446,0.9185,1,3
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Puzzles IOS,5a30e47b794900452500459c,1324604053,4309.4034,googll.store,googll.store,5f6413c9612b1a0015099993,MR,949.1578,0.00021255,0.916,0,11
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,Hole.io,5b2a4c2c8815f423b86d090f,io.voodoo.holeio,1045.8782,draftkings.com,draftkings.com,602442ef9f0893001526406b,US,3909.9895,0.00087557,0.9157,2,5
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,Marble Sort!,693161fe713ec82bbfc4b736,com.microdose.balljam,1241.7543,tiktok.com,tiktok.com,5e89fcef428f870016d9e994,TH,3287.2412,0.00073612,0.9141,19,39
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Art Puzzle GP,5f33efea7aae9f000162155d,com.easybrain.art.puzzle,4962.1386,googll.store,googll.store,5f6413c9612b1a0015099993,DZ,822.4948,0.00018418,0.9139,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Art Puzzle GP,5f33efea7aae9f000162155d,com.easybrain.art.puzzle,4962.1386,googll.store,googll.store,5f6413c9612b1a0015099993,NP,821.8385,0.00018404,0.9132,0,11
SYBO Games,5c52bd6ffbeb402419bef87d,EMEA,Louis Wallworth,Subway Surfers (Non-COPPA),5e4e66ea60ce6a001791d156,512939461,4182.4116,googll.store,googll.store,5f6413c9612b1a0015099993,ID,974.1127,0.00021814,0.9123,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Blockudoku IOS,5c9c7a04d13ede0012e22ff2,1452227871,4177.5385,googll.store,googll.store,5f6413c9612b1a0015099993,ID,974.1127,0.00021814,0.9113,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Number Match IOS,5fdfae0fc5d4c9ab8efa6701,1545567989,7299.1855,googll.store,googll.store,5f6413c9612b1a0015099993,BO,557.4858,0.00012484,0.9112,0,11
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,Skip-Bo Android,60891d3bc6ed3ae6ebd0cf3a,com.mattel163.skipbo,963.685,pari.ru,pari.ru,5f6413c9612b1a0015099993,RU,4219.5644,0.0009449,0.9106,0,1
LY Corporation,5efeed113191d60018f0f4e0,APAC,Ives Cui,LINEウォーク,66469fc26e3e372b114a92e3,6474006815,962.5528,pari.ru,pari.ru,5f6413c9612b1a0015099993,RU,4219.5644,0.0009449,0.9095,0,1
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,Paper.io 2,5b99403f45e58040ccdd7177,io.voodoo.paper2,3814.5932,tiktok.com,tiktok.com,5f6413c9612b1a0015099993,AE,1062.6976,0.00023797,0.9078,19,39
Supercell,561e8d936b8d90f61a000ade,EMEA,Hadil Salameh,Hay Day IOS,50046b006d791be34e17e959,506627515,7067.9101,googll.store,googll.store,5f6413c9612b1a0015099993,PH,573.3343,0.00012839,0.9074,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Art Puzzle GP,5f33efea7aae9f000162155d,com.easybrain.art.puzzle,4962.1386,googll.store,googll.store,5f6413c9612b1a0015099993,SO,816.3214,0.0001828,0.9071,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Sudoku - Classic Logic Puzzle Game,59d39cbfef6627a809002d5b,com.easybrain.sudoku.android,4265.0582,googll.store,googll.store,5f6413c9612b1a0015099993,MR,949.1578,0.00021255,0.9065,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Sudoku Killer iOS,5e84a5d1ce415a000187164f,1505735640,1530.1728,ligastavok.ru,ligastavok.ru,5f6413c9612b1a0015099993,RU,2637.4454,0.00059061,0.9037,0,2
Pocket Entertainment Services LLC,6315b8713c59f7001bacf8fb,Americas,Rutvij Jadav,PocketFM IOS,6345c091c17e333ca212effc,1538433480,3447.9015,mintegral.com,mintegral.com,60bdc983a982ad0017edb6f7,US,1169.9494,0.00026199,0.9033,1,3
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Number Match IOS,5fdfae0fc5d4c9ab8efa6701,1545567989,7299.1855,fon.bet,fon.bet,60770b778d0e4a0015f20ea9,RU,552.4699,0.00012372,0.903,1,2
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Easy Words GP,64f9e2ac8fb8ac04ca897cd1,com.easybrain.word.puzzle.game,2316.8434,googll.store,googll.store,5f6413c9612b1a0015099993,EG,1734.7221,0.00038846,0.9,0,11
BeSoccer,680748860437920011951532,EMEA,Louis Wallworth,BeSoccer,6807543f9e0c8ad76e7f0c01,com.resultadosfutbol.mobile,4219.8855,melbet.com,melbet.com,5f6413c9612b1a0015099993,CI,951.9448,0.00021317,0.8996,0,5
BeSoccer,680748860437920011951532,EMEA,Louis Wallworth,BeSoccer,6807543f9e0c8ad76e7f0c01,com.resultadosfutbol.mobile,4219.8855,googll.store,googll.store,5f6413c9612b1a0015099993,MR,949.1578,0.00021255,0.8969,0,11
Skywork AI PTELTD,67c01767cc8ae200116e5d00,APAC,Ronald Long,FreeReels-iOS,6970c7fe73c0a231fff79cc7,6738081517,3320.4948,draftkings.com,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1206.1429,0.00027009,0.8968,3,5
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Art Puzzle GP,5f33efea7aae9f000162155d,com.easybrain.art.puzzle,4962.1386,ligastavok.ru,ligastavok.ru,60bdc983a982ad0017edb6f7,RU,804.0458,0.00018005,0.8934,0,2
BeSoccer,680748860437920011951532,EMEA,Louis Wallworth,BeSoccer,68075411da8e5a572a730472,550928207,1920.0244,papayagaming.com,papayagaming.com,60c86e9b217f2400175cfe6b,US,2068.1712,0.00046313,0.8892,1,3
SYBO Games,5c52bd6ffbeb402419bef87d,EMEA,Louis Wallworth,Subway Surfers (Non-COPPA),5e4e66ea60ce6a001791d156,512939461,4182.4116,googll.store,googll.store,5f6413c9612b1a0015099993,MR,949.1578,0.00021255,0.889,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Blockudoku IOS,5c9c7a04d13ede0012e22ff2,1452227871,4177.5385,googll.store,googll.store,5f6413c9612b1a0015099993,MR,949.1578,0.00021255,0.8879,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Number Match IOS,5fdfae0fc5d4c9ab8efa6701,1545567989,7299.1855,googll.store,googll.store,5f6413c9612b1a0015099993,UZ,543.0219,0.0001216,0.8876,0,11
FARSUN PTE LTD,66aafef7514c00001147c0c9,APAC,Harper Zhang,FlickReels,66ac9c873343191babdad3e8,com.zyhwplatform.shortplay,1012.3075,draftkings.com,draftkings.com,602442ef9f0893001526406b,US,3909.9895,0.00087557,0.8863,2,5
Supercell,561e8d936b8d90f61a000ade,EMEA,Hadil Salameh,Hay Day IOS,50046b006d791be34e17e959,506627515,7067.9101,googll.store,googll.store,5f6413c9612b1a0015099993,BO,557.4858,0.00012484,0.8824,0,11
Severex,57c05f735b2bd4fa24000030,,Sales Ops,figgerits,63246d89d3a73abffd99d98b,1636821805,595.6902,papayagaming.com,papayagaming.com,5fbc06efdcdfdb0015dda411,US,6613.3444,0.00148094,0.8822,1,3
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,Mob Control Android,609a8393c5d1524132e8e288,com.vincentb.MobControl,2536.2485,tiktok.com,tiktok.com,5bc0e10e25c7d7796ebe8fc0,DE,1553.2979,0.00034783,0.8822,19,39
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Jigsaw iOS,622b3099f2283d7a001c007c,1589762792,1491.7453,ligastavok.ru,ligastavok.ru,5f6413c9612b1a0015099993,RU,2637.4454,0.00059061,0.881,0,2
Code Dish GmbH,64075f57d6da1900141e5aba,EMEA,Hadil Salameh,Tile Match - Match Puzzle Game,63b7bf0fa928816f6c42effc,com.tile.match.blockpuzzle,3248.3204,draftkings.com,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1206.1429,0.00027009,0.8774,3,5
INJOY TECHNOLOGY PTE.LTD.,5f687c6436ca1e0016d5fd6d,APAC,Seven Tu,SHAREit,64db6180d4592a1f1c806bde,725215120,1482.4063,ligastavok.ru,ligastavok.ru,5f6413c9612b1a0015099993,RU,2637.4454,0.00059061,0.8755,0,2
Supercell,561e8d936b8d90f61a000ade,EMEA,Hadil Salameh,Hay Day IOS,50046b006d791be34e17e959,506627515,7067.9101,fon.bet,fon.bet,60770b778d0e4a0015f20ea9,RU,552.4699,0.00012372,0.8744,1,2
BeSoccer,680748860437920011951532,EMEA,Louis Wallworth,BeSoccer,68075411da8e5a572a730472,550928207,1920.0244,winline.ru,winline.ru,5f6413c9612b1a0015099993,RU,2033.7844,0.00045543,0.8744,0,1
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,Paper.io 2,5b99403f45e58040ccdd7177,io.voodoo.paper2,3814.5932,tiktok.com,tiktok.com,5bc0e10e25c7d7796ebe8fc0,FR,1020.6126,0.00022855,0.8718,19,39
LY Corporation,5efeed113191d60018f0f4e0,APAC,Ives Cui,LINE：ディズニーツムツム,623a937c155ef61249701f2b,com.linecorp.LGTMTM,3314.6047,mintegral.com,mintegral.com,60bdc983a982ad0017edb6f7,US,1169.9494,0.00026199,0.8684,1,3
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Number Sums IOS,64de05bdabb23eee2a179c21,6449427809,917.2234,pari.ru,pari.ru,5f6413c9612b1a0015099993,RU,4219.5644,0.0009449,0.8667,0,1
Rovio,561e8d946b8d90f61a002087,EMEA,Dina Eraksan,Angry Birds 2 iOS,54c63cb2a684cd593e000126,880047117,4596.3811,tiktok.com,tiktok.com,63d743303639240014ba0dd0,ID,841.4057,0.00018842,0.866,38,39
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Arrows GO! iOS,69c2954b7c25f96d75ccd5f2,6758326278,2911.1141,draftkings.com,draftkings.com,5f6413c9612b1a0015099993,CA,1327.6837,0.00029731,0.8655,1,5
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Easy Words IOS,66db113537f8220673f9e833,6612024746,1458.7926,ligastavok.ru,ligastavok.ru,5f6413c9612b1a0015099993,RU,2637.4454,0.00059061,0.8616,0,2
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,UNO!™,5b14f1027ea39141340a6ada,1344700142,2895.2487,draftkings.com,draftkings.com,5f6413c9612b1a0015099993,CA,1327.6837,0.00029731,0.8608,3,5
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,ZenWord Android,64cc9fcad4592a1f1c805a2c,kidultlovin.word.zen,4611.8852,googll.store,googll.store,5f6413c9612b1a0015099993,CI,833.0209,0.00018654,0.8603,0,11
Supercell,561e8d936b8d90f61a000ade,EMEA,Hadil Salameh,Hay Day IOS,50046b006d791be34e17e959,506627515,7067.9101,googll.store,googll.store,5f6413c9612b1a0015099993,UZ,543.0219,0.0001216,0.8595,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Jigsaw Puzzles Android,5cb99eb2e520d93f2a43c588,com.easybrain.jigsaw.puzzles,3278.9761,mintegral.com,mintegral.com,60bdc983a982ad0017edb6f7,US,1169.9494,0.00026199,0.8591,1,3
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Art Puzzle - iOS,5ef316979c3a0300015b0a03,1519174001,2211.0834,googll.store,googll.store,5f6413c9612b1a0015099993,EG,1734.7221,0.00038846,0.8589,0,11
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Meowdoku And,69e0a7d4b6a93be17be97116,com.oakever.meowdoku,6974.7269,draftkings.com,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,547.7526,0.00012266,0.8555,1,5
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Sudoku Android,5de10e548ce8520017e173ef,easy.sudoku.puzzle.solver.free,2197.0198,googll.store,googll.store,5f6413c9612b1a0015099993,EG,1734.7221,0.00038846,0.8535,0,11
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,ZenWord Android,64cc9fcad4592a1f1c805a2c,kidultlovin.word.zen,4611.8852,googll.store,googll.store,5f6413c9612b1a0015099993,DZ,822.4948,0.00018418,0.8494,0,11
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,ZenWord Android,64cc9fcad4592a1f1c805a2c,kidultlovin.word.zen,4611.8852,googll.store,googll.store,5f6413c9612b1a0015099993,NP,821.8385,0.00018404,0.8488,0,11
INJOY TECHNOLOGY PTE.LTD.,5f687c6436ca1e0016d5fd6d,APAC,Seven Tu,Shareit Android,64f7008818744ab0e0841919,com.lenovo.anyshare.gps,6390.6848,googll.store,googll.store,5f6413c9612b1a0015099993,BD,592.1037,0.00013259,0.8473,0,11
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Pixel Art: Create by Number,5b61c1d3a5eacf3ee67a792c,com.europosit.pixelcoloring,2173.309,googll.store,googll.store,5f6413c9612b1a0015099993,EG,1734.7221,0.00038846,0.8442,0,11
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,Skip-Bo Android,60891d3bc6ed3ae6ebd0cf3a,com.mattel163.skipbo,963.685,draftkings.com,draftkings.com,602442ef9f0893001526406b,US,3909.9895,0.00087557,0.8438,2,5
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,ZenWord Android,64cc9fcad4592a1f1c805a2c,kidultlovin.word.zen,4611.8852,googll.store,googll.store,5f6413c9612b1a0015099993,SO,816.3214,0.0001828,0.8431,0,11
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,ZenWord iOS,641bbdc51e0260737618e232,1660171117,6353.112,googll.store,googll.store,5f6413c9612b1a0015099993,BD,592.1037,0.00013259,0.8424,0,11
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,Paper.io 2,5b99403f45e58040ccdd7177,io.voodoo.paper2,3814.5932,tiktok.com,tiktok.com,5e56893e6c71d40018de3ad1,VN,979.2661,0.00021929,0.8365,19,39
Gamebasics BV,561e8d936b8d90f61a000c29,,Sales Ops,Online Soccer Manager - iOS,6130d1b1e4bcd916bfa188d5,400201466,564.0222,papayagaming.com,papayagaming.com,5fbc06efdcdfdb0015dda411,US,6613.3444,0.00148094,0.8353,1,3
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Blockudoku GP,5dc290cf1051eb0012a6b214,com.easybrain.block.puzzle.games,2959.6395,casino.draftkings.com,casino.draftkings.com,602442ef9f0893001526406b,US,1260.4014,0.00028224,0.8353,2,3
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,Phase 10 iOS,5d81c924bf4aa20017e95920,1463509237,2148.0516,googll.store,googll.store,5f6413c9612b1a0015099993,EG,1734.7221,0.00038846,0.8344,0,11
SYBO Games,5c52bd6ffbeb402419bef87d,EMEA,Louis Wallworth,Subway Surfers (Non-COPPA),5e4e6838246d020018f1e653,com.kiloo.subwaysurf,2143.2636,googll.store,googll.store,5f6413c9612b1a0015099993,EG,1734.7221,0.00038846,0.8326,0,11
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,ZenWord Android,64cc9fcad4592a1f1c805a2c,kidultlovin.word.zen,4611.8852,ligastavok.ru,ligastavok.ru,60bdc983a982ad0017edb6f7,RU,804.0458,0.00018005,0.8304,0,2
Aged Studio Limited,5fc7301f7a7f0200153979c7,APAC,Seven Tu,Aged_Solitaire_IOS,65a909094b4b5121d92d9993,1482887935,943.5261,draftkings.com,draftkings.com,602442ef9f0893001526406b,US,3909.9895,0.00087557,0.8261,4,5
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Backgammon iOS,63974e72c5c2a3f1faf76b37,6443484197,1306.6428,mintegral.com,mintegral.com,60bdc983a982ad0017edb6f7,RU,2815.7758,0.00063054,0.8239,1,3
BeSoccer,680748860437920011951532,EMEA,Louis Wallworth,BeSoccer,68075411da8e5a572a730472,550928207,1920.0244,spark.net,spark.net,5f6413c9612b1a0015099993,UZ,1915.572,0.00042896,0.8236,1,7
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Crossword Master IOS,66b372f5e33c9a548741ff37,6547858927,4410.9121,googll.store,googll.store,5f6413c9612b1a0015099993,CI,833.0209,0.00018654,0.8228,0,11
Code Dish GmbH,64075f57d6da1900141e5aba,EMEA,Hadil Salameh,"Sweet Crunch - Matching, Blast Puzzle Game",6051fadcdec34f1e8a8888cc,com.cookie.match3.casual,1034.5435,sportsbook.draftkings.com,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,3549.2064,0.00079478,0.8222,0,1
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Arrows GO! iOS,69c2954b7c25f96d75ccd5f2,6758326278,2911.1141,casino.draftkings.com,casino.draftkings.com,602442ef9f0893001526406b,US,1260.4014,0.00028224,0.8216,1,3
Bluetile Games,64803209bfd9aa0011593484,EMEA,Tori Edwards,Spades Stars - Card Game,659677f9c64ca439507c3d73,com.playvalve.spades,869.191,pari.ru,pari.ru,5f6413c9612b1a0015099993,RU,4219.5644,0.0009449,0.8213,0,1
