account_id,cat_blocklist,error
561e8d936b8d90f61a000f17,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-6""]",
5d1495e8b6c82f00120db30d,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-6""]",
6640b81d1d36b20011446b1f,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-3"", ""V2-16""]",
67a0d88e77bd1c00117ad4f5,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-7""]",
561e8d956b8d90f61a0028f7,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V2-2"", ""V1-6"", ""V1-7""]",
59ff73a9eb02606d5200174f,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
69eb7528a33b05d61de623e5,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
561e8d936b8d90f61a0011da,"[""V1-1"", ""V1-9"", ""V1-10"", ""V1-13"", ""V1-14"", ""V1-6"", ""V1-5""]",
5735de0ebcd1970756000054,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
561e8d976b8d90f61a003bab,"[""V1-2"", ""V1-13"", ""V1-14"", ""V1-4""]",
5dd4218d593be30017cbe726,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
5819f59c563213f87a000123,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V2-21""]",
60abbe0138d6920017b43190,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-9"", ""V1-10"", ""V1-13"", ""V1-14""]",
561e8d936b8d90f61a000da4,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V2-2"", ""V1-7""]",
64a6b4fdcca9af0011fc86b7,"[""V1-2"", ""V1-10"", ""V1-14""]",
561e8d936b8d90f61a00136a,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
561e8d976b8d90f61a003e29,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-6""]",
5d074f140fbc770017190dd2,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
561e8d936b8d90f61a001168,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
561e8d956b8d90f61a002a2f,"[""V1-9"", ""V1-13""]",
68c94077c9fade0c8c4b5be8,"[""V1-13"", ""V1-14"", ""V1-4"", ""V1-2"", ""V1-9"", ""V1-12"", ""V2-16"", ""V2-18"", ""V2-14"", ""V2-19"", ""V2-11"", ""V2-21""]",
5a6f56062c250d182f0056f3,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-6""]",
637c93290ad1a8001b64a071,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
561e8d976b8d90f61a00402a,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-6""]",
5f69aef134a76100158aa316,[],
561e8d976b8d90f61a004288,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
5c995001d788b30012b2eb21,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-6""]",
65cb5af6a3d8e1001191d9d7,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V2-20"", ""V1-6""]",
561e8d966b8d90f61a00392d,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-7""]",
63f72be5cdfbcd00142028c0,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
6363db9288f1fc0014d3183c,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
5a689d947f4def81700028c6,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
68a3020bea56f62fad3dc60f,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
68ca90f7cdcaeb20374f5716,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
5ab5070d69e58f7fca39bfe6,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
561e8d936b8d90f61a000cd1,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-6"", ""V2-16""]",
66b9be9902ae2000118d10c8,"[""V1-2"", ""V1-5"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
561e8d936b8d90f61a001096,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V2-2"", ""V2-13""]",
68fb8a82c95620ff5d00eca0,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
68f74b4ee1b49591953cd5de,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
561e8d936b8d90f61a000e7b,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-6"", ""V2-16""]",
689d90db26a6852357e6b80a,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V2-16"", ""V1-6"", ""V2-10"", ""V2-21"", ""V2-11""]",
5c3c9ba19f3cbd45d7dae29c,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V2-18"", ""V2-3"", ""V2-21""]",
65b2214ec0bb0b0011056047,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
59146b86595df11c320004ac,"[""V1-4"", ""V1-5"", ""V1-9"", ""V1-13"", ""V1-14"", ""V2-16"", ""V2-3"", ""V2-21"", ""V1-6""]",
685d2c04f000940011f6c716,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
57ab0b38c6ebd5c83300007e,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-6""]",
6255696ee4b70c001810bb39,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
5c02ea6d99e4374b87bd9cc5,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
69b298e74c0d69d44ce53b6d,"[""V1-4"", ""V1-5"", ""V1-9"", ""V1-14""]",
6807c7070437920011951c37,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
604773b63f9ad40015309a2a,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
63aae025228482001b699206,"[""V1-4"", ""V1-5"", ""V1-9"", ""V1-13"", ""V1-14""]",
579749090650b9fb6e0000b9,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
609aaa8981be8d00154c407d,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-9"", ""V1-10"", ""V1-13"", ""V1-14""]",
6512d2afa685240011970ef7,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
62f2190969aa39001bb4b1fe,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
69fb1ae463ed3b5eefe8d53e,"[""V1-2"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
66daeafb6f113e001198e417,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
561e8d936b8d90f61a00146c,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V1-6""]",
691b5a10eb3bf4c11bf9c948,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
60240068eca1f300150d7e56,"[""V1-1"", ""V1-2"", ""V1-10"", ""V1-13"", ""V1-14"", ""V1-6""]",
654d14d41c83f70011ca7700,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
561e8d946b8d90f61a002458,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
682c543e4c15ca0011ac99b6,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
5a8a9eca79a4da360300055d,"[""V1-1"", ""V1-2"", ""V1-10"", ""V1-13"", ""V1-14""]",
68d6abcb9e66bbe81e2c99a7,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
5ef9d5fbf52f8e001b9caba9,"[""V1-1"", ""V1-2"", ""V1-7"", ""V1-10"", ""V1-13"", ""V1-14"", ""V1-6""]",
691f260d3fcd392133e219dd,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
636a1cdc1f1b19001b2baa82,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
561e8d936b8d90f61a000c5d,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
69ca6c6bb350ffb65db15d7b,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14""]",
561e8d946b8d90f61a001ade,"[""V1-1"", ""V1-2"", ""V1-4"", ""V1-5"", ""V1-7"", ""V1-9"", ""V1-10"", ""V1-11"", ""V1-12"", ""V1-13"", ""V1-14"", ""V2-21""]",
